prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,id_principal
2204910,camara,2019-05-27T17:11:00Z,1,"Apresentação do Requerimento n. 174/2019, pelo Deputado Darcísio Perondi (MDB-RS), que: ""Indicar  nomes relacionados para participar da Audiência Pública: BRUNO BIANCO LEAL - Secretário Especial Adjunto de Previdência e Trabalho da Secretaria Especial de Previdência e Trabalho; e FELIPE MEMOLO PORTELA - Diretor de Programa da Secretaria Especial de Previdência e Trabalho."".",PEC00619,100,Pronta para Pauta,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1753315,2204910
