prop_id,casa,tipo_materia,numero,ano,data_apresentacao,ementa,palavras_chave,casa_origem,autor_nome,apelido_materia,tema
129808,senado,PLS,212,2017,2017-06-28T00:00:00Z,"Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei nº 12.414, de 9 de junho de 2011, para fomentar a inclusão de dados nos cadastros positivos de crédito e regular a responsabilidade civil dos operadores.","ALTERAÇÃO, LEI FEDERAL, LEI COMPLEMENTAR, LEI DO SIGILO BANCARIO, LEI DO CADASTRO POSITIVO, SIGILO, QUEBRA DE SIGILO, OPERAÇÃO FINANCEIRA, INSTITUIÇÃO FINANCEIRA, FOMENTO, INCLUSÃO, DADOS, CADASTRO, CREDITO, ESTABELECIMENTO, RESPONSABILIDADE, OPERADOR.",Senado Federal,Dalirio Beber PSDB/SC,Lei do Cadastro Positivo,Agenda Nacional
