prop_id,casa,tipo_materia,numero,ano,data_apresentacao,ementa,palavras_chave,casa_origem,autor_nome,apelido_materia,tema
41703,senado,PLS,526,1999,1999-08-31T00:00:00Z,"Altera a Lei nº 7802, de 11 de julho de 1999, que ""dispõe sobre a pesquisa, a experimentação, a produção, a embalagem e rotulagem,  o transporte, o armazenamento, a comercialização, a propaganda comercial, a utilização, a importação, o destino, a classificação, o controle, a inspeção e a fiscalização de agrotóxicos, seus componentes e afins, e dá outras providências.""","ALTERAÇÃO, DSPOSITIVOS, LEI FEDERAL, NORMAS, AGROTÓXICO, OBRIGATORIEDADE, ÓRGÃO EXECUTIVO, REGISTRO, UTILIZAÇÃO, REFERÊNCIA, RECONHECIMENTO, CORRELAÇÃO, EQUIVALÊNCIA, CARACTERIZAÇÃO, SUBSTÂNCIA, SIMILARIDADE, FÍSICA, PRODUTO, INDÚSTRIA QUÍMICA, RESÍDUOS PERIGOSOS, ESTUDO PRÉVIO, ANÁLISE, (RIMA).",Senado Federal,Blairo Maggi PR/MT,PL do veneno,Meio Ambiente
