prop_id,casa,tipo_materia,numero,ano,data_apresentacao,ementa,palavras_chave,casa_origem,autor_nome,apelido_materia,tema
127753,senado,PLS,449,2016,2016-12-08T00:00:00Z,Regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal.,"CRIAÇÃO, LEI FEDERAL, REGULAMENTAÇÃO, CONSTITUIÇÃO FEDERAL, LIMITAÇÃO, REMUNERAÇÃO, AGENTE, PODER PUBLICO. REVOGAÇÃO, DISPOSITIVOS, LEI FEDERAL, REGIME JURIDICO UNICO.",Senado Federal,Comissão Especial do Extrateto,Lei do teto remuneratório,Agenda Nacional
