codigo,numero,local,autor,partido,casa,tipo_documento,inteiro_teor
7207279,00001,CCJ,Armando Monteiro,PTB/PE,Senado Federal,PARECER,http://legis.senado.leg.br/sdleg-getter/documento?dm=7207279
7222435,00002,PLEN,Randolfe Rodrigues,REDE/AP,Senado Federal,EMENDA,http://legis.senado.leg.br/sdleg-getter/documento?dm=7222435
7225765,00003,PLEN,Lídice da Mata,PSB/BA,Senado Federal,EMENDA,http://legis.senado.leg.br/sdleg-getter/documento?dm=7225765
7225783,00004,PLEN,Lídice da Mata,PSB/BA,Senado Federal,EMENDA,http://legis.senado.leg.br/sdleg-getter/documento?dm=7225783
7225801,00005,PLEN,Lídice da Mata,PSB/BA,Senado Federal,EMENDA,http://legis.senado.leg.br/sdleg-getter/documento?dm=7225801
