codigo,numero,local,autor,partido,casa,tipo_documento,inteiro_teor
3931858,00001,CAE,Ricardo Ferraço,PSDB/ES,Senado Federal,PARECER,http://legis.senado.leg.br/sdleg-getter/documento?dm=3931858
