prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,fase,situacao_descricao_situacao,evento,data_audiencia,local,global
127753,Apresentação,2016-12-09,3,"Incluído em Ordem do Dia da sessão deliberativa ordinária de 13.12.2016.      Recebidas, na Secretaria Geral da Mesa, as Emendas nºs 1 e 2-PLEN, do Senador José Aníbal.      Recebida, na Secretaria Geral da Mesa, a Emenda nº 3-PLEN, do Senador Cidinho Santos.      Recebida, na Secretaria Geral da Mesa, a Emenda nº 4-PLEN, do Senador Hélio José.",PLEN,78,INCLUÍDA EM ORDEM DO DIA,Discussão e votação,incluída_em_ordem_do_dia,NA,NA,Plenário, - Origem (Senado)
127753,Apresentação,2016-12-13,1,"Aprovado o projeto com emenda.      À Câmara dos Deputados.      ***DETALHAMENTO DA AÇÃO LEGISLATIVA***      Encaminhadas à publicação as Emendas nºs 1, 2 e 3-PLEN.      Proferido pela Senadora Kátia Abreu o Parecer nº 986, de 2016-PLEN, concluindo favoravelmente à Emenda nº 1-PLEN e contrário às Emendas nºs 2 e 3-PLEN; e ainda, favorável aos PLS 450/2016 e PLS 451/2016.      Encaminhada à publicação e posteriormente retirada a Emenda nº 4-PLEN, subscrita pelo Senador Hélio José, tendo manifestação contrária da relatora, Senadora Kátia Abreu.      Discussão encerrada.      Aprovado o projeto, ressalvadas as emendas.      Aprovada a Emenda nº 1-PLEN, de parecer favorável.      Rejeitadas, em globo, as Emendas nºs 2 e 3-PLEN, de parecer contrário.      Aprovada a redação final da matéria. (Parecer nº 987, de 2016-CDIR)      À Câmara dos Deputados.",PLEN,25,APROVADA,Discussão e votação,aprovada,aprovacao_projeto,NA,Plenário, - Origem (Senado)
127753,Apresentação,2016-12-14,1,Anexado o texto revisado (fls. 71 a 79).,SEXPE,NA,NA,Discussão e votação,NA,NA,NA,Plenário, - Revisão (Câmara)
127753,Apresentação,2016-12-14,2,"Remetido Ofício SF nº 1.403, de 14/12/2016, ao Senhor Primeiro-Secretário da Câmara dos Deputados, encaminhando autógrafos do projeto para revisão, nos termos do art. 65 da Constituição Federal. (fls. 80 a 89).",SEXPE,52,REMETIDA À CÂMARA DOS DEPUTADOS,Discussão e votação,remetida_à_câmara_dos_deputados,virada_casa,NA,Mesa - Câmara, - Revisão (Câmara)
