prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,id_principal
2170855,camara,2018-04-04T16:31:00Z,1,"Parecer à Emenda de Plenário proferido pela Relatora, Dep. Cristiane Brasil (PTB-RJ), pela constitucionalidade, juridicidade e técnica legislativa; e, no mérito, pela aprovação na forma da Subemenda Substitutiva Global de Plenário apresentada.",CCJC,319,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1648889,2170855
