prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,origem_tramitacao_local_nome_casa_local,destino_tramitacao_local_nome_casa_local,id_principal
102721,senado,2018-12-20T00:00:00Z,1,"A proposição é arquivada ao final da legislatura, nos termos do § 1º do art. 332  do Regimento Interno.",SLSF,28,ARQUIVADA AO FINAL DA LEGISLATURA,,Senado Federal,Senado Federal,102721
102721,senado,2018-05-16T00:00:00Z,1,"Matéria não apreciada na sessão de 27.03.2018.
      Aguardando inclusão em Ordem do Dia para votação, em turno único.",PLEN,8,PRONTO PARA DELIBERAÇÃO DO PLENÁRIO,,Senado Federal,Senado Federal,102721
102721,senado,2018-05-15T00:00:00Z,2,"Juntados aos autos do processo original de manifestação do Ofício nº 02/2018-FNS, do Fórum Nacional Sucroenergético; e cópia da carta-resposta encaminhada pelo Secretário-Geral da Mesa, Luiz Fernando Bandeira de Mello. (fls.192/197)",ATRSGM,NA,NA,,Senado Federal,Senado Federal,102721
102721,senado,2018-05-15T00:00:00Z,1,"Encaminhado, a pedido.",SLSF,NA,NA,,Senado Federal,Senado Federal,102721
102721,senado,2018-04-04T00:00:00Z,1,"Matéria não apreciada na sessão de 27.03.2018.
      Aguardando inclusão em Ordem do Dia para votação, em turno único.",SLSF,8,PRONTO PARA DELIBERAÇÃO DO PLENÁRIO,,Senado Federal,Senado Federal,102721
102721,senado,2018-03-27T00:00:00Z,1,"Incluído na Ordem do Dia da sessão deliberativa de 27.03.2018.
      Discussão, em turno único.
      ************* Retificado em 04/04/2018*************
      Incluído na Ordem do Dia da sessão deliberativa de 27.03.2018.
      Votação, em turno único.",SLSF,78,INCLUÍDA EM ORDEM DO DIA,,Senado Federal,Senado Federal,102721
102721,senado,2018-03-22T00:00:00Z,1,"Agendada para sessão deliberativa ordinária do dia 27.03.2018.
      Votação, em turno único.",PLEN,86,AGENDADA PARA ORDEM DO DIA,,Senado Federal,Senado Federal,102721
102721,senado,2018-03-21T00:00:00Z,1,"Encaminhado à publicação o Requerimento nº 128, de 2018, de autoria dos Senadores João Capiberibe e Jorge Viana, que solicita o reexame da matéria pela Comissão de Desenvolvinento Regional e Turismo.
      Encaminhado à publicação o Requerimento nº 129, de 2018, de autoria dos Senadores Randolfe Rodrigues e Jorge Viana, que solicita o reexame da matéria pela Comissão de Agricultura e Reforma Agrária.
      Rejeitados os requerimentos, com o seguinte resultado: Sim – 19; Não – 38; Abst. – 1; Presidente – 1;Total – 59.
      Discussão encerrada, ficando a votação adiada.",SEADI,NA,NA,,Senado Federal,Senado Federal,102721
102721,senado,2018-03-20T00:00:00Z,1,"Incluído na Ordem do Dia da sessão deliberativa de 21.03.2018.
      Discussão, em turno único.",SLSF,78,INCLUÍDA EM ORDEM DO DIA,,Senado Federal,Senado Federal,102721
102721,senado,2018-02-07T00:00:00Z,3,"Aguardando inclusão em Ordem do Dia
      
      Discussão, em turno único.",PLEN,8,PRONTO PARA DELIBERAÇÃO DO PLENÁRIO,,Senado Federal,Senado Federal,102721
102721,senado,2018-02-07T00:00:00Z,2,"Juntado aos autos do processo, original de manifestação do Ofício nº 584/2017 - GAB/SEC/SEDAP, da Secretaria de Estado do Pará de Desenvolvimento Agropecuário e da Pesca.  (fls. 181/184).",ATRSGM,NA,NA,,Senado Federal,Senado Federal,102721
102721,senado,2018-02-07T00:00:00Z,1,Encaminhado à Assessoria Técnica.,SLSF,NA,NA,,Senado Federal,Senado Federal,102721
102721,senado,2017-12-12T00:00:00Z,4,"Aguardando inclusão em Ordem do Dia
      
      Discussão, em turno único.",PLEN,8,PRONTO PARA DELIBERAÇÃO DO PLENÁRIO,,Senado Federal,Senado Federal,102721
102721,senado,2017-12-12T00:00:00Z,3,"Encaminhados à publicação os seguintes pareceres:
      - Parecer nº 234, de 2017-PLEN-SF, da Comissão de Ciência, Tecnologia, Inovação, Comunicação e Informática, relator Senador Ivo Cassol, favorável ao projeto e à Emenda n° 1-PLEN, na forma da Subemenda n° 1-CCT;
      - Parecer nº 63, de 2017, da Comissão de Assuntos Econômicos, relator Senador Valdir Raupp, pela aprovação do projeto e da  Emenda nº 1-PLEN, Subemenda nº 1- CCT/CAE, e pela apresentação da Emenda nº 2-CAE, de redação; 
      - Parecer nº 9, de 2017, da Comissão de Desenvolvimento Regional e Turismo, relator Senador Valdir Raupp, favorável à  Emenda nº 1-PLEN, na forma da Subemenda nº1-CCT/CAE/CDR, e favorável à Emenda nº 2-CAE-CDR; 
      - Parecer nº 3, de 2017, da Comissão de Agricultura e Reforma Agrária, relator Senador Valdir Raupp, favorável à Emenda nº 1-PLEN, na forma da Subemenda nº 1-CCT-CAE-CDR-CRA, e da Emenda nº 2-CAE-CDR-CRA; 
      - Parecer nº 19, de 2017, da Comissão de Meio Ambiente, relator Senador Valdir Raupp, favorável à Emenda nº 1-PLEN, na forma da Subemenda nº 1-CCT-CAE-CDR-CRA-CMA, e pela aprovação da Emenda nº 2-CAE-CDR-CRA-CMA.",SEADI,8,PRONTO PARA DELIBERAÇÃO DO PLENÁRIO,,Senado Federal,Senado Federal,102721
