casa,genero,id_parlamentar,nome_completo,nome_eleitoral,partido,uf
senado,Masculino,4772,Wilson de Matos Silva,Wilson Matos,PSDB,NA
senado,Masculino,3811,José Wilson Santiago,Wilson Santiago,PTB,NA
senado,Masculino,3597,Wirlande Santos da Luz,Wirlande da Luz,MDB,NA
senado,Masculino,1377,Alexandre Zacharias de Assumpção,Zacharias de Assumpção,NA,NA
senado,Masculino,114,Zanete Ferreira Cardinal,Zanete Cardinal,NA,NA
senado,Feminino,5783,Zenaide Maia Calado Pereira dos Santos,Zenaide Maia,PROS,RN
senado,Masculino,3806,José da Cruz Marinho,Zequinha Marinho,PSC,PA
senado,Masculino,5144,José Perrella de Oliveira Costa,Zeze Perrella,MDB,NA
senado,Masculino,5118,Zonir Freitas Tetila,Zonir Freitas Tetila,PT,NA
senado,Masculino,5184,José Ribamar Noleto de Santana,Zé Santana,MDB,NA
senado,Masculino,2836,Álano Barcelos,Álano Barcelos,NA,NA
senado,Masculino,2845,Álvaro Luiz Bocayuva Catão,Álvaro Catão,NA,NA
senado,Masculino,1396,Álvaro Botelho Maia,Álvaro Maia,NA,NA
senado,Feminino,4697,Ângela Maria Gomes Portela,Ângela Portela,PDT,NA
senado,Masculino,3604,Élber Batalha Góes,Élber Batalha,NA,NA
senado,Feminino,1042,Íris de Araújo Rezende Machado,Íris de Araújo,MDB,NA
