casa,genero,id_parlamentar,nome_completo,nome_eleitoral,partido,uf
senado,Masculino,3972,Nelson Tenório de Oliveira,Nelson Tenório,NA,NA
senado,Masculino,2139,Nelson Wedekin,Nelson Wedekin,PDT,NA
senado,Masculino,2140,Nereu de Oliveira Ramos,Nereu Ramos,NA,NA
senado,Masculino,5176,Nestor Duarte Guimarães Neto,Nestor Duarte Guimarães Neto,PDT,NA
senado,Masculino,3644,Neuto Fausto de Conto,Neuto de Conto,MDB,NA
senado,Masculino,1587,Durval Neves da Rocha,Neves da Rocha,NA,NA
senado,Masculino,2145,Ney Aminthas de Barros Braga,Ney Braga,NA,NA
senado,Masculino,2144,Ney de Albuquerque Maranhão,Ney Maranhão,NA,NA
senado,Masculino,63,Ney Robinson Suassuna,Ney Suassuna,MDB,NA
senado,Masculino,3648,Manoel Alencar Neto,Nezinho Alencar,PSB,NA
senado,Masculino,380,Nicias Lopes Ribeiro,Nicias Ribeiro,PSDB,NA
senado,Feminino,5281,Ozanilda Gondim Vital do Rego,Nilda Gondim,MDB,NA
senado,Masculino,3575,Nilis Castberg Machado de Sousa,Nilis Castberg,NA,NA
senado,Masculino,2147,Nilo de Souza Coelho,Nilo Coelho,NA,NA
senado,Masculino,166,Nilo Teixeira Campos,Nilo Teixeira Campos,PSDB,NA
senado,Masculino,288,Nilson Moura Leite Mourão,Nilson Mourão,PT,NA
senado,Masculino,3607,Nivaldo Fernando dos Santos,Nivaldo Fernando,NA,NA
senado,Masculino,150,Nivaldo Passos Krüger,Nivaldo Krüger,MDB,NA
senado,Masculino,1527,Camilo Nogueira da Gama,Nogueira da Gama,NA,NA
senado,Masculino,1090,Jorge Nova da Costa,Nova da Costa,MDB,NA
senado,Masculino,1429,Antônio de Novaes Filho,Novaes Filho,NA,NA
senado,Feminino,4961,Níura Sandra Demarchi dos Santos,Níura Demarchi,PSDB,NA
senado,Masculino,2153,Octávio Omar Cardoso,Octávio Cardoso,NA,NA
senado,Masculino,2994,Octávio Cesário Pereira Junior,Octávio Cesário,NA,NA
senado,Masculino,64,Odacir Soares Rodrigues,Odacir Soares,PP,NA
senado,Feminino,3609,Odete da Cruz Monteiro,Odete da Cruz,NA,NA
senado,Masculino,6006,Ogari de Castro Pacheco,Ogari Pacheco,NA,NA
senado,Masculino,2155,Olavo Gomes Pires Filho,Olavo Pires,NA,NA
senado,Masculino,1083,João Olivir Gabardo,Olivir Gabardo,PSDB,NA
senado,Masculino,5060,Olney Ribeiro Botelho,Olney Ribeiro Botelho,PDT,NA
senado,Masculino,5525,Omar José Abdel Aziz,Omar Aziz,PSD,AM
senado,Masculino,2160,Onofre Muniz Gomes de Lima,Onofre Gomes,NA,NA
senado,Masculino,65,Onofre Quinan,Onofre Quinan,NA,NA
senado,Masculino,6024,Onésimo de Souza Cruz Netto,Onésimo Cruz,NA,NA
senado,Masculino,4889,Ordalino Martins da Cunha,Ordalino Martins da Cunha,NA,NA
senado,Masculino,3628,Orency Francisco da Silva,Orency Francisco,NA,NA
senado,Masculino,2161,Orestes Quércia,Orestes Quércia,NA,NA
senado,Masculino,5924,Oriovisto Guimaraes,Oriovisto Guimarães,PODEMOS,PR
senado,Masculino,134,Orlando Dordallo Júnior,Orlando Dordallo Júnior,NA,NA
senado,Masculino,2162,Orlando Gabriel Zancaner,Orlando Zancaner,NA,NA
senado,Masculino,2163,Oscar Passos,Oscar Passos,NA,NA
senado,Masculino,2164,Osires Teixeira,Osires Teixeira,NA,NA
senado,Masculino,66,Osmar Fernandes Dias,Osmar Dias,PDT,NA
senado,Masculino,1210,Osvaldo Roberto Sobrinho,Osvaldo Sobrinho,PTB,NA
senado,Masculino,2997,Otacílio Jurema,Otacílio Jurema,NA,NA
senado,Masculino,2166,Otair Becker,Otair Becker,NA,NA
senado,Masculino,2167,Othon Mader,Othon Mader,NA,NA
senado,Masculino,175,Otoniel Machado Carneiro,Otoniel Machado,NA,NA
senado,Masculino,5523,Otto Roberto Mendonça de Alencar,Otto Alencar,PSD,BA
senado,Masculino,2998,Otto Cyrillo Lehmann,Otto Lehmann,NA,NA
senado,Masculino,2152,Otávio Mangabeira,Otávio Mangabeira,NA,NA
senado,Masculino,2168,Ovídio Antunes Teixeira,Ovídio Teixeira,NA,NA
senado,Masculino,2999,Ozires Pontes,Ozires Pontes,NA,NA
senado,Masculino,5080,Pablo Sergio Souza Bezerra,Pablo Sergio Souza Bezerra,PT,NA
senado,Masculino,1506,Benedito Mário Calazans,Padre Calazans,NA,NA
senado,Masculino,3393,João Bosco Papaléo Paes,Papaléo Paes,PSDB,NA
senado,Masculino,1965,José Parsifal Barroso,Parsifal Barroso,NA,NA
senado,Masculino,1966,José Passos Porto,Passos Porto,NA,NA
senado,Masculino,918,Amarildo Martins da Silva,Pastor Amarildo,PSC,NA
senado,Masculino,5018,Heber Waldo Silva Costa,Pastor Bel,PRTB,NA
senado,Masculino,5925,Orlando Moura Gaia,Pastor Gaia,NA,NA
senado,Masculino,5599,Ibanes Taveira da Silva,Pastor Ibanes Taveira,PDT,NA
senado,Masculino,5966,Manoel Roberto Silva do Rego,Pastor Manoel Roberto,NA,NA
senado,Masculino,6022,Severino dos Ramos Marcelino da Silva,Pastor Severino,NA,NA
senado,Masculino,5617,Sebastião Valadares Neto,Pastor Valadares,PDT,NA
senado,Feminino,5928,Ana Patricia de Carvalho Ribeiro Costa,Patricia Costa,NA,NA
senado,Feminino,3397,Patrícia Lúcia Saboya Ferreira Gomes,Patrícia Saboya,PDT,NA
senado,Masculino,3001,Paulo Abreu,Paulo Abreu,NA,NA
senado,Masculino,5927,Paulo José de Brito Silva Albuquerque,Paulo Albuquerque,NA,NA
senado,Masculino,5122,Paulo Antenor de Oliveira,Paulo Antenor de Oliveira,PL,NA
senado,Masculino,3002,Paulo Barros,Paulo Barros,NA,NA
senado,Masculino,3741,Paulo Roberto Bauer,Paulo Bauer,PSDB,NA
senado,Masculino,1967,José Paulo Bisol,Paulo Bisol,NA,NA
senado,Masculino,2174,Paulo Brossard de Souza Pinto,Paulo Brossard,NA,NA
senado,Masculino,3605,Paulo Carvalho Viana,Paulo Carvalho,NA,NA
senado,Masculino,3254,Paulo Ramos Coelho,Paulo Coelho,NA,NA
senado,Masculino,5020,Paulo Roberto Davim,Paulo Davim,PV,NA
senado,Masculino,4549,Paulo Hermínio Duque Costa,Paulo Duque,MDB,NA
senado,Masculino,1095,Elifas Paulo da Silva,Paulo Elifas,MDB,NA
senado,Masculino,2177,Paulo Fender,Paulo Fender,NA,NA
senado,Masculino,2175,Paulo da Silva Fernandes,Paulo Fernandes,NA,NA
senado,Masculino,5152,Paulo Frateschi,Paulo Frateschi,PT,NA
senado,Masculino,336,Paulo Gilberto Gouvêa da Costa,Paulo Gouvêa,DEM,NA
senado,Masculino,102,Paulo Fernando Batista Guerra,Paulo Guerra,NA,NA
senado,Masculino,2180,Paulo Pessoa Guerra,Paulo Guerra,NA,NA
senado,Masculino,942,Paulo César Hartung Gomes,Paulo Hartung,PSB,NA
senado,Masculino,5901,Paulo Roberto Franco Marinho,Paulo Marinho,NA,NA
senado,Masculino,5589,Paulo Henrique Campos Matos,Paulo Matos,CIDADANIA,NA
senado,Masculino,1169,Paulo Octávio Alves Pereira,Paulo Octávio,NA,NA
senado,Masculino,825,Paulo Renato Paim,Paulo Paim,PT,RS
senado,Masculino,5114,Paulo Pereira Fíuza Filho,Paulo Pereira Fíuza Filho,PV,NA
senado,Masculino,374,Paulo Roberto Galvão da Rocha,Paulo Rocha,PT,PA
senado,Masculino,5921,Paulo Salamuni,Paulo Salamuni,NA,NA
senado,Masculino,2181,Paulo Sarazate Ferreira Lopes,Paulo Sarazate,NA,NA
senado,Masculino,4879,Paulo Silva de Jesus,Paulo Silva de Jesus,NA,NA
senado,Masculino,924,Paulo Ganem Souto,Paulo Souto,NA,NA
senado,Masculino,2178,Paulo Francisco Torres,Paulo Torres,NA,NA
senado,Masculino,6023,Pedro Arthur Ferreira Rodrigues,Pedro Arthur,NA,NA
senado,Masculino,3004,Pedro Carneiro de Moraes e Silva,Pedro Carneiro,NA,NA
senado,Masculino,453,Pedro Pinheiro Chaves,Pedro Chaves,MDB,NA
senado,Masculino,5116,Pedro Chaves dos Santos Filho,Pedro Chaves,PRB,NA
senado,Masculino,674,Pedro Fernandes Ribeiro,Pedro Fernandes,PTB,NA
senado,Masculino,5050,Pedro Irno Tonelli,Pedro Irno Tonelli,PT,NA
senado,Masculino,2193,Pedro Ludovico Teixeira,Pedro Ludovico,NA,NA
senado,Masculino,119,Pedro Paulo,Pedro Paulo,NA,NA
senado,Masculino,2196,Pedro Pedrossian,Pedro Pedrossian,NA,NA
senado,Masculino,67,Pedro Franco Piva,Pedro Piva,PSDB,NA
senado,Masculino,148,Pedro Segundo Seleme,Pedro Segundo Seleme,NA,NA
senado,Masculino,68,Pedro Jorge Simon,Pedro Simon,MDB,NA
senado,Masculino,5010,José Pedro Gonçalves Taques,Pedro Taques,PDT,NA
senado,Masculino,2190,Pedro Henrique Teixeira,Pedro Teixeira,NA,NA
senado,Masculino,121,Pedro Ubirajara de Oliveira,Pedro Ubirajara,MDB,NA
senado,Masculino,2860,Antonio Pereira Diniz,Pereira Diniz,NA,NA
senado,Masculino,4927,Péricles Ferreira Olivier de Paula,Pericles Olivier,PP,NA
senado,Masculino,1696,Francisco Pessoa de Queiroz,Pessoa de Queiroz,NA,NA
senado,Masculino,2199,Petrônio Portella Nunes,Petrônio Portella,NA,NA
senado,Masculino,2976,Luiz Pinto Ferreira,Pinto Ferreira,NA,NA
senado,Masculino,4606,José Eleonildo Soares,Pinto Itamaraty,PSDB,NA
senado,Masculino,5922,Plinio Destro,Plinio Destro,NA,NA
senado,Masculino,5502,Francisco Plínio Valério Tomaz,Plínio Valério,PSDB,AM
senado,Masculino,2221,Roberto Pompeu de Sousa Brasil,Pompeu de Sousa,NA,NA
senado,Masculino,5936,Carlos Francisco Portinho,Portinho,NA,NA
senado,Masculino,2847,Annibal di Primio Beck,Primio Beck,NA,NA
senado,Masculino,5971,Prisco Rodrigues Bezerra,Prisco Bezerra,NA,NA
senado,Masculino,1825,João Prisco dos Santos,Prisco dos Santos,NA,NA
senado,Feminino,5984,Terezinha Bazé de Lima,Professora Bazé,NA,NA
senado,Masculino,3006,Péricles Pedro da Silva,Péricles Pedro,NA,NA
senado,Masculino,3007,Péricles Pinto da Silva,Péricles Pinto,NA,NA
senado,Masculino,145,Péricles Vilhena,Péricles Vilhena,NA,NA
senado,Masculino,3010,Raymundo Públio Bandeira de Mello,Públio de Mello,NA,NA
senado,Masculino,5913,Cicero Rafael Tenorio da Silva,Rafael Tenorio,NA,NA
senado,Masculino,1206,João Raimundo Colombo,Raimundo Colombo,DEM,NA
senado,Masculino,2207,Raimundo Lira,Raimundo Lira,PSD,NA
senado,Masculino,93,Raimundo Lopes de Mélo,Raimundo Lopes de Mélo,NA,NA
senado,Masculino,4551,Raimundo Noronha Filho,Raimundo Noronha Filho,NA,NA
senado,Masculino,2206,Raimundo Gomes de Araújo Parente,Raimundo Parente,NA,NA
senado,Masculino,108,Raimundo Vieira da Silva Lisboa,Raimundo Vieira da Silva Lisboa,NA,NA
senado,Masculino,69,Ramez Tebet,Ramez Tebet,NA,NA
senado,Masculino,5012,Randolph Frederich Rodrigues Alves,Randolfe Rodrigues,REDE,AP
senado,Masculino,2210,Raul Giuberti,Raul Giuberti,NA,NA
senado,Masculino,5072,Reditario Cassol,Reditario Cassol,PP,NA
senado,Feminino,128,Regina Maria D'Assumpção,Regina Assumpção,NA,NA
senado,Feminino,5182,Maria Regina Sousa,Regina Sousa,PT,NA
senado,Masculino,139,José Reginaldo Duarte,Reginaldo Duarte,PSDB,NA
senado,Masculino,2214,Reginaldo Fernandes de Oliveira,Reginaldo Fernandes,NA,NA
senado,Feminino,6018,Reginete Souza Bispo,Reginete Bispo,NA,NA
senado,Masculino,3639,Regis Velasco Fichtner Pereira,Regis Fichtner,MDB,NA
senado,Masculino,5236,José Antônio Machado Reguffe,Reguffe,S/Partido,DF
senado,Masculino,3580,Remi Ribeiro Oliveira,Remi Ribeiro,MDB,NA
senado,Masculino,3011,Remy Bayma Archer da Silva,Remy Archer,NA,NA
senado,Masculino,70,José Renan Vasconcelos Calheiros,Renan Calheiros,MDB,AL
senado,Feminino,5934,Renata Cordeiro Guerra,Renata Guerra,NA,NA
senado,Masculino,3868,José Renato Casagrande,Renato Casagrande,PSB,NA
senado,Masculino,142,Renato Cunha Lima,Renato Cunha Lima,NA,NA
senado,Masculino,1826,João Renato Franco,Renato Franco,NA,NA
senado,Masculino,3012,Renato Ramos da Silva,Renato Silva,NA,NA
senado,Feminino,5561,Renilde Silva Bulhões Barros,Renilde Bulhões,PROS,AL
senado,Masculino,1049,Manoel Elias de Santana,Renildo Santana,NA,NA
senado,Masculino,5257,Renzo do Amaral Braz,Renzo Braz,PP,NA
senado,Masculino,1086,José de Ribamar Fiquene,Ribamar Fiquene,MDB,NA
senado,Masculino,2862,Antônio Ribeiro Casado,Ribeiro Casado,NA,NA
senado,Masculino,635,Ricardo de Rezende Ferraço,Ricardo Ferraço,PSDB,NA
senado,Masculino,5635,Ricardo Barreto Franco,Ricardo Franco,DEM,NA
senado,Masculino,156,Ricardo Ferreira Santos,Ricardo Santos,PSDB,NA
senado,Masculino,5892,Raimundo Roberth Bringel Martins,Roberth Bringel,DEM,NA
senado,Masculino,3631,Roberto Cavalcanti Ribeiro,Roberto Cavalcanti,PRB,NA
senado,Masculino,3587,Roberto Chaves Pandolfi,Roberto Chaves,NA,NA
senado,Feminino,129,Roberto Faria de Medeiros,Roberto Faria de Medeiros,NA,NA
senado,Masculino,71,Roberto João Pereira Freire,Roberto Freire,CIDADANIA,NA
senado,Masculino,5052,Roberto de Oliveira Muniz,Roberto Muniz,PP,NA
senado,Masculino,72,Roberto Requião de Mello e Silva,Roberto Requião,MDB,NA
senado,Masculino,677,Roberto Coelho Rocha,Roberto Rocha,PSDB,MA
senado,Masculino,1026,Roberto Saturnino Braga,Roberto Saturnino,PT,NA
senado,Masculino,5098,Roberto Wagner Monteiro,Roberto Wagner Monteiro,PRB,NA
senado,Masculino,1045,Robinson Koury Viana da Silva,Robinson Viana,MDB,NA
senado,Masculino,5986,Rodolfo Oliveira Nogueira,Rodolfo Nogueira,NA,NA
senado,Masculino,1085,Rodolpho Tourinho Neto,Rodolpho Tourinho,NA,NA
senado,Masculino,5905,Rodrigo Santos Cunha,Rodrigo Cunha,PSDB,AL
senado,Masculino,3014,Rodrigo de Oliveira Lobo,Rodrigo Lobo,NA,NA
senado,Masculino,5732,Rodrigo Otavio Soares Pacheco,Rodrigo Pacheco,DEM,MG
senado,Masculino,4593,Rodrigo Sobral Rollemberg,Rodrigo Rollemberg,PSB,NA
senado,Masculino,5110,Manoel Antônio Rodrigues Palma,Rodrigues Palma,PL,NA
senado,Masculino,5352,Rogério Carvalho Santos,Rogério Carvalho,PT,SE
senado,Masculino,73,Romero Jucá Filho,Romero Jucá,MDB,NA
senado,Masculino,74,Romeu Tuma,Romeu Tuma,PTB,NA
senado,Masculino,5322,Romario de Souza Faria,Romário,PODEMOS,RJ
senado,Masculino,1978,José Ronaldo Aragão,Ronaldo Aragão,NA,NA
senado,Masculino,456,Ronaldo Ramos Caiado,Ronaldo Caiado,DEM,NA
senado,Masculino,75,Ronaldo José da Cunha Lima,Ronaldo Cunha Lima,NA,NA
senado,Masculino,5945,Ronaldo Libardi,Ronaldo Libardi,NA,NA
senado,Masculino,2224,Ronan Tito de Almeida,Ronan Tito,MDB,NA
senado,Masculino,5601,Roosevelt Vita,Roosevelt Vita,MDB,NA
senado,Feminino,4543,Rosalba Ciarlini Rosado,Rosalba Ciarlini,DEM,NA
senado,Feminino,5944,Rosana Marcia Foerste da Silva,Rosana Foerst,NA,NA
senado,Feminino,2331,Rosilda de Freitas,Rose de Freitas,PODEMOS,ES
senado,Feminino,3359,Roseana Sarney Murad,Roseana Sarney,MDB,NA
senado,Feminino,100,Roseni das Graças Silva Soares,Roseni das Graças Silva Soares,NA,NA
senado,Feminino,5911,Maria do Rosário de Fátima Biserra Rodrigues,Rosário Bezerra,NA,NA
senado,Masculino,4893,Ruben Figueiró de Oliveira,Ruben Figueiró,PSDB,NA
senado,Masculino,5621,Rudson Leite da Silva,Rudson Leite,PV,NA
senado,Masculino,2226,Rui Soares Palmeira,Rui Palmeira,NA,NA
senado,Masculino,4985,Rui Parra Motta,Rui Parra Motta,NA,NA
senado,Masculino,1864,Joaquim Ruy Paulilo Bacelar,Ruy Bacelar,MDB,NA
senado,Masculino,2228,Ruy Carneiro,Ruy Carneiro,NA,NA
senado,Masculino,2229,Ruy Santos,Ruy Santos,NA,NA
senado,Masculino,3646,Sadi Cassol,Sadi Cassol,PT,NA
senado,Masculino,2203,Rachid Saldanha Derzi,Saldanha Derzi,NA,NA
senado,Masculino,4849,Salomão Alcolumbre,Salomão Alcolumbre,NA,NA
senado,Masculino,4847,Salomão Alcolumbre Júnior,Salomão Alcolumbre Júnior,MDB,NA
senado,Masculino,3017,Salviano Leite Rolim,Salviano Leite,NA,NA
senado,Masculino,6021,Samuel Pereira de Araujo,Samuel Araujo,NA,NA
senado,Masculino,5074,Sander Fraxe Salomao,Sander Fraxe Salomao,MDB,NA
senado,Feminino,5038,Sandra Backsmann Braga,Sandra Braga,MDB,NA
senado,Feminino,198,Sandra Zanatta Guidi,Sandra Guidi,NA,NA
senado,Feminino,3623,Sandra Melon de Paula,Sandra Melon de Paula,NA,NA
senado,Feminino,117,Sandro Fabi,Sandro Fabi,NA,NA
senado,Masculino,5172,Sanny Japiassú dos Santos,Sanny Japiassú dos Santos,MDB,NA
senado,Masculino,5974,Reginauro Sousa Nascimento,Sargento Reginaldo,NA,NA
senado,Masculino,2230,Saulo Saul Ramos,Saulo Ramos,NA,NA
senado,Masculino,5583,Schariff Moyses,Schariff Moyses,PSDB,NA
senado,Masculino,2231,Sebastião Archer da Silva,Sebastião Archer,NA,NA
senado,Masculino,76,Sebastião Ferreira da Rocha,Sebastião Bala Rocha,SD,NA
senado,Masculino,3617,Sebastião Cristovan Fortes Magalhães,Sebastião Cristovan,NA,NA
senado,Masculino,1092,Sebastião Riêra,Sebastião Riêra,NA,NA
senado,Feminino,3645,Selma Elias Westphal,Selma Elias,MDB,NA
senado,Masculino,735,Severino Sérgio Estelita Guerra,Sergio Guerra,PSDB,NA
senado,Masculino,5048,Sergio de Souza,Sergio Souza,MDB,NA
senado,Feminino,3362,Serys Marly Slhessarenko,Serys Slhessarenko,PT,NA
senado,Masculino,5611,Severino Nunes de Araujo,Severino Araujo,PSB,NA
senado,Masculino,5563,Severino Barboza Leão,Severino Leão,PTB,NA
senado,Masculino,1143,Severino Lúcio da Silva,Severino Lúcio,NA,NA
senado,Masculino,3592,Severo Maria Eulálio Filho,Severo Maria,NA,NA
senado,Masculino,5014,Shydney Jorge Rosa,Shydney Jorge Rosa,NA,NA
senado,Masculino,3532,Sebastião Machado Oliveira,Sibá Machado,PT,NA
senado,Masculino,2237,Sigefredo Pacheco,Sigeffredo Pacheco,NA,NA
senado,Masculino,143,José Carlos da Silva Júnior,Silva Júnior,NA,NA
senado,Feminino,5916,Silvania Batinga de Oliveira Barbosa,Silvania Barbosa,NA,NA
senado,Masculino,2241,Silvestre Péricles de Góes Monteiro,Silvestre Péricles,NA,NA
senado,Masculino,5056,Silvia Nascimento Cardoso dos Santos Cerqueira,Silvia Nascimento Cardoso dos Santos Cerqueira,PRB,NA
senado,Masculino,2239,Silvério Del Caro,Silvério Del Caro,NA,NA
senado,Feminino,5527,Simone Nassar Tebet,Simone Tebet,MDB,MS
senado,Masculino,6005,Jose Wilson Siqueira Campos,Siqueira Campos,DEM,TO
senado,Masculino,4957,Luiz Fernando de Abreu Sodré Santoro,Sodré Santoro,PTB,NA
senado,Feminino,5988,Soraya Vieira Thronicke,Soraya Thronicke,PSL,MS
senado,Masculino,1356,Abilon de Souza Naves,Souza Naves,NA,NA
senado,Masculino,5959,Eann Styvenson Valentim Mendes,Styvenson Valentim,PODEMOS,RN
senado,Masculino,5893,Suely Torres e Silva,Suely Pereira,NA,NA
senado,Feminino,5995,Maria Suely Alves de Oliveira Santiago,Suely Santiago,NA,NA
senado,Masculino,4959,Sumaia Marly Salomão Wilt,Sumaia Marly Salomão Wilt,NA,NA
senado,Masculino,2242,Sylvio Curvo,Sylvio Curvo,NA,NA
senado,Masculino,1672,Francisco de Sá Tinoco,Sá Tinoco,NA,NA
senado,Masculino,3365,Sérgio de Oliveira Cabral Santos Filho,Sérgio Cabral,MDB,NA
senado,Masculino,77,José Sérgio de Oliveira Machado,Sérgio Machado,MDB,NA
senado,Masculino,2234,Sérgio Bezerra Marinho,Sérgio Marinho,NA,NA
senado,Masculino,624,Aluísio Sérgio Novais Eleutério,Sérgio Novais,PSB,NA
senado,Masculino,4560,Sérgio de Oliveira Cunha,Sérgio Petecão,PSD,AC
senado,Masculino,3375,Sérgio Pedro Zambiasi,Sérgio Zambiasi,PTB,NA
senado,Masculino,5106,Sérgio Rogério de Castro,Sérgio de Castro,PDT,NA
senado,Masculino,2243,Taciano Gomes de Mello,Taciano de Mello,NA,NA
senado,Masculino,2244,Tancredo de Almeida Neves,Tancredo Neves,NA,NA
senado,Masculino,2245,Tarcísio de Almeida Miranda,Tarcísio Miranda,NA,NA
senado,Masculino,2246,Tarso de Moraes Dutra,Tarso Dutra,NA,NA
senado,Masculino,3396,Tasso Ribeiro Jereissati,Tasso Jereissati,PSDB,CE
senado,Masculino,1330,Jerônimo Tasso de Góis Rosado,Tasso Rosado,PTB,NA
senado,Masculino,94,Telmo Camilo Vieira,Telmo Vieira,NA,NA
senado,Masculino,5535,Telmário Mota de Oliveira,Telmário Mota,PROS,RR
senado,Masculino,2247,Teotonio Brandão Vilela,Teotonio Vilela,NA,NA
senado,Masculino,78,Teotonio Brandão Vilela Filho,Teotonio Vilela Filho,PSDB,NA
senado,Masculino,6004,Terciliano Gomes Araujo,Terciliano Gomes,NA,NA
senado,Feminino,1047,Thelma Menezes Siqueira Campos Lourenço,Thelma Siqueira Campos,NA,NA
senado,Masculino,5629,Theodorico Bezerra Netto,Theodorico Netto,PT,NA
senado,Masculino,5619,Thieres Pinto de Mesquita Filho,Thieres Pinto,PTB,NA
senado,Masculino,438,Tilden José Santiago,Tilden Santiago,PSB,NA
senado,Masculino,982,Sebastião Afonso Viana Macedo Neves,Tião Viana,PT,NA
senado,Masculino,4790,Tobias José Carneiro,Tobias José Carneiro,NA,NA
senado,Masculino,4949,Tomás Guilherme Correia,Tomás Correia,MDB,NA
senado,Masculino,206,José Antônio Totó Aires Cavalcante,Totó Cavalcante,NA,NA
senado,Masculino,5068,Tânia Cristina Magalhães Bastos e Silva,Tânia Cristina Magalhães Bastos e Silva,PRB,NA
senado,Masculino,5420,Ubiraci Picanço,Ubiraci Picanço,NA,NA
senado,Masculino,3618,Uilton José Tavares,Uilton José,NA,NA
senado,Masculino,144,Ulisses Riedel de Resende,Ulisses Riedel,PSB,NA
senado,Feminino,204,Valdiolanda Teófilo Assis Nunes Leite,Valdiolanda Teófilo,PT,NA
senado,Masculino,375,Valdir Ganzer,Valdir Ganzer,PT,NA
senado,Masculino,3372,Valdir Raupp de Matos,Valdir Raupp,MDB,NA
senado,Masculino,3092,Valdomiro Távora,Valdomiro Távora,NA,NA
senado,Masculino,3023,Valdon Varjão,Valdon Varjão,NA,NA
senado,Masculino,1050,Valmir Antônio Amaral,Valmir Amaral,PTB,NA
senado,Masculino,79,Antônio Valmir Campelo Bezerra,Valmir Campelo,NA,NA
senado,Masculino,4845,Valquíria Alves Brandão César,Valquíria Alves Brandão César,NA,NA
senado,Masculino,3629,Valter Pereira de Oliveira,Valter Pereira,MDB,NA
senado,Masculino,5130,Valério Djalma Cavalcanti Marinho,Valério Djalma Cavalcanti Marinho,PSDB,NA
senado,Masculino,5899,Vanderlan Vieira Cardoso,Vanderlan Cardoso,PP,GO
senado,Feminino,558,Vanessa Grazziotin,Vanessa Grazziotin,PCdoB,NA
senado,Masculino,1096,Vasco Fernande Furlan,Vasco Furlan,NA,NA
senado,Masculino,1785,João Batista de Vasconcelos Torres,Vasconcelos Torres,NA,NA
senado,Masculino,5748,Veneziano Vital do Rêgo Segundo Neto,Veneziano Vital do Rêgo,PSB,PB
senado,Masculino,3024,Venâncio Pessoa Igrejas Lopes,Venâncio Igrejas,NA,NA
senado,Masculino,5084,Veridiana Maria Tonini,Veridiana Maria Tonini,PT,NA
senado,Masculino,3025,Vicente Férrer Augusto Lima,Vicente Augusto,NA,NA
senado,Masculino,2267,Vicente Emílio Vuolo,Vicente Vuolo,NA,NA
senado,Masculino,113,Vicente da Riva,Vicente da Riva,NA,NA
senado,Masculino,1098,Vicente Paulo da Silva,Vicentinho,PT,NA
senado,Masculino,4763,Vicente Alves de Oliveira,Vicentinho Alves,PL,NA
senado,Masculino,187,Victor Sadek Filho,Victor Sadek Filho,NA,NA
senado,Masculino,2961,José Victorino Corrêa,Victorino Corrêa,NA,NA
senado,Masculino,2269,Victorino de Britto Freire,Victorino Freire,NA,NA
senado,Masculino,2914,Hamilton Vilela de Magalhães,Vilela de Magalhães,NA,NA
senado,Masculino,5919,Vilson Vilmar Basso,Vilson Basso,NA,NA
senado,Masculino,80,Vilson Pedro Kleinubing,Vilson Kleinübing,NA,NA
senado,Masculino,4786,Virginio José de Carvalho Neto,Virginio de Carvalho,PSC,NA
senado,Masculino,2272,Virgílio de Moraes Fernandes Távora,Virgílio Távora,NA,NA
senado,Masculino,4645,Vital do Rêgo Filho,Vital do Rêgo,MDB,NA
senado,Masculino,791,Vivaldo Vieira Barbosa,Vivaldo Barbosa,PSB,NA
senado,Masculino,2274,Vivaldo Palma Lima Filho,Vivaldo Lima,NA,NA
senado,Masculino,147,Wagner Bustolo Pacheco,Wagner Bustolo Pacheco,NA,NA
senado,Masculino,81,Waldeck Vieira Ornelas,Waldeck Ornelas,NA,NA
senado,Masculino,1990,José Waldemar de Alcântara e Silva,Waldemar Alcântara,NA,NA
senado,Masculino,155,Waldemar Borges Rodrigues,Waldemar Borges Rodrigues,NA,NA
senado,Masculino,5914,Waldemar de Andrada Ignácio de Oliveira,Waldemar Oliveira,NA,NA
senado,Masculino,2276,Waldemar de Moura Santos,Waldemar Santos,NA,NA
senado,Masculino,5082,Waldemir Catanho de Sena Júnior,Waldemir Catanho de Sena Júnior,PT,NA
senado,Masculino,1176,Waldemir Moka Miranda de Britto,Waldemir Moka,MDB,NA
senado,Masculino,3027,Waldir Bouhid,Waldir Bouhid,NA,NA
senado,Masculino,3028,Walfredo Dantas Gurgel,Walfredo Gurgel,NA,NA
senado,Masculino,1099,Walter Natalino Sorrentino,Walter Natalino,NA,NA
senado,Masculino,604,Walter de Freitas Pinheiro,Walter Pinheiro,S/Partido,NA
senado,Masculino,3627,Wanderley Antonio Pignati,Wanderley A.,NA,NA
senado,Masculino,5016,José Wellington Barroso de Araujo Dias,Wellington Dias,PT,NA
senado,Masculino,1173,Wellington Antonio Fagundes,Wellington Fagundes,PL,MT
senado,Masculino,140,José Wellington Roberto,Wellington Roberto,PL,NA
senado,Masculino,3583,Wellington Salgado de Oliveira,Wellington Salgado,MDB,NA
senado,Masculino,5411,Weverton Rocha Marques de Sousa,Weverton,PDT,MA
senado,Masculino,5070,Wilder Pedro de Morais,Wilder Morais,DEM,NA
senado,Masculino,5096,Wilmar Lacerda,Wilmar Lacerda,PDT,NA
senado,Masculino,2283,Wilson de Queiroz Campos,Wilson Campos,NA,NA
senado,Masculino,2284,Wilson Gonçalves,Wilson Gonçalves,NA,NA
senado,Masculino,2282,Wilson Barbosa Martins,Wilson Martins,NA,NA
