2080604,camara,2019-07-03T00:00:00Z,431,Despacho a Confirmar.,MESA,110,Aguardando Criação de Comissão Temporária,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1773679,2080604
2080604,camara,2019-07-03T00:00:00Z,431,Despacho a Confirmar.,MESA,110,Aguardando Constituição de Comissão Temporária ,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1773679,2080604
2080604,camara,2019-07-03T00:00:00Z,427,"Recebido o Ofício n° 519/2019, do SF, que comunica que aprovou, em revisão e com emendas, o Projeto de Lei da Câmara n° 27, de 2017 (PL n° 4.850, de 2016, nessa Casa), que ""Estabelece medidas de combate à impunidade, à corrupção; altera os Decretos-Leis n°s 2.848, de 7 de dezembro de 1940 - Código Penal, e 3.689, de 3 de outubro de 1941 - Código de Processo Penal; as Leis n°s 4.717, de 29 de junho de 1965, 4.737, de 15 de julho de 1965, 8.072, de 25 de julho de 1990, 8.112, de 11 de dezembro de 1990, 8.429, de 2 de junho de 1992, 8.906, de 4 de julho de 1994, 9.096, de 19 de setembro de 1995, 9.504, de 30 de setembro de 1997, 9.613, de 3 de março de 1998, e 7.347, de 24 de julho de 1985; revoga dispositivos do Decreto-Lei n° 201, de 27 de fevereiro de 1967, e da Lei n° 8.137, de 27 de dezembro de 1990; e dá outras providências"".",MESA,500,Aguardando Criação de Comissão Temporária,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1773381,2080604
2080604,camara,2019-07-03T00:00:00Z,427,"Recebido o Ofício n° 519/2019, do SF, que comunica que aprovou, em revisão e com emendas, o Projeto de Lei da Câmara n° 27, de 2017 (PL n° 4.850, de 2016, nessa Casa), que ""Estabelece medidas de combate à impunidade, à corrupção; altera os Decretos-Leis n°s 2.848, de 7 de dezembro de 1940 - Código Penal, e 3.689, de 3 de outubro de 1941 - Código de Processo Penal; as Leis n°s 4.717, de 29 de junho de 1965, 4.737, de 15 de julho de 1965, 8.072, de 25 de julho de 1990, 8.112, de 11 de dezembro de 1990, 8.429, de 2 de junho de 1992, 8.906, de 4 de julho de 1994, 9.096, de 19 de setembro de 1995, 9.504, de 30 de setembro de 1997, 9.613, de 3 de março de 1998, e 7.347, de 24 de julho de 1985; revoga dispositivos do Decreto-Lei n° 201, de 27 de fevereiro de 1967, e da Lei n° 8.137, de 27 de dezembro de 1990; e dá outras providências"".",MESA,500,Aguardando Constituição de Comissão Temporária ,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1773381,2080604
2080604,camara,2019-07-03T13:11:00Z,428,A proposição  PL 4850/2016 passou a tramitar como PL 3855/2019.,MESA,1005,Aguardando Criação de Comissão Temporária,NA,2080604
2080604,camara,2019-07-03T13:11:00Z,428,A proposição  PL 4850/2016 passou a tramitar como PL 3855/2019.,MESA,1005,Aguardando Constituição de Comissão Temporária ,NA,2080604
2080604,camara,2019-07-03T14:49:00Z,429,"Apresentação da Emenda/Substitutivo do Senado n. 3855/2019, pelo Senado Federal, que: ""Emendas do Senado ao Projeto de Lei da Câmara n° 27, de 2017 (PL n° 4.850, de 2016, na Casa de origem), que 'Estabelece medidas de combate à impunidade, à corrupção; altera os Decretos-Leis n°s 2.848, de 7 de dezembro de 1940 - Código Penal, e 3.689, de 3 de outubro de 1941 - Código de Processo Penal; as Leis n°s 4.717, de 29 de junho de 1965, 4.737, de 15 de julho de 1965, 8.072, de 25 de julho de 1990, 8.112, de 11 de dezembro de 1990, 8.429, de 2 de junho de 1992, 8.906, de 4 de julho de 1994, 9.096, de 19 de setembro de 1995, 9.504, de 30 de setembro de 1997, 9.613, de 3 de março de 1998, e 7.347, de 24 de julho de 1985; revoga dispositivos do Decreto-Lei n° 201, de 27 de fevereiro de 1967, e da Lei n° 8.137, de 27 de dezembro de 1990; e dá outras providências'"".",PLEN,100,Pronta para Pauta,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1773372,2080604
2080604,camara,2019-07-03T17:49:00Z,430,Novo Despacho,SECAP(SGM),171,NA,NA,2080604
2080604,camara,2019-07-04T11:05:00Z,432,Despacho Chancelado,SECAP(SGM),180,NA,NA,2080604
2080604,camara,2019-07-04T11:06:00Z,433,Despacho a confirmar.,MESA,110,Aguardando Criação de Comissão Temporária,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1773679,2080604
2080604,camara,2019-07-04T11:06:00Z,433,Despacho a confirmar.,MESA,110,Aguardando Constituição de Comissão Temporária ,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1773679,2080604
2080604,camara,2019-07-04T11:06:00Z,434,Encaminhamento de Despacho de Distribuição à CCP para publicação.,MESA,604,Aguardando Criação de Comissão Temporária,NA,2080604
2080604,camara,2019-07-04T11:06:00Z,434,Encaminhamento de Despacho de Distribuição à CCP para publicação.,MESA,604,Aguardando Constituição de Comissão Temporária ,NA,2080604
2080604,camara,2019-07-04T11:14:00Z,435,Encaminhado à(ao) CCP através da guia de Remessa (GR/SECAP(SGM)) nº 264/2019.,SECAP(SGM),180,NA,NA,2080604
2080604,camara,2019-07-04T11:22:00Z,436,Retirada a Chancela do Despacho.,SECAP(SGM),180,NA,NA,2080604
2080604,camara,2019-07-04T11:23:00Z,437,Despacho Chancelado,SECAP(SGM),180,NA,NA,2080604
