prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,origem_tramitacao_local_nome_casa_local,destino_tramitacao_local_nome_casa_local,id_principal
129778,senado,2019-03-28T00:00:00Z,4,"Aguardando inclusão em Ordem do Dia do Requerimento nº 212, de 2019, tendo como primeiro signatário o Senador Jean Paul Prates, de desarquivamento da matéria.",PLEN,NA,NA,,Senado Federal,Senado Federal,129778
129778,senado,2019-03-28T00:00:00Z,3,"Encaminhado à publicação o Requerimento nº 212, de 2019, tendo como primeiro signatário o Senador Jean Paul Prates, solicitando o desarquivamento do PL 105/2013 e da PEC 24/2017.",SEADI,NA,NA,,Senado Federal,Senado Federal,129778
129778,senado,2019-03-28T00:00:00Z,2,"Aguardando leitura de Requerimento de autoria do Senador Jean Paul Prates, solicitando o desarquivamento do Projeto de Lei da Câmara nº 105, de 2013, e da Proposta de Emenda à Constituição 24, de 2017.",PLEN,NA,NA,,Senado Federal,Senado Federal,129778
129778,senado,2019-03-28T00:00:00Z,1,Encaminhado por solicitação.,COARQ,NA,NA,,Senado Federal,Senado Federal,129778
129778,senado,2019-03-22T00:00:00Z,1,"Juntados aos autos do processo o original de manifestação do Of. GAB. Nº 103.08/2018, da Câmara Municipal de Vereadores de Boqueirão do Leão/RS, e a cópia da carta-resposta encaminhada pelo Secretário-Geral da Mesa, Luiz Fernando Bandeira de Mello. (fls. 22/26)",ATRSGM,NA,NA,,Senado Federal,Senado Federal,129778
129778,senado,2019-03-20T00:00:00Z,1,Encaminhado por solicitação.,COARQ,NA,NA,,Senado Federal,Senado Federal,129778
129778,senado,2019-03-08T00:00:00Z,1,"Juntados aos autos do processo os originais de manifestações: Ofício 0175/2018, da Câmara Municipal de Sinimbu/RS, e Of. Nº 247/2018, da Câmara de Vereadores do Município de Mato Leitão/RS; e as respectivas cópias das cartas-respostas encaminhadas pelo Secretário-Geral da Mesa, Luiz Fernando Bandeira de Mello. (fls. 16/20)",ATRSGM,NA,NA,,Senado Federal,Senado Federal,129778
129778,senado,2019-03-07T00:00:00Z,1,"Encaminhado por solicitação
      ************* Retificado em 08/03/2019*************
      Encaminhado por solicitação.",COARQ,NA,NA,,Senado Federal,Senado Federal,129778
129778,senado,2018-12-21T00:00:00Z,2,"A proposição é arquivada ao final da legislatura, nos termos do caput do art. 332  do Regimento Interno.",PLEN,28,ARQUIVADA AO FINAL DA LEGISLATURA,,Senado Federal,Senado Federal,129778
129778,senado,2018-12-21T00:00:00Z,1,Encaminhada à SGM para providências relativas ao final de legislatura.,CCJ,NA,NA,,Senado Federal,Senado Federal,129778
129778,senado,2018-12-05T00:00:00Z,1,"Recebido às 11h o Relatório da Senadora Fátima Bezerra, com voto favorável à Proposta com uma emenda que apresenta.
      Matéria pronta para a Pauta na Comissão.",CCJ,42,PRONTA PARA A PAUTA NA COMISSÃO,,Senado Federal,Senado Federal,129778
129778,senado,2017-07-04T00:00:00Z,1,"O Presidente da Comissão, Senador Edison Lobão, designa Relatora da matéria a Senadora Fátima Bezerra.",CCJ,91,MATÉRIA COM A RELATORIA,,Senado Federal,Senado Federal,129778
129778,senado,2017-06-27T00:00:00Z,3,Matéria aguardando distribuição.,CCJ,87,AGUARDANDO DESIGNAÇÃO DO RELATOR,,Senado Federal,Senado Federal,129778
129778,senado,2017-06-27T00:00:00Z,2,"Encaminhado á publicação.
      À CCJ
      Este processo contém 11(onze) folhas numeradas.",SEADI,147,MATÉRIA LIDA EM PLENÁRIO.,,Senado Federal,Senado Federal,129778
129778,senado,2017-06-27T00:00:00Z,1,"Leitura da matéria na sessão do SF nº94, em 27/06/2017.",SEADI,NA,NA,,Senado Federal,Senado Federal,129778
