prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,origem_tramitacao_local_nome_casa_local,destino_tramitacao_local_nome_casa_local,id_principal
128634,senado,2019-07-03T00:00:00Z,1,"Remetido Ofício SF nº 519 de 02/07/19, à  Senhora  Primeira-Secretária da Câmara dos Deputados comunicando que o Senado Federal aprovou, em revisão e com emendas, o Projeto de Lei da Câmara nº 27, 2017 (fls. 355 a 372).
      
      À COARQ",SEXPE,NA,NA,,Senado Federal,Senado Federal,128634
128634,senado,2019-07-02T00:00:00Z,1,Anexado o texto revisado (fls. 338 a 354).,SEXPE,NA,NA,,Senado Federal,Senado Federal,128634
128634,senado,2019-06-26T00:00:00Z,14,"Aprovado o projeto, com as Emendas nºs 14, 16, 17 a 20, 22, 23, 25, 29 a 32, 37 a 41, 46 a 58, nos termos do parecer, com o seguinte resultado: Sim - 48; Não - 24; Presidente - 1; Total - 73. (Verificação de votação)
      À matéria volta à Câmara dos Deputados.
      ************* Retificado em 27/06/2019*************
      Aprovado o projeto, com as Emendas nºs 14, 16, 17 a 20, 22, 23, 25, 29 a 32, 37 a 41, 46 a 58 e 66, nos termos do parecer, com o seguinte resultado: Sim - 48; Não - 24; Presidente - 1; Total - 73. (Verificação de votação)
      À matéria volta à Câmara dos Deputados.
      ***DETALHAMENTO DA AÇÃO LEGISLATIVA***
      Encaminhadas à publicação as Emendas nºs 60 a 66-PLEN.
      É proferido pelo Senador Rodrigo Pacheco, o Parecer nº 177, de 2019-PLEN/SF, sobre as Emendas nºs 60 a 66-PLEN, em substituição à CCJ, contrário às Emendas nºs 60 a 65-PLEN; e favorável à Emenda nº 66-PLEN.
      Discussão encerrada.
      Encaminhados à publicação os seguintes Requerimentos:
      - nº 543, de 2019, de autoria do Senador Jorge Kajuru, que solicita destaque para votação da Emenda nº 60-PLEN.
      - nº 544, de 2019, de autoria da Senadora Juíza Selma, que solicita destaque para votação em separado da Emenda nº 64-PLEN.
      Aprovado o projeto, com as Emendas nºs 14, 16, 17 a 20, 22, 23, 25, 29 a 32, 37 a 41, 46 a 58 e 66, nos termos do parecer, com o seguinte resultado: Sim - 48; Não - 24; Presidente - 1; Total - 73. (Verificação de votação)
      Rejeitada a Emenda nº 60-PLEN, com manifestações de votos contrários no Plenário.
      Rejeitada a Emenda nº 64-PLEN, com manifestações de votos contrários no Plenário.
      Aprovado a redação final das emendas do Senado Federal ao presente projeto. (Parecer nº 178, de 2019-PLEN/SF, da CDIR)
      À Câmara dos Deputados.",SEADI,25,APROVADA,,Senado Federal,Senado Federal,128634
128634,senado,2019-06-26T00:00:00Z,13,Encaminhado ao Plenário.,SLSF,NA,NA,,Senado Federal,Senado Federal,128634
128634,senado,2019-06-26T00:00:00Z,12,"Recebidas, na Secretaria-Geral da Mesa, as Emendas nºs 60 a 66-PLEN, dos Senadores Lasier Martins; Telmário Mota; Alvaro Dias; Juíza Selma; Eliziane Gama; Luiz do Carmo.",PLEN,NA,NA,,Senado Federal,Senado Federal,128634
128634,senado,2019-06-26T00:00:00Z,11,"Encerrada a relatoria do Senador Rodrigo Pacheco por deliberação da matéria.
      À SLSF, para prosseguimento da tramitação.",CCJ,NA,NA,,Senado Federal,Senado Federal,128634
128634,senado,2019-06-26T00:00:00Z,10,"Na 28ª Reunião ordinária, realizada nesta data, durante a discussão da matéria, as emendas nºs 42 e 44 são retiradas pelos respectivos autores. É apresentado o Requerimento nº 36-CCJ de destaque para a emenda nº 2 pela liderança do PSB. A Comissão aprova, por 19 (dezenove) votos favoráveis e 3 (três) votos contrários, o relatório do Senador Rodrigo Pacheco , que passa a constituir o Parecer da CCJ, favorável ao Projeto com as Emendas nºs 14-CCJ, 16-CCJ, 17-PLEN-CCJ a 20-PLEN-CCJ, 22-PLEN-CCJ, 23-PLEN-CCJ, 25-PLEN-CCJ, 29-CCJ a 32-CCJ, 37-CCJ a 41-CCJ, 46-CCJ a 59-CCJ; e contrário às Emendas nºs 1, 3 a 13, 15, 21-PLEN, 24-PLEN, 26 a 28 e 33 a 36, 43 e 45. 
      Rejeitada a Emenda destacada nº 2.
      ************* Retificado em 26/06/2019*************
      Onde se lê ""59-CCJ"", leia-se ""58-CCJ"".",CCJ,89,APROVADO PARECER NA COMISSÃO,,Senado Federal,Senado Federal,128634
128634,senado,2019-06-26T00:00:00Z,9,Juntei a emenda nº 47 de autoria do Senador Marcio Bittar.,CCJ,138,INCLUÍDA NA PAUTA DA REUNIÃO,,Senado Federal,Senado Federal,128634
128634,senado,2019-06-26T00:00:00Z,8,"Juntei, às 12h25, as Emendas nºs 44, de autoria do Senador Marcio Bittar, 45, de autoria da Senadora Juíza Selma e 46, de autoria do Senador Alessandro Vieira.",CCJ,138,INCLUÍDA NA PAUTA DA REUNIÃO,,Senado Federal,Senado Federal,128634
128634,senado,2019-06-26T00:00:00Z,7,"Juntei, às 12h17, a Emenda nº 43, de autoria da Senadora Juíza Selma.",CCJ,138,INCLUÍDA NA PAUTA DA REUNIÃO,,Senado Federal,Senado Federal,128634
