prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,id_principal
274348,camara,2004-12-22T19:34:00Z,1,Apresentação do Projeto de Lei.,PLEN,100,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=260412,274348
274348,camara,2004-12-22T19:34:00Z,2,Originada da SUG-84/2004,MESA,180,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=0,274348
274348,camara,2004-12-23T09:20:00Z,3,Recebimento pela SEPRO.,SEPRO,500,NA,NA,274348
274348,camara,2004-12-23T09:20:00Z,6,Recebimento pela SEPRO.,SEPRO,500,NA,NA,274348
274348,camara,2004-12-23T09:21:00Z,4,"Encaminhado  à SINOPSE (Revisão da Ementa, Explicação da Ementa e Indexação)",SINOPSE,1003,NA,NA,274348
274348,camara,2004-12-23T09:21:00Z,5,Encaminhado  à CEDI (Legislação Citada),CEDI,1004,NA,NA,274348
274348,camara,2004-12-23T09:22:00Z,7,Encaminhado à SECAP(SGM).,SEPRO,180,NA,NA,274348
274348,camara,2004-12-23T09:22:00Z,8,Encaminhado através do Protocolo nº 311,SEPRO,180,NA,NA,274348
274348,camara,2004-12-23T17:01:00Z,9,Recebimento pela SECAP(SGM).,SECAP(SGM),500,NA,NA,274348
274348,camara,2005-01-20T00:00:00Z,10,Despacho a Confirmar.,MESA,110,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=262661,274348
274348,camara,2005-02-04T00:00:00Z,11,Despacho Chancelado,SECAP(SGM),180,NA,NA,274348
274348,camara,2005-02-04T00:00:00Z,12,Apense-se a(o) PL-6928/2002,MESA,129,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=262661,274348
274348,camara,2005-02-04T00:00:00Z,13,Encaminhamento de Despacho de Distribuição à CCP para publicação.,MESA,604,NA,NA,274348
274348,camara,2005-02-04T00:00:00Z,14,Encaminhado à CCP.,MESA,180,NA,NA,274348
274348,camara,2005-02-04T14:56:00Z,15,Encaminhado através do Protocolo nº 425,SECAP(SGM),180,NA,NA,274348
274348,camara,2005-02-04T15:17:00Z,16,Recebimento pela CCP.,CCP,500,NA,NA,274348
274348,camara,2005-02-17T00:00:00Z,17,Encaminhada à publicação. Publicação Inicial no DCD de 17/02/2005 PÁG 00825 COL 01.,CCP,604,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=297376,274348
274348,camara,2005-02-24T00:00:00Z,18,Realizar o Encaminhamento para CCJC,CCP,910,NA,NA,274348
274348,camara,2005-02-24T00:00:00Z,19,Encaminhado à CCJC.,CCP,180,NA,NA,274348
274348,camara,2005-02-24T00:00:00Z,20,Recebimento pela CCJC.,CCJC,500,Tramitando em Conjunto,NA,274348
274348,camara,2005-02-24T00:00:00Z,21,Apensação desta proposição ao PL 6928/2002.,CCJC,106,Tramitando em Conjunto,NA,274348
274348,camara,2005-02-24T00:00:00Z,22,"Designado Relator, Dep. Roberto Freire (PPS-PE)",CCJC,320,Tramitando em Conjunto,NA,274348
274348,camara,2007-01-31T00:00:00Z,23,Arquivado nos termos do Artigo 105 do Regimento Interno.DCD de 01 02 07 PÁG 260 COL 01. Suplemento A ao Nº 21.,MESA,502,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=474374,274348
274348,camara,2007-02-06T16:27:00Z,24,"Apresentação do REQUERIMENTO N.º 38, DE 2007, pelo Deputado(a) Vanessa Grazziotin, que solicita o desarquivamento de proposição.",MESA,640,NA,NA,274348
274348,camara,2007-03-09T00:00:00Z,25,"Desarquivado nos termos do Artigo 105 do RICD, em conformidade com o despacho exarado no REQ-38/2007 => PEC-181/1999.DCD de 13 03 07 PÁG 9554 COL 01.",MESA,640,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=437705,274348
