prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,id_principal
2199233,camara,2019-04-24T14:00:00Z,1,"Parecer às Emendas do Senado proferido pelo Relator, Dep. Paulo Pereira da Silva (SOLIDARI-SP), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa; e, no mérito, pela aprovação da Emenda do Senado nº 4, e pela rejeição das Emendas do Senado nºs 1, 2, 3 e 5.",PLEN,319,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1737134,2199233
