prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,id_principal
2199226,camara,2019-04-24T14:00:00Z,1,"Parecer às Emendas do Senado proferido pelo Relator, Dep. Paulo Pereira da Silva (SOLIDARI-SP), pela Comissão de Finanças e Tributação, que conclui pela adequação financeira e orçamentária; e, no mérito, pela aprovação da Emenda do Senado nº 4, e pela rejeição das demais Emendas.",PLEN,319,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1737133,2199226
