prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,id_principal
2195753,camara,2019-03-27T14:00:00Z,1,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Paulo Pereira da Silva (SOLIDARI-SP), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa das Emendas de Plenário de nºs 1 a 5 e 7 a 17; pela inconstitucionalidade, ilegalidade, injuridicidade da Emenda de Plenário nº 6; e, no mérito, pela aprovação parcial das Emendas de Plenário de nºs  5, 7 e 8, na forma da Subemenda Substitutiva Global de Plenário apresentada, e pela rejeição das demais.",PLEN,319,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1725015,2195753
