prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,id_principal
2078313,camara,2016-02-24T12:47:00Z,1,"Parecer às Emendas de Plenário proferido pelo Relator, Ricardo Barros (PP-PR), pela Comissão Finanças e Tributação, que conclui pela adequação financeira e orçamentária das Emendas de nºs 18, 19, 22, 27, 28, 29, 30 e 32; pela incompatibilidade e inadequação financeira e orçamentária das Emendas de Plenário de nºs 23, 24, 26 e 31; e, no mérito, pela aprovação integral das Emendas de nºs 28, 29 e 32; e pela aprovação parcial das Emendas de nºs 18, 19, 22 e 27, na forma da Subemenda Substitutiva Global apresentada, e pela rejeição da Emenda de nº 30.",CFT,319,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1437306,2078313
