prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,id_principal
2078314,camara,2016-02-24T13:03:00Z,1,"Parecer às Emendas de Plenário proferido pelo Relator, Ricardo Barros (PP-PR), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa das Emendas de nºs 18 a 32, na forma da Subemenda Substitutiva Global apresentada; e pela inconstitucionalidade da Emenda de nº 33.",CCJC,319,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1437321,2078314
