prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,id_principal
2077759,camara,2016-02-23T14:00:00Z,1,"Parecer proferido em Plenário pelo Relator, Dep. Ricardo Barros (PP-PR), pela Comissão de Finanças e Tributação, que conclui pela adequação financeira e orçamentária deste; pela incompatibilidade e inadequação financeira e orçamentária das Emendas de Plenário nºs 1; 3 a 5; 7 a 9; 11 a 15; e 17, e do Substitutivo aprovado pela Comissão de Trabalho, Administração e Serviço Público; e pela não implicação financeira e orçamentária das Emendas de Plenário nºs 6, 10 e 16; e, no mérito, pela aprovação do Projeto de Lei nº 3.123 de 2015, e pela aprovação parcial das Emendas de Plenário nºs 6, 10 e 16, na forma do Substitutivo apresentado.",PLEN,319,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1435583,2077759
