prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,origem_tramitacao_local_nome_casa_local,destino_tramitacao_local_nome_casa_local,id_principal
136033,senado,2019-08-08T00:00:00Z,1,"Na 39ª Reunião Extraordinária, é realizada Audiência Pública destinada à instrução da matéria, conforme Requerimentos nºs 11, 43 e 44, 45, 51 e 52, de 2019-CCJ, com a presença dos seguintes convidados: ANDRÉ PRADO DE VASCONCELOS, Juiz Federal - representante da Associação dos Juízes Federais do Brasil – AJUFE; VICTOR HUGO PALMEIRO DE AZEVEDO NETO, Presidente da Associação Nacional dos Membros do Ministério Público – CONAMP; RAFAEL DE SÁ SAMPAIO,  Presidente da Associação Nacional dos Delegados de Polícia Judiciária – ADPJ;  ELEONORA NACIF, Presidente do Instituto Brasileiro de Ciências Criminais - IBCcrim;  MAX MACIEL, Consultor da Rede Urbana de Ações Socioculturais; DOMINGOS SÁVIO DRESCH DA SILVEIRA, Subprocurador-Geral da República; SILVIA VIRGINIA SILVA DE SOUZA, Assessora de Advocacy da Conectas Direitos Humanos; HAYDÉE CARUSO, Professora de Sociologia da Universidade de Brasília e Pesquisadora do Núcleo de Estudos Sobre Violência e Segurança;  DEISE BENEDITO, Advogada e ex-membro do Mecanismo Nacional de Combate à Tortura; FELIPPE ANGELI, Gerente de Advocacy do Instituto Sou da Paz; MÁRCIO GASPAR BARANDIER, Presidente da Comissão de Direito Penal do Instituto dos Advogados Brasileiros – IAB; ERONILDE NASCIMENTO, Fundadora do Mães de Maio do Cerrado; MAÍRA FERNANDES, Advogada e MARIA CLARA D’ÁVILA, representante do Instituto Terra, Trabalho e Cidadania.",CCJ,91,MATÉRIA COM A RELATORIA,,Senado Federal,Senado Federal,136033
136033,senado,2019-08-07T00:00:00Z,1,"Na 38ª Reunião Ordinária realizada nesta data, a Comissão aprova os Requerimentos nºs 51 e 52/2019-CCJ de autoria do Senador Marcos Rogério e do Senador Eduardo Braga, respectivamente, em aditamento aos Requerimentos nºs 11, 43, 44 e 45/2019-CCJ, para realização de Audiência Pública com o objetivo de instruir o PL 1864, de 2019.",CCJ,110,AUDIÊNCIA PÚBLICA,,Senado Federal,Senado Federal,136033
136033,senado,2019-08-06T00:00:00Z,1,"Na 37ª Reunião Extraordinária, nesta data, é realizada Audiência Pública destinada à instrução da matéria, conforme Requerimentos nºs 11, 43 e 44, de 2019-CCJ, de iniciativa do Senador Humberto Costa, com a presença dos seguintes convidados:  LUCIAN DERVAN, Professor de Direito Criminal - College of Law, Belmont University - representante do Sr. John Gleeson; GERALDO LUIZ MASCARENHAS PRADO, Professor, Mestre e Doutor em Direito pela Universidade Gama Filho;  PAULO AFONSO CORREIA LIMA SIQUEIRA,  Juiz de Direito - representante da Associação dos Magistrados Brasileiros – AMB; SIMONE SCHREIBER, Desembargadora do Tribunal Regional Federal da 2ª Região - TRF2 - representante da Associação Juízes para a Democracia; REBECCA SHAEFFER,  Advogada Sênior do Fair Trials; CAROL PRONER, Doutora em Direito Internacional e Professora Adjunta da Universidade Federal do Rio de Janeiro; RODRIGO BAPTISTA PACHECO,  Vice-Presidente do Colégio Nacional dos Defensores Públicos Gerais; EDVANDIR FELIX DE PAIVA, Presidente da Associação Nacional dos Delegados de Polícia Federal – ADPF; FELIPE FREITAS, Pesquisador em Criminologia na Universidade Estadual de Feira de Santana - UEFS;  NATHALIE FRAGOSO,  Advogada e Pesquisadora; DOUGLAS ELIAS BELCHIOR,  Integrante do Movimento UneAfro; LUIS CARLOS VALOIS, Membro da Associação Juízes para a Democracia e do IBCCrim e RODOLFO QUEIROZ LATERZA, 1º Vice-Presidente Parlamentar da ADEPOL do Brasil - representante da Associação dos Delegados de Polícia do Brasil – ADEPOL do Brasil.",CCJ,110,AUDIÊNCIA PÚBLICA,,Senado Federal,Senado Federal,136033
136033,senado,2019-07-10T00:00:00Z,1,"Na 35ª Reunião Ordinária realizada nesta data, é lido o relatório pelo Senador Marcos do Val.
      
      Aprovados os Requerimentos nºs  43 e 44, de 2019-CCJ, de autoria do Senador Humberto Costa, e o Requerimento nº 45, de 2019-CCJ, de autoria do Senador Oriovisto Guimarães, em aditamento ao REQ nº 11/2019-CCJ.
      
      Matéria retirada de Pauta para aguardar a realização de audiência(s) pública(s) em data oportuna.",CCJ,110,AUDIÊNCIA PÚBLICA,,Senado Federal,Senado Federal,136033
136033,senado,2019-07-05T00:00:00Z,1,Matéria incluída na pauta da Comissão.,CCJ,138,INCLUÍDA NA PAUTA DA REUNIÃO,,Senado Federal,Senado Federal,136033
136033,senado,2019-07-03T00:00:00Z,1,"Recebido, às 16h40, Relatório do Senador Marcos do Val com voto pela aprovação do Projeto, com 33 emendas que apresenta, pelo acolhimento das Emendas nº 08-T, na forma de subemenda; nº 13-T; nº 17-T, na forma de subemenda; e nº 26, restando rejeitadas todas as demais.
      Matéria pronta para pauta na Comissão.",CCJ,42,PRONTA PARA A PAUTA NA COMISSÃO,,Senado Federal,Senado Federal,136033
136033,senado,2019-06-06T00:00:00Z,1,"Matéria com o relator, Senador Marcos do Val.",CCJ,91,MATÉRIA COM A RELATORIA,,Senado Federal,Senado Federal,136033
136033,senado,2019-06-04T00:00:00Z,1,"Na 18ª Reunião Extraordinária, nesta data, é realizada Audiência Pública destinada à instrução da matéria, conforme Requerimento nº 12, de 2019-CCJ, de iniciativa do Senador Marcos do Val, com a presença dos seguintes convidados: BRUNO CALABRICH, Procurador Regional da República, representante do Sr. Deltan Martinazzo Dallagnol, Procurador da República; Sr. DOUGLAS FISCHER, Procurador Regional da República da 4ª Região; EDUARDO DE VILHENA TOLEDO, Advogado, representante do Sr. Felipe Santa Cruz, Presidente do Conselho Federal da Ordem dos Advogados do Brasil; Sr. IVAN LIRA DE CARVALHO, Juiz Federal da 5ª Vara do Rio Grande do Norte e Professor de Direito Penal da Universidade Federal do Rio Grande do Norte; FÁBIO ALCEU MERTENS, Delegado de Polícia Federal, representante do Sr. Maurício Leite Valeixo, Diretor-Geral do Departamento de Polícia Federal (DPF); RAQUEL BRANQUINHO PIMENTA MAMEDE NASCIMENTO, Membro colaboradora da Presidência do Conselho Nacional do Ministério Público, Procuradora Regional da República e Representante do Conselho Nacional do Ministério Público (CNMP); Sr. GUSTAVO HENRIQUE RIGHI IVAHY BADARÓ, Doutor e Mestre em Direito Processual Penal pela USP; Sr. ROGÉRIO GRECO, Professor, Jurista e Ex-Procurador de Justiça do Estado de Minas Gerais, Sr. JOSÉ DARCY SANTOS ARRUDA, Delegado-Geral da Polícia Civil do Estado do Espírito Santo.
      
      Usam da palavra o Senador Major Olímpio, as Senadoras Juíza Selma, Eliziane Gama, Zenaide Maia e o Senador Marcos do Val, Presidente em exercício da CCJ.
      
      Justificam a ausência: Sr. ANTONIO HERMAN DE VASCONCELLOS E BENJAMIN, Ministro do Superior Tribunal de Justiça (STJ); Sr. JOSÉ ANTONIO DIAS TOFFOLI, Representante do Conselho Nacional de Justiça (CNJ); Sra. RAQUEL ELIAS FERREIRA DODGE, Procuradora-Geral da República; Sr. VLADIMIR BARROS ARAS, Procurador Regional da República da 1ª Região, Sr. RENÉ ARIEL DOTTI, Professor Titular de Direito Penal da Universidade Federal do Paraná e Advogado; Sr. DIÓGENES LUCCA, Especialista em Segurança; Sra. ILONA SZABÓ DE CARVALHO, Diretora-Executiva do Instituto Igarapé; Sr. RAUL BELENS JUNGMANN PINTO, Ex-Ministro da Segurança Pública.",CCJ,91,MATÉRIA COM A RELATORIA,,Senado Federal,Senado Federal,136033
136033,senado,2019-05-08T00:00:00Z,2,"Juntei, às 18h56min, as emendas nº 27 e 28, de autoria do Senador Arolde de Oliveira (fls. 99 a 104).
      Encaminhadas ao relator, Senador Marcos do Val, para análise.",CCJ,91,MATÉRIA COM A RELATORIA,,Senado Federal,Senado Federal,136033
136033,senado,2019-05-08T00:00:00Z,1,"Juntei, às 16h50min, as Emendas nº 22 a 26, de autoria do Senador Arolde de Oliveira (fls. 86 a 98).
      Encaminhada ao relator, Senador Marcos do Val, para análise.",CCJ,91,MATÉRIA COM A RELATORIA,,Senado Federal,Senado Federal,136033
