prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,id_principal
1295930,camara,2015-05-26T00:00:00Z,1,"Recebido o Ofício nº 612/2015, do Senado Federal, a fim de ser submetido à revisão da Câmara dos Deputados, nos termos do art. 65 da Constituição Federal, o Projeto de Lei do Senado nº 679, de 2011, de autoria da Senadora Ana Rita, constante dos autógrafos em anexo, que ""Altera a Lei nº 7.802, de 11 de julho de 1989, para instituir a Política Nacional de Apoio aos Agrotóxicos e Afins de Baixa Periculosidade"".",MESA,500,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1339872,1295930
1295930,camara,2015-05-26T17:40:00Z,2,"Apresentação do Projeto de Lei n. 1687/2015, pelo Senado Federal, que: ""Altera a Lei nº 7.802, de 11 de julho de 1989, para instituir a Política Nacional de Apoio aos Agrotóxicos e Afins de Baixa Periculosidade"".",PLEN,100,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1339815,1295930
1295930,camara,2015-05-26T17:40:00Z,3,Realizar o Encaminhamento para SECAP(SGM),SEPRO,910,NA,NA,1295930
1295930,camara,2015-05-26T17:41:00Z,4,Encaminhado  à CEDI (Legislação Citada),CEDI,1004,NA,NA,1295930
1295930,camara,2015-05-26T21:46:00Z,5,Encaminhado à(ao) SECAP(SGM) através da guia de Remessa (GR/SEPRO) nº 824/2015.,SEPRO,180,NA,NA,1295930
1295930,camara,2015-05-27T10:02:00Z,6,Recebimento pela SECAP(SGM).,SECAP(SGM),500,NA,NA,1295930
1295930,camara,2015-05-28T00:00:00Z,7,Despacho a Confirmar.,MESA,110,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1341893,1295930
1295930,camara,2015-06-05T10:26:00Z,8,Despacho Chancelado,SECAP(SGM),180,NA,NA,1295930
1295930,camara,2015-06-05T10:26:00Z,9,Notificação à Sinopse de Despacho Chancelado,SECAP(SGM),1005,NA,NA,1295930
1295930,camara,2015-06-05T10:26:00Z,10,"Às Comissões de Meio Ambiente e Desenvolvimento Sustentável; Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural; Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II. Regime de Tramitação: Prioridade",MESA,110,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1341893,1295930
1295930,camara,2015-06-05T10:26:00Z,11,Encaminhamento de Despacho de Distribuição à CCP para publicação.,MESA,604,NA,NA,1295930
1295930,camara,2015-06-05T11:33:00Z,12,Encaminhado à(ao) CCP através da guia de Remessa (GR/SECAP(SGM)) nº 164/2015.,SECAP(SGM),180,NA,NA,1295930
1295930,camara,2015-06-05T17:11:00Z,13,Recebimento pela CCP.,CCP,500,NA,NA,1295930
1295930,camara,2015-06-08T00:00:00Z,15,"Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 09/06/15, PÁG 103 COL 01.",CCP,604,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1370228,1295930
1295930,camara,2015-06-08T12:30:00Z,14,Encaminhado à(ao) CMADS através da guia de Remessa (GR/CCP) nº 1904/2015.,CCP,180,NA,NA,1295930
1295930,camara,2015-06-08T16:57:00Z,16,Recebimento pela CMADS.,CMADS,500,NA,NA,1295930
1295930,camara,2015-06-09T00:00:00Z,17,"Designado Relator, Dep. Nilto Tatto (PT-SP)",CMADS,320,NA,NA,1295930
1295930,camara,2015-06-10T00:00:00Z,18,Prazo para Emendas ao Projeto (5 sessões a partir de 11/06/2015),CMADS,350,NA,NA,1295930
1295930,camara,2015-06-23T00:00:00Z,19,Encerrado o prazo para emendas ao projeto. Não foram apresentadas emendas.,CMADS,600,NA,NA,1295930
1295930,camara,2015-12-07T18:10:00Z,20,"Apresentação do Parecer do Relator n. 1 CMADS, pelo Deputado Nilto Tatto (PT-SP).",CMADS,501,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1421435,1295930
1295930,camara,2015-12-07T18:10:00Z,21,"Parecer do Relator, Dep. Nilto Tatto (PT-SP), pela aprovação, com emenda.",CMADS,322,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1421435,1295930
1295930,camara,2015-12-16T10:00:00Z,22,Vista ao Deputado Zé Silva.,CMADS,420,NA,NA,1295930
1295930,camara,2016-02-04T00:00:00Z,23,Prazo de Vista Encerrado,CMADS,600,NA,NA,1295930
1295930,camara,2016-05-04T10:00:00Z,24,"Aprovado requerimento de adiamento de votação, de autoria do Deputado Adilton Sachetti, por 5 (cinco) sessões.",CMADS,234,NA,NA,1295930
1295930,camara,2016-05-10T10:19:00Z,25,"Apresentação do Requerimento de Apensação n. 4437/2016, pelo Deputado Luiz Nishimori (PR-PR), que: ""Requer a apensação do PL nº 1.687, de 2015, do Senado Federal, ao PL nº 3.200, de 2015, para que tramitem em conjunto"".",PLEN,194,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1456145,1295930
1295930,camara,2016-05-18T10:00:00Z,26,"Retirado de pauta, de ofício.",CMADS,250,NA,NA,1295930
1295930,camara,2016-05-23T00:00:00Z,28,Despacho a Confirmar.,MESA,110,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1460373,1295930
1295930,camara,2016-05-23T13:14:00Z,27,Apense-se a este(a) o(a) PL-3200/2015.,MESA,504,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1460371,1295930
1295930,camara,2016-05-23T13:22:00Z,29,Despacho Chancelado,SGMGAB,180,NA,NA,1295930
1295930,camara,2016-05-23T13:23:00Z,30,"Deferido o Requerimento n. 4.437/2016, conforme despacho do seguinte teor: Defiro o Requerimento n. 4.437/2016, nos termos dos arts. 142 e 143, II, “a”, do RICD, para determinar a apensação do Projeto de Lei n. 3.200/2015 ao Projeto de Lei n. 1.687/2015. Por conseguinte, determino a alteração do nome da Comissão Especial do Projeto de Lei n. 3.200/2015, para passar a se referir ao Projeto de Lei n. 1.687/2015, que encabeçará o bloco em apreciação, bem como se altere seu regime de tramitação para prioridade. Publique-se. Oficie-se.[ATUALIZAÇÃO DO DESPACHO DO PL N. 1.687/2015: à CSSF, à CDEICS, à CMADS, à CAPADR, à CFT (mérito e art. 54 do RICD) e à CCJC (mérito e art. 54 do RICD). Proposição sujeita a apreciação do Plenário. . . Regime de Tramitação: prioridade.]",MESA,110,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1460373,1295930
1295930,camara,2016-05-23T13:23:00Z,31,Encaminhamento de Despacho de Distribuição à CCP para publicação.,MESA,604,NA,NA,1295930
1295930,camara,2016-05-24T00:00:00Z,32,"À CMADS, Memo nº 89/16-COPER solicitando a devolução deste.",CCP,1005,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1460912,1295930
