id_leggo,id_ext,casa,id_autor_parlametria,id_autor,peso_total,n_documentos,peso_total_normalizado,tema
213,2196833,camara,174317,74317,7,7,0.109697933227345,Outros
213,2196833,camara,174356,74356,1,1,0.014308426073131956,Outros
213,2196833,camara,174366,74366,2,2,0.030206677265500793,Outros
213,2196833,camara,174478,74478,1,1,0.014308426073131956,Outros
213,2196833,camara,174749,74749,1,1,0.014308426073131956,Outros
213,2196833,camara,174848,74848,1,1,0.014308426073131956,Outros
213,2196833,camara,176874,76874,7.5,13,0.11764705882352942,Outros
213,2196833,camara,190201,90201,2,2,0.030206677265500793,Outros
213,2196833,camara,190842,90842,4,4,0.06200317965023847,Outros
213,2196833,camara,198057,98057,0.14285714285714285,1,6.813536225300929e-4,Outros
213,2196833,camara,1109429,109429,1,1,0.014308426073131956,Outros
213,2196833,camara,1116379,116379,2,2,0.030206677265500793,Outros
213,2196833,camara,1122158,122158,1,1,0.014308426073131956,Outros
213,2196833,camara,1122974,122974,2,2,0.030206677265500793,Outros
213,2196833,camara,1132504,132504,4,4,0.06200317965023847,Outros
213,2196833,camara,1133439,133439,4,4,0.06200317965023847,Outros
213,2196833,camara,1141391,141391,4,4,0.06200317965023847,Outros
213,2196833,camara,1141417,141417,1,1,0.014308426073131956,Outros
213,2196833,camara,1141422,141422,5,5,0.07790143084260732,Outros
213,2196833,camara,1141427,141427,1,1,0.014308426073131956,Outros
213,2196833,camara,1141458,141458,1,1,0.014308426073131956,Outros
213,2196833,camara,1141488,141488,4.142857142857143,5,0.06427435839200546,Outros
213,2196833,camara,1141508,141508,1,1,0.014308426073131956,Outros
213,2196833,camara,1141513,141513,0.14285714285714285,1,6.813536225300929e-4,Outros
213,2196833,camara,1141516,141516,1,1,0.014308426073131956,Outros
213,2196833,camara,1141523,141523,2,2,0.030206677265500793,Outros
213,2196833,camara,1141531,141531,1,1,0.014308426073131956,Outros
213,2196833,camara,1141553,141553,3,3,0.046104928457869634,Outros
213,2196833,camara,1151208,151208,9,9,0.1414944356120827,Outros
213,2196833,camara,1156190,156190,1,1,0.014308426073131956,Outros
213,2196833,camara,1159237,159237,1,1,0.014308426073131956,Outros
213,2196833,camara,1160508,160508,4,4,0.06200317965023847,Outros
213,2196833,camara,1160518,160518,2,2,0.030206677265500793,Outros
213,2196833,camara,1160527,160527,3,3,0.046104928457869634,Outros
213,2196833,camara,1160538,160538,1,1,0.014308426073131956,Outros
213,2196833,camara,1160569,160569,1,1,0.014308426073131956,Outros
213,2196833,camara,1160570,160570,3,3,0.046104928457869634,Outros
213,2196833,camara,1160600,160600,1,1,0.014308426073131956,Outros
213,2196833,camara,1160639,160639,4,4,0.06200317965023847,Outros
213,2196833,camara,1160666,160666,2,2,0.030206677265500793,Outros
213,2196833,camara,1160758,160758,1,1,0.014308426073131956,Outros
213,2196833,camara,1162332,162332,1,1,0.014308426073131956,Outros
213,2196833,camara,1177282,177282,4.476190476190476,6,0.0695737754561284,Outros
213,2196833,camara,1178829,178829,1,1,0.014308426073131956,Outros
213,2196833,camara,1178832,178832,1,1,0.014308426073131956,Outros
213,2196833,camara,1178835,178835,1,1,0.014308426073131956,Outros
213,2196833,camara,1178863,178863,1,1,0.014308426073131956,Outros
213,2196833,camara,1178871,178871,2,2,0.030206677265500793,Outros
213,2196833,camara,1178879,178879,1,1,0.014308426073131956,Outros
213,2196833,camara,1178884,178884,2,2,0.030206677265500793,Outros
213,2196833,camara,1178886,178886,1,1,0.014308426073131956,Outros
213,2196833,camara,1178896,178896,8,8,0.12559618441971385,Outros
213,2196833,camara,1178930,178930,4,4,0.06200317965023847,Outros
213,2196833,camara,1178933,178933,4,4,0.06200317965023847,Outros
213,2196833,camara,1178934,178934,1,1,0.014308426073131956,Outros
213,2196833,camara,1178937,178937,1,1,0.014308426073131956,Outros
213,2196833,camara,1178939,178939,0.14285714285714285,1,6.813536225300929e-4,Outros
213,2196833,camara,1178956,178956,1,1,0.014308426073131956,Outros
213,2196833,camara,1178959,178959,1,1,0.014308426073131956,Outros
213,2196833,camara,1178962,178962,1,1,0.014308426073131956,Outros
213,2196833,camara,1178975,178975,1,1,0.014308426073131956,Outros
213,2196833,camara,1178977,178977,4,4,0.06200317965023847,Outros
213,2196833,camara,1178981,178981,3,3,0.046104928457869634,Outros
213,2196833,camara,1178983,178983,1,1,0.014308426073131956,Outros
213,2196833,camara,1178989,178989,2,2,0.030206677265500793,Outros
213,2196833,camara,1178992,178992,6,6,0.09379968203497616,Outros
213,2196833,camara,1178993,178993,2,2,0.030206677265500793,Outros
213,2196833,camara,1178994,178994,1,1,0.014308426073131956,Outros
213,2196833,camara,1178997,178997,4,4,0.06200317965023847,Outros
213,2196833,camara,1191923,191923,1,1,0.014308426073131956,Outros
213,2196833,camara,1204355,204355,3,3,0.046104928457869634,Outros
213,2196833,camara,1204359,204359,4,4,0.06200317965023847,Outros
213,2196833,camara,1204364,204364,1,1,0.014308426073131956,Outros
213,2196833,camara,1204371,204371,5,5,0.07790143084260732,Outros
213,2196833,camara,1204377,204377,2,2,0.030206677265500793,Outros
213,2196833,camara,1204380,204380,1,1,0.014308426073131956,Outros
213,2196833,camara,1204381,204381,4,4,0.06200317965023847,Outros
213,2196833,camara,1204383,204383,4,4,0.06200317965023847,Outros
213,2196833,camara,1204389,204389,1,1,0.014308426073131956,Outros
213,2196833,camara,1204392,204392,1,1,0.014308426073131956,Outros
213,2196833,camara,1204396,204396,1,1,0.014308426073131956,Outros
213,2196833,camara,1204400,204400,1,1,0.014308426073131956,Outros
213,2196833,camara,1204403,204403,1,1,0.014308426073131956,Outros
213,2196833,camara,1204406,204406,1,1,0.014308426073131956,Outros
213,2196833,camara,1204407,204407,7.5,13,0.11764705882352942,Outros
213,2196833,camara,1204413,204413,3,3,0.046104928457869634,Outros
213,2196833,camara,1204419,204419,2,2,0.030206677265500793,Outros
213,2196833,camara,1204425,204425,4,4,0.06200317965023847,Outros
213,2196833,camara,1204427,204427,1,1,0.014308426073131956,Outros
213,2196833,camara,1204431,204431,2,2,0.030206677265500793,Outros
213,2196833,camara,1204433,204433,1,1,0.014308426073131956,Outros
213,2196833,camara,1204436,204436,1,1,0.014308426073131956,Outros
213,2196833,camara,1204440,204440,1,1,0.014308426073131956,Outros
213,2196833,camara,1204460,204460,1,1,0.014308426073131956,Outros
213,2196833,camara,1204461,204461,0.5,1,0.006359300476947536,Outros
213,2196833,camara,1204464,204464,2.142857142857143,3,0.03247785600726777,Outros
213,2196833,camara,1204468,204468,5,5,0.07790143084260732,Outros
213,2196833,camara,1204482,204482,2,2,0.030206677265500793,Outros
213,2196833,camara,1204484,204484,1,1,0.014308426073131956,Outros
213,2196833,camara,1204485,204485,5,5,0.07790143084260732,Outros
213,2196833,camara,1204491,204491,1,1,0.014308426073131956,Outros
213,2196833,camara,1204496,204496,6,6,0.09379968203497616,Outros
213,2196833,camara,1204499,204499,1,1,0.014308426073131956,Outros
213,2196833,camara,1204500,204500,9,9,0.1414944356120827,Outros
213,2196833,camara,1204501,204501,2.142857142857143,3,0.03247785600726777,Outros
213,2196833,camara,1204504,204504,2,2,0.030206677265500793,Outros
213,2196833,camara,1204506,204506,1,1,0.014308426073131956,Outros
213,2196833,camara,1204514,204514,2,2,0.030206677265500793,Outros
213,2196833,camara,1204515,204515,2,2,0.030206677265500793,Outros
213,2196833,camara,1204516,204516,7.5,8,0.11764705882352942,Outros
213,2196833,camara,1204517,204517,1,1,0.014308426073131956,Outros
213,2196833,camara,1204518,204518,4,4,0.06200317965023847,Outros
213,2196833,camara,1204526,204526,4,4,0.06200317965023847,Outros
213,2196833,camara,1204527,204527,1,1,0.014308426073131956,Outros
213,2196833,camara,1204534,204534,4,4,0.06200317965023847,Outros
213,2196833,camara,1204537,204537,1,1,0.014308426073131956,Outros
213,2196833,camara,1204541,204541,0.3333333333333333,1,0.003709591944886062,Outros
213,2196833,camara,1204543,204543,1,1,0.014308426073131956,Outros
213,2196833,camara,1204551,204551,1.2,2,0.017488076311605722,Outros
213,2196833,camara,1204552,204552,2,2,0.030206677265500793,Outros
213,2196833,camara,1204555,204555,1.2,2,0.017488076311605722,Outros
213,2196833,camara,1204556,204556,7.2,8,0.11287758346581878,Outros
213,2196833,camara,1204557,204557,5.2,6,0.08108108108108109,Outros
213,2196833,camara,1204559,204559,1,1,0.014308426073131956,Outros
213,2196833,camara,1204566,204566,1,1,0.014308426073131956,Outros
213,2196833,camara,1204570,204570,2,2,0.030206677265500793,Outros
213,2196833,camara,1204572,204572,3.2,4,0.0492845786963434,Outros
213,2196833,camara,1204575,204575,2,2,0.030206677265500793,Outros
213,2196833,camara,1204576,204576,3,3,0.046104928457869634,Outros
213,2196833,camara,1207309,207309,1,1,0.014308426073131956,Outros
223,2206203,camara,168720,68720,7,7,0.109697933227345,Outros
223,2206203,camara,169871,69871,8,8,0.12559618441971385,Outros
223,2206203,camara,173433,73433,5,5,0.07790143084260732,Outros
223,2206203,camara,173460,73460,0.6000000000000001,3,0.007949125596184421,Outros
223,2206203,camara,173486,73486,10.5,12,0.16534181240063595,Outros
223,2206203,camara,173943,73943,0.5,2,0.006359300476947536,Outros
223,2206203,camara,174043,74043,2.9166666666666665,7,0.044780074191838895,Outros
223,2206203,camara,174052,74052,6,6,0.09379968203497616,Outros
223,2206203,camara,174060,74060,0.125,1,3.974562798092209e-4,Outros
223,2206203,camara,174075,74075,3,3,0.046104928457869634,Outros
223,2206203,camara,174160,74160,1.125,8,0.01629570747217806,Outros
223,2206203,camara,174161,74161,0.5,3,0.006359300476947536,Outros
223,2206203,camara,174262,74262,6.683333333333334,12,0.1046634870164282,Outros
223,2206203,camara,174299,74299,3,3,0.046104928457869634,Outros
223,2206203,camara,174419,74419,4.2,5,0.06518282988871225,Outros
223,2206203,camara,174439,74439,6.512301587301588,31,0.10194438135614607,Outros
223,2206203,camara,174693,74693,1,1,0.014308426073131956,Outros
223,2206203,camara,174749,74749,12,12,0.1891891891891892,Outros
223,2206203,camara,175431,75431,0.5,1,0.006359300476947536,Outros
223,2206203,camara,190842,90842,2,2,0.030206677265500793,Outros
223,2206203,camara,192102,92102,6,6,0.09379968203497616,Outros
223,2206203,camara,193083,93083,1,1,0.014308426073131956,Outros
223,2206203,camara,1116379,116379,5,5,0.07790143084260732,Outros
223,2206203,camara,1122974,122974,4.5,5,0.0699523052464229,Outros
223,2206203,camara,1132504,132504,6.512301587301588,31,0.10194438135614607,Outros
223,2206203,camara,1139285,139285,0.1111111111111111,1,1.766472354707647e-4,Outros
223,2206203,camara,1141408,141408,3,3,0.046104928457869634,Outros
223,2206203,camara,1141411,141411,6.25,7,0.09777424483306837,Outros
223,2206203,camara,1141417,141417,1,1,0.014308426073131956,Outros
223,2206203,camara,1141422,141422,1.25,2,0.018282988871224166,Outros
223,2206203,camara,1141450,141450,26.30952380952381,28,0.41668559315618137,Outros
223,2206203,camara,1141508,141508,7.309523809523809,9,0.11461882050117345,Outros
223,2206203,camara,1141555,141555,1,1,0.014308426073131956,Outros
223,2206203,camara,1160508,160508,1,1,0.014308426073131956,Outros
223,2206203,camara,1160511,160511,5.428968253968254,27,0.08472127589774649,Outros
223,2206203,camara,1160531,160531,0.2,1,0.001589825119236884,Outros
223,2206203,camara,1160532,160532,9,9,0.1414944356120827,Outros
223,2206203,camara,1160535,160535,0.5,2,0.006359300476947536,Outros
223,2206203,camara,1160538,160538,2,2,0.030206677265500793,Outros
223,2206203,camara,1160541,160541,0.7,2,0.009538950715421303,Outros
223,2206203,camara,1160575,160575,2.328968253968254,14,0.035436697201403085,Outros
223,2206203,camara,1160653,160653,18,18,0.2845786963434022,Outros
223,2206203,camara,1160665,160665,4,4,0.06200317965023847,Outros
223,2206203,camara,1160674,160674,16,16,0.2527821939586646,Outros
223,2206203,camara,1164359,164359,0.5,1,0.006359300476947536,Outros
223,2206203,camara,1178829,178829,7.333333333333333,8,0.11499735029146795,Outros
223,2206203,camara,1178857,178857,1.2361111111111112,9,0.01806217982688571,Outros
223,2206203,camara,1178858,178858,4,4,0.06200317965023847,Outros
223,2206203,camara,1178861,178861,1,1,0.014308426073131956,Outros
223,2206203,camara,1178884,178884,3,3,0.046104928457869634,Outros
223,2206203,camara,1178886,178886,12,13,0.1891891891891892,Outros
223,2206203,camara,1178889,178889,6,6,0.09379968203497616,Outros
223,2206203,camara,1178910,178910,1,1,0.014308426073131956,Outros
223,2206203,camara,1178916,178916,2,2,0.030206677265500793,Outros
223,2206203,camara,1178927,178927,0.14285714285714285,1,6.813536225300929e-4,Outros
223,2206203,camara,1178928,178928,27.25,28,0.43163751987281396,Outros
223,2206203,camara,1178934,178934,1,1,0.014308426073131956,Outros
223,2206203,camara,1178959,178959,6,6,0.09379968203497616,Outros
223,2206203,camara,1178964,178964,5,5,0.07790143084260732,Outros
223,2206203,camara,1178992,178992,3,3,0.046104928457869634,Outros
223,2206203,camara,1178997,178997,1,1,0.014308426073131956,Outros
223,2206203,camara,1179587,179587,0.2,1,0.001589825119236884,Outros
223,2206203,camara,1204353,204353,1,1,0.014308426073131956,Outros
223,2206203,camara,1204358,204358,1,1,0.014308426073131956,Outros
223,2206203,camara,1204375,204375,7,7,0.109697933227345,Outros
223,2206203,camara,1204381,204381,2,3,0.030206677265500793,Outros
223,2206203,camara,1204389,204389,1,1,0.014308426073131956,Outros
223,2206203,camara,1204391,204391,1.5,2,0.022257551669316374,Outros
223,2206203,camara,1204392,204392,1,1,0.014308426073131956,Outros
223,2206203,camara,1204393,204393,1.8111111111111111,6,0.02720367426249779,Outros
223,2206203,camara,1204395,204395,0.5,1,0.006359300476947536,Outros
223,2206203,camara,1204396,204396,1,1,0.014308426073131956,Outros
223,2206203,camara,1204398,204398,0.3333333333333333,1,0.003709591944886062,Outros
223,2206203,camara,1204405,204405,6,6,0.09379968203497616,Outros
223,2206203,camara,1204408,204408,1,1,0.014308426073131956,Outros
223,2206203,camara,1204418,204418,2,2,0.030206677265500793,Outros
223,2206203,camara,1204423,204423,0.2,1,0.001589825119236884,Outros
223,2206203,camara,1204433,204433,7,7,0.109697933227345,Outros
223,2206203,camara,1204438,204438,1,1,0.014308426073131956,Outros
223,2206203,camara,1204450,204450,2,2,0.030206677265500793,Outros
223,2206203,camara,1204469,204469,3,3,0.046104928457869634,Outros
223,2206203,camara,1204472,204472,2,2,0.030206677265500793,Outros
223,2206203,camara,1204477,204477,2,2,0.030206677265500793,Outros
223,2206203,camara,1204479,204479,7,7,0.109697933227345,Outros
223,2206203,camara,1204480,204480,10.875,21,0.17130365659777425,Outros
223,2206203,camara,1204484,204484,1,1,0.014308426073131956,Outros
223,2206203,camara,1204485,204485,4,4,0.06200317965023847,Outros
223,2206203,camara,1204491,204491,1,1,0.014308426073131956,Outros
223,2206203,camara,1204492,204492,1,1,0.014308426073131956,Outros
223,2206203,camara,1204499,204499,2,2,0.030206677265500793,Outros
223,2206203,camara,1204504,204504,1.5,2,0.022257551669316374,Outros
223,2206203,camara,1204506,204506,2,2,0.030206677265500793,Outros
223,2206203,camara,1204517,204517,1,1,0.014308426073131956,Outros
223,2206203,camara,1204518,204518,9,9,0.1414944356120827,Outros
223,2206203,camara,1204521,204521,12.333333333333334,14,0.19448860625331216,Outros
223,2206203,camara,1204523,204523,5,5,0.07790143084260732,Outros
223,2206203,camara,1204524,204524,1,1,0.014308426073131956,Outros
223,2206203,camara,1204527,204527,1.5,2,0.022257551669316374,Outros
223,2206203,camara,1204530,204530,0.1111111111111111,1,1.766472354707647e-4,Outros
223,2206203,camara,1204550,204550,2,2,0.030206677265500793,Outros
223,2206203,camara,1204553,204553,2,2,0.030206677265500793,Outros
223,2206203,camara,1204556,204556,1,1,0.014308426073131956,Outros
223,2206203,camara,1204558,204558,8,8,0.12559618441971385,Outros
223,2206203,camara,1209189,209189,0.1111111111111111,1,1.766472354707647e-4,Outros
235,2183034,camara,1160604,160604,1,1,0.014308426073131956,Direitos Humanos
236,136115,senado,25352,5352,1,1,0.014308426073131956,Outros
240,2254043,camara,174371,74371,1,1,0.014308426073131956,Direitos Humanos
241,141716,senado,25982,5982,2,2,0.030206677265500793,Transparência e Integridade
242,2254941,camara,1141508,141508,1.4166666666666665,3,0.020932697403285634,Direitos Humanos
242,2254941,camara,1178925,178925,1,1,0.014308426073131956,Direitos Humanos
242,2254941,camara,1178931,178931,0.41666666666666663,2,0.005034446210916799,Direitos Humanos
242,2254941,camara,1204525,204525,0.16666666666666666,1,0.0010598834128245891,Direitos Humanos
242,2254941,camara,1204542,204542,0.41666666666666663,2,0.005034446210916799,Direitos Humanos
242,2254941,camara,1204561,204561,0.41666666666666663,2,0.005034446210916799,Direitos Humanos
242,2254941,camara,1206231,206231,0.16666666666666666,1,0.0010598834128245891,Direitos Humanos
243,2254843,camara,1198783,198783,1,1,0.014308426073131956,Direitos Humanos
244,140534,senado,222,22,2,2,0.030206677265500793,Desenvolvimento Socioambiental
244,140534,senado,235,35,1,1,0.014308426073131956,Desenvolvimento Socioambiental
244,140534,senado,2374,374,3.25,5,0.050079491255961846,Desenvolvimento Socioambiental
244,140534,senado,2581,581,2,2,0.030206677265500793,Desenvolvimento Socioambiental
244,140534,senado,2945,945,2,2,0.030206677265500793,Desenvolvimento Socioambiental
244,140534,senado,21173,1173,1,1,0.014308426073131956,Desenvolvimento Socioambiental
244,140534,senado,22331,2331,6,6,0.09379968203497616,Desenvolvimento Socioambiental
244,140534,senado,23396,3396,3,3,0.046104928457869634,Desenvolvimento Socioambiental
244,140534,senado,24770,4770,1,1,0.014308426073131956,Desenvolvimento Socioambiental
244,140534,senado,24994,4994,9,9,0.1414944356120827,Desenvolvimento Socioambiental
244,140534,senado,25012,5012,14,14,0.2209856915739269,Desenvolvimento Socioambiental
244,140534,senado,25352,5352,16.25,18,0.25675675675675674,Desenvolvimento Socioambiental
244,140534,senado,25411,5411,10,10,0.1573926868044515,Desenvolvimento Socioambiental
244,140534,senado,25523,5523,1,1,0.014308426073131956,Desenvolvimento Socioambiental
244,140534,senado,25533,5533,1,1,0.014308426073131956,Desenvolvimento Socioambiental
244,140534,senado,25535,5535,2,2,0.030206677265500793,Desenvolvimento Socioambiental
244,140534,senado,25585,5585,1,1,0.014308426073131956,Desenvolvimento Socioambiental
244,140534,senado,25627,5627,1.25,2,0.018282988871224166,Desenvolvimento Socioambiental
244,140534,senado,25718,5718,2,2,0.030206677265500793,Desenvolvimento Socioambiental
244,140534,senado,25732,5732,4,4,0.06200317965023847,Desenvolvimento Socioambiental
244,140534,senado,25748,5748,19,19,0.30047694753577103,Desenvolvimento Socioambiental
244,140534,senado,25783,5783,3.25,4,0.050079491255961846,Desenvolvimento Socioambiental
244,140534,senado,25895,5895,3,3,0.046104928457869634,Desenvolvimento Socioambiental
244,140534,senado,25905,5905,1,1,0.014308426073131956,Desenvolvimento Socioambiental
244,140534,senado,25942,5942,1,1,0.014308426073131956,Desenvolvimento Socioambiental
244,140534,senado,25953,5953,8,8,0.12559618441971385,Desenvolvimento Socioambiental
244,140534,senado,25979,5979,1,1,0.014308426073131956,Desenvolvimento Socioambiental
244,140534,senado,25982,5982,1,1,0.014308426073131956,Desenvolvimento Socioambiental
244,140534,senado,26027,6027,1,1,0.014308426073131956,Desenvolvimento Socioambiental
244,2213200,camara,174693,74693,1,1,0.014308426073131956,Desenvolvimento Socioambiental
244,2213200,camara,1204527,204527,1,1,0.014308426073131956,Desenvolvimento Socioambiental
245,2255191,camara,1179587,179587,1.5,2,0.022257551669316374,Direitos Humanos
245,2255191,camara,1204458,204458,0.5,1,0.006359300476947536,Direitos Humanos
