id_leggo,id_autor_parlametria,id_ext,casa,id_autor,tipo_autor,casa_autor,tipo_generico,sigla_local,peso_total_documentos,num_documentos
295,1204467,2242218,camara,204467,Deputado,camara,Requerimento,NAJUR(SGM),1,2
295,1204467,2242218,camara,204467,Deputado,camara,Requerimento,PLEN,1,1
295,1204468,2242218,camara,204468,Deputado,camara,Requerimento,NAJUR(SGM),1,1
295,1204535,2242218,camara,204535,Deputado,camara,Requerimento,NAJUR(SGM),1,2
295,1204467,2242218,camara,204467,Deputado,camara,Requerimento,MESA,0.75,2
295,174057,2242218,camara,74057,Deputado,camara,Requerimento,NAJUR(SGM),0.5,1
295,1160528,2242218,camara,160528,Deputado,camara,Requerimento,NAJUR(SGM),0.5,1
295,1164360,2242218,camara,164360,Deputado,camara,Requerimento,MESA,0.5,1
295,1204407,2242218,camara,204407,Deputado,camara,Requerimento,NAJUR(SGM),0.5,1
295,174439,2242218,camara,74439,Deputado,camara,Emenda,MESA,0.25,1
295,1204359,2242218,camara,204359,Deputado,camara,Emenda,MESA,0.25,1
295,1204393,2242218,camara,204393,Deputado,camara,Emenda,MESA,0.25,1
295,1204464,2242218,camara,204464,Deputado,camara,Requerimento,MESA,0.25,1
295,1204468,2242218,camara,204468,Deputado,camara,Requerimento,MESA,0.25,1
295,1204556,2242218,camara,204556,Deputado,camara,Emenda,MESA,0.25,1
295,174160,2242218,camara,74160,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
295,1134812,2242218,camara,134812,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
295,1164360,2242218,camara,164360,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
295,1204407,2242218,camara,204407,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
295,1204453,2242218,camara,204453,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
295,1204495,2242218,camara,204495,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
295,1204503,2242218,camara,204503,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
295,1204530,2242218,camara,204530,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
295,1204534,2242218,camara,204534,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
295,1204555,2242218,camara,204555,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
837,173486,2242225,camara,73486,Deputado,camara,Prop. Original / Apensada,PLEN,1,1
837,173486,2242225,camara,73486,Deputado,camara,Requerimento,NAJUR(SGM),1,1
837,1160532,2242225,camara,160532,Deputado,camara,Requerimento,NAJUR(SGM),1,1
525,1141555,2242230,camara,141555,Deputado,camara,Requerimento,NAJUR(SGM),1,1
525,1160532,2242230,camara,160532,Deputado,camara,Requerimento,NAJUR(SGM),1,1
525,1204352,2242230,camara,204352,Deputado,camara,Requerimento,COAPP(SGM),1,1
525,1139285,2242230,camara,139285,Deputado,camara,Prop. Original / Apensada,PLEN,0.14285714285714285,1
525,1141508,2242230,camara,141508,Deputado,camara,Prop. Original / Apensada,PLEN,0.14285714285714285,1
525,1178931,2242230,camara,178931,Deputado,camara,Prop. Original / Apensada,PLEN,0.14285714285714285,1
525,1204352,2242230,camara,204352,Deputado,camara,Prop. Original / Apensada,PLEN,0.14285714285714285,1
525,1204525,2242230,camara,204525,Deputado,camara,Prop. Original / Apensada,PLEN,0.14285714285714285,1
525,1204542,2242230,camara,204542,Deputado,camara,Prop. Original / Apensada,PLEN,0.14285714285714285,1
525,1205535,2242230,camara,205535,Deputado,camara,Prop. Original / Apensada,PLEN,0.14285714285714285,1
545,1178829,2242234,camara,178829,Deputado,camara,Prop. Original / Apensada,MESA,1,1
545,1178829,2242234,camara,178829,Deputado,camara,Requerimento,SEPRO,1,1
541,1191923,2242235,camara,191923,Deputado,camara,Prop. Original / Apensada,MESA,1,1
541,1191923,2242235,camara,191923,Deputado,camara,Requerimento,SEPRO,1,1
316,1204379,2242237,camara,204379,Deputado,camara,Parecer,PLEN,8,8
316,1132504,2242237,camara,132504,Deputado,camara,Emenda,PLEN,3,3
316,1204407,2242237,camara,204407,Deputado,camara,Emenda,PLEN,2,2
316,174693,2242237,camara,74693,Deputado,camara,Outros,MESA,1,1
316,1160511,2242237,camara,160511,Deputado,camara,Emenda,PLEN,1,1
316,1160531,2242237,camara,160531,Deputado,camara,Emenda,PLEN,1,1
316,1178879,2242237,camara,178879,Deputado,camara,Emenda,PLEN,1,1
316,1178884,2242237,camara,178884,Deputado,camara,Emenda,PLEN,1,1
316,1178987,2242237,camara,178987,Deputado,camara,Emenda,PLEN,1,1
316,1204379,2242237,camara,204379,Deputado,camara,Emenda,CTASP,1,1
316,1204436,2242237,camara,204436,Deputado,camara,Emenda,PLEN,1,1
316,1205476,2242237,camara,205476,Deputado,camara,Emenda,PLEN,1,1
316,1141422,2242237,camara,141422,Deputado,camara,Requerimento,PLEN,0.5,1
316,1160527,2242237,camara,160527,Deputado,camara,Requerimento,PLEN,0.5,1
630,1204541,2242247,camara,204541,Deputado,camara,Prop. Original / Apensada,MESA,1,1
630,1204541,2242247,camara,204541,Deputado,camara,Requerimento,MESA,1,1
630,1204541,2242247,camara,204541,Deputado,camara,Requerimento,SEPRO,1,1
530,1178857,2242256,camara,178857,Deputado,camara,Requerimento,PLEN,1,1
530,1132504,2242256,camara,132504,Deputado,camara,Requerimento,MESA,0.5,1
530,1160541,2242256,camara,160541,Deputado,camara,Requerimento,MESA,0.5,1
548,1204548,2242267,camara,204548,Deputado,camara,Prop. Original / Apensada,MESA,1,1
314,1195866,2242269,camara,195866,Deputado,camara,Prop. Original / Apensada,MESA,1,1
758,1204549,2242290,camara,204549,Deputado,camara,Parecer,PLEN,7,7
758,174693,2242290,camara,74693,Deputado,camara,Outros,MESA,1,1
758,1204549,2242290,camara,204549,Deputado,camara,Prop. Original / Apensada,CEDI,1,1
757,1204537,2242292,camara,204537,Deputado,camara,Parecer,PLEN,6,6
757,174693,2242292,camara,74693,Deputado,camara,Outros,MESA,1,1
757,1160570,2242292,camara,160570,Deputado,camara,Emenda,MESA,1,1
757,1160570,2242292,camara,160570,Deputado,camara,Requerimento,NATEC(SGM),1,1
757,1178959,2242292,camara,178959,Deputado,camara,Emenda,PLEN,1,1
757,1204537,2242292,camara,204537,Deputado,camara,Prop. Original / Apensada,CEDI,1,1
757,1204530,2242292,camara,204530,Deputado,camara,Emenda,MESA,0.8333333333333333,3
757,174439,2242292,camara,74439,Deputado,camara,Emenda,MESA,0.5,2
757,1132504,2242292,camara,132504,Deputado,camara,Emenda,MESA,0.5,2
757,1160511,2242292,camara,160511,Deputado,camara,Emenda,MESA,0.5,2
757,1160518,2242292,camara,160518,Deputado,camara,Emenda,PLEN,0.5,1
757,1160640,2242292,camara,160640,Deputado,camara,Emenda,PLEN,0.5,1
757,1141518,2242292,camara,141518,Deputado,camara,Emenda,MESA,0.3333333333333333,1
757,1160512,2242292,camara,160512,Deputado,camara,Emenda,MESA,0.3333333333333333,1
540,1204352,2242294,camara,204352,Deputado,camara,Requerimento,COAPP(SGM),1,1
540,1204352,2242294,camara,204352,Deputado,camara,Prop. Original / Apensada,MESA,0.5,1
540,1204429,2242294,camara,204429,Deputado,camara,Prop. Original / Apensada,MESA,0.5,1
439,173466,2242301,camara,73466,Deputado,camara,Prop. Original / Apensada,CCP,1,1
527,1204359,2242304,camara,204359,Deputado,camara,Requerimento,COAPP(SGM),1,1
527,1204450,2242304,camara,204450,Deputado,camara,Requerimento,COAPP(SGM),1,1
527,1164360,2242304,camara,164360,Deputado,camara,Prop. Original / Apensada,PLEN,0.25,1
527,1204359,2242304,camara,204359,Deputado,camara,Prop. Original / Apensada,PLEN,0.25,1
527,1204503,2242304,camara,204503,Deputado,camara,Prop. Original / Apensada,PLEN,0.25,1
527,1205535,2242304,camara,205535,Deputado,camara,Prop. Original / Apensada,PLEN,0.25,1
434,1204414,2242340,camara,204414,Deputado,camara,Prop. Original / Apensada,CCP,1,1
434,1204414,2242340,camara,204414,Deputado,camara,Requerimento,SEPRO,1,1
301,1178951,2242351,camara,178951,Deputado,camara,Prop. Original / Apensada,CCP,1,1
401,1204448,2242354,camara,204448,Deputado,camara,Prop. Original / Apensada,CCP,1,1
438,1204353,2242359,camara,204353,Deputado,camara,Prop. Original / Apensada,CCP,1,1
535,1204353,2242360,camara,204353,Deputado,camara,Prop. Original / Apensada,MESA,1,1
535,1204353,2242360,camara,204353,Deputado,camara,Requerimento,MESA,1,1
535,1204372,2242360,camara,204372,Deputado,camara,Requerimento,SEPRO,1,1
292,1160512,2242361,camara,160512,Deputado,camara,Prop. Original / Apensada,PLEN,1,1
292,1204353,2242361,camara,204353,Deputado,camara,Prop. Original / Apensada,MESA,1,1
292,1178832,2242361,camara,178832,Deputado,camara,Prop. Original / Apensada,PLEN,0.5,1
292,1204353,2242361,camara,204353,Deputado,camara,Prop. Original / Apensada,PLEN,0.5,1
518,173433,2242365,camara,73433,Deputado,camara,Requerimento,NAJUR(SGM),1,1
518,1132504,2242365,camara,132504,Deputado,camara,Requerimento,COAPP(SGM),0.6666666666666666,2
518,1160541,2242365,camara,160541,Deputado,camara,Requerimento,COAPP(SGM),0.6666666666666666,2
518,173943,2242365,camara,73943,Deputado,camara,Requerimento,COAPP(SGM),0.16666666666666666,1
518,174439,2242365,camara,74439,Deputado,camara,Requerimento,COAPP(SGM),0.16666666666666666,1
518,1160575,2242365,camara,160575,Deputado,camara,Requerimento,COAPP(SGM),0.16666666666666666,1
518,1178857,2242365,camara,178857,Deputado,camara,Requerimento,COAPP(SGM),0.16666666666666666,1
520,1204450,2242371,camara,204450,Deputado,camara,Requerimento,COAPP(SGM),1,1
520,1164360,2242371,camara,164360,Deputado,camara,Prop. Original / Apensada,MESA,0.5,1
520,1164360,2242371,camara,164360,Deputado,camara,Requerimento,MESA,0.5,1
520,1204406,2242371,camara,204406,Deputado,camara,Prop. Original / Apensada,MESA,0.5,1
520,1204406,2242371,camara,204406,Deputado,camara,Requerimento,MESA,0.5,1
520,181297,2242371,camara,81297,Deputado,camara,Requerimento,SEPRO,0.3333333333333333,1
520,1164360,2242371,camara,164360,Deputado,camara,Requerimento,SEPRO,0.3333333333333333,1
520,1204406,2242371,camara,204406,Deputado,camara,Requerimento,SEPRO,0.3333333333333333,1
309,173486,2242378,camara,73486,Deputado,camara,Prop. Original / Apensada,PLEN,1,1
536,1204550,2242379,camara,204550,Deputado,camara,Prop. Original / Apensada,MESA,1,1
536,1204550,2242379,camara,204550,Deputado,camara,Requerimento,SEPRO,1,1
303,1204407,2242384,camara,204407,Deputado,camara,Requerimento,MESA,2,2
303,1204407,2242384,camara,204407,Deputado,camara,Requerimento,NAJUR(SGM),1.1111111111111112,2
303,173943,2242384,camara,73943,Deputado,camara,Requerimento,NAJUR(SGM),1,1
303,1141470,2242384,camara,141470,Deputado,camara,Requerimento,PLEN,1,1
303,1204354,2242384,camara,204354,Deputado,camara,Parecer,PLEN,1,1
303,1204572,2242384,camara,204572,Deputado,camara,Requerimento,NAJUR(SGM),1,1
303,173531,2242384,camara,73531,Deputado,camara,Requerimento,NAJUR(SGM),0.1111111111111111,1
303,174784,2242384,camara,74784,Deputado,camara,Requerimento,NAJUR(SGM),0.1111111111111111,1
303,176874,2242384,camara,76874,Deputado,camara,Requerimento,NAJUR(SGM),0.1111111111111111,1
303,1134812,2242384,camara,134812,Deputado,camara,Requerimento,NAJUR(SGM),0.1111111111111111,1
303,1152605,2242384,camara,152605,Deputado,camara,Requerimento,NAJUR(SGM),0.1111111111111111,1
303,1204509,2242384,camara,204509,Deputado,camara,Requerimento,NAJUR(SGM),0.1111111111111111,1
303,1204535,2242384,camara,204535,Deputado,camara,Requerimento,NAJUR(SGM),0.1111111111111111,1
303,1205548,2242384,camara,205548,Deputado,camara,Requerimento,NAJUR(SGM),0.1111111111111111,1
519,173943,2242385,camara,73943,Deputado,camara,Requerimento,MESA,1,1
519,173943,2242385,camara,73943,Deputado,camara,Requerimento,SEPRO,1,1
519,173801,2242385,camara,73801,Deputado,camara,Prop. Original / Apensada,MESA,0.25,1
519,173943,2242385,camara,73943,Deputado,camara,Prop. Original / Apensada,MESA,0.25,1
519,174848,2242385,camara,74848,Deputado,camara,Prop. Original / Apensada,MESA,0.25,1
519,1160641,2242385,camara,160641,Deputado,camara,Prop. Original / Apensada,MESA,0.25,1
308,173943,2242386,camara,73943,Deputado,camara,Requerimento,NAJUR(SGM),1,1
308,173943,2242386,camara,73943,Deputado,camara,Requerimento,SEPRO,1,1
308,173943,2242386,camara,73943,Deputado,camara,Prop. Original / Apensada,PLEN,0.3333333333333333,1
308,174848,2242386,camara,74848,Deputado,camara,Prop. Original / Apensada,PLEN,0.3333333333333333,1
308,1160641,2242386,camara,160641,Deputado,camara,Prop. Original / Apensada,PLEN,0.3333333333333333,1
526,173943,2242388,camara,73943,Deputado,camara,Requerimento,SEPRO,1,1
526,1160532,2242388,camara,160532,Deputado,camara,Requerimento,NAJUR(SGM),1,1
526,173801,2242388,camara,73801,Deputado,camara,Prop. Original / Apensada,PLEN,0.25,1
526,173943,2242388,camara,73943,Deputado,camara,Prop. Original / Apensada,PLEN,0.25,1
526,174848,2242388,camara,74848,Deputado,camara,Prop. Original / Apensada,PLEN,0.25,1
526,1160641,2242388,camara,160641,Deputado,camara,Prop. Original / Apensada,PLEN,0.25,1
546,173943,2242389,camara,73943,Deputado,camara,Requerimento,SEPRO,1,1
546,173943,2242389,camara,73943,Deputado,camara,Prop. Original / Apensada,CCP,0.3333333333333333,1
546,174848,2242389,camara,74848,Deputado,camara,Prop. Original / Apensada,CCP,0.3333333333333333,1
546,1160641,2242389,camara,160641,Deputado,camara,Prop. Original / Apensada,CCP,0.3333333333333333,1
547,173943,2242390,camara,73943,Deputado,camara,Requerimento,SEPRO,1,1
547,173801,2242390,camara,73801,Deputado,camara,Prop. Original / Apensada,MESA,0.25,1
547,173943,2242390,camara,73943,Deputado,camara,Prop. Original / Apensada,MESA,0.25,1
547,174848,2242390,camara,74848,Deputado,camara,Prop. Original / Apensada,MESA,0.25,1
547,1160641,2242390,camara,160641,Deputado,camara,Prop. Original / Apensada,MESA,0.25,1
522,173943,2242391,camara,73943,Deputado,camara,Requerimento,SEPRO,1,1
522,1160532,2242391,camara,160532,Deputado,camara,Requerimento,NAJUR(SGM),1,1
522,173943,2242391,camara,73943,Deputado,camara,Prop. Original / Apensada,PLEN,0.3333333333333333,1
522,174848,2242391,camara,74848,Deputado,camara,Prop. Original / Apensada,PLEN,0.3333333333333333,1
522,1160641,2242391,camara,160641,Deputado,camara,Prop. Original / Apensada,PLEN,0.3333333333333333,1
305,174160,2242462,camara,74160,Deputado,camara,Prop. Original / Apensada,CCP,1,1
291,1160598,2242471,camara,160598,Deputado,camara,Parecer,PLEN,10,10
291,174398,2242471,camara,74398,Deputado,camara,Requerimento,MESA,2,4
291,1204372,2242471,camara,204372,Deputado,camara,Requerimento,PLEN,2,2
291,166179,2242471,camara,66179,Deputado,camara,Requerimento,SEPRO,1,1
291,174693,2242471,camara,74693,Deputado,camara,Outros,MESA,1,1
291,1160598,2242471,camara,160598,Deputado,camara,Parecer,PL129120,1,1
291,1160639,2242471,camara,160639,Deputado,camara,Requerimento,PLEN,1,1
291,1204372,2242471,camara,204372,Deputado,camara,Emenda,MESA,1,1
291,1204572,2242471,camara,204572,Deputado,camara,Emenda,PLEN,1,1
291,1204572,2242471,camara,204572,Deputado,camara,Requerimento,PLEN,1,1
291,173701,2242471,camara,73701,Deputado,camara,Requerimento,MESA,0.5,1
291,173943,2242471,camara,73943,Deputado,camara,Requerimento,MESA,0.5,1
291,1160541,2242471,camara,160541,Deputado,camara,Emenda,PLEN,0.5,1
291,1198197,2242471,camara,198197,Deputado,camara,Emenda,PLEN,0.5,1
291,1204354,2242471,camara,204354,Deputado,camara,Requerimento,MESA,0.5,1
291,1204453,2242471,camara,204453,Deputado,camara,Requerimento,MESA,0.5,1
291,174439,2242471,camara,74439,Deputado,camara,Emenda,MESA,0.3333333333333333,1
291,1204359,2242471,camara,204359,Deputado,camara,Emenda,MESA,0.3333333333333333,1
291,1204556,2242471,camara,204556,Deputado,camara,Emenda,MESA,0.3333333333333333,1
291,173943,2242471,camara,73943,Deputado,camara,Emenda,PLEN,0.24285714285714285,2
291,174439,2242471,camara,74439,Deputado,camara,Emenda,PLEN,0.24285714285714285,2
291,1132504,2242471,camara,132504,Deputado,camara,Emenda,PLEN,0.24285714285714285,2
291,1160511,2242471,camara,160511,Deputado,camara,Emenda,PLEN,0.24285714285714285,2
291,1141470,2242471,camara,141470,Deputado,camara,Emenda,PLEN,0.14285714285714285,1
291,1141488,2242471,camara,141488,Deputado,camara,Emenda,PLEN,0.14285714285714285,1
291,1204407,2242471,camara,204407,Deputado,camara,Emenda,PLEN,0.14285714285714285,1
291,166179,2242471,camara,66179,Deputado,camara,Emenda,PLEN,0.1,1
291,1139285,2242471,camara,139285,Deputado,camara,Emenda,PLEN,0.1,1
291,1160575,2242471,camara,160575,Deputado,camara,Emenda,PLEN,0.1,1
291,1178857,2242471,camara,178857,Deputado,camara,Emenda,PLEN,0.1,1
291,1178866,2242471,camara,178866,Deputado,camara,Emenda,PLEN,0.1,1
291,1178986,2242471,camara,178986,Deputado,camara,Emenda,PLEN,0.1,1
313,1108338,2242479,camara,108338,Deputado,camara,Prop. Original / Apensada,MESA,1,1
296,1204467,2242481,camara,204467,Deputado,camara,Requerimento,PLEN,1,1
296,1204468,2242481,camara,204468,Deputado,camara,Requerimento,NAJUR(SGM),1,1
296,1204464,2242481,camara,204464,Deputado,camara,Requerimento,MESA,0.25,1
296,1204467,2242481,camara,204467,Deputado,camara,Requerimento,MESA,0.25,1
296,1204468,2242481,camara,204468,Deputado,camara,Requerimento,MESA,0.25,1
296,1204495,2242481,camara,204495,Deputado,camara,Requerimento,MESA,0.25,1
296,174160,2242481,camara,74160,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
296,1134812,2242481,camara,134812,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
296,1164360,2242481,camara,164360,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
296,1204407,2242481,camara,204407,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
296,1204453,2242481,camara,204453,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
296,1204495,2242481,camara,204495,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
296,1204503,2242481,camara,204503,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
296,1204530,2242481,camara,204530,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
296,1204534,2242481,camara,204534,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
296,1204555,2242481,camara,204555,Deputado,camara,Prop. Original / Apensada,MESA,0.1,1
302,1160511,2242488,camara,160511,Deputado,camara,Emenda,PLEN,4,4
302,1204379,2242488,camara,204379,Deputado,camara,Parecer,PLEN,4,4
302,1132504,2242488,camara,132504,Deputado,camara,Emenda,PLEN,2,2
302,1204352,2242488,camara,204352,Deputado,camara,Emenda,PLEN,2,2
302,174693,2242488,camara,74693,Deputado,camara,Outros,MESA,1,1
302,1141508,2242488,camara,141508,Deputado,camara,Emenda,PLEN,1,1
302,1160531,2242488,camara,160531,Deputado,camara,Requerimento,PLEN,1,1
302,1178959,2242488,camara,178959,Deputado,camara,Requerimento,MESA,1,1
302,1178993,2242488,camara,178993,Deputado,camara,Emenda,MESA,1,1
302,1204379,2242488,camara,204379,Deputado,camara,Parecer,PL130420,1,1
302,1160531,2242488,camara,160531,Deputado,camara,Prop. Original / Apensada,SEXPE(SGM),0.2,1
302,1178959,2242488,camara,178959,Deputado,camara,Prop. Original / Apensada,SEXPE(SGM),0.2,1
302,1178961,2242488,camara,178961,Deputado,camara,Prop. Original / Apensada,SEXPE(SGM),0.2,1
302,1204353,2242488,camara,204353,Deputado,camara,Prop. Original / Apensada,SEXPE(SGM),0.2,1
302,1204475,2242488,camara,204475,Deputado,camara,Prop. Original / Apensada,SEXPE(SGM),0.2,1
297,1204467,2242490,camara,204467,Deputado,camara,Requerimento,PLEN,1,1
297,1204468,2242490,camara,204468,Deputado,camara,Requerimento,NAJUR(SGM),1,1
297,1204464,2242490,camara,204464,Deputado,camara,Requerimento,MESA,0.25,1
297,1204467,2242490,camara,204467,Deputado,camara,Requerimento,MESA,0.25,1
297,1204468,2242490,camara,204468,Deputado,camara,Requerimento,MESA,0.25,1
297,1204495,2242490,camara,204495,Deputado,camara,Requerimento,MESA,0.25,1
315,1204496,2242494,camara,204496,Deputado,camara,Prop. Original / Apensada,MESA,1,1
315,1204496,2242494,camara,204496,Deputado,camara,Requerimento,MESA,1,1
529,1132504,2242495,camara,132504,Deputado,camara,Requerimento,COAPP(SGM),1,1
529,1141470,2242495,camara,141470,Deputado,camara,Prop. Original / Apensada,PLEN,1,1
397,174262,2242500,camara,74262,Deputado,camara,Prop. Original / Apensada,CCP,1,1
435,1178882,2242507,camara,178882,Deputado,camara,Prop. Original / Apensada,CCP,1,1
435,1178882,2242507,camara,178882,Deputado,camara,Requerimento,COAPP(SGM),1,1
523,1160532,2242513,camara,160532,Deputado,camara,Requerimento,NAJUR(SGM),1,1
523,1178871,2242513,camara,178871,Deputado,camara,Prop. Original / Apensada,CCP,1,1
523,1178970,2242513,camara,178970,Deputado,camara,Requerimento,COAPP(SGM),1,1
398,1204544,2242555,camara,204544,Deputado,camara,Prop. Original / Apensada,CCP,1,1
708,1204429,2242565,camara,204429,Deputado,camara,Prop. Original / Apensada,PLEN,1,1
708,1204429,2242565,camara,204429,Deputado,camara,Requerimento,NAJUR(SGM),1,1
433,190201,2242572,camara,90201,Deputado,camara,Prop. Original / Apensada,CCP,1,1
399,1204476,2242577,camara,204476,Deputado,camara,Prop. Original / Apensada,CCP,1,1
250,174439,2242618,camara,74439,Deputado,camara,Emenda,MESA,5.658730158730158,25
250,1178987,2242618,camara,178987,Deputado,camara,Parecer,PLEN,5,5
250,1132504,2242618,camara,132504,Deputado,camara,Emenda,MESA,4.992063492063492,23
250,1160511,2242618,camara,160511,Deputado,camara,Emenda,MESA,4.325396825396825,21
250,1204386,2242618,camara,204386,Deputado,camara,Emenda,MESA,3,6
250,174439,2242618,camara,74439,Deputado,camara,Emenda,PLEN,2.8984126984126983,13
250,1132504,2242618,camara,132504,Deputado,camara,Emenda,PLEN,2.8984126984126983,13
250,1160511,2242618,camara,160511,Deputado,camara,Emenda,PLEN,2.8984126984126983,13
250,1204395,2242618,camara,204395,Deputado,camara,Emenda,MESA,2.5,5
250,1171619,2242618,camara,171619,Deputado,camara,Emenda,PLEN,2,2
250,1204381,2242618,camara,204381,Deputado,camara,Emenda,PLEN,2,2
250,1204483,2242618,camara,204483,Deputado,camara,Emenda,PLEN,2,8
250,1204556,2242618,camara,204556,Deputado,camara,Emenda,PLEN,2,2
250,174262,2242618,camara,74262,Deputado,camara,Emenda,MESA,1.5,5
250,1204407,2242618,camara,204407,Deputado,camara,Emenda,MESA,1.2373015873015873,7
250,174160,2242618,camara,74160,Deputado,camara,Emenda,MESA,1.1539682539682539,6
250,174043,2242618,camara,74043,Deputado,camara,Emenda,PLEN,1,2
250,174693,2242618,camara,74693,Deputado,camara,Outros,MESA,1,1
250,1159237,2242618,camara,159237,Deputado,camara,Requerimento,PLEN,1,1
250,1160639,2242618,camara,160639,Deputado,camara,Emenda,MESA,1,1
250,1166402,2242618,camara,166402,Deputado,camara,Emenda,PLEN,1,2
250,1171619,2242618,camara,171619,Deputado,camara,Requerimento,PLEN,1,1
250,1178987,2242618,camara,178987,Deputado,camara,Prop. Original / Apensada,CEDI,1,1
250,1178987,2242618,camara,178987,Deputado,camara,Requerimento,NATEC(SGM),1,1
250,1204508,2242618,camara,204508,Deputado,camara,Requerimento,NATEC(SGM),1,1
250,1204573,2242618,camara,204573,Deputado,camara,Emenda,MESA,1,1
250,1160541,2242618,camara,160541,Deputado,camara,Emenda,PLEN,0.8333333333333333,2
250,1178857,2242618,camara,178857,Deputado,camara,Emenda,MESA,0.7468253968253968,5
250,1160575,2242618,camara,160575,Deputado,camara,Emenda,MESA,0.7301587301587301,5
250,1204395,2242618,camara,204395,Deputado,camara,Emenda,PLEN,0.6428571428571428,2
250,1204393,2242618,camara,204393,Deputado,camara,Emenda,MESA,0.6190476190476191,4
250,1178925,2242618,camara,178925,Deputado,camara,Emenda,MESA,0.5357142857142857,3
250,1141422,2242618,camara,141422,Deputado,camara,Emenda,PLEN,0.5,1
250,1141518,2242618,camara,141518,Deputado,camara,Emenda,PLEN,0.5,1
250,1143084,2242618,camara,143084,Deputado,camara,Emenda,PLEN,0.5,1
250,1160588,2242618,camara,160588,Deputado,camara,Emenda,MESA,0.5,1
250,1178896,2242618,camara,178896,Deputado,camara,Emenda,PLEN,0.5,1
250,1178975,2242618,camara,178975,Deputado,camara,Emenda,PLEN,0.5,1
250,1204440,2242618,camara,204440,Deputado,camara,Emenda,PLEN,0.5,1
250,1204463,2242618,camara,204463,Deputado,camara,Emenda,MESA,0.5,1
250,1204483,2242618,camara,204483,Deputado,camara,Emenda,MESA,0.5,2
250,1204527,2242618,camara,204527,Deputado,camara,Emenda,MESA,0.5,1
250,1171617,2242618,camara,171617,Deputado,camara,Emenda,MESA,0.3857142857142857,3
250,1204467,2242618,camara,204467,Deputado,camara,Emenda,MESA,0.3857142857142857,3
250,1204480,2242618,camara,204480,Deputado,camara,Emenda,MESA,0.3857142857142857,3
250,173943,2242618,camara,73943,Deputado,camara,Emenda,PLEN,0.36507936507936506,3
250,1141555,2242618,camara,141555,Deputado,camara,Emenda,MESA,0.3333333333333333,1
250,1160518,2242618,camara,160518,Deputado,camara,Emenda,MESA,0.3333333333333333,1
250,1160531,2242618,camara,160531,Deputado,camara,Emenda,PLEN,0.3333333333333333,1
250,1178939,2242618,camara,178939,Deputado,camara,Emenda,MESA,0.3333333333333333,1
250,1178975,2242618,camara,178975,Deputado,camara,Emenda,MESA,0.3333333333333333,1
250,1204425,2242618,camara,204425,Deputado,camara,Emenda,MESA,0.3333333333333333,1
250,1204556,2242618,camara,204556,Deputado,camara,Emenda,MESA,0.3333333333333333,1
250,1204572,2242618,camara,204572,Deputado,camara,Emenda,PLEN,0.3333333333333333,1
250,1204501,2242618,camara,204501,Deputado,camara,Emenda,MESA,0.2857142857142857,2
250,173943,2242618,camara,73943,Deputado,camara,Emenda,MESA,0.25396825396825395,2
250,174043,2242618,camara,74043,Deputado,camara,Emenda,MESA,0.25,1
250,1139285,2242618,camara,139285,Deputado,camara,Emenda,MESA,0.25,1
250,1141458,2242618,camara,141458,Deputado,camara,Emenda,MESA,0.25,1
250,1178986,2242618,camara,178986,Deputado,camara,Emenda,MESA,0.24285714285714285,2
250,174160,2242618,camara,74160,Deputado,camara,Emenda,PLEN,0.2222222222222222,2
250,1160575,2242618,camara,160575,Deputado,camara,Emenda,PLEN,0.2222222222222222,2
250,1178857,2242618,camara,178857,Deputado,camara,Emenda,PLEN,0.2222222222222222,2
250,1178925,2242618,camara,178925,Deputado,camara,Emenda,PLEN,0.2222222222222222,2
250,1204393,2242618,camara,204393,Deputado,camara,Emenda,PLEN,0.2222222222222222,2
250,174262,2242618,camara,74262,Deputado,camara,Emenda,PLEN,0.2,1
250,1204541,2242618,camara,204541,Deputado,camara,Emenda,PLEN,0.2,1
250,1141513,2242618,camara,141513,Deputado,camara,Emenda,PLEN,0.14285714285714285,1
250,1178860,2242618,camara,178860,Deputado,camara,Emenda,PLEN,0.14285714285714285,1
250,1178981,2242618,camara,178981,Deputado,camara,Emenda,PLEN,0.14285714285714285,1
250,1178986,2242618,camara,178986,Deputado,camara,Emenda,PLEN,0.14285714285714285,1
250,1204386,2242618,camara,204386,Deputado,camara,Emenda,PLEN,0.14285714285714285,1
