data_hora,descricao_situacao,descricao_tramitacao,despacho,id_prop,id_situacao,id_tipo_tramitacao,regime,sequencia,sigla_orgao,uri_orgao,url,fase,evento,local
2007-03-20T16:13:00Z,NA,Apresentação de Proposição,Apresentação do Projeto de Lei pelo Deputado Homero Pereira (PR-MT).,345311,NA,100,"Ordinária (Art. 151, III, RICD)",1,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=444088,iniciativa,NA,CD-MESA-PLEN
2007-03-20T17:18:00Z,NA,Recebimento,Recebimento pela SEPRO -  - Sueli de Souza.,345311,NA,500,"Ordinária (Art. 151, III, RICD)",2,SEPRO,https://dadosabertos.camara.leg.br/api/v2/orgaos/100229,NA,recebimento,NA,SEPRO
2007-03-20T17:18:00Z,NA,Notificação (Sinopse) - Revisão da Ementa / Indexação,"Encaminhado  à SINOPSE (Revisão da Ementa, Explicação da Ementa e Indexação)",345311,NA,1003,"Ordinária (Art. 151, III, RICD)",3,SINOPSE,https://dadosabertos.camara.leg.br/api/v2/orgaos/1003,NA,recebimento,NA,SEPRO
2007-03-20T17:18:00Z,NA,Notificação (CeDi) - Legislação Citada,Encaminhado  à CEDI (Legislação Citada),345311,NA,1004,"Ordinária (Art. 151, III, RICD)",4,CEDI,https://dadosabertos.camara.leg.br/api/v2/orgaos/100046,NA,recebimento,NA,SEPRO
2007-03-21T09:05:00Z,NA,Encaminhamento,Encaminhado à(ao) SECAP(SGM) através da guia de Remessa (GR/SEPRO) nº 195/2007.,345311,NA,180,"Ordinária (Art. 151, III, RICD)",5,SEPRO,https://dadosabertos.camara.leg.br/api/v2/orgaos/100229,NA,encaminhamento,NA,SEPRO
2007-03-21T11:42:00Z,NA,Recebimento,Recebimento pela SECAP(SGM).,345311,NA,500,"Ordinária (Art. 151, III, RICD)",6,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,NA,recebimento,NA,SEPRO
2007-03-27T00:00:00Z,NA,Distribuição ,Despacho a Confirmar.,345311,NA,110,"Ordinária (Art. 151, III, RICD)",7,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=446157,recebimento,NA,SEPRO
2007-03-28T09:46:00Z,NA,Encaminhamento,Despacho Chancelado,345311,NA,180,"Ordinária (Art. 151, III, RICD)",8,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,NA,encaminhamento,NA,SEPRO
2007-03-28T09:46:00Z,NA,Notificações,Notificação à Sinopse de Despacho Chancelado,345311,NA,1005,"Ordinária (Art. 151, III, RICD)",9,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,NA,encaminhamento,NA,SEPRO
2007-03-28T10:38:00Z,NA,Distribuição ,"Às Comissões de Direitos Humanos e Minorias e Constituição e Justiça e de Cidadania (Mérito e Art. 54, RICD) - Art. 24, IIProposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 IIRegime de Tramitação: Ordinária",345311,NA,110,"Ordinária (Art. 151, III, RICD)",10,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=446157,encaminhamento,NA,SEPRO
