data_hora,descricao_situacao,descricao_tramitacao,despacho,id_prop,id_situacao,id_tipo_tramitacao,regime,sequencia,sigla_orgao,uri_orgao,url,fase,evento,local
2007-03-28T10:38:00Z,NA,Encaminhamento,Encaminhado à(ao) CCP através da guia de Remessa (GR/SECAP(SGM)) nº 96/2007.,345311,NA,180,"Ordinária (Art. 151, III, RICD)",12,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,NA,encaminhamento,NA,SEPRO
2007-03-28T10:39:00Z,NA,Publicação de Proposição,Encaminhamento de Despacho de Distribuição à CCP para publicação.,345311,NA,604,"Ordinária (Art. 151, III, RICD)",11,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA,encaminhamento,NA,SEPRO
2007-03-28T14:36:00Z,NA,Recebimento,Recebimento pela CCP.,345311,NA,500,"Ordinária (Art. 151, III, RICD)",13,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,recebimento,NA,SEPRO
2007-03-28T17:26:00Z,NA,Encaminhamento,Encaminhado à(ao) CDHM através da guia de Remessa (GR/CCP) nº 481/2007.,345311,NA,180,"Ordinária (Art. 151, III, RICD)",14,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,encaminhamento,NA,SEPRO
2007-03-29T00:00:00Z,NA,Recebimento,Recebimento pela CDHM.,345311,NA,500,"Ordinária (Art. 151, III, RICD)",15,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,recebimento,NA,CDHM
2007-03-29T00:00:00Z,NA,Publicação de Proposição,Encaminhada à publicação. Publicação Inicial no DCD 30 03 07 PAG 13560 COL 02.,345311,NA,604,"Ordinária (Art. 151, III, RICD)",16,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=528575,encaminhamento,NA,CDHM
2007-04-11T00:00:00Z,NA,Designação de Relator,"Designada Relatora, Dep. Iriny Lopes (PT-ES)",345311,NA,320,"Ordinária (Art. 151, III, RICD)",17,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,analise_relator,NA,CDHM
2007-04-13T00:00:00Z,NA,Abertura de Prazo, Prazo para Emendas ao Projeto  (5 sessões ordinárias a partir de 16/04/2007),345311,NA,350,"Ordinária (Art. 151, III, RICD)",18,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,analise_relator,NA,CDHM
2007-04-24T00:00:00Z,NA,Encerramento de Prazo,Encerrado o prazo para emendas ao projeto. Não foram apresentadas emendas.,345311,NA,600,"Ordinária (Art. 151, III, RICD)",19,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,analise_relator,NA,CDHM
2007-06-14T11:09:00Z,NA,Notificação de Apensação,Apense-se a este o PL-1218/2007.,345311,NA,504,"Ordinária (Art. 151, III, RICD)",20,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=468200,analise_relator,NA,CDHM
2007-06-19T16:56:00Z,NA,Notificação de Apensação,Apensação do PL 1218/2007 a esta proposição.,345311,NA,504,"Ordinária (Art. 151, III, RICD)",21,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,analise_relator,NA,CDHM
2007-08-27T19:02:00Z,NA,Recebimento - Relator,"Apresentação do Parecer do Relator, PRL 1 CDHM, pela Dep. Iriny Lopes",345311,NA,501,"Ordinária (Art. 151, III, RICD)",22,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=496664,analise_relator,NA,CDHM
2007-08-27T19:02:00Z,NA,Parecer do Relator,"Parecer da Relatora, Dep. Iriny Lopes (PT-ES), pela rejeição deste, e do PL 1218/2007, apensado.",345311,NA,322,"Ordinária (Art. 151, III, RICD)",23,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=496664,analise_relator,NA,CDHM
2007-08-28T00:00:00Z,NA,Devolução ao Relator,"Devolvida à Relatora, Dep. Iriny Lopes (PT-ES)",345311,NA,170,"Ordinária (Art. 151, III, RICD)",24,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,analise_relator,NA,CDHM
2007-10-19T12:07:00Z,NA,Recebimento - Relator,"Apresentação do Parecer do Relator, PRL 2 CDHM, pela Dep. Iriny Lopes",345311,NA,501,"Ordinária (Art. 151, III, RICD)",25,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=496664,analise_relator,NA,CDHM
2007-10-19T12:07:00Z,NA,Parecer do Relator,"Pela rejeição do PL nº 490, de 2007, e do apenso, PL nº 1.218, de 2007.",345311,NA,322,"Ordinária (Art. 151, III, RICD)",26,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=496664,analise_relator,NA,CDHM
2007-10-24T14:00:00Z,NA,Pedido de Vista,"Vista conjunta aos Deputados Janete Rocha Pietá, Lucenira Pimentel e Veloso.",345311,NA,420,"Ordinária (Art. 151, III, RICD)",27,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,discussao_deliberacao,NA,CDHM
2007-10-25T00:00:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento nº 1911/2007, pelo Deputado Homero Pereira, que ""Requer a manifestação da Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural a respeito do Pl 490/2007"".",345311,NA,194,"Ordinária (Art. 151, III, RICD)",28,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=517170,discussao_deliberacao,NA,CDHM
2007-10-30T00:00:00Z,NA,Encerramento de Prazo,Prazo de Vista Encerrado,345311,NA,600,"Ordinária (Art. 151, III, RICD)",29,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,discussao_deliberacao,NA,CDHM
2007-11-06T00:00:00Z,NA,Notificação de Despacho,"Deferido o REQ 1911/07, conforme seguinte despacho: ""Defiro. Inclua-se no despacho inicial aposto ao PL nº 490/2007, a Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural, devendo manifestar-se antes da Comissão de Direitos Humanos e Minorias. NOVO DESPACHO: CAPADR, CDHM e CCJC (mérito e art. 54 do RICD). Proposição sujeita à apreciação conclusiva pelas comissões - Art. 24, II do RICD. Regime de tramitação: ordinária. Oficie-se e, após, publique-se.""
DCD de 07/11/107 PÁG 59779 COL 02.",345311,NA,203,"Ordinária (Art. 151, III, RICD)",30,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=583240,discussao_deliberacao,NA,CDHM
2007-11-06T00:00:00Z,NA,Distribuição ,Despacho a Confirmar.,345311,NA,110,"Ordinária (Art. 151, III, RICD)",31,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=520509,discussao_deliberacao,NA,CDHM
2007-11-06T00:00:00Z,NA,Distribuição ,"NOVO DESPACHO: CAPADR, CDHM e CCJC (mérito e art. 54 do RICD). Proposição sujeita à apreciação conclusiva pelas comissões - Art. 24, II do RICD. Regime de tramitação: ordinária. Oficie-se e, após, publique-se.",345311,NA,110,"Ordinária (Art. 151, III, RICD)",33,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=520509,discussao_deliberacao,NA,CDHM
2007-11-06T17:29:00Z,NA,Encaminhamento,Despacho Chancelado,345311,NA,180,"Ordinária (Art. 151, III, RICD)",32,SGMGAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/100045,NA,encaminhamento,NA,CDHM
2007-11-06T17:29:00Z,NA,Publicação de Proposição,Encaminhamento de Despacho de Distribuição à CCP para publicação.,345311,NA,604,"Ordinária (Art. 151, III, RICD)",34,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA,encaminhamento,NA,CDHM
2007-11-08T00:00:00Z,NA,Notificações,"Memorando n.º 313/07 à CDHM, solicitando devolução, em razão de redistribuição.",345311,NA,1005,"Ordinária (Art. 151, III, RICD)",37,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=521274,encaminhamento,NA,CDHM
2007-11-08T00:00:00Z,NA,Devolução ao Relator,"Devolvida à Relatora, Dep. Iriny Lopes (PT-ES)",345311,NA,170,"Ordinária (Art. 151, III, RICD)",38,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,encaminhamento,NA,CDHM
2007-11-08T11:20:00Z,NA,Notificação de Apensação,Apense-se a este o PL-2302/2007.,345311,NA,504,"Ordinária (Art. 151, III, RICD)",35,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=520185,encaminhamento,NA,CDHM
2007-11-08T11:20:00Z,NA,Notificação de Apensação,Apense-se a este o PL-2311/2007.,345311,NA,504,"Ordinária (Art. 151, III, RICD)",36,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=520290,encaminhamento,NA,CDHM
2007-11-12T00:00:00Z,NA,Devolução à CCP,Devolução à CCP,345311,NA,1010,"Ordinária (Art. 151, III, RICD)",39,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,encaminhamento,NA,CDHM
2007-11-12T00:00:00Z,NA,Devolução à CCP,Devolução à CCP,345311,NA,1010,"Ordinária (Art. 151, III, RICD)",40,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,encaminhamento,NA,CDHM
2007-11-12T18:07:00Z,NA,Encaminhamento,Encaminhado à(ao) CCP através da guia de Remessa (GR/CDHM) nº 16/2007.,345311,NA,180,"Ordinária (Art. 151, III, RICD)",41,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,encaminhamento,NA,CDHM
2007-11-16T09:57:00Z,NA,Notificação de Apensação,Apensação do PL-2311/2007 a esta proposição.,345311,NA,504,"Ordinária (Art. 151, III, RICD)",42,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,encaminhamento,NA,CDHM
2007-11-16T09:57:00Z,NA,Notificação de Apensação,Apensação do PL-2302/2007 a esta proposição.,345311,NA,504,"Ordinária (Art. 151, III, RICD)",43,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,encaminhamento,NA,CDHM
2007-11-16T09:59:00Z,NA,Recebimento,"Recebimento pela CCP, com as proposições PL-1218/2007, PL-2302/2007, PL-2311/2007 apensadas.",345311,NA,500,"Ordinária (Art. 151, III, RICD)",44,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,recebimento,NA,CDHM
2007-11-16T10:00:00Z,NA,Encaminhamento,Encaminhado à(ao) CAPADR através da guia de Remessa (GR/CCP) nº 3327/2007.,345311,NA,180,"Ordinária (Art. 151, III, RICD)",45,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,encaminhamento,NA,CDHM
2007-11-19T14:25:00Z,NA,Recebimento,"Recebimento pela CAPADR, com as proposições PL-1218/2007, PL-2302/2007, PL-2311/2007 apensadas.",345311,NA,500,"Ordinária (Art. 151, III, RICD)",46,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,recebimento,NA,CAPADR
2007-11-28T00:00:00Z,NA,Designação de Relator,"Designado Relator, Dep. Waldir Neves (PSDB-MS)",345311,NA,320,"Ordinária (Art. 151, III, RICD)",47,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,analise_relator,NA,CAPADR
2007-11-29T00:00:00Z,NA,Abertura de Prazo, Prazo para Emendas ao Projeto  (5 sessões ordinárias a partir de 30/11/2007),345311,NA,350,"Ordinária (Art. 151, III, RICD)",48,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,analise_relator,NA,CAPADR
2007-12-12T00:00:00Z,NA,Encerramento de Prazo,Encerrado o prazo para emendas ao projeto. Não foram apresentadas emendas.,345311,NA,600,"Ordinária (Art. 151, III, RICD)",49,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,analise_relator,NA,CAPADR
2008-03-27T15:10:00Z,NA,Recebimento - Relator,"Apresentação do Parecer do Relator, PRL 1 CAPADR, pelo Dep. Waldir Neves",345311,NA,501,"Ordinária (Art. 151, III, RICD)",50,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=548173,analise_relator,NA,CAPADR
2008-03-27T15:10:00Z,NA,Parecer do Relator,"Parecer do Relator, Dep. Waldir Neves (PSDB-MS), pela aprovação deste, do PL 1218/2007, do PL 2302/2007 e do PL 2311/2007, apensados, com substitutivo.",345311,NA,322,"Ordinária (Art. 151, III, RICD)",51,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=548173,analise_relator,NA,CAPADR
2008-03-31T00:00:00Z,NA,Abertura de Prazo, Prazo para Emendas ao Substitutivo  (5 sessões ordinárias a partir de 01/04/2008),345311,NA,350,"Ordinária (Art. 151, III, RICD)",52,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,analise_relator,NA,CAPADR
2008-04-09T00:00:00Z,NA,Encerramento de Prazo,Encerrado o prazo para emendas ao substitutivo.  Foram apresentadas 7 emendas ao substitutivo.,345311,NA,600,"Ordinária (Art. 151, III, RICD)",53,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,analise_relator,NA,CAPADR
2008-05-13T17:52:00Z,NA,Recebimento - Relator,"Apresentação do Parecer às emendas apresentadas ao Substitutivo do Relator, PES 1 CAPADR, pelo Dep. Waldir Neves",345311,NA,501,"Ordinária (Art. 151, III, RICD)",54,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=562905,analise_relator,NA,CAPADR
2008-05-13T17:52:00Z,NA,Parecer do Relator,"pela aprovação deste, do PL 1218/2007, do PL 2302/2007, e do PL 2311/2007, apensados, COM SUBSTITUTIVO, e pela rejeição da Emenda ao Substitutivo 1 ao SBT 1 CAPADR, da Emenda ao Substitutivo 2 ao SBT 1 CAPADR, da Emenda ao Substitutivo 3 ao SBT 1 CAPADR, da Emenda ao Substitutivo 4 ao SBT 1 CAPADR, da Emenda ao Substitutivo 5 ao SBT 1 CAPADR, da Emenda ao Substitutivo 6 ao SBT 1 CAPADR, e da Emenda ao Substitutivo 7 ao SBT 1 CAPADR.",345311,NA,322,"Ordinária (Art. 151, III, RICD)",55,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=562905,analise_relator,NA,CAPADR
2008-05-28T00:00:00Z,NA,Devolução de Vista,Devolução de Vista (Dep. Beto Faro).,345311,NA,602,"Ordinária (Art. 151, III, RICD)",57,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,analise_relator,NA,CAPADR
2008-05-28T10:00:00Z,NA,Pedido de Vista,Vista ao Deputado Beto Faro.,345311,NA,420,"Ordinária (Art. 151, III, RICD)",56,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,discussao_deliberacao,NA,CAPADR
2008-06-04T10:00:00Z,NA,Não Deliberado,Não Deliberado,345311,NA,1008,"Ordinária (Art. 151, III, RICD)",58,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,discussao_deliberacao,NA,CAPADR
2008-06-10T00:00:00Z,NA,Declaração de Voto em Separado,"Apresentação do Voto em Separado, VTS 1 CAPADR, pelo Dep. Beto Faro",345311,NA,431,"Ordinária (Art. 151, III, RICD)",59,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=574063,discussao_deliberacao,NA,CAPADR
2008-06-11T10:00:00Z,NA,Não Deliberado,Não Deliberado,345311,NA,1008,"Ordinária (Art. 151, III, RICD)",60,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,discussao_deliberacao,NA,CAPADR
2008-06-25T10:00:00Z,NA,Adiamento de Votação,"Adiada a votação por falta de ""quorum"".",345311,NA,234,"Ordinária (Art. 151, III, RICD)",61,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,discussao_deliberacao,NA,CAPADR
2008-07-02T10:00:00Z,NA,Aprovação,"Aprovado o Parecer, apresentou voto em separado o Deputado Beto Faro.",345311,NA,240,"Ordinária (Art. 151, III, RICD)",62,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,discussao_deliberacao,aprovacao_parecer,CAPADR
2008-07-02T19:36:00Z,NA,Encaminhamento,Encaminhado à(ao) CDHM através da guia de Remessa (GR/CAPADR) nº 106/2008.,345311,NA,180,"Ordinária (Art. 151, III, RICD)",63,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,encaminhamento,NA,CAPADR
2008-07-02T19:36:00Z,NA,Publicação de Proposição,Encaminhamento de Parecer à CCP para publicação.,345311,NA,604,"Ordinária (Art. 151, III, RICD)",64,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,encaminhamento,NA,CAPADR
2008-07-03T09:36:00Z,NA,Publicação de Proposição,Parecer recebido para publicação.,345311,NA,604,"Ordinária (Art. 151, III, RICD)",65,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,encaminhamento,NA,CAPADR
2008-07-03T10:10:00Z,NA,Recebimento,"Recebimento pela CDHM, com as proposições PL-1218/2007, PL-2302/2007, PL-2311/2007 apensadas.",345311,NA,500,"Ordinária (Art. 151, III, RICD)",66,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,recebimento,NA,CDHM
2008-07-04T00:00:00Z,NA,Publicação de Proposição,"Encaminhada à publicação. Parecer da Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural publicado no DCD de 05/07/08, PÁG 31445 COL 02, Letra A.",345311,NA,604,"Ordinária (Art. 151, III, RICD)",67,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=619362,recebimento,NA,CDHM
2008-08-04T00:00:00Z,NA,Designação de Relator,"Designada Relatora, Dep. Iriny Lopes (PT-ES)",345311,NA,320,"Ordinária (Art. 151, III, RICD)",68,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,analise_relator,NA,CDHM
2009-06-22T14:51:00Z,NA,Recebimento - Relator,"Apresentação do Parecer do Relator, PRL 3 CDHM, pela Dep. Iriny Lopes",345311,NA,501,"Ordinária (Art. 151, III, RICD)",69,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=666263,analise_relator,NA,CDHM
2009-06-22T14:51:00Z,NA,Parecer do Relator,"Parecer da Relatora, Dep. Iriny Lopes (PT-ES), pela rejeição deste, do PL 1218/2007, do PL 2302/2007, e do PL 2311/2007, apensados.",345311,NA,322,"Ordinária (Art. 151, III, RICD)",70,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=666263,analise_relator,NA,CDHM
2009-06-23T16:59:00Z,NA,Apresentação de Requerimento,"Apresentação do REQ 408/2009 CAPADR, pelo Dep. Homero Pereira, que ""solicito realização de Audiência Pública Conjunta com a Comissão de Direitos Humanos e Minoria por esta Comissão, para debater o PL 490/2007""",345311,NA,194,"Ordinária (Art. 151, III, RICD)",71,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=666607,analise_relator,NA,CDHM
2009-06-24T14:00:00Z,NA,Retirada de Pauta,Retirado de pauta de Ofício.,345311,NA,250,"Ordinária (Art. 151, III, RICD)",72,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,analise_relator,NA,CDHM
2009-07-08T10:00:00Z,NA,Aprovação de Requerimento,"Aprovado requerimento do Sr. Homero Pereira que solicito realização de Audiência Pública Conjunta com a Comissão de Direitos Humanos e Minoria por esta Comissão, para debater o PL 490/2007",345311,NA,195,"Ordinária (Art. 151, III, RICD)",73,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,analise_relator,NA,CDHM
2009-07-08T14:00:00Z,NA,Não Deliberado,Não Deliberado,345311,NA,1008,"Ordinária (Art. 151, III, RICD)",74,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,analise_relator,NA,CDHM
2009-08-05T14:00:00Z,NA,Aprovação,Aprovado o Parecer.,345311,NA,240,"Ordinária (Art. 151, III, RICD)",75,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,analise_relator,aprovacao_parecer,CDHM
2009-08-07T16:03:00Z,NA,Encaminhamento,Encaminhado à(ao) CCJC através da guia de Remessa (GR/CDHM) nº 42/2009.,345311,NA,180,"Ordinária (Art. 151, III, RICD)",76,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,encaminhamento,NA,CDHM
2009-08-07T16:03:00Z,NA,Publicação de Proposição,Encaminhamento de Parecer à CCP para publicação.,345311,NA,604,"Ordinária (Art. 151, III, RICD)",77,CDHM,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,NA,encaminhamento,NA,CDHM
2009-08-07T16:16:00Z,Pronta para Pauta,Recebimento,"Recebimento pela CCJC, com as proposições PL-1218/2007, PL-2302/2007, PL-2311/2007 apensadas.",345311,924,500,"Ordinária (Art. 151, III, RICD)",78,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,NA,recebimento,NA,CCJC
2009-08-10T10:24:00Z,NA,Publicação de Proposição,Parecer recebido para publicação.,345311,NA,604,"Ordinária (Art. 151, III, RICD)",79,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,recebimento,NA,CCJC
2009-08-13T00:00:00Z,NA,Notificações,À SGM o Ofício 664/09 - CDHM comunicando a divergência de pareceres com relação a este.,345311,NA,1005,"Ordinária (Art. 151, III, RICD)",80,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,recebimento,NA,CCJC
2009-08-14T00:00:00Z,NA,Recebimento,"Recebido o Ofício 664/09, da CDHM, comunicando que o PL 490/07 e seus apensados PL 1218/07, PL 2302/07 e PL 2311/07, receberam pareceres divergentes nas comissões CAPADR e CDHM. DCD 28 08 09 PAG 45269 COL 01. ",345311,NA,500,"Ordinária (Art. 151, III, RICD)",81,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=732664,recebimento,NA,CCJC
2009-08-27T00:00:00Z,NA,Distribuição ,Despacho a Confirmar.,345311,NA,110,"Ordinária (Art. 151, III, RICD)",82,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=684297,recebimento,NA,CCJC
2009-08-27T00:00:00Z,NA,Despacho,"Transfira-se ao Plenário a competência para apreciar o PL 490/07 e seus apensados, pois configurou-se a hipótese do art. 24, inciso II, alínea “g”, do RICD. Oficie-se. Publique-se.",345311,NA,1023,"Ordinária (Art. 151, III, RICD)",84,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=684297,recebimento,NA,CCJC
