prop_id,casa,tipo_materia,numero,ano,data_apresentacao,ementa,palavras_chave,autor_nome,casa_origem,apelido_materia
46249,camara,PL,6299,2002,2002-03-13T00:00:00Z,"Altera os arts 3º e 9º da Lei nº 7.802, de 11 de julho de 1989, que dispõe sobre a pesquisa, a experimentação, a produção, a embalagem e rotulagem, o transporte, o armazenamento, a comercialização, a propaganda comercial, a utilização, a importação, a exportação, o destino final dos resíduos e embalagens, o registro, a classificação, o controle, a inspeção e a fiscalização de agrotóxicos, seus componentes e afins, e dá outras providências. Dispõe que o registro prévio do agrotóxico será o do princípio ativo;  dá  competência à União para legislar sobre destruição de embalagem do defensivo agrícola.","Alteração, Lei dos Agrotóxicos, exigência, registro, princípio ativo, defensivo agrícola,   competência, União Federal, legislação, destruição, embalagem, agrotóxico.",Senado Federal - BLAIRO MAGGI ,Senado Federal,PL do Veneno
