data_hora,descricao_situacao,descricao_tramitacao,despacho,id_prop,id_situacao,id_tipo_tramitacao,regime,sequencia,sigla_orgao,uri_orgao,url,fase,evento,local
2018-04-19T00:00:00Z,NA,Publicação de Proposição,"Encaminhada à publicação. Parecer Reformulado e Parecer Reformulado às Emendas de Plenário  publicados em avulso e no DCD de 20/04/2018, Letra C.",2160860,NA,604,"Urgência (Art. 154, RICD)",66,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,discussao_deliberacao,NA,Plenário
2018-04-19T16:17:00Z,Aguardando Deliberação,Apresentação de Recurso,"Apresentação do Recurso contra decisão de Presidente de Comissão em Questão de Ordem (Art. 57, XXI c/c art. 17, III, f, RICD) n. 301/2018, pela Deputada Erika Kokay (PT-DF), que: ""Recorre, corn base no art. 95, § 8º, do Regimento Interno da Camara dos Deputados, da decisão do Presidente na Questão  de Ordem nº 414/2018.
"".",2160860,903,192,"Urgência (Art. 154, RICD)",67,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1653628,discussao_deliberacao,NA,Plenário
2018-04-24T14:00:00Z,Aguardando Deliberação,Não Informado,Matéria não apreciada em face do encerramento da Sessão. ,2160860,903,5,"Urgência (Art. 154, RICD)",68,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,NA,discussao_deliberacao,NA,Plenário
2018-04-24T19:34:00Z,Aguardando Deliberação,Não Informado,Matéria não apreciada em face do encerramento da Sessão. ,2160860,903,5,"Urgência (Art. 154, RICD)",69,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,NA,discussao_deliberacao,NA,Plenário
2018-04-25T09:00:00Z,Aguardando Deliberação,Não Informado,Matéria não apreciada em face do encerramento da Sessão. ,2160860,903,5,"Urgência (Art. 154, RICD)",70,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,NA,discussao_deliberacao,NA,Plenário
2018-04-25T17:00:00Z,Aguardando Deliberação,Não Informado,Matéria não apreciada em face do encerramento da Sessão. ,2160860,903,5,"Urgência (Art. 154, RICD)",71,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,NA,discussao_deliberacao,NA,Plenário
2018-05-02T13:00:00Z,Aguardando Deliberação,Não Informado,Matéria não apreciada em face do encerramento da Sessão. ,2160860,903,5,"Urgência (Art. 154, RICD)",72,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,NA,discussao_deliberacao,NA,Plenário
2018-05-08T13:55:00Z,Aguardando Deliberação,Encerramentos,Matéria não apreciada em face do encerramento da Sessão.,2160860,903,1244,"Urgência (Art. 154, RICD)",73,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,NA,discussao_deliberacao,NA,Plenário
2018-05-08T18:38:00Z,Aguardando Deliberação,Não Informado,Matéria não apreciada em face do encerramento da Sessão.,2160860,903,5,"Urgência (Art. 154, RICD)",74,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,NA,discussao_deliberacao,NA,Plenário
2018-05-09T00:00:00Z,Aguardando Deliberação,Parecer do Relator,"Parecer Reformulado de Plenário pelo Relator, Dep. Walter Ihoshi (PSD-SP), pela Comissão Especial, para modificações no Substitutivo apresentado.",2160860,903,322,"Urgência (Art. 154, RICD)",79,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1658239,discussao_deliberacao,NA,Plenário
2018-05-09T13:00:00Z,Aguardando Deliberação,Votação,Continuação da votação em turno único.,2160860,903,231,"Urgência (Art. 154, RICD)",75,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,NA,discussao_deliberacao,NA,Plenário
2018-05-09T13:00:00Z,Aguardando Deliberação,Votação,"Votação do Requerimento do Dep. Paulo Pimenta (PT - RS), que solicita a retirada de pauta deste Projeto de Lei Complementar.",2160860,903,231,"Urgência (Art. 154, RICD)",76,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,NA,discussao_deliberacao,NA,Plenário
2018-05-09T13:00:00Z,Aguardando Deliberação,Verificação de Votação,"Verificação da votação, solicitada pelos Deputados Jorge Solla, na qualidade de Líder do PT, e Baleia Rossi, Líder do PMDB, em razão do resultado proclamado pela Mesa: ""Rejeitado"", passando-se à votação pelo processo nominal.",2160860,903,245,"Urgência (Art. 154, RICD)",77,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,NA,discussao_deliberacao,NA,Plenário
