ano,data_apresentacao,descricao_tipo,ementa,ementa_detalhada,id,id_tipo,id_tipo_autor,justificativa,keywords,numero,sigla_tipo,status_proposicao_data_hora,status_proposicao_descricao_situacao,status_proposicao_descricao_tramitacao,status_proposicao_despacho,status_proposicao_id_situacao,status_proposicao_id_tipo_tramitacao,status_proposicao_regime,status_proposicao_sequencia,status_proposicao_sigla_orgao,status_proposicao_uri_orgao,status_proposicao_url,texto,tipo_autor,uri,uri_autores,uri_orgao_numerador,uri_prop_anterior,uri_prop_posterior,uri_prop_principal,uri_ultimo_relator,url_inteiro_teor,urn_final,page_url,regime_tramitacao,forma_apreciacao
2016,2016-06-21T16:37,Projeto de Lei Complementar,"Estabelece, com amparo nos arts. 163 e 165,      § 9º, da Constituição Federal, normas gerais sobre planejamento, orçamento, fundos, contabilidade, controle e avaliação na administração pública; altera a Lei Complementar nº 101, de 4 de maio de 2000; e revoga a Lei nº 4.320, de 17 de março de 1964.",,2088990,140,NA,NA,"Regulamentação, Constituição Federal (1988), norma geral, finanças públicas, regulação, plano plurianual, diretrizes orçamentárias, Projeto de lei de diretrizes orçamentárias, Lei de Diretrizes Orçamentárias (LDO), projeto de lei orçamentária, Lei Orçamentária Anual (LOA), abrangência, Orçamento Fiscal, Orçamento da Seguridade Social, Orçamento de Investimento, tramitação, Congresso Nacional, execução, despesa, execução orçamentária, execução financeira,  emenda individual, empenho da despesa, restos a pagar, critério, classificação, receita orçamentária, despesa orçamentária, fundo público, contabilidade, setor público, controle externo, controle interno, controle social, avaliação, política  pública. _Alteração, Lei de Responsabilidade Fiscal, elaboração, Lei de Diretrizes Orçamentárias (LDO), dispositivo legal, execução orçamentária._Revogação, Lei de Direito Financeiro.",295,PLP,2017-06-07T00:00,Aguardando Constituição de Comissão Temporária ,Notificações,"À Comissão Especial PLP 295/2016, cópia do expediente do Sr. Min. João Augusto Ribeiro Nardes, do TCU ",901,1005,"Prioridade (Art. 151, II, RICD)",28,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1470007,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2088990,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2088990/autores,NA,NA,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1470007,NA,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2088990,Prioridade,Plenário
