ano,data_apresentacao,descricao_tipo,ementa,ementa_detalhada,id,id_tipo,id_tipo_autor,justificativa,keywords,numero,sigla_tipo,status_proposicao_data_hora,status_proposicao_descricao_situacao,status_proposicao_descricao_tramitacao,status_proposicao_despacho,status_proposicao_id_situacao,status_proposicao_id_tipo_tramitacao,status_proposicao_regime,status_proposicao_sequencia,status_proposicao_sigla_orgao,status_proposicao_uri_orgao,status_proposicao_url,texto,tipo_autor,uri,uri_autores,uri_orgao_numerador,uri_prop_anterior,uri_prop_posterior,uri_prop_principal,uri_ultimo_relator,url_inteiro_teor,urn_final,page_url,regime_tramitacao,forma_apreciacao
2007,2007-03-20T16:13,Projeto de Lei,"Altera a Lei n° 6.001, de 19 de dezembro de 1973, que dispõe sobre o Estatuto do Índio. ",Estabelece que as terras indígenas serão demarcadas através de leis.,345311,139,NA,NA,"Alteração, Estatuto do Índio, competência, Congresso Nacional, lei federal, demarcação, terras indígenas, registro de imóveis, contrato imobiliário.",490,PL,2018-06-12T14:30,Pronta para Pauta,Notificações,"Retirado de pauta, de ofício, por acordo.",924,1005,"Ordinária (Art. 151, III, RICD)",123,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=444088,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/345311,https://dadosabertos.camara.leg.br/api/v2/proposicoes/345311/autores,NA,NA,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=444088,NA,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=345311,Ordinária,Plenário
