data_hora,descricao_situacao,descricao_tramitacao,despacho,id_prop,id_situacao,id_tipo_tramitacao,regime,sequencia,sigla_orgao,uri_orgao,url,evento,local,casa,situacao_comissao
2017-02-03T00:00:00Z,NA,Recebimento,"Recebido o ofício n. 17/2017, do Senado Federal, que submete à revisão da Câmara dos Deputados, nos termos do art. 65 da Constituição Federal, o Projeto de Lei do Senado n. 559, de 2013, de autoria da Comissão Temporária de Modernização da Lei de Licitações e Contratos, constante dos autógrafos em anexo, que ""Institui normas para licitações e contratos da Administração Pública e revoga a Lei n. 8.666, de 21 de junho de 1993, a Lei n 10.520, de 17 de julho de 2002, e dispositivos da Lei n. 12.462, de 4 de agosto de 2011"".
2011"".
",2122766,NA,500,"Prioridade (Art. 151, II, RICD)",1,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1523089,NA,CD-MESA-PLEN,Apresentação,NA
2017-02-03T00:00:00Z,NA,Notificação de Encaminhamento Fora de Fluxo,Realizar o Encaminhamento para SECAP(SGM),2122766,NA,910,"Prioridade (Art. 151, II, RICD)",4,SEPRO,https://dadosabertos.camara.leg.br/api/v2/orgaos/100229,NA,NA,CD-MESA-PLEN,Apresentação,NA
2017-02-03T15:31:00Z,NA,Apresentação de Proposição,"Apresentação do Projeto de Lei n. 6814/2017, pelo Senado Federal, que: ""Institui normas para licitações e contratos da Administração Pública  e revoga a Lei nº 8.666,  de  21  de  junho  de  1993, a Lei nº 10.520, de 17 de julho de 2002, e dispositivos da Lei nº 12.462, de 4 de agosto de 2011"".",2122766,NA,100,"Prioridade (Art. 151, II, RICD)",2,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1523083,apresentacao_da_pl,CD-MESA-PLEN,Apresentação,NA
2017-02-03T15:33:00Z,NA,Notificação (CeDi) - Legislação Citada,Encaminhado  à CEDI (Legislação Citada),2122766,NA,1004,"Prioridade (Art. 151, II, RICD)",3,CEDI,https://dadosabertos.camara.leg.br/api/v2/orgaos/100046,NA,NA,CD-MESA-PLEN,Apresentação,NA
2017-02-03T16:20:00Z,NA,Encaminhamento,Encaminhado à(ao) SECAP(SGM) através da guia de Remessa (GR/SEPRO) nº 3832/2017.,2122766,NA,180,"Prioridade (Art. 151, II, RICD)",5,SEPRO,https://dadosabertos.camara.leg.br/api/v2/orgaos/100229,NA,NA,CD-MESA-PLEN,Apresentação,NA
2017-02-03T17:02:00Z,NA,Recebimento,Recebimento pela SECAP(SGM) -  - Maria Alice Dias Rolim Visentin.,2122766,NA,500,"Prioridade (Art. 151, II, RICD)",6,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,NA,NA,CD-MESA-PLEN,Apresentação,NA
2017-02-09T00:00:00Z,NA,Distribuição ,Despacho a Confirmar.,2122766,NA,110,"Prioridade (Art. 151, II, RICD)",9,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1524353,NA,CD-MESA-PLEN,Apresentação,NA
2017-02-09T00:00:00Z,NA,Distribuição ,"Às Comissões de Meio Ambiente e Desenvolvimento Sustentável; Desenvolvimento Econômico, Indústria, Comércio e Serviços; Trabalho, de Administração e Serviço Público; Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Mérito e Art. 54, RICD).Em razão da distribuição a mais de três Comissões de mérito, determino a criação de Comissão Especial para analisar a matéria, conforme o inciso II do art. 34 do RICD. Proposição Sujeita à Apreciação do Plenário. Regime de Tramitação: Prioridade (Art. 151, II, RICD)",2122766,NA,110,"Prioridade (Art. 151, II, RICD)",11,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1524353,distribuicao,CD-MESA-PLEN,Apresentação,NA
2017-02-09T08:00:00Z,NA,Encaminhamento,Despacho Chancelado,2122766,NA,180,"Prioridade (Art. 151, II, RICD)",10,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,NA,NA,CD-MESA-PLEN,Apresentação,NA
2017-02-09T18:53:00Z,NA,Publicação de Proposição,Encaminhamento de Despacho de Distribuição à CCP para publicação.,2122766,NA,604,"Prioridade (Art. 151, II, RICD)",12,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA,NA,CD-MESA-PLEN,Apresentação,NA
