ano,data_apresentacao,descricao_tipo,ementa,ementa_detalhada,id,id_tipo,id_tipo_autor,justificativa,keywords,numero,sigla_tipo,status_proposicao_data_hora,status_proposicao_descricao_situacao,status_proposicao_descricao_tramitacao,status_proposicao_despacho,status_proposicao_id_situacao,status_proposicao_id_tipo_tramitacao,status_proposicao_regime,status_proposicao_sequencia,status_proposicao_sigla_orgao,status_proposicao_uri_orgao,status_proposicao_url,texto,tipo_autor,uri,uri_autores,uri_orgao_numerador,uri_prop_anterior,uri_prop_posterior,uri_prop_principal,uri_ultimo_relator,url_inteiro_teor,urn_final,page_url,regime_tramitacao,forma_apreciacao
2016,2016-12-13T14:59,Projeto de Lei,"Institui a Política Nacional de Redução de Agrotóxicos - PNARA, e dá outras providencias.",NA,2120775,139,NA,NA,"Criação, Política Nacional de Redução de Agrotóxicos (PNARA), diretrizes, registro, controle, monitoramento, agrotóxico, estímulo, auxílio financeiro, produtor, insumo agrícola, redução, utilização, produto agropecuário, extrativismo, recursos naturais,  controle social. ",6670,PL,2018-07-11T14:30,Aguardando Parecer,Aprovação de Requerimento,"Aprovado requerimento do Sr. Nilto Tatto que  Requeiro a V. Exa., nos termos dos artigos 24, inciso III, e 255 do Regimento Interno da Câmara dos Deputados, que seja realizada Audiência Pública para debater a o PL 6670 de 2016, que institui a Política Nacional de Redução de Agrotóxicos - PnaRA. Para tanto, sugiro que seja convidado o Presidente da  Sociedade Rural Brasileira -SRB, Dr.  Marcelo Weyland Barbosa Vieira.",915,195,"Prioridade (Art. 151, II, RICD)",100,PL667016,https://dadosabertos.camara.leg.br/api/v2/orgaos/537980,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1516582,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2120775,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2120775/autores,NA,NA,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1516582,NA,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2120775,prioridade,plenario
