data_hora,descricao_situacao,descricao_tramitacao,despacho,id_prop,id_situacao,id_tipo_tramitacao,regime,sequencia,sigla_orgao,uri_orgao,url,fase,evento
2016-12-13T00:00:00Z,NA,Recebimento,"Recebido o Ofício nº 18/2016, da Comissão de Legislação Participativa, que encaminha Projeto de Lei de autoria da Comissão.
A proposição supramencionada é decorrente da transformação da Sugestão n° 83116, de autoria da Associação Brasileira de Saúde Coletiva - ABRASCO.
",2120775,NA,500,"Prioridade (Art. 151, II, RICD)",1,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1516721,NA,NA
2016-12-13T00:00:00Z,NA,Notificação de Encaminhamento Fora de Fluxo,Realizar o Encaminhamento para SECAP(SGM),2120775,NA,910,"Prioridade (Art. 151, II, RICD)",4,SEPRO,https://dadosabertos.camara.leg.br/api/v2/orgaos/100229,NA,NA,NA
2016-12-13T14:59:00Z,NA,Apresentação de Proposição,"Apresentação do Projeto de Lei n. 6670/2016, pela Comissão de Legislação Participativa, que: ""Institui a Política Nacional de Redução de Agrotóxicos - PNARA, e dá outras providencias"".",2120775,NA,100,"Prioridade (Art. 151, II, RICD)",2,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1516582,iniciativa,NA
2016-12-13T15:01:00Z,NA,Notificação (CeDi) - Legislação Citada,Encaminhado  à CEDI (Legislação Citada),2120775,NA,1004,"Prioridade (Art. 151, II, RICD)",3,CEDI,https://dadosabertos.camara.leg.br/api/v2/orgaos/100046,NA,iniciativa,NA
2016-12-13T22:01:00Z,NA,Encaminhamento,Encaminhado à(ao) SECAP(SGM) através da guia de Remessa (GR/SEPRO) nº 3745/2016.,2120775,NA,180,"Prioridade (Art. 151, II, RICD)",5,SEPRO,https://dadosabertos.camara.leg.br/api/v2/orgaos/100229,NA,iniciativa,NA
2016-12-14T09:41:00Z,NA,Recebimento,Recebimento pela SECAP(SGM).,2120775,NA,500,"Prioridade (Art. 151, II, RICD)",6,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,NA,iniciativa,NA
2016-12-21T16:30:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento de Apensação n. 5748/2016, pela Deputada Tereza Cristina (PSB-MS), que: ""Requer a apensação do PL nº 6670, de 2016, da Comissão de Legislação Participativa, ao PL nº 6299 de 2002, para que tramitem em conjunto"".",2120775,NA,194,"Prioridade (Art. 151, II, RICD)",7,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1519609,iniciativa,requerimento_apensacao
2017-02-07T00:00:00Z,NA,Distribuição ,Despacho a Confirmar.,2120775,NA,110,"Prioridade (Art. 151, II, RICD)",8,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1523518,iniciativa,NA
2017-02-07T00:00:00Z,NA,Distribuição ,"Às Comissões de Educação; Desenvolvimento Econômico, Indústria, Comércio e Serviços; Meio Ambiente e Desenvolvimento Sustentável; Seguridade Social e Família; Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural; Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD)Em razão da distribuição a mais de três Comissões de mérito, determino a criação de Comissão Especial para analisar a matéria, conforme o inciso II do art. 34 do RICD. Proposição Sujeita à Apreciação do Plenário. Regime de Tramitação: Prioridade (Art. 151, II, RICD)",2120775,NA,110,"Prioridade (Art. 151, II, RICD)",11,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1523518,iniciativa,NA
2017-02-07T00:00:00Z,NA,Criação de Comissão Temporária,"Ato da Presidência: Cria Comissão Especial, nos termos do inciso II do art. 34 do Regimento Interno.",2120775,NA,120,"Prioridade (Art. 151, II, RICD)",15,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1523645,iniciativa,criacao_comissao_temporaria
