prop_id,casa,tipo_materia,numero,ano,data_apresentacao,ementa,palavras_chave,autor_nome,casa_origem,apelido_materia
2160860,camara,PLP,441,2017,2017-11-08T16:32:00Z,"Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei nº 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores. ","Alteração, Lei do Sigilo Bancário, ausência, quebra de sigilo bancário,  fornecimento, informação financeira, pagamento, operação de crédito, formação, banco de dados, cadastro positivo de crédito. 
_Alteração, Lei do Cadastro Positivo, disciplinamento, banco de dados, Cadastro Positivo de Crédito, pessoa jurídica, pessoa física,  informação financeira, adimplemento, atribuição, gestor, regulação, responsabilidade civil. 

",Senado Federal - Dalirio Beber ,Senado Federal,Lei do cadastro positivo
