prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,evento,local
1635730,camara,2015-08-13T00:00:00Z,1,"Recebida a Mensagem 45/2015, do Supremo Tribunal Federal, que submete à deliberação das Casas do Congresso Nacional, nos termos do artigo 96, II, ""b"", da Constituição Federal, o incluso Projeto de Lei e a respectiva justificação, que dispõe sobre o subsídio de Ministro do Supremo Tribunal Federal referido no art. 48, XV, da mesma Constituição Republicana.",MESA,500,Transformado em Norma Jurídica,NA,CD-MESA-PLEN
1635730,camara,2015-08-13T19:03:00Z,2,"Apresentação do Projeto de Lei n. 2646/2015, pelo Supremo Tribunal Federal, que: ""Dispõe sobre o subsídio de Ministro do Supremo Tribunal Federal referido no inciso XV do art. 48 da Constituição Federal, e dá outras providências"".",PLEN,100,NA,apresentacao_pl,CD-MESA-PLEN
1635730,camara,2015-08-13T19:03:00Z,3,Realizar o Encaminhamento para SECAP(SGM),SEPRO,910,NA,NA,CD-MESA-PLEN
1635730,camara,2015-08-13T19:04:00Z,4,Encaminhado  à CEDI (Legislação Citada),CEDI,1004,NA,NA,CD-MESA-PLEN
1635730,camara,2015-08-13T19:31:00Z,5,Encaminhado à(ao) SECAP(SGM) através da guia de Remessa (GR/SEPRO) nº 1289/2015.,SEPRO,180,NA,NA,CD-MESA-PLEN
1635730,camara,2015-08-14T00:00:00Z,6,Despacho a Confirmar.,MESA,110,Transformado em Norma Jurídica,NA,CD-MESA-PLEN
1635730,camara,2015-08-14T08:09:00Z,7,Recebimento pela SECAP(SGM).,SECAP(SGM),500,NA,NA,CD-MESA-PLEN
1635730,camara,2015-08-14T11:03:00Z,8,Despacho Chancelado,SECAP(SGM),180,NA,NA,CD-MESA-PLEN
1635730,camara,2015-08-14T11:03:00Z,9,Notificação à Sinopse de Despacho Chancelado,SECAP(SGM),1005,NA,NA,CD-MESA-PLEN
1635730,camara,2015-08-14T11:03:00Z,10,"Às Comissões de Trabalho, de Administração e Serviço Público; Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Mérito e Art. 54, RICD)Proposição Sujeita à Apreciação do Plenário. Regime de Tramitação: Prioridade",MESA,110,Transformado em Norma Jurídica,distribuicao,CD-MESA-PLEN
1635730,camara,2015-08-14T11:03:00Z,11,Encaminhamento de Despacho de Distribuição à CCP para publicação.,MESA,604,Transformado em Norma Jurídica,NA,CD-MESA-PLEN
1635730,camara,2015-08-14T11:08:00Z,12,Encaminhado à(ao) CCP através da guia de Remessa (GR/SECAP(SGM)) nº 275/2015.,SECAP(SGM),180,NA,NA,CD-MESA-PLEN
1635730,camara,2015-08-14T11:21:00Z,13,Recebimento pela CCP.,CCP,500,NA,NA,CD-MESA-PLEN
1635730,camara,2015-08-17T18:43:00Z,14,Encaminhado à(ao) CTASP através da guia de Remessa (GR/CCP) nº 3014/2015.,CCP,180,NA,NA,CD-MESA-PLEN
1635730,camara,2015-08-18T00:00:00Z,15,Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 19/08/15 PÁG 367 COL 01.,CCP,604,NA,NA,CD-MESA-PLEN
1635730,camara,2015-08-18T17:43:00Z,16,Recebimento pela CTASP.,CTASP,500,NA,NA,CTASP
1635730,camara,2015-08-20T00:00:00Z,17,"Designado Relator, Dep. Benjamin Maranhão (SD-PB)",CTASP,320,NA,designado_relator,CTASP
1635730,camara,2015-09-01T00:00:00Z,19,"Parecer do Relator, Dep. Benjamin Maranhão (SD-PB), pela aprovação.",CTASP,322,NA,parecer_pela_aprovacao,CTASP
1635730,camara,2015-09-01T14:31:00Z,18,"Apresentação do Parecer do Relator n. 1 CTASP, pelo Deputado Benjamin Maranhão (SD-PB).",CTASP,501,NA,NA,CTASP
1635730,camara,2015-09-09T10:00:00Z,20,"Retirado de pauta, de ofício.",CTASP,250,NA,retirada_de_pauta,CTASP
1635730,camara,2015-09-16T10:00:00Z,22,Não Deliberado.,CTASP,1008,NA,NA,CTASP
1635730,camara,2015-09-23T00:00:00Z,25,"Parecer do Relator, Dep. Nelson Marchezan Junior (PSDB-RS), pela rejeição.",CTASP,322,NA,parecer_pela_rejeicao,CTASP
1635730,camara,2015-09-23T10:00:00Z,22,"Rejeitado o Parecer contra os votos dos Deputados Roney Nemer, Aureo e Ademir Camilo",CTASP,339,NA,NA,CTASP
1635730,camara,2015-09-23T10:00:00Z,24,"Apresentação do Parecer do Relator, PRL 2 CTASP, pelo Dep. Nelson Marchezan Junior",CTASP,431,NA,NA,CTASP
1635730,camara,2015-09-23T10:00:00Z,26,"Adiada a votação por falta de ""quorum"".",CTASP,234,NA,NA,CTASP
1635730,camara,2015-09-23T10:39:00Z,23,"Designado Relator do Vencedor, Dep. Nelson Marchezan Junior (PSDB-RS)",CTASP,327,NA,designado_relator,CTASP
1635730,camara,2015-09-23T14:54:00Z,27,"Apresentação do Voto em Separado n. 2 CTASP, pelo Deputado Nelson Marchezan Junior (PSDB-RS).",CTASP,431,NA,voto_em_separado,CTASP
1635730,camara,2015-10-06T19:03:00Z,28,"Apresentação do Voto em Separado n. 1 CTASP, pelo Deputado Laercio Oliveira (SD-SE).",CTASP,431,NA,voto_em_separado,CTASP
1635730,camara,2015-10-07T00:00:00Z,31,"Apresentação do Parecer Vencedor, PRV 1 CTASP, pelo Dep. Laercio Oliveira",CTASP,501,NA,NA,CTASP
1635730,camara,2015-10-07T00:00:00Z,33,"Aprovado o Parecer Vencedor do Dep. Laercio Oliveira contra os votos dos Deputados Leonardo Monteiro, Nelson Marchezan Junior, Ronaldo Lessa, Flávia Morais e Walney Rocha. Os pareceres dos Relatores, Dep. Benjamin Maranhão e Dep. Nelson Marchezan Junior, passaram a constituir Votos em Separado.",CTASP,240,NA,aprovacao_parecer,CTASP
1635730,camara,2015-10-07T09:58:00Z,30,"Designado Relator do Vencedor, Dep. Laercio Oliveira (SD-SE)",CTASP,327,NA,designado_relator,CTASP
1635730,camara,2015-10-07T10:00:00Z,29,"Rejeitado o Parecer contra os votos dos Deputados Leonardo Monteiro, Nelson Marchezan Junior, Ronaldo Lessa, Silvio Costa e Flávia Morais",CTASP,339,NA,NA,CTASP
1635730,camara,2015-10-07T10:00:00Z,32,"Parecer Vencedor, Dep. Laercio Oliveira (SD-SE), pela aprovação, com substitutivo.",CTASP,328,NA,NA,CTASP
1635730,camara,2015-10-08T17:27:00Z,34,Encaminhado à(ao) CFT através da guia de Remessa (GR/CTASP) nº 188/2015.,CTASP,180,NA,NA,CTASP
1635730,camara,2015-10-08T18:04:00Z,35,Recebimento pela CFT.,CFT,500,NA,NA,CFT
1635730,camara,2015-10-14T00:00:00Z,36,"Designado Relator, Dep. Fábio Ramalho (PV-MG)",CFT,320,NA,designado_relator,CFT
1635730,camara,2016-03-30T00:00:00Z,37,"Encaminhada à publicação. Parecer da Comissão de Trabalho, de Administração e Serviço Público Publicado no DCD de 31/03/16 PÁG 311 COL 01, Letra A.",CCP,604,NA,NA,CFT
1635730,camara,2016-04-05T19:31:00Z,38,"Apresentação do Requerimento de Urgência (Art. 155 do RICD) n. 4282/2016, pelo Deputado Rogério Rosso (PSD-DF), que: ""Requeremos, nos termos do artigo 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto de Lei nº 2.646, de 2015, que dispõe sobre o subsídio de Ministro do Supremo Tribunal Federal referido no inciso XV do art. 48 da Constituição Federal."".",PLEN,194,NA,requerimento_urgencia,CFT
1635730,camara,2016-04-29T00:00:00Z,39,Encaminhado à publicação - Avulso letra A,CCP,604,NA,NA,CFT
1635730,camara,2016-05-03T19:39:00Z,40,Encaminhado à CCJC.,CCP,180,NA,NA,CFT
1635730,camara,2016-05-03T19:39:00Z,41,Encaminhado à CCJC.,CCP,180,NA,NA,CFT
1635730,camara,2016-05-03T19:39:00Z,42,"Aprovado requerimento do Sr. Rogério Rosso que requer, nos termos do artigo 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto de Lei nº 2.646, de 2015, que dispõe sobre o subsídio de Ministro do Supremo Tribunal Federal referido no inciso XV do art. 48 da Constituição Federal.",PLEN,196,NA,NA,CFT
1635730,camara,2016-05-03T19:39:00Z,43,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 4282/2016 => PL 2646/2015.,PLEN,196,NA,alteracao_de_regime,CFT
1635730,camara,2016-05-04T09:00:00Z,44,Matéria não apreciada em face do encerramento da Sessão. ,PLEN,5,NA,NA,CFT
1635730,camara,2016-05-04T13:10:00Z,45,Matéria não apreciada em face do encerramento da Sessão. ,PLEN,5,NA,NA,CFT
1635730,camara,2016-05-05T00:00:00Z,46,Recebimento pela CCJC.,CCJC,500,NA,NA,CCJC
1635730,camara,2016-05-10T14:00:00Z,47,Matéria não apreciada em face do encerramento da Sessão. ,PLEN,5,NA,NA,CCJC
