prop_id,casa,tipo_materia,numero,ano,data_apresentacao,ementa,palavras_chave,autor_nome,casa_origem,apelido_materia
2120775,camara,PL,6670,2016,2016-12-13T14:59:00Z,"Institui a Política Nacional de Redução de Agrotóxicos - PNARA, e dá outras providencias. ","Criação, Política Nacional de Redução de Agrotóxicos (PNARA), diretrizes, registro, controle, monitoramento, agrotóxico, estímulo, auxílio financeiro, produtor, insumo agrícola, redução, utilização, produto agropecuário, extrativismo, recursos naturais,  controle social. ",Comissão de Legislação Participativa ,Câmara dos Deputados,Política Nacional de redução de agrotóxico
