prop_id,casa,tipo_materia,numero,ano,data_apresentacao,ementa,palavras_chave,autor_nome,casa_origem,apelido_materia,tema
2056568,camara,PL,3751,2015,2015-11-25T13:36:00Z,"Dispõe sobre a desapropriação e indenização de propriedades privadas em unidades de conservação de domínio público. Altera a Lei nº 9.985, de 2000.","Alteração, Lei do SNUC, critério, desapropriação, indenização, propriedade privada, Unidade de conservação ambiental, domínio público.",Toninho Pinheiro PP/MG,Câmara dos Deputados,Lei para acabar zona de amortecimento,Meio Ambiente
