id_autor,nome,tipo_autor,uri_autor,id_documento,casa,partido,uf,cod_tipo_autor
132504,Enio Verri,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/132504,2219319,camara,PT,NA,10000
133439,André Figueiredo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/133439,2211194,camara,PDT,CE,10000
133439,André Figueiredo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/133439,2211193,camara,PDT,CE,10000
133968,Paulo Ramos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/133968,2216467,camara,PDT,RJ,10000
133968,Paulo Ramos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/133968,2210808,camara,PDT,RJ,10000
133968,Paulo Ramos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/133968,2216481,camara,PDT,RJ,10000
133968,Paulo Ramos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/133968,2216460,camara,PDT,RJ,10000
133968,Paulo Ramos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/133968,2216519,camara,PDT,RJ,10000
133968,Paulo Ramos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/133968,2216473,camara,PDT,RJ,10000
133968,Paulo Ramos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/133968,2216484,camara,PDT,RJ,10000
133968,Paulo Ramos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/133968,2216477,camara,PDT,RJ,10000
133968,Paulo Ramos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/133968,2216471,camara,PDT,RJ,10000
133968,Paulo Ramos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/133968,2216469,camara,PDT,RJ,10000
133968,Paulo Ramos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/133968,2216475,camara,PDT,RJ,10000
141411,Dagoberto Nogueira,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/141411,2211193,camara,PDT,MS,10000
141450,Hugo Leal,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/141450,2211194,camara,PSD,RJ,10000
141450,Hugo Leal,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/141450,2211193,camara,PSD,RJ,10000
141450,Hugo Leal,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/141450,2210808,camara,PSD,RJ,10000
141450,Hugo Leal,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/141450,2211611,camara,PSD,RJ,10000
141518,Paulo Pereira Da Silva,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/141518,2227778,camara,SOLIDARIEDADE,SP,10000
150418,Márcio Marinho,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/150418,2227234,camara,PRB,BA,10000
156190,Marcel Van Hattem,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/156190,2211183,camara,NOVO,RS,10000
160511,Alessandro Molon,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160511,2216463,camara,PSB,RJ,10000
160511,Alessandro Molon,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160511,2216466,camara,PSB,RJ,10000
160511,Alessandro Molon,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160511,2216507,camara,PSB,RJ,10000
160511,Alessandro Molon,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160511,2216490,camara,PSB,RJ,10000
160511,Alessandro Molon,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160511,2216465,camara,PSB,RJ,10000
160511,Alessandro Molon,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160511,2216470,camara,PSB,RJ,10000
160511,Alessandro Molon,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160511,2216494,camara,PSB,RJ,10000
160511,Alessandro Molon,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160511,2216505,camara,PSB,RJ,10000
160511,Alessandro Molon,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160511,2216462,camara,PSB,RJ,10000
160511,Alessandro Molon,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160511,2216497,camara,PSB,RJ,10000
160511,Alessandro Molon,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160511,2220624,camara,PSB,RJ,10000
160511,Alessandro Molon,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160511,2216492,camara,PSB,RJ,10000
160511,Alessandro Molon,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160511,2216500,camara,PSB,RJ,10000
160511,Alessandro Molon,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160511,2216486,camara,PSB,RJ,10000
160511,Alessandro Molon,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160511,2216468,camara,PSB,RJ,10000
160541,Arthur Lira,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160541,2227442,camara,PP,AL,10000
160545,Alexandre Leite,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160545,2228389,camara,DEM,SP,10000
160545,Alexandre Leite,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160545,2219484,camara,DEM,SP,10000
160545,Alexandre Leite,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160545,2229161,camara,DEM,SP,10000
160545,Alexandre Leite,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160545,2211513,camara,DEM,SP,10000
160545,Alexandre Leite,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160545,2215100,camara,DEM,SP,10000
160545,Alexandre Leite,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160545,2219483,camara,DEM,SP,10000
160545,Alexandre Leite,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160545,2222804,camara,DEM,SP,10000
160545,Alexandre Leite,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160545,2216432,camara,DEM,SP,10000
160545,Alexandre Leite,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160545,2222810,camara,DEM,SP,10000
160545,Alexandre Leite,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160545,2228463,camara,DEM,SP,10000
160545,Alexandre Leite,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160545,2228379,camara,DEM,SP,10000
160545,Alexandre Leite,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160545,2228366,camara,DEM,SP,10000
160545,Alexandre Leite,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160545,2211563,camara,DEM,SP,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216464,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216510,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216472,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216478,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216517,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216428,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216518,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216480,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216491,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216488,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216493,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216514,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216496,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216513,camara,PT,DF,10000
