id_autor,nome,tipo_autor,uri_autor,id_documento,casa,partido,uf,cod_tipo_autor
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216482,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216489,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216516,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216511,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216495,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216487,camara,PT,DF,10000
160575,Erika Kokay,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,2216515,camara,PT,DF,10000
160587,Fábio Trad,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160587,2211563,camara,PSD,MS,10000
160587,Fábio Trad,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160587,2211739,camara,PSD,MS,10000
160587,Fábio Trad,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160587,2210330,camara,PSD,MS,10000
160587,Fábio Trad,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160587,2210217,camara,PSD,MS,10000
160598,Flávia Morais,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160598,2216476,camara,PDT,GO,10000
160604,Pedro Uczai,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160604,2211193,camara,PT,SC,10000
160604,Pedro Uczai,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160604,2211194,camara,PT,SC,10000
160642,Pastor Eurico,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160642,2211563,camara,PATRIOTA,PE,10000
160642,Pastor Eurico,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160642,2211513,camara,PATRIOTA,PE,10000
160655,Ricardo Izar,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160655,2218109,camara,PP,SP,10000
160655,Ricardo Izar,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160655,2218110,camara,PP,SP,10000
160673,Giovani Cherini,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160673,2211739,camara,PL,RS,10000
160674,Hugo Motta,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160674,2218116,camara,PRB,PB,10000
160674,Hugo Motta,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160674,2218120,camara,PRB,PB,10000
160674,Hugo Motta,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/160674,2218119,camara,PRB,PB,10000
164359,Delegado Waldir,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/164359,2211475,camara,PSL,GO,10000
164359,Delegado Waldir,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/164359,2211621,camara,PSL,GO,10000
164359,Delegado Waldir,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/164359,2219318,camara,PSL,GO,10000
164359,Delegado Waldir,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/164359,2218125,camara,PSL,GO,10000
164359,Delegado Waldir,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/164359,2211564,camara,PSL,GO,10000
164359,Delegado Waldir,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/164359,2211618,camara,PSL,GO,10000
164359,Delegado Waldir,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/164359,2210808,camara,PSL,GO,10000
164359,Delegado Waldir,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/164359,2218122,camara,PSL,GO,10000
164359,Delegado Waldir,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/164359,2211565,camara,PSL,GO,10000
164359,Delegado Waldir,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/164359,2211183,camara,PSL,GO,10000
164359,Delegado Waldir,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/164359,2211620,camara,PSL,GO,10000
164359,Delegado Waldir,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/164359,2218126,camara,PSL,GO,10000
164359,Delegado Waldir,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/164359,2218123,camara,PSL,GO,10000
164359,Delegado Waldir,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/164359,2218124,camara,PSL,GO,10000
164359,Delegado Waldir,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/164359,2211619,camara,PSL,GO,10000
177282,Subtenente Gonzaga,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/177282,2211194,camara,PDT,MG,10000
178829,Capitão Augusto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178829,2210273,camara,PL,SP,10000
178829,Capitão Augusto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178829,2210808,camara,PL,SP,10000
178835,Afonso Motta,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178835,2210217,camara,PDT,RS,10000
178835,Afonso Motta,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178835,2210330,camara,PDT,RS,10000
178881,Aluisio Mendes,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178881,2210273,camara,PODE,MA,10000
178916,Daniel Coelho,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178916,2227462,camara,CIDADANIA,PE,10000
178934,Toninho Wandscheer,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/178934,2211183,camara,PROS,PR,10000
179587,Major Vitor Hugo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/179587,2227779,camara,PSL,GO,10000
179587,Major Vitor Hugo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/179587,2227780,camara,PSL,GO,10000
179587,Major Vitor Hugo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/179587,2211611,camara,PSL,GO,10000
179587,Major Vitor Hugo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/179587,2211183,camara,PSL,GO,10000
198783,Emanuel Pinheiro Neto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/198783,2211475,camara,PTB,MT,10000
198783,Emanuel Pinheiro Neto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/198783,2211620,camara,PTB,MT,10000
198783,Emanuel Pinheiro Neto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/198783,2211619,camara,PTB,MT,10000
198783,Emanuel Pinheiro Neto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/198783,2211618,camara,PTB,MT,10000
198783,Emanuel Pinheiro Neto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/198783,2211621,camara,PTB,MT,10000
204359,Léo Moraes,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204359,2210761,camara,PODE,RO,10000
204359,Léo Moraes,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204359,2211475,camara,PODE,RO,10000
204363,Osires Damaso,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204363,2216502,camara,PSC,TO,10000
204369,Caroline De Toni,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204369,2211513,camara,PSL,SC,10000
204371,Felipe Rigoni,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204371,2227463,camara,PSB,ES,10000
204373,Hélio Costa,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204373,2218108,camara,PRB,SC,10000
204376,Coronel Armando,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204376,2216498,camara,PSL,SC,10000
204376,Coronel Armando,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204376,2216461,camara,PSL,SC,10000
204377,Paula Belmonte,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204377,2211513,camara,CIDADANIA,DF,10000
204388,Bibo Nunes,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204388,2210761,camara,PSL,RS,10000
204391,José Nelto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204391,2211475,camara,PODE,GO,10000
204391,José Nelto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204391,2211183,camara,PODE,GO,10000
204403,Marlon Santos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204403,2224727,camara,PDT,RS,10000
204416,Sanderson,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204416,2211565,camara,PSL,RS,10000
204416,Sanderson,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204416,2211564,camara,PSL,RS,10000
204418,Luizão Goulart,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204418,2216509,camara,PRB,PR,10000
204425,Silvio Costa Filho,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204425,2210761,camara,PRB,PE,10000
204427,Fernando Rodolfo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204427,2211563,camara,PL,PE,10000
204427,Fernando Rodolfo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204427,2211513,camara,PL,PE,10000
204427,Fernando Rodolfo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204427,2220649,camara,PL,PE,10000
204439,Dr. Leonardo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204439,2211619,camara,SOLIDARIEDADE,MT,10000
204439,Dr. Leonardo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204439,2211620,camara,SOLIDARIEDADE,MT,10000
204439,Dr. Leonardo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204439,2211621,camara,SOLIDARIEDADE,MT,10000
204439,Dr. Leonardo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204439,2211618,camara,SOLIDARIEDADE,MT,10000
204454,Daniel Silveira,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204454,2228350,camara,PSL,RJ,10000
204461,Paulo Ganime,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204461,2227235,camara,NOVO,RJ,10000
204466,Tereza Nelma,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204466,2225727,camara,PSDB,AL,10000
204466,Tereza Nelma,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204466,2225724,camara,PSDB,AL,10000
204466,Tereza Nelma,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204466,2225726,camara,PSDB,AL,10000
204466,Tereza Nelma,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204466,2225722,camara,PSDB,AL,10000
204479,Nicoletti,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204479,2223966,camara,PSL,RR,10000
204479,Nicoletti,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204479,2218121,camara,PSL,RR,10000
204484,General Peternelli,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204484,2216504,camara,PSL,SP,10000
204487,Capitão Wagner,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204487,2211475,camara,PROS,CE,10000
204490,Charlles Evangelista,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204490,2211475,camara,PSL,MG,10000
204500,Eduardo Costa,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204500,2210273,camara,PTB,PA,10000
204507,Carla Zambelli,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204507,2211563,camara,PSL,SP,10000
204514,Coronel Tadeu,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204514,2223971,camara,PSL,SP,10000
204526,Luiz Philippe De Orleans E Bragança,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204526,2227361,camara,PSL,SP,10000
204544,Alexandre Frota,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204544,2211426,camara,PSL,SP,10000
204559,Zé Neto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204559,2216499,camara,PT,BA,10000
204559,Zé Neto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204559,2216503,camara,PT,BA,10000
204559,Zé Neto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204559,2216508,camara,PT,BA,10000
204559,Zé Neto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204559,2216501,camara,PT,BA,10000
204562,Edilázio Júnior,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204562,2218113,camara,PSD,MA,10000
204570,Pastor Gildenemyr,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204570,2216474,camara,PMN,MA,10000
204572,Capitão Alberto Neto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204572,2211739,camara,PRB,AM,10000
204572,Capitão Alberto Neto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204572,2218115,camara,PRB,AM,10000
204572,Capitão Alberto Neto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/204572,2218118,camara,PRB,AM,10000
68720,Fábio Henrique,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/68720,2224723,camara,PDT,SE,10000
68720,Fábio Henrique,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/68720,2211475,camara,PDT,SE,10000
73486,Pompeo De Mattos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/73486,2210330,camara,PDT,RS,10000
73486,Pompeo De Mattos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/73486,2216483,camara,PDT,RS,10000
73486,Pompeo De Mattos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/73486,2210761,camara,PDT,RS,10000
73486,Pompeo De Mattos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/73486,2216479,camara,PDT,RS,10000
73486,Pompeo De Mattos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/73486,2210217,camara,PDT,RS,10000
74043,Wellington Roberto,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/74043,2211426,camara,PL,PB,10000
74366,João Campos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/74366,2209757,camara,PRB,GO,10000
74366,João Campos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/74366,2211513,camara,PRB,GO,10000
74366,João Campos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/74366,2210808,camara,PRB,GO,10000
74366,João Campos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/74366,2218117,camara,PRB,GO,10000
74366,João Campos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/74366,2211611,camara,PRB,GO,10000
74366,João Campos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/74366,2211426,camara,PRB,GO,10000
74366,João Campos,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/74366,2227441,camara,PRB,GO,10000
74471,André De Paula,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/74471,2211475,camara,PSD,PE,10000
74585,Lincoln Portela,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/74585,2210761,camara,PL,MG,10000
74585,Lincoln Portela,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/74585,2211563,camara,PL,MG,10000
74585,Lincoln Portela,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/74585,2211611,camara,PL,MG,10000
76874,Marcelo Freixo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/76874,2227465,camara,PSOL,RJ,10000
76874,Marcelo Freixo,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/76874,2227464,camara,PSOL,RJ,10000
90842,Santini,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/90842,2218112,camara,PTB,RS,10000
90842,Santini,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/90842,2223970,camara,PTB,RS,10000
90842,Santini,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/90842,2210273,camara,PTB,RS,10000
93083,Cacá Leão,Deputado,https://dadosabertos.camara.leg.br/api/v2/deputados/93083,2211183,camara,PP,BA,10000
