prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,evento,local
2120775,camara,2016-12-13T00:00:00Z,1,"Recebido o Ofício nº 18/2016, da Comissão de Legislação Participativa, que encaminha Projeto de Lei de autoria da Comissão.A proposição supramencionada é decorrente da transformação da Sugestão n° 83116, de autoria da Associação Brasileira de Saúde Coletiva - ABRASCO.",MESA,500,NA,NA,CD-MESA-PLEN
2120775,camara,2016-12-13T00:00:00Z,4,Realizar o Encaminhamento para SECAP(SGM),SEPRO,910,NA,NA,CD-MESA-PLEN
2120775,camara,2016-12-13T14:59:00Z,2,"Apresentação do Projeto de Lei n. 6670/2016, pela Comissão de Legislação Participativa, que: ""Institui a Política Nacional de Redução de Agrotóxicos - PNARA, e dá outras providencias"".",PLEN,100,NA,apresentacao_da_pl,CD-MESA-PLEN
2120775,camara,2016-12-13T15:01:00Z,3,Encaminhado  à CEDI (Legislação Citada),CEDI,1004,NA,NA,CD-MESA-PLEN
2120775,camara,2016-12-13T22:01:00Z,5,Encaminhado à(ao) SECAP(SGM) através da guia de Remessa (GR/SEPRO) nº 3745/2016.,SEPRO,180,NA,NA,CD-MESA-PLEN
2120775,camara,2016-12-14T09:41:00Z,6,Recebimento pela SECAP(SGM).,SECAP(SGM),500,NA,NA,CD-MESA-PLEN
2120775,camara,2016-12-21T16:30:00Z,7,"Apresentação do Requerimento de Apensação n. 5748/2016, pela Deputada Tereza Cristina (PSB-MS), que: ""Requer a apensação do PL nº 6670, de 2016, da Comissão de Legislação Participativa, ao PL nº 6299 de 2002, para que tramitem em conjunto"".",PLEN,194,NA,requerimento_apensacao,CD-MESA-PLEN
2120775,camara,2017-02-07T00:00:00Z,8,Despacho a Confirmar.,MESA,110,NA,NA,CD-MESA-PLEN
2120775,camara,2017-02-07T00:00:00Z,11,"Às Comissões de Educação; Desenvolvimento Econômico, Indústria, Comércio e Serviços; Meio Ambiente e Desenvolvimento Sustentável; Seguridade Social e Família; Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural; Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD)Em razão da distribuição a mais de três Comissões de mérito, determino a criação de Comissão Especial para analisar a matéria, conforme o inciso II do art. 34 do RICD. Proposição Sujeita à Apreciação do Plenário. Regime de Tramitação: Prioridade (Art. 151, II, RICD)",MESA,110,NA,distribuicao,CD-MESA-PLEN
2120775,camara,2017-02-07T00:00:00Z,15,"Ato da Presidência: Cria Comissão Especial, nos termos do inciso II do art. 34 do Regimento Interno.",PLEN,120,NA,NA,CD-MESA-PLEN
2120775,camara,2017-02-07T00:00:00Z,16,Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 8/2/17 PÁG. 145 COL. 01.,CCP,604,NA,NA,CD-MESA-PLEN
2120775,camara,2017-02-07T13:05:00Z,9,Despacho Chancelado,SECAP(SGM),180,NA,NA,CD-MESA-PLEN
2120775,camara,2017-02-07T13:05:00Z,10,Notificação à Sinopse de Despacho Chancelado,SECAP(SGM),1005,NA,NA,CD-MESA-PLEN
2120775,camara,2017-02-07T13:06:00Z,12,Encaminhamento de Despacho de Distribuição à CCP para publicação.,MESA,604,NA,NA,CD-MESA-PLEN
2120775,camara,2017-02-07T13:30:00Z,13,Encaminhado à(ao) CCP através da guia de Remessa (GR/SECAP(SGM)) nº 878/2017.,SECAP(SGM),180,NA,NA,CD-MESA-PLEN
2120775,camara,2017-02-07T14:03:00Z,14,Recebimento pela CCP.,CCP,500,NA,NA,CD-MESA-PLEN
2120775,camara,2017-08-31T14:09:00Z,17,"Apresentação do Requerimento de Constituição de Comissão Especial de Projeto n. 7157/2017, pelo Deputado Rodrigo Martins (PSB-PI), que: ""Requer instalação da Comissão Especial destinada a apreciar o PL nº 6670/2016, que 'Institui a Política Nacional de Redução de Agrotóxicos - PNARA'"".",PLEN,194,NA,NA,CD-MESA-PLEN
2120775,camara,2018-05-16T00:00:00Z,18,"Ato da Presidência : Constitui Comissão Especial, nos termos do inciso II do art. 34 do Regimento Interno.",PLEN,121,NA,NA,CD-MESA-PLEN
2120775,camara,2018-05-16T00:00:00Z,19,Recebimento pela PL667016.,PL667016,500,Aguardando Parecer,comissao_especial,Comissão Especial
2120775,camara,2018-05-17T00:00:00Z,20,Realizar o Encaminhamento para PL667016,CCP,910,NA,NA,Comissão Especial
2120775,camara,2018-05-17T00:00:00Z,21,Encaminhado à Comissão Especial PL 6670/2016.,CCP,1005,NA,distribuicao,Comissão Especial
2120775,camara,2018-05-22T00:00:00Z,22,I-   Instalada a Comissão II - Não houve eleição em virtude do início da Ordem do Dia no Plenário.  ,PL667016,1005,Aguardando Parecer,NA,Comissão Especial
