data_hora,descricao_situacao,descricao_tramitacao,despacho,id_prop,id_situacao,id_tipo_tramitacao,regime,sequencia,sigla_orgao,uri_orgao,url,fase,evento,local
2004-07-07T00:00:00Z,NA,Designação de Relator,"Designado Relator, Dep. César Medeiros (PT-MG)",257161,NA,320,"Urgência (Art. 155, RICD)",16,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,relatoria,NA,CMADS
2004-08-03T16:00:00Z,NA,Notificação de Apensação,Apense-se a este o PL-3957/2004.,257161,NA,504,"Urgência (Art. 155, RICD)",17,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA,relatoria,NA,CMADS
2004-08-09T00:00:00Z,NA,Notificação de Apensação,Apensação do PL-3957/2004 a esta proposição.,257161,NA,504,"Urgência (Art. 155, RICD)",18,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,relatoria,NA,CMADS
2005-06-24T11:31:00Z,NA,Notificação de Apensação,Apense-se a este o PL-5435/2005.,257161,NA,504,"Urgência (Art. 155, RICD)",19,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=317903,relatoria,NA,CMADS
2005-07-07T17:15:00Z,NA,Notificação de Apensação,Apense-se a este o PL-5576/2005.,257161,NA,504,"Urgência (Art. 155, RICD)",20,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=321564,relatoria,NA,CMADS
2006-02-08T12:03:00Z,NA,Notificação de Apensação,Apensação do PL 5435/2005 a esta proposição.,257161,NA,504,"Urgência (Art. 155, RICD)",21,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,relatoria,NA,CMADS
2006-02-08T12:03:00Z,NA,Notificação de Apensação,Apensação do PL 5576/2005 a esta proposição.,257161,NA,504,"Urgência (Art. 155, RICD)",22,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,relatoria,NA,CMADS
2007-01-24T18:07:00Z,NA,Recebimento - Relator (Sem Manifestação),Devolvida sem Manifestação.,257161,NA,507,"Urgência (Art. 155, RICD)",23,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,relatoria,NA,CMADS
2007-01-31T00:00:00Z,NA,Arquivamento,"Arquivado nos termos do Artigo 105 do Regimento Interno.
DCD de 01 02 07 PÁG 235 COL 01. Suplemento A ao Nº 21.",257161,NA,502,"Urgência (Art. 155, RICD)",24,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=471105,final,NA,CMADS
2007-03-01T16:36:00Z,NA,Desarquivamento a Pedido,"Apresentação do REQUERIMENTO N.º 408, DE 2007, pelo Deputado(a) Walter Pinheiro, que solicita o desarquivamento de proposição.",257161,NA,640,"Urgência (Art. 155, RICD)",25,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=438624,final,NA,CMADS
2007-04-25T00:00:00Z,NA,Desarquivamento a Pedido,"Desarquivado nos termos do Artigo 105 do RICD, em conformidade com o despacho exarado no REQ-408/2007.
DCD 26 04 07 PAG 19120 COL 01",257161,NA,640,"Urgência (Art. 155, RICD)",26,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=449541,final,NA,CMADS
2007-04-25T18:33:00Z,NA,Reentrada na comissão por arquivamento,Reentrada na comissão por motivo de desarquivamento,257161,NA,630,"Urgência (Art. 155, RICD)",27,SECAD(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100047,NA,final,NA,CMADS
2007-05-31T00:00:00Z,NA,Designação de Relator,"Designado Relator, Dep. Ricardo Tripoli (PSDB-SP)",257161,NA,320,"Urgência (Art. 155, RICD)",28,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,relatoria,NA,CMADS
2007-06-14T11:08:00Z,NA,Notificação de Apensação,Apense-se a este o PL-1147/2007.,257161,NA,504,"Urgência (Art. 155, RICD)",29,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=468263,relatoria,NA,CMADS
2007-06-20T09:10:00Z,NA,Notificação de Apensação,Apensação do PL 1147/2007 a esta proposição.,257161,NA,504,"Urgência (Art. 155, RICD)",30,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,relatoria,NA,CMADS
2007-09-27T10:28:00Z,NA,Notificação de Apensação,Apense-se a este o PL-2029/2007.,257161,NA,504,"Urgência (Art. 155, RICD)",31,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=507444,relatoria,NA,CMADS
2007-10-03T14:39:00Z,NA,Notificação de Apensação,Apensação do PL 2029/2007 a esta proposição.,257161,NA,504,"Urgência (Art. 155, RICD)",32,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,relatoria,NA,CMADS
2007-10-17T00:00:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento nº  1864 de 2007, pelo Deputado Betinho Rosado (DEM-RN), que Solicita à Presidência da Câmara dos Deputados o desapensamento da Projeto de Lei N.º 2029/2007 do Projeto de Lei N.º 3729/2004, com base no art. 142, contrario sensu do Regimento Interno da Câmara dos Deputados",257161,NA,194,"Urgência (Art. 155, RICD)",33,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=513937,relatoria,NA,CMADS
2007-10-30T00:00:00Z,NA,Notificação de Despacho,"Indeferido o REQ 1864/07, conforme seguinte despacho: ""Indefiro, tendo em vista que a apensação foi feita nos termos regimentais, por tratarem os projetos de matéria análoga e conexa (art. 139, inciso I do RICD), uma vez que ambos dispõem sobre política de meio ambiente, envolvendo atribuições de Municípios e, ainda, que o PL 3957/04, também apensado, se refere ao poder de polícia ambiental do Município e a sua possiblidade de dispor sobre taxas e fiscalização. Oficie-se e, após, publique-se.""",257161,NA,203,"Urgência (Art. 155, RICD)",34,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA,relatoria,NA,CMADS
2009-01-30T15:18:00Z,NA,Recebimento - Relator,"Apresentação do Parecer do Relator, PRL 1 CMADS, pelo Dep. Ricardo Tripoli",257161,NA,501,"Urgência (Art. 155, RICD)",35,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=635365,relatoria,NA,CMADS
2009-01-30T15:18:00Z,NA,Parecer do Relator,"Parecer do Relator, Dep. Ricardo Tripoli (PSDB-SP), pela aprovação deste, do PL 3957/2004, do PL 5435/2005, do PL 5576/2005, do PL 1147/2007, e do PL 2029/2007, apensados, com substitutivo.",257161,NA,322,"Urgência (Art. 155, RICD)",36,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=635365,discussao_deliberacao,NA,CMADS
2009-03-19T00:00:00Z,NA,Designação de Relator,"Designado Relator, Dep. André de Paula (DEM-PE)",257161,NA,320,"Urgência (Art. 155, RICD)",37,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,relatoria,NA,CMADS
2009-12-16T17:13:00Z,NA,Recebimento - Relator,"Apresentação do Parecer do Relator, PRL 2 CMADS, pelo Dep. André de Paula",257161,NA,501,"Urgência (Art. 155, RICD)",38,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=726959,relatoria,NA,CMADS
2009-12-16T17:13:00Z,NA,Parecer do Relator,"Parecer do Relator, Dep. André de Paula (DEM-PE), pela aprovação deste e dos PL's nºs 3957/2004, 5435/2005 e 1147/2007,  e pela rejeição do PL 5576/2005, e do PL 2029/2007, apensados, com substitutivo.",257161,NA,322,"Urgência (Art. 155, RICD)",39,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=726959,discussao_deliberacao,NA,CMADS
2011-01-31T00:00:00Z,NA,Arquivamento,Arquivado nos termos do Artigo 105 do Regimento Interno da Câmara dos Deputados. Publicação no DCD do dia 01/02/2011 - Suplemento ao nº 14.,257161,NA,502,"Urgência (Art. 155, RICD)",40,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=850547,final,NA,CMADS
2011-02-14T16:12:00Z,NA,Desarquivamento a Pedido,"Desarquivado nos termos do Artigo 105 do RICD, em conformidade com o despacho exarado no REQ-15/2011 => PL-5690/2005.",257161,NA,640,"Urgência (Art. 155, RICD)",41,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=838820,final,NA,CMADS
2011-02-14T16:12:00Z,NA,Reentrada na comissão por arquivamento,Reentrada na comissão por motivo de desarquivamento,257161,NA,630,"Urgência (Art. 155, RICD)",42,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,NA,final,NA,CMADS
2011-02-14T16:12:00Z,NA,Reentrada na comissão por arquivamento,Reentrada na comissão por motivo de desarquivamento,257161,NA,630,"Urgência (Art. 155, RICD)",43,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,NA,final,NA,CMADS
2011-03-28T00:00:00Z,NA,Designação de Relator,"Designado Relator, Dep. Valdir Colatto (PMDB-SC)",257161,NA,320,"Urgência (Art. 155, RICD)",44,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,relatoria,NA,CMADS
2011-07-11T16:10:00Z,NA,Notificação de Apensação,Apense-se a este(a) o(a) PL-1700/2011.,257161,NA,504,"Urgência (Art. 155, RICD)",45,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=897734,relatoria,NA,CMADS
2011-08-17T16:27:00Z,NA,Notificação de Apensação,Apensação do PL 1700/2011 a esta proposição.,257161,NA,504,"Urgência (Art. 155, RICD)",46,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,relatoria,NA,CMADS
2012-03-28T15:19:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento de Reconstituição de proposição n. 4766/2012, pelo Deputado Valdir Colatto (PMDB-SC), que: ""Requer a reconstituição de proposição"".",257161,924,194,"Urgência (Art. 155, RICD)",47,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=975343,relatoria,NA,CMADS
2012-04-09T00:00:00Z,NA,Notificações,À CMADS o projeto reconstituído.,257161,NA,1005,"Urgência (Art. 155, RICD)",48,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,relatoria,NA,CMADS
2012-06-14T15:15:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento de Apensação n. 5544/2012, pelo Deputado Valdir Colatto (PMDB-SC), que: ""Requer a apensação do Projeto de Lei nº. 358, de 2011, ao Projeto de Lei nº. 3.729, de 2004"".",257161,924,194,"Urgência (Art. 155, RICD)",49,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1002130,relatoria,requerimento_apensacao,CMADS
2012-07-02T00:00:00Z,NA,Notificação de Apensação,"Deferido o REQ n. 5544/2012, conforme despacho do seguinte teor: ""Defiro o Requerimento n. 5.544/2012. Apense-se o Projeto de Lei n. 358/2011 ao Projeto de Lei n. 3.729/2004, nos termos do art. 142, c/c o art. 143, II, b, ambos do RICD. Publique-se. Oficie-se."".",257161,NA,504,"Urgência (Art. 155, RICD)",50,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1007913,relatoria,NA,CMADS
2012-07-04T00:00:00Z,NA,Notificações,À CMADS o Memorando nº 150/12 COPER solicitando apensar o PL 358/11 ao de nº 3729/04.,257161,NA,1005,"Urgência (Art. 155, RICD)",51,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1009439,relatoria,NA,CMADS
2013-06-21T10:40:00Z,NA,Notificação de Apensação,Apense-se a este(a) o(a) PL-5716/2013.,257161,NA,504,"Urgência (Art. 155, RICD)",52,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1100875,relatoria,NA,CMADS
2013-06-26T09:37:00Z,NA,Notificação de Apensação,Apensação do PL 5716/2013 a esta proposição.,257161,NA,504,"Urgência (Art. 155, RICD)",53,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,relatoria,NA,CMADS
2013-10-23T09:34:00Z,NA,Recebimento - Relator,"Apresentação do Parecer do Relator n. 3 CMADS, pelo Deputado Valdir Colatto (PMDB-SC).",257161,NA,501,"Urgência (Art. 155, RICD)",54,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1164518,relatoria,NA,CMADS
2013-10-23T09:34:00Z,NA,Parecer do Relator,"Parecer do Relator, Dep. Valdir Colatto (PMDB-SC), pela aprovação deste, do PL 3957/2004, do PL 5435/2005, do PL 5576/2005, do PL 1147/2007, do PL 2029/2007, do PL 358/2011, do PL 1700/2011, do PL 5716/2013, do PL 5918/2013, e do PL 2941/2011, apensados, com substitutivo.",257161,NA,322,"Urgência (Art. 155, RICD)",55,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1164518,discussao_deliberacao,NA,CMADS
2013-11-06T11:29:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento n. 493/2013, pelo Deputado Valdir Colatto (PMDB-SC), que: ""Requer a revisão do despacho aposto ao Projeto de Lei nº 3.729, de 2004, para que se inclua a Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural - CAPADR na análise de mérito"".",257161,NA,194,"Urgência (Art. 155, RICD)",56,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1176158,discussao_deliberacao,NA,CMADS
2013-11-27T10:00:00Z,NA,Aprovação de Requerimento,"Aprovado requerimento do Sr. Valdir Colatto que requer a revisão do despacho aposto ao Projeto de Lei nº 3.729, de 2004, para que se inclua a Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural - CAPADR na análise de mérito.",257161,NA,195,"Urgência (Art. 155, RICD)",57,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,discussao_deliberacao,NA,CMADS
2013-11-28T15:14:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento de Redistribuição n. 9153/2013, pela Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural, que: ""Requer a revisão do despacho aposto ao Projeto de Lei nº 3.729/2004, para que se inclua a Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural na análise de mérito"".",257161,924,194,"Urgência (Art. 155, RICD)",58,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1200606,discussao_deliberacao,requerimento_redistribuicao,CMADS
2013-12-04T00:00:00Z,NA,Designação de Relator,"Designado Relator, Dep. Penna (PV-SP)",257161,NA,320,"Urgência (Art. 155, RICD)",59,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,relatoria,NA,CMADS
2013-12-06T12:36:00Z,NA,Recebimento - Relator,"Apresentação do Parecer do Relator n. 4 CMADS, pelo Deputado Penna (PV-SP).",257161,NA,501,"Urgência (Art. 155, RICD)",60,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1207588,relatoria,NA,CMADS
2013-12-06T12:36:00Z,NA,Parecer do Relator,"Parecer do Relator, Dep. Penna (PV-SP), pela aprovação deste, do PL 3957/2004, do PL 5435/2005, do PL 1147/2007, do PL 358/2011, do PL 1700/2011, do PL 5716/2013, e do PL 5918/2013, apensados, com substitutivo, e pela rejeição do PL 5576/2005, do PL 2029/2007, e do PL 2941/2011, apensados.",257161,NA,322,"Urgência (Art. 155, RICD)",61,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1207588,discussao_deliberacao,NA,CMADS
2013-12-11T14:00:00Z,NA,Não Deliberado,Não Deliberado,257161,NA,1008,"Urgência (Art. 155, RICD)",62,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,discussao_deliberacao,NA,CMADS
2013-12-12T18:24:00Z,NA,Notificação de Apensação,Apense-se a este(a) o(a) PL-6908/2013.,257161,NA,504,"Urgência (Art. 155, RICD)",63,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1209266,discussao_deliberacao,NA,CMADS
2013-12-12T18:33:00Z,NA,Notificação de Apensação,Apense-se a este(a) o(a) PL-6908/2013.,257161,NA,504,"Urgência (Art. 155, RICD)",64,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1209266,discussao_deliberacao,NA,CMADS
2013-12-16T17:15:00Z,NA,Notificação de Apensação,Apensação do PL 6908/2013 a esta proposição.,257161,NA,504,"Urgência (Art. 155, RICD)",65,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,discussao_deliberacao,NA,CMADS
2013-12-17T00:00:00Z,NA,Devolução ao Relator,"Devolvido ao Relator, Dep. Penna (PV-SP), para complementar o parecer. ",257161,NA,170,"Urgência (Art. 155, RICD)",66,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,discussao_deliberacao,NA,CMADS
2013-12-17T15:06:00Z,NA,Recebimento - Relator,"Apresentação do Parecer do Relator, PRL 5 CMADS, pelo Dep. Penna",257161,NA,501,"Urgência (Art. 155, RICD)",67,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1214200,discussao_deliberacao,NA,CMADS
2013-12-17T15:06:00Z,NA,Parecer do Relator,"Parecer do Relator, Dep. Penna (PV-SP), pela aprovação deste, do PL 3957/2004, do PL 5435/2005, do PL 1147/2007, do PL 358/2011, do PL 1700/2011, do PL 5716/2013, do PL 6908/2013, e do PL 5918/2013, apensados, com substitutivo, e pela rejeição do PL 5576/2005, do PL 2029/2007, e do PL 2941/2011, apensados.",257161,NA,322,"Urgência (Art. 155, RICD)",68,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1214200,discussao_deliberacao,NA,CMADS
2013-12-17T15:08:00Z,NA,Recebimento - Relator,"Apresentação do Parecer do Relator, PRL 5 CMADS, pelo Dep. Penna",257161,NA,501,"Urgência (Art. 155, RICD)",69,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1214200,discussao_deliberacao,NA,CMADS
2013-12-17T15:08:00Z,NA,Parecer do Relator,"Parecer do Relator, Dep. Penna (PV-SP), pela aprovação deste, do PL 3957/2004, do PL 5435/2005, do PL 1147/2007, do PL 358/2011, do PL 1700/2011, do PL 5716/2013, do PL 6908/2013, e do PL 5918/2013, apensados, com substitutivo, e pela rejeição do PL 5576/2005, do PL 2029/2007, e do PL 2941/2011, apensados.",257161,NA,322,"Urgência (Art. 155, RICD)",70,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1214200,discussao_deliberacao,NA,CMADS
2013-12-20T00:00:00Z,NA,Distribuição ,Despacho a Confirmar.,257161,NA,110,"Urgência (Art. 155, RICD)",71,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1215599,discussao_deliberacao,NA,CMADS
2013-12-20T00:00:00Z,NA,Distribuição ,"Defiro o Requerimento n. 9.153/2013, nos termos do art. 141 do Regimento Interno da Câmara dos Deputados. Revejo o despacho inicial aposto ao Projeto de Lei n. 3.729/2004 para incluir o exame de mérito pela Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural. Esclareço que, para os fins do art. 191, III, do Regimento Interno da Câmara dos Deputados, prevalecerá a ordem de distribuição prevista neste despacho. Publique-se. Oficie-se.

[ATUALIZAÇÃO DO DESPACHO DO PL n. 3.729/2004: À CAPADR, à CMADS, à CFT (mérito e art. 54 do RICD) e à CCJC (art. 54 do RICD). Proposição sujeita à apreciação do Plenário. Regime de tramitação: prioridade.]",257161,NA,110,"Urgência (Art. 155, RICD)",74,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1215599,discussao_deliberacao,NA,CMADS
2013-12-20T10:52:00Z,NA,Encaminhamento,Despacho Chancelado,257161,NA,180,"Urgência (Art. 155, RICD)",72,SGMGAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/100045,NA,discussao_deliberacao,NA,CMADS
2013-12-20T10:52:00Z,NA,Notificações,Notificação à Sinopse de Despacho Chancelado,257161,NA,1005,"Urgência (Art. 155, RICD)",73,SGMGAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/100045,NA,discussao_deliberacao,NA,CMADS
2013-12-20T10:52:00Z,NA,Publicação de Proposição,Encaminhamento de Despacho de Distribuição à CCP para publicação.,257161,NA,604,"Urgência (Art. 155, RICD)",75,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA,discussao_deliberacao,NA,CMADS
2013-12-30T00:00:00Z,NA,Notificações,"À CMADS, memorando n° 268/2013 - COPER, solicitando a devolução deste. ",257161,NA,1005,"Urgência (Art. 155, RICD)",76,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1215974,discussao_deliberacao,NA,CMADS
2014-01-06T00:00:00Z,NA,Devolução à CCP,Devolução à CCP.,257161,NA,1010,"Urgência (Art. 155, RICD)",77,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,discussao_deliberacao,NA,CMADS
