data_hora,descricao_situacao,descricao_tramitacao,despacho,id_prop,id_situacao,id_tipo_tramitacao,regime,sequencia,sigla_orgao,uri_orgao,url,fase,evento,local
2004-06-08T00:00:00Z,Pronta para Pauta,Apresentação de Proposição,Apresentação do Projeto de Lei pelo Dep. Luciano Zica e outros,257161,924,100,"Urgência (Art. 155, RICD)",1,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=225810,iniciativa,NA,CD-MESA-PLEN
2004-06-14T00:00:00Z,NA,Recebimento,Recebimento pela SECAP(SGM).,257161,NA,500,"Urgência (Art. 155, RICD)",2,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,NA,iniciativa,NA,SECAP(SGM)
2004-06-14T00:00:00Z,NA,Notificação (CeDi) - Legislação Citada,Encaminhado  à CEDI (Legislação Citada),257161,NA,1004,"Urgência (Art. 155, RICD)",4,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,NA,iniciativa,NA,SECAP(SGM)
2004-06-14T09:07:00Z,NA,Notificação (Sinopse) - Revisão da Ementa / Indexação,"Encaminhado  à SINOPSE (Revisão da Ementa, Explicação da Ementa e Indexação)",257161,NA,1003,"Urgência (Art. 155, RICD)",3,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,NA,iniciativa,NA,SECAP(SGM)
2004-06-17T18:46:00Z,NA,Distribuição ,Despacho a confirmar,257161,NA,110,"Urgência (Art. 155, RICD)",5,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=228827,iniciativa,NA,SECAP(SGM)
2004-06-18T00:00:00Z,NA,Encaminhamento,Encaminhado à CCP.,257161,NA,180,"Urgência (Art. 155, RICD)",8,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA,iniciativa,NA,SECAP(SGM)
2004-06-18T00:00:00Z,NA,Publicação de Proposição,Encaminhamento de Despacho de Distribuição à CCP para publicação.,257161,NA,604,"Urgência (Art. 155, RICD)",9,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA,iniciativa,NA,SECAP(SGM)
2004-06-18T15:33:00Z,NA,Encaminhamento,Despacho Chancelado,257161,NA,180,"Urgência (Art. 155, RICD)",6,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,NA,iniciativa,NA,SECAP(SGM)
2004-06-18T16:08:00Z,NA,Distribuição ,"Às Comissões de Meio Ambiente e Desenvolvimento Sustentável; Finanças e Tributação (Mérito e Art. 54, RICD)  e Constituição e Justiça e de Cidadania
",257161,NA,110,"Urgência (Art. 155, RICD)",7,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=228827,iniciativa,NA,SECAP(SGM)
2004-06-18T16:08:00Z,NA,Encaminhamento,Encaminhado através do Protocolo nº 199,257161,NA,180,"Urgência (Art. 155, RICD)",11,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,NA,iniciativa,NA,SECAP(SGM)
2004-06-18T16:10:00Z,NA,Notificação - Pasta genérica,Encaminhado  à SINOPSE (Despacho Chancelado),257161,NA,1002,"Urgência (Art. 155, RICD)",10,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,NA,iniciativa,NA,SECAP(SGM)
2004-06-18T16:41:00Z,NA,Recebimento,Recebimento pela CCP.,257161,NA,500,"Urgência (Art. 155, RICD)",12,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,iniciativa,NA,CCP
2004-06-21T00:00:00Z,NA,Publicação de Proposição,Encaminhada à publicação. Publicação Inicial no DCD de 22/06/2004 PAG 29199 COL. 02.,257161,NA,604,"Urgência (Art. 155, RICD)",13,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=273342,iniciativa,NA,CCP
2004-06-22T00:00:00Z,NA,Encaminhamento,Encaminhado à CMADS.,257161,NA,180,"Urgência (Art. 155, RICD)",14,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,iniciativa,NA,CCP
2004-06-22T14:57:00Z,NA,Recebimento,Recebimento pela CMADS.,257161,NA,500,"Urgência (Art. 155, RICD)",15,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,iniciativa,NA,CMADS
