legislatura,id_entidade,id_entidade_parlametria,casa,nome,sexo,partido,uf,situacao,em_exercicio,is_parlamentar
51,73764,173764,camara,Abelardo Lupion,M,DEM,PR,Titular,0,1
51,73886,173886,camara,Adão Pretto,M,PT,RS,Titular,0,1
51,74328,174328,camara,Adauto Pereira,M,PFL,PB,Titular,0,1
51,74524,174524,camara,Adelson Ribeiro,M,PSC,SE,Suplente,0,1
51,74645,174645,camara,Ademir Lucas,M,PSDB,MG,Titular,0,1
51,74450,174450,camara,Adolfo Marinho,M,PSDB,CE,Titular,0,1
51,73996,173996,camara,Adroaldo Streck,M,PSDB,RS,Suplente,0,1
51,74646,174646,camara,Aécio Neves,M,PSDB,MG,Titular,1,1
51,73765,173765,camara,Affonso Camargo,M,PSDB,PR,Titular,0,1
51,74358,174358,camara,Agnaldo Muniz,M,PSC,RO,Suplente,0,1
51,73654,173654,camara,Agnelo Queiroz,M,PCdoB,DF,Titular,0,1
51,74340,174340,camara,Airton Cascavel,M,PPS,RR,Titular,0,1
51,73888,173888,camara,Airton Dipp,M,PDT,RS,Titular,1,1
51,73457,173457,camara,Airton Roveda,M,PR,PR,Suplente,0,1
51,74440,174440,camara,Albérico Cordeiro,M,PTB,AL,Titular,0,1
51,74018,174018,camara,Albérico Filho,M,PMDB,MA,Suplente,0,1
51,73579,173579,camara,Alberto Fraga,M,DEM,DF,Titular,0,1
51,73427,173427,camara,Alberto Goldman,M,PSDB,SP,Titular,0,1
51,74696,174696,camara,Alberto Mourão,M,PSDB,SP,Suplente,0,1
51,73979,173979,camara,Alceste Almeida,M,PTB,RR,Titular,0,1
51,73477,173477,camara,Alceu Collares,M,PDT,RS,Titular,0,1
51,74014,174014,camara,Alcione Athayde,F,PSB,RJ,Suplente,0,1
51,74828,174828,camara,Aldir Cabral,M,PFL,RJ,Suplente,0,1
51,73662,173662,camara,Aldo Arantes,M,PCdoB,GO,Suplente,0,1
51,73428,173428,camara,Aldo Rebelo,M,PCdoB,SP,Titular,0,1
51,73458,173458,camara,Alex Canziani,M,PTB,PR,Titular,0,1
51,74829,174829,camara,Alexandre Cardoso,M,PSB,RJ,Titular,0,1
51,74830,174830,camara,Alexandre Santos,M,PMDB,RJ,Titular,0,1
51,74451,174451,camara,Almeida De Jesus,M,PR,CE,Titular,0,1
51,74675,174675,camara,Almerinda De Carvalho,F,PMDB,RJ,Titular,0,1
51,74341,174341,camara,Sá,M,PR,RR,Efetivado,0,1
51,74697,174697,camara,Aloizio Mercadante,M,PT,SP,Titular,0,1
51,73581,173581,camara,Aloízio Santos,M,PSDB,ES,Suplente,0,1
51,73430,173430,camara,Aloysio Nunes Ferreira,M,PSDB,SP,Titular,0,1
51,74404,174404,camara,Alvaro Gaudencio Neto,M,PFL,PB,Suplente,0,1
51,74248,174248,camara,Ana Catarina,F,PMDB,RN,Titular,0,1
51,73686,173686,camara,Ana Corso,F,PT,RS,Suplente,0,1
51,74698,174698,camara,André Benassi,M,PSDB,SP,Titular,0,1
51,74471,174471,camara,André De Paula,M,PSD,PE,Titular,1,1
51,74699,174699,camara,Angela Guadagnin,F,PT,SP,Titular,0,1
51,74212,174212,camara,Aníbal Gomes,M,DEM,CE,Suplente,0,1
51,74072,174072,camara,Anivaldo Vale,M,PSDB,PA,Titular,0,1
51,74452,174452,camara,Antonio Cambraia,M,PSDB,CE,Titular,0,1
51,73492,173492,camara,Antonio Carlos Biscaia,M,PT,RJ,Suplente,0,1
51,73468,173468,camara,Antônio Carlos Konder Reis,M,PFL,SC,Titular,0,1
51,73584,173584,camara,Antonio Carlos Mendes Thame,M,PV,SP,Efetivado,0,1
51,73431,173431,camara,Antonio Carlos Pannunzio,M,PSDB,SP,Titular,0,1
51,73817,173817,camara,Antonio Cruz,M,PP**,MS,Titular,0,1
51,74647,174647,camara,Antônio Do Valle,M,PMDB,MG,Titular,0,1
51,73987,173987,camara,Antonio Feijão,M,PTC,AP,Suplente,0,1
51,74415,174415,camara,Antônio Geraldo,M,PFL,PE,Titular,0,1
51,73646,173646,camara,Antônio Joaquim,M,PSDB,MT,Titular,0,1
51,74194,174194,camara,Antonio Joaquim,M,PSDB,MA,Titular,0,1
51,74186,174186,camara,Antônio Jorge,M,PTB,TO,Titular,0,1
51,73589,173589,camara,Antônio José Mota,M,PMDB,CE,Suplente,0,1
51,73432,173432,camara,Antonio Kandir,M,PSDB,SP,Titular,0,1
51,74701,174701,camara,Antonio Palocci,M,PT,SP,Titular,0,1
51,74648,174648,camara,Aracely De Paula,M,PR,MG,Titular,0,1
51,74103,174103,camara,Ariosto Holanda,M,PDT,CE,Suplente,0,1
51,73681,173681,camara,Ariston Andrade,M,PFL,BA,Titular,0,1
51,73433,173433,camara,Arlindo Chinaglia,M,PT,SP,Titular,1,1
51,74217,174217,camara,Arlindo Vargas,M,PTB,RS,Suplente,0,1
51,74405,174405,camara,Armando Abílio,M,PTB,PB,Suplente,0,1
51,74472,174472,camara,Armando Monteiro,M,PTB,PE,Titular,0,1
51,73434,173434,camara,Arnaldo Faria De Sá,M,PP,SP,Titular,0,1
51,73993,173993,camara,Arnaldo Madeira,M,PSDB,SP,Titular,0,1
51,74291,174291,camara,Arnon Bezerra,M,PTB,CE,Titular,0,1
51,74833,174833,camara,Arolde De Oliveira,M,PSD,RJ,Titular,0,1
51,74534,174534,camara,Aroldo Cedraz,M,PFL,BA,Titular,0,1
51,74089,174089,camara,Arthur Virgílio,M,PSDB,AM,Titular,0,1
51,73683,173683,camara,Ary Vanazzi,M,PT,RS,Titular,0,1
51,73435,173435,camara,Ary Kara,M,PTB,SP,Efetivado,0,1
51,74222,174222,camara,Asdrubal Bentes,M,PMDB,PA,Titular,0,1
51,74090,174090,camara,Átila Lins,M,PP,AM,Titular,1,1
51,74459,174459,camara,Átila Lira,M,PP,PI,Titular,1,1
51,74441,174441,camara,Augusto Farias,M,PTB,AL,Efetivado,0,1
51,74561,174561,camara,Augusto Franco,M,PSDB,SE,Titular,0,1
51,73889,173889,camara,Augusto Nardes,M,PP**,RS,Titular,0,1
51,74465,174465,camara,Avenzoar Arruda,M,PT,PB,Titular,0,1
51,74024,174024,camara,Ayrton Xerez,M,DEM,RJ,Suplente,0,1
51,74312,174312,camara,B. Sá,M,PSB,PI,Suplente,0,1
51,74349,174349,camara,Babá,M,PSOL,PA,Titular,0,1
51,74342,174342,camara,Badu Picanço,M,PR,AP,Efetivado,0,1
51,73663,173663,camara,Barbosa Neto,M,PSB,GO,Titular,0,1
51,73767,173767,camara,Basílio Villani,M,PSDB,PR,Titular,0,1
51,74814,174814,camara,Ben-Hur Ferreira,M,PT,MS,Titular,0,1
51,74535,174535,camara,Benito Gama,M,PTB,BA,Titular,0,1
51,73478,173478,camara,Beto Albuquerque,M,PSB,RS,Titular,0,1
51,74676,174676,camara,Carlos Rodrigues,M,PL*,RJ,Titular,0,1
51,74702,174702,camara,Wanderval Santos,M,PR,SP,Titular,0,1
51,74650,174650,camara,Bonifácio De Andrada,M,DEM,MG,Titular,0,1
51,74577,174577,camara,Cabo Júlio,M,PMDB,MG,Titular,0,1
51,73479,173479,camara,Caio Riela,M,PTB,RS,Titular,0,1
51,74834,174834,camara,Candinho Mattos,M,PSDB,RJ,Titular,0,1
51,73469,173469,camara,Carlito Merss,M,PT,SC,Titular,0,1
51,74321,174321,camara,Betinho Rosado,M,PP**,RN,Titular,0,1
51,74473,174473,camara,Carlos Batata,M,PFL,PE,Efetivado,0,1
51,73583,173583,camara,Carlos Cury,M,PPB,RO,Suplente,0,1
51,74466,174466,camara,Carlos Dunga,M,PTB,PB,Titular,0,1
51,74474,174474,camara,Carlos Eduardo Cadoca,M,PDT,PE,Suplente,0,1
51,74651,174651,camara,Carlos Melles,M,DEM,MG,Titular,0,1
51,74652,174652,camara,Carlos Mosconi,M,PSDB,MG,Titular,0,1
51,73825,173825,camara,Carlos Nader,M,PR,RJ,Efetivado,0,1
51,74835,174835,camara,Carlos Santana,M,PT,RJ,Titular,0,1
51,74799,174799,camara,Celcita Pinheiro,F,DEM,MT,Suplente,0,1
51,74703,174703,camara,Celso Giglio,M,PTB,SP,Titular,0,1
51,73568,173568,camara,Celso Jacob,M,MDB,RJ,Efetivado,0,1
51,73441,173441,camara,Celso Russomanno,M,REPUBLICANOS,SP,Titular,1,1
51,74195,174195,camara,César Bandeira,M,S.PART.,MA,Titular,0,1
51,73480,173480,camara,Cezar Schirmer,M,PMDB,RS,Suplente,0,1
51,74000,174000,camara,Chico Da Princesa,M,PR,PR,Titular,0,1
51,73595,173595,camara,Chico Sardelli,M,PV,SP,Suplente,0,1
51,74453,174453,camara,Chiquinho Feitosa,M,PSDB,CE,Titular,0,1
51,74313,174313,camara,Ciro Nogueira,M,PP**,PI,Titular,0,1
51,74537,174537,camara,Claudio Cajado,M,PP,BA,Titular,1,1
51,74475,174475,camara,Clementino Coelho,M,PPS,PE,Titular,0,1
51,74527,174527,camara,Cleonâncio Fonseca,M,PP**,SE,Titular,0,1
51,74578,174578,camara,Cleuber Carneiro,M,PTB,MG,Suplente,0,1
51,73689,173689,camara,Clovis Ilgenfritz,M,PT,RS,Suplente,0,1
51,73833,173833,camara,Clovis Queiroz,M,PFL,AC,Titular,0,1
51,73585,173585,camara,Clovis Volpi,M,PV,SP,Suplente,0,1
51,74097,174097,camara,Confúcio Moura,M,PMDB,RO,Titular,0,1
51,73442,173442,camara,Corauci Sobrinho,M,PFL,SP,Titular,0,1
51,74538,174538,camara,Coriolano Sales,M,PFL,BA,Titular,0,1
51,74677,174677,camara,Cornélio Ribeiro,M,PL*,RJ,Titular,0,1
51,74678,174678,camara,Coronel Garcia,M,PSDB,RJ,Titular,0,1
51,74016,174016,camara,Costa Ferreira,M,PSC,MA,Suplente,0,1
51,73832,173832,camara,Crescêncio Pereira Jr.,M,PFL,CE,Suplente,0,1
51,73443,173443,camara,Cunha Bueno,M,PPB,SP,Titular,0,1
51,74579,174579,camara,Custódio Mattos,M,PSDB,MG,Titular,0,1
51,74467,174467,camara,Damião Feliciano,M,PDT,PB,Titular,1,1
51,74654,174654,camara,Danilo De Castro,M,PSDB,MG,Titular,0,1
51,74187,174187,camara,Darci Coelho,M,PP**,TO,Titular,0,1
51,73891,173891,camara,Darcísio Perondi,M,MDB,RS,Suplente,0,1
51,73554,173554,camara,De Velasco,M,PSL,SP,Titular,0,1
51,73445,173445,camara,Delfim Netto,M,PMDB,SP,Titular,0,1
51,74347,174347,camara,Deusdeth Pantoja,M,PFL,PA,Titular,0,1
51,73768,173768,camara,Dilceu Sperafico,M,PP,PR,Titular,0,1
51,74679,174679,camara,Dino Fernandes,M,PPB,RJ,Titular,0,1
51,73685,173685,camara,Divaldo Suruagy,M,PST,AL,Titular,0,1
51,74476,174476,camara,Djalma Paes,M,PSB,PE,Titular,0,1
51,74188,174188,camara,Dolores Nunes,F,PMDB,TO,Suplente,0,1
51,74468,174468,camara,Domiciano Cabral,M,PSDB,PB,Titular,0,1
51,74343,174343,camara,Dr. Benedito Dias,M,PP**,AP,Titular,0,1
51,74705,174705,camara,Dr. Evilásio,M,PSB,SP,Titular,0,1
51,73828,173828,camara,Dr. Gomes,M,PFL,AM,Suplente,0,1
51,74680,174680,camara,Dr. Heleno,M,PSC,RJ,Titular,0,1
51,74779,174779,camara,Dr. Hélio,M,PDT,SP,Titular,0,1
51,73459,173459,camara,Dr. Rosinha,M,PT,PR,Titular,0,1
51,73446,173446,camara,Duilio Pisaneschi,M,PTB,SP,Titular,0,1
51,74682,174682,camara,Eber Silva,M,PST,RJ,Titular,0,1
51,73447,173447,camara,Edinho Araújo,M,MDB,SP,Titular,0,1
51,73793,173793,camara,Edinho Bez,M,MDB,SC,Suplente,0,1
51,73599,173599,camara,Edir Oliveira,M,PTB,RS,Suplente,0,1
51,73794,173794,camara,Edison Andrino,M,PMDB,SC,Suplente,0,1
51,74580,174580,camara,Edmar Moreira,M,PTB,MG,Suplente,0,1
51,73827,173827,camara,Edmundo Galdino,M,PDT,TO,Suplente,0,1
51,74655,174655,camara,Eduardo Barbosa,M,PSDB,MG,Titular,1,1
51,74416,174416,camara,Eduardo Campos,M,PSB,PE,Titular,0,1
51,73448,173448,camara,Eduardo Jorge,M,PT,SP,Titular,0,1
51,74683,174683,camara,Eduardo Paes,M,PSDB,RJ,Titular,0,1
51,74344,174344,camara,Eduardo Seabra,M,PTB,AP,Titular,0,1
51,74407,174407,camara,Efraim Morais,M,PFL,PB,Titular,0,1
51,74075,174075,camara,Elcione Barbalho,F,MDB,PA,Titular,1,1
51,74656,174656,camara,Elias Murad,M,PSDB,MG,Suplente,0,1
51,74198,174198,camara,Eliseu Moura,M,PP*,MA,Suplente,0,1
51,74657,174657,camara,Eliseu Resende,M,PFL,MG,Titular,0,1
51,73980,173980,camara,Elton Rohnelt,M,PFL,RR,Titular,0,1
51,74704,174704,camara,Emerson Kapaz,M,PPS,SP,Titular,0,1
51,73470,173470,camara,Eni Voltolini,M,PRB,SC,Titular,1,1
51,73893,173893,camara,Enio Bacci,M,PDT,RS,Titular,0,1
51,74408,174408,camara,Enivaldo Ribeiro,M,PP**,PB,Titular,0,1
51,74540,174540,camara,Eraldo Tinoco,M,PFL,BA,Titular,0,1
51,73894,173894,camara,Esther Grossi,F,PT,RS,Titular,0,1
51,74541,174541,camara,Eujácio Simões,M,PL*,BA,Titular,0,1
51,74807,174807,camara,Euler Morais,M,PMDB,GO,Titular,0,1
51,74091,174091,camara,Euler Ribeiro,M,PFL,AM,Suplente,0,1
51,74454,174454,camara,Eunício Oliveira,M,PMDB,CE,Titular,0,1
51,74840,174840,camara,Eurico Miranda,M,PPB,RJ,Titular,0,1
51,74099,174099,camara,Euripedes Miranda,M,PT,RO,Suplente,0,1
51,74345,174345,camara,Evandro Milhomen,M,PCdoB,AP,Titular,0,1
51,74100,174100,camara,Expedito Júnior,M,PSDB,RO,Titular,0,1
51,73895,173895,camara,Ezidio Pinheiro,M,PSB,RS,Titular,0,1
51,74065,174065,camara,Fátima Pelaes,F,MDB,AP,Suplente,0,1
51,74542,174542,camara,Félix Mendonça,M,DEM,BA,Titular,0,1
51,73471,173471,camara,Fernando Coruja,M,PPS,SC,Titular,0,1
51,74658,174658,camara,Fernando Diniz,M,PMDB,MG,Titular,0,1
51,74417,174417,camara,Fernando Ferro,M,PT,PE,Titular,0,1
51,74841,174841,camara,Fernando Gabeira,M,PV,RJ,Titular,0,1
51,74842,174842,camara,Fernando Gonçalves,M,PTB,RJ,Suplente,0,1
51,74843,174843,camara,Fernando Lopes,M,PMDB,RJ,Suplente,0,1
51,73481,173481,camara,Fernando Marroni,M,PT,RS,Suplente,0,1
51,73451,173451,camara,Fernando Zuppo,M,PSDC,SP,Titular,0,1
51,73896,173896,camara,Fetter Junior,M,PPB,RS,Titular,1,1
51,74771,174771,camara,Feu Rosa,M,PP**,ES,Titular,0,1
51,73990,173990,camara,Fioravante,M,PT,RS,Titular,0,1
51,73771,173771,camara,Flávio Arns,M,PT,PR,Titular,0,1
51,73758,173758,camara,Flávio Derzi,M,PMDB,MS,Titular,0,1
51,74199,174199,camara,Francisco Coelho,M,PFL,MA,Titular,1,1
51,74844,174844,camara,Francisco Dornelles,M,PP**,RJ,Titular,0,1
51,74355,174355,camara,Francisco Garcia,M,PP**,AM,Titular,0,1
51,73981,173981,camara,Francisco Rodrigues,M,DEM,RR,Titular,0,1
51,74845,174845,camara,Francisco Silva,M,PST,RJ,Titular,0,1
51,73597,173597,camara,Francisco Sousa,M,PDT,MA,Suplente,0,1
51,74565,174565,camara,Francistônio Pinto,M,PFL,BA,Titular,0,1
51,73452,173452,camara,Franco Montoro,M,PSDB,SP,Titular,0,1
51,74189,174189,camara,Freire Júnior,M,MDB,TO,Suplente,0,1
51,74200,174200,camara,Gastão Vieira,M,PROS,MA,Suplente,1,1
51,74544,174544,camara,Geddel Vieira Lima,M,PMDB,BA,Titular,0,1
51,74659,174659,camara,Genésio Bernardino,M,PMDB,MG,Suplente,0,1
51,74808,174808,camara,Geovan Freitas,M,PMDB,GO,Titular,0,1
51,74802,174802,camara,Magela,M,PT,DF,Titular,0,1
51,74566,174566,camara,Geraldo Simões,M,PT,BA,Titular,0,1
51,73897,173897,camara,Germano Rigotto,M,PMDB,RS,Titular,0,1
51,74567,174567,camara,Gerson Gabrielli,M,PFL,BA,Titular,0,1
51,74076,174076,camara,Gerson Peres,M,PP**,PA,Titular,0,1
51,73472,173472,camara,Gervásio Silva,M,PSDB,SC,Titular,0,1
51,72553,172553,camara,Gessivaldo Isaias,M,PMDB,PI,Suplente,0,1
51,73917,173917,camara,Gilberto Capoani,M,PMDB,RS,Titular,0,1
51,74778,174778,camara,Gilberto Kassab,M,PFL,SP,Titular,0,1
51,74581,174581,camara,Gilmar Machado,M,PT,MG,Titular,0,1
51,74077,174077,camara,Giovanni Queiroz,M,PDT,PA,Efetivado,0,1
51,74558,174558,camara,Givaldo Carimbão,M,AVANTE,AL,Titular,0,1
51,74582,174582,camara,Glycon Terra Pinto,M,PMDB,MG,Titular,0,1
51,74419,174419,camara,Gonzaga Patriota,M,PSB,PE,Titular,1,1
51,73913,173913,camara,Guilherme Melo,M,PPB,PI,Suplente,0,1
51,73460,173460,camara,Gustavo Fruet,M,PDT,PR,Titular,1,1
51,73691,173691,camara,Haroldo Bezerra,M,PSDB,PA,Suplente,0,1
51,74545,174545,camara,Haroldo Lima,M,PCdoB,BA,Titular,0,1
51,73582,173582,camara,Helenildo Ribeiro,M,PSDB,AL,Titular,0,1
51,74583,174583,camara,Hélio Costa,M,PMDB,MG,Titular,0,1
51,74324,174324,camara,Henrique Eduardo Alves,M,PMDB,RN,Titular,0,1
51,73482,173482,camara,Henrique Fontana,M,PT,RS,Titular,1,1
51,97707,197707,camara,Heráclito Fortes,M,DEM,PI,Titular,0,1
51,74660,174660,camara,Herculano Anghinetti,M,PP**,MG,Titular,0,1
51,73772,173772,camara,Hermes Parcianello,M,MDB,PR,Titular,1,1
51,74361,174361,camara,Hildebrando Pascoal,M,S.PART.,AC,Titular,0,1
51,73795,173795,camara,Hugo Biehl,M,PPB,SC,Titular,0,1
51,74780,174780,camara,Iara Bernardi,F,PT,SP,Efetivado,0,1
51,74325,174325,camara,Iberê Ferreira,M,PSB,RN,Titular,0,1
51,74663,174663,camara,Ibrahim Abi-Ackel,M,PP**,MG,Suplente,0,1
51,74684,174684,camara,Iédio Rosa,M,PFL,RJ,Titular,0,1
51,74443,174443,camara,Igor Avelino,M,PMDB,TO,Titular,0,1
51,74362,174362,camara,Ildefonço Cordeiro,M,PSDB,AC,Titular,0,1
51,74295,174295,camara,Inácio Arruda,M,PCdoB,CE,Titular,0,1
51,74469,174469,camara,Inaldo Leitão,M,PR,PB,Suplente,0,1
51,74421,174421,camara,Inocêncio Oliveira,M,PR,PE,Titular,0,1
51,73461,173461,camara,Íris Simões,M,PR,PR,Suplente,0,1
51,74846,174846,camara,Itamar Serpa,M,PSDB,RJ,Efetivado,0,1
51,74562,174562,camara,Ivan Paixão,M,PPS,SE,Suplente,0,1
51,73531,173531,camara,Ivan Valente,M,PSOL,SP,Titular,1,1
51,73570,173570,camara,Ivanio Guerra,M,PFL,PR,Suplente,0,1
51,74001,174001,camara,Jaime Fernandes,M,PFL,BA,Titular,0,1
51,74665,174665,camara,Jaime Martins,M,PROS,MG,Titular,0,1
51,74847,174847,camara,Jair Bolsonaro,M,PSL,RJ,Titular,0,1
51,73532,173532,camara,Jair Meneguelli,M,PT,SP,Titular,1,1
51,74546,174546,camara,Jairo Azi,M,PFL,BA,Titular,0,1
51,74547,174547,camara,Jairo Carneiro,M,PP**,BA,Suplente,0,1
51,74848,174848,camara,Jandira Feghali,F,PCdoB,RJ,Titular,1,1
51,74548,174548,camara,Jaques Wagner,M,PT,BA,Titular,0,1
51,73900,173900,camara,Jarbas Lima,M,PPB,RS,Suplente,0,1
51,73918,173918,camara,Javier Alfaya,M,PCdoB,BA,Suplente,0,1
51,74549,174549,camara,João Almeida,M,PSDB,BA,Titular,0,1
51,73919,173919,camara,João Barros,M,PDT,MG,Titular,0,1
51,74559,174559,camara,João Caldas,M,SD,AL,Suplente,0,1
51,74131,174131,camara,João Carlos Bacelar,M,PR,BA,Efetivado,0,1
51,74445,174445,camara,João Castelo,M,PSDB,MA,Titular,0,1
51,74422,174422,camara,João Colaço,M,PSDB,PE,Titular,0,1
51,74772,174772,camara,João Coser,M,PT,ES,Titular,0,1
51,73682,173682,camara,João Dado,M,SD,SP,Titular,0,1
51,74667,174667,camara,João Fassarella,M,PT,MG,Titular,0,1
51,73454,173454,camara,João Grandão,M,PT,MS,Titular,0,1
51,74316,174316,camara,João Henrique,M,PMDB,PI,Titular,0,1
51,74781,174781,camara,João Herrmann,M,PDT,SP,Efetivado,0,1
51,74550,174550,camara,João Leão,M,PP**,BA,Titular,0,1
51,74120,174120,camara,João Magalhães,M,PMDB,MG,Titular,0,1
51,73572,173572,camara,João Magno,M,PT,MG,Titular,0,1
51,73873,173873,camara,João Matos,M,PMDB,SC,Titular,0,1
51,74849,174849,camara,João Mendes,M,PFL,RJ,Titular,0,1
51,73534,173534,camara,João Paulo Cunha,M,PT,SP,Titular,0,1
51,73874,173874,camara,João Pizzolatti,M,PP**,SC,Titular,0,1
51,74190,174190,camara,João Ribeiro,M,PFL,TO,Titular,0,1
51,74685,174685,camara,João Sampaio,M,PDT,RJ,Titular,0,1
51,74240,174240,camara,João Tota,M,PP**,AC,Efetivado,0,1
51,73590,173590,camara,Joaquim Brito,M,PT,AL,Suplente,0,1
51,74477,174477,camara,Joaquim Francisco,M,PFL,PE,Titular,0,1
51,73575,173575,camara,Joel De Hollanda,M,PFL,PE,Efetivado,0,1
51,73658,173658,camara,Jofran Frejat,M,PR,DF,Titular,0,1
51,74568,174568,camara,Jonival Lucas Junior,M,PTB,BA,Titular,0,1
51,74563,174563,camara,Jorge Alberto,M,PMDB,SE,Efetivado,0,1
51,74686,174686,camara,Jorge Bittar,M,PT,RJ,Titular,0,1
51,74350,174350,camara,Jorge Costa,M,PMDB,PA,Titular,0,1
51,74552,174552,camara,Jorge Khoury,M,DEM,BA,Titular,0,1
51,73569,173569,camara,Jorge Pinheiro,M,PRB,GO,Suplente,0,1
51,73535,173535,camara,Jorge Tadeu Mudalen,M,DEM,SP,Titular,0,1
51,74850,174850,camara,Jorge Wilson,M,PSDB,RJ,Titular,0,1
51,73587,173587,camara,José Aleksandro,M,PSL,AC,Titular,0,1
51,73536,173536,camara,José Aníbal,M,PSDB,SP,Titular,0,1
51,74446,174446,camara,José Antonio Almeida,M,PSB,MA,Titular,0,1
51,73775,173775,camara,José Borba,M,PMDB,PR,Titular,0,1
51,74553,174553,camara,José Carlos Aleluia,M,DEM,BA,Titular,0,1
51,74851,174851,camara,José Carlos Coutinho,M,PFL,RJ,Titular,0,1
51,74671,174671,camara,José Carlos Elias,M,PTB,ES,Titular,0,1
51,74670,174670,camara,José Carlos Fonseca Jr.,M,PFL,ES,Titular,0,1
51,73462,173462,camara,José Carlos Martinez,M,PTB,PR,Titular,0,1
51,73875,173875,camara,José Carlos Vieira,M,PSD,SC,Suplente,0,1
51,74423,174423,camara,José Chaves,M,PTB,PE,Titular,0,1
51,73538,173538,camara,José Coimbra,M,PTB,SP,Suplente,0,1
51,73539,173539,camara,José De Abreu,M,PTN,SP,Titular,0,1
51,74782,174782,camara,José Dirceu,M,PT,SP,Titular,0,1
51,74853,174853,camara,José Egydio,M,PFL,RJ,Suplente,0,1
51,73540,173540,camara,José Genoíno,M,PT,SP,Suplente,0,1
51,73776,173776,camara,José Janene,M,PP**,PR,Titular,0,1
51,74297,174297,camara,José Linhares,M,PP**,CE,Titular,0,1
51,74125,174125,camara,José Lourenço,M,PMDB,BA,Titular,0,1
51,74412,174412,camara,José Luiz Clerot,M,PMDB,PB,Suplente,0,1
51,73541,173541,camara,José Machado,M,PT,SP,Titular,0,1
51,73600,173600,camara,José Magalhães,M,PMDB,MT,Suplente,0,1
51,74093,174093,camara,José Melo,M,PFL,AM,Titular,0,1
51,74425,174425,camara,José Mendonça Bezerra,M,DEM,PE,Titular,0,1
51,74584,174584,camara,José Militão,M,PTB,MG,Titular,0,1
51,74426,174426,camara,José Múcio Monteiro,M,PTB,PE,Titular,0,1
51,74298,174298,camara,José Pimentel,M,PT,CE,Titular,0,1
51,74079,174079,camara,José Priante,M,MDB,PA,Titular,1,1
51,74740,174740,camara,José Rezende,M,PPB,MG,Suplente,0,1
51,74794,174794,camara,José Roberto Batochio,M,PDT,SP,Titular,0,1
51,74554,174554,camara,José Rocha,M,PL,BA,Titular,1,1
51,74569,174569,camara,José Ronaldo,M,PFL,BA,Titular,0,1
51,74741,174741,camara,José Santana De Vasconcellos,M,PR,MG,Titular,0,1
51,74529,174529,camara,José Teles,M,PSDB,SE,Titular,0,1
51,74520,174520,camara,José Thomaz Nonô,M,PFL,AL,Titular,0,1
51,74351,174351,camara,Josué Bengtson,M,PTB,PA,Titular,0,1
51,73666,173666,camara,Jovair Arantes,M,PTB,GO,Titular,0,1
51,73586,173586,camara,Júlio Delgado,M,PSB,MG,Titular,1,1
51,73994,173994,camara,Júlio Redecker,M,PSDB,RS,Titular,0,1
51,74783,174783,camara,Julio Semeghini,M,PSDB,SP,Titular,0,1
51,74809,174809,camara,Juquinha,M,PL*,GO,Titular,0,1
51,74346,174346,camara,Jurandil Juarez,M,PMDB,AP,Titular,0,1
51,73916,173916,camara,Justiniano Pedroso,M,PMDB,SC,Suplente,0,1
51,74570,174570,camara,Jutahy Junior,M,PSDB,BA,Titular,0,1
51,73592,173592,camara,Kátia Abreu,F,PFL,TO,Titular,0,1
51,73688,173688,camara,Kincas Mattos,M,PSB,SP,Suplente,0,1
51,74742,174742,camara,Lael Varella,M,DEM,MG,Titular,0,1
51,74326,174326,camara,Laíre Rosado,M,PMDB,RN,Titular,0,1
51,74134,174134,camara,Lamartine Posella,M,PMDB,SP,Titular,0,1
51,74856,174856,camara,Laura Carneiro,F,DEM,RJ,Efetivado,0,1
51,74463,174463,camara,Lavoisier Maia,M,PSB,RN,Efetivado,0,1
51,74455,174455,camara,Leo Alcântara,M,PR,CE,Titular,0,1
51,73473,173473,camara,Leodegar Tiscoski,M,PP**,SC,Titular,0,1
51,74555,174555,camara,Leur Lomanto,M,PMDB,BA,Titular,0,1
51,73667,173667,camara,Lídia Quinan,F,PSDB,GO,Titular,0,1
51,74585,174585,camara,Lincoln Portela,M,PL,MG,Titular,1,1
51,74800,174800,camara,Lino Rossi,M,PP**,MT,Efetivado,0,1
51,73474,173474,camara,Luci Choinacki,F,PT,SC,Titular,0,1
51,65498,165498,camara,Lúcia Vânia,F,PSDB,GO,Titular,0,1
51,74478,174478,camara,Luciano Bivar,M,PSL,PE,Titular,1,1
51,73982,173982,camara,Luciano Castro,M,PR,RR,Titular,0,1
51,73777,173777,camara,Luciano Pizzatto,M,DEM,PR,Suplente,0,1
51,73545,173545,camara,Luciano Zica,M,PT,SP,Titular,0,1
51,73983,173983,camara,Luis Barbosa,M,PFL,RR,Titular,0,1
51,73483,173483,camara,Luis Carlos Heinze,M,PP,RS,Titular,0,1
51,74687,174687,camara,Luisinho,M,PPB,RJ,Titular,0,1
51,74133,174133,camara,Luiz Alberto,M,PT,BA,Titular,0,1
51,74700,174700,camara,Fleury,M,PTB,SP,Titular,0,1
51,74810,174810,camara,Luiz Bittencourt,M,PMDB,GO,Titular,0,1
51,73778,173778,camara,Luiz Carlos Hauly,M,PSDB,PR,Titular,0,1
51,74521,174521,camara,Luiz Dantas,M,PTB,AL,Suplente,0,1
51,74775,174775,camara,Luiz Durão,M,PFL,ES,Suplente,0,1
51,74137,174137,camara,Luiz Eduardo Greenhalgh,M,PT,SP,Titular,0,1
