ementa_materia,explicacao_ementa_materia,observacao_materia,apelido_materia,indexacao_materia,indicador_complementar,data_apresentacao,data_leitura,sigla_casa_leitura,nome_casa_leitura,codigo_materia,sigla_casa_identificacao_materia,nome_casa_identificacao_materia,sigla_subtipo_materia,descricao_subtipo_materia,numero_materia,ano_materia,indicador_tramitando,nome_autor,sigla_tipo_autor,descricao_tipo_autor,num_ordem_autor,indicador_outros_autores,codigo_assunto_especifico,assunto_especifico,codigo_assunto_geral,assunto_geral,nome_poder_origem,sigla_casa_origem,nome_casa_origem,proposicoes_relacionadas,proposicoes_apensadas
Institui normas para licitações e contratos da Administração Pública e dá outras providências.,"Estabelece normas gerais de licitações e contratos administrativos no âmbito da União, dos Estados, do Distrito Federal e dos Municípios. Revoga a Lei nº 8.666, de 21 de junho de 1993 (Lei das Licitações), a Lei nº 10.520, de 17 de julho de 2002 (que instituiu a modalidade de pregão nas licitações) e os arts. 1 a 47 da Lei nº 12.462, de 4 de agosto de 2011 (Regime Diferenciado de Contratações – RDC). (Projeto da nova lei de licitações, da Comissão Temporária de modernização da Lei de Licitações e Contratos).",AGENDA BRASIL 2015 - PRESIDÊNCIA: SENADOR RENAN CALHEIROS.,AGENDA BRASIL 2015,"CRIAÇÃO, LEI FEDERAL, FIXAÇÃO, MODERNIZAÇÃO, NORMAS, LICITAÇÃO, CONTRATO ADMINISTRATIVO, ADMINISTRAÇÃO PUBLICA, ADMINISTRAÇÃO DIRETA, ADMINISTRAÇÃO INDIRETA, UNIÃO FEDERAL, ESTADOS, DISTRITO FEDERAL (DF), MUNICIPIOS. ALTERAÇÃO, LEI DAS CONCESSÕES, LEI DA IMPROBIDADE ADMINISTRATIVA, LEI COMPLEMENTAR, LEI GERAL DAS MICRO E PEQUENAS EMPRESAS, ESTATUTO NACIONAL DA MICROEMPRESA E DA EMPRESA DE PEQUENO PORTE, SIMPLES NACIONAL, SUPER SIMPLES, LEI DE GESTÃO DE FLORESTAS PUBLICAS, REGIME JURIDICO UNICO, SERVIDOR PUBLICO CIVIL. REVOGAÇÃO, LEI DE LICITAÇÕES E CONTRATOS.",Não,2013-12-23,2013-12-23,SF,Senado Federal,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,CT - Modernização da Lei de Licitações e Contratos  (Lei nº 8.666/1993),COMISSAO_SENADO,Comissão do Senado Federal,1,Não,102,Licitação e contratos,81,Administrativo,Legislativo,SF,Senado Federal,112987 116709 117735 117737 127762 127796,
