codigo_tramitacao,numero_autuacao,data_tramitacao,numero_ordem_tramitacao,texto_tramitacao,indicador_recebimento,data_recebimento,origem_tramitacao_local_codigo_local,origem_tramitacao_local_tipo_local,origem_tramitacao_local_sigla_casa_local,origem_tramitacao_local_nome_casa_local,origem_tramitacao_local_sigla_local,origem_tramitacao_local_nome_local,destino_tramitacao_local_codigo_local,destino_tramitacao_local_tipo_local,destino_tramitacao_local_sigla_casa_local,destino_tramitacao_local_nome_casa_local,destino_tramitacao_local_sigla_local,destino_tramitacao_local_nome_local,situacao_codigo_situacao,situacao_sigla_situacao,situacao_descricao_situacao,codigo_materia,sigla_casa_identificacao_materia,nome_casa_identificacao_materia,sigla_subtipo_materia,descricao_subtipo_materia,numero_materia,ano_materia,indicador_tramitando,fase,casa,evento,local
2162269,1,2014-05-20,2,"Recebido nesta Comissão às 19h.
      
      Matéria aguardando distribuição.",S,NA,34,A,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",34,A,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",87,AGDREL,aguardando_designação_do_relator,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Recebimento,Comissões,NA,CCJ
2165126,1,2014-05-29,1,"O Presidente da Comissão de Constituição, Justiça e Cidadania, Senador Vital do Rêgo, designa relatora da matéria, perante aquela Comissão, a Senadora Kátia Abreu.
      
      O Presidente da Comissão de Assuntos Econômicos, Senador Lindbergh Farias, designa relator da matéria, perante aquela Comissão, o Senador Vital do Rêgo.
      
      
",S,NA,34,A,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",34,A,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",91,RELATOR,matéria_com_a_relatoria,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CCJ
2165395,1,2014-05-30,1,"O Presidente da Comissão de Serviços de Infraestrutura, Senador Fernando Collor, designa relator da matéria, perante aquela Comissão, o Senador Francisco Dornelles.",S,NA,34,A,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",34,A,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",91,RELATOR,matéria_com_a_relatoria,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CCJ
2165605,2,2014-06-02,1,"Este processo contém 156 (cento e cinquenta e seis) folha(s) numerada(s) e rubricada(s).
      À SSCLSF.
      
      2ª autuação a ser encaminhada à CI.",S,NA,165,A,SF,Senado Federal,PLEG,PROTOCOLO LEGISLATIVO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,13,AGLEIT,aguardando_leitura,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Apresentação,NA,CCJ
2165589,1,2014-06-02,1,Encaminhado à Secretaria-Geral da Mesa a pedido.,S,NA,34,A,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,NA,NA,NA,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Apresentação,NA,CCJ
2165607,3,2014-06-02,1,"Este processo contém 156 (cento e cinquenta e seis) folha(s) numerada(s) e rubricada(s).
      À SSCLSF.
      
      3ª autuação a ser encaminhada à CAE.",S,NA,165,A,SF,Senado Federal,PLEG,PROTOCOLO LEGISLATIVO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,NA,NA,NA,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Apresentação,NA,CCJ
2165613,2,2014-06-02,2,"Tendo sido aprovado o RQS 528, de 2014, no sentido de que a presente matéria seja apreciada conjuntamente pela CCJ, CI e CAE, foram abertas a 2ª e 3ª autuações desta proposição.
      
      À CI, para prosseguimento da tramitação.",S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,NA,NA,NA,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Apresentação,NA,CCJ
2165615,3,2014-06-02,2,"Tendo sido aprovado o RQS 528, de 2014, no sentido de que a presente matéria seja apreciada conjuntamente pela CCJ, CI e CAE, foram abertas a 2ª e 3ª autuações desta proposição.
      
      À CAE, para prosseguimento da tramitação.",S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,NA,NA,NA,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Apresentação,NA,CCJ
2165601,1,2014-06-02,2,Ao PLEG para abertura de autuações.,S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,165,A,SF,Senado Federal,PLEG,PROTOCOLO LEGISLATIVO,NA,NA,NA,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Apresentação,NA,CCJ
2165627,3,2014-06-02,3,"Recebido nesta Comissão, nesta data.
      
      Ao relator, Senador Vital do Rêgo, para dar continuidade à tramitação da matéria.",S,NA,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,91,RELATOR,matéria_com_a_relatoria,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Recebimento,Comissões,NA,CAE
2165633,2,2014-06-02,3,Recebido na Comissão nesta data.,S,NA,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,87,AGDREL,aguardando_designação_do_relator,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Recebimento,Comissões,NA,CI
2165603,1,2014-06-02,3,"Abertura de 2ª e 3ª autuações a serem encaminhadas à CI e à CAE. 
",S,NA,165,A,SF,Senado Federal,PLEG,PROTOCOLO LEGISLATIVO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,NA,NA,NA,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Recebimento,Comissões,NA,CI
2165611,1,2014-06-02,4,"Tendo sido aprovado o RQS 528, de 2014, no sentido de que a presente matéria seja apreciada conjuntamente pela CCJ, CI e CAE, foram abertas a 2ª e 3ª autuações desta proposição.
      
      À CCJ, para proseguimento da tramitação.",S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",NA,NA,NA,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Recebimento,Comissões,NA,CI
2165635,2,2014-06-02,4,"Ao Gabinete do Senador Francisco Dornelles, para relatar a matéria.",S,NA,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,91,RELATOR,matéria_com_a_relatoria,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CI
2165631,1,2014-06-02,5,"Recebido nesta Comissão.
      
      Matéria encaminhada ao gabinete da relatora, Senadora Kátia Abreu, para emitir relatório.",S,NA,34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",91,RELATOR,matéria_com_a_relatoria,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Recebimento,Comissões,NA,CCJ
2172131,1,2014-07-15,1,"Juntei, às 13h25, as Emendas nº 57 a 60, de autoria da Senadora Gleisi Hoffmann.",S,NA,34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",91,RELATOR,matéria_com_a_relatoria,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CCJ
2172327,3,2014-07-15,1,"Devolvido pelo relator, Senador Vital do Rêgo, por solicitação desta Secretaria.
      	
      Em 15/07/2014, foram apresentadas as Emendas nº 61 a 64, de autoria da Senadora Gleisi Hoffmann, anexadas ao processado às fl. 749-754.
      	
      Ao relator.
      
      
      ************* Retificado em 18/08/2014*************
      Onde se lê ""às fl. 749-754"", leia-se ""às fls. 265-270"".",S,NA,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,91,RELATOR,matéria_com_a_relatoria,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CAE
2178208,1,2014-08-01,1,"A partir de 1º de agosto de 2014 os boletins de ação legislativa não mais serão impressos, nos termos da Instrução Normativa nº 1, de 2014, do Secretário-Geral da Mesa. As consultas sobre a tramitação da matéria devem ser realizadas diretamente no sistema eletrônico próprio.",S,NA,34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",NA,NA,NA,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CAE
2191309,2,2014-08-01,1,"A partir de 1º de agosto de 2014 os boletins de ação legislativa não mais serão impressos, nos termos da Instrução Normativa nº 1, de 2014, do Secretário-Geral da Mesa. As consultas sobre a tramitação da matéria devem ser realizadas diretamente no sistema eletrônico próprio.",S,NA,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,NA,NA,NA,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CAE
2178374,3,2014-08-01,1,"A partir de 1º de agosto de 2014 os boletins de ação legislativa não mais serão impressos, nos termos da Instrução Normativa nº 1, de 2014, do Secretário-Geral da Mesa. As consultas sobre a tramitação da matéria devem ser realizadas diretamente no sistema eletrônico próprio.",S,NA,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,NA,NA,NA,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CAE
2178209,1,2014-08-14,1,Juntei de ordem da Presidência do Senado Federal manifestação da ABIMAQ (fl. 755 a 761).,S,NA,34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",91,RELATOR,matéria_com_a_relatoria,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CCJ
2178383,3,2014-08-18,1,"Devolvido pelo relator, Senador Vital do Rêgo, por solicitação desta Secretaria. 
      
      Anexado ao processado, conforme despacho da Presidência do Senado Federal, ofício PRE/090/14, da Associação Brasileira da Indústria de Máquinas e Equipamentos (Abimaq), de 11 de julho de 2014, contendo manifestação acerca da Matéria, bem como resposta da Secretaria Geral da Mesa informando à Associação a juntada do referido ofício (fls. 271-277).
      
      Ao Relator, para dar continuidade à tramitação da Matéria.
",S,NA,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,91,RELATOR,matéria_com_a_relatoria,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CAE
2181648,1,2014-09-10,1,"Juntei, de ordem da Presidência do Senado Federal, o Ofício nº 589, de 21/08/2014, do Conselho de Arquitetura e Urbanismo do Brasil, com manifestação sobre a matéria (fls. 762 a 792).",S,NA,34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",91,RELATOR,matéria_com_a_relatoria,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CCJ
2185761,1,2014-10-22,1,"Juntei, de ordem da Presidência do Senado Federal, o Ofício GP nº 3359/2014, de 21/10/2014, do Tribunal de Contas do Estado de São Paulo, com manifestação sobre a matéria (fl. 793 a 816).",S,NA,34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",91,RELATOR,matéria_com_a_relatoria,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CCJ
2191310,2,2014-11-13,1,"Anexado às folhas 749 à 753 documento da Associação Brasileira da Indústria de Máquinas e Equipamentos - ABIMAQ, de autoria do Presidente desta entidade, Senhor Luiz Aubert Neto.",S,NA,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,91,RELATOR,matéria_com_a_relatoria,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CI
2205515,1,2014-12-16,1,"Devolvido pela Senadora Kátia Abreu, em atendimento ao art. 89, § 2º, do Regimento Interno do Senado Federal.
      
      A presente proposição continua a tramitar, nos termos dos incisos do art. 332 do Regimento Interno e do Ato da Mesa nº 2 de 2014.",S,NA,34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",NA,NA,NA,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CI
2210182,3,2014-12-18,1,"Devolvido pelo relator, por solicitação desta secretaria. 
      A presente proposição continua a tramitar, nos termos dos incisos do art. 332 do Regimento Interno e do Ato da Mesa nº 2 de 2014.",S,NA,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,NA,NA,NA,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CI
2208599,2,2014-12-18,1,"Devolvido pelo relator com minuta de parecer pela aprovação do PLS nº 559, de 2013, pela rejeição das Emendas de Plenário nº 1 a 5, 7, 8, 39, 45, 46, 47, 49 e 51, pela aprovação das Emendas de Plenário nº 9, 10, 11, 13, 14, 17, 19 a 21, 23, 24, 26 a 31, 33, 34, 38, 40, 42, 43, 48, 52, 54 e 56, pela declaração de prejudicialidade da Emenda nº 55, pela aprovação parcial das Emendas de Plenário nº 6, 12, 15, 16, 18, 22, 25, 32, 35, 36, 37, 41, 44, 50 e 53, com as subemendas que apresenta.",S,NA,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,NA,NA,NA,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CI
2209179,2,2014-12-18,2,"A presente proposição continua a tramitar, nos termos dos incisos do art. 332 do Regimento Interno e do Ato da Mesa nº 2 de 2014.",S,NA,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,NA,NA,NA,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CI
2232430,1,2015-03-10,1,Matéria aguardando distribuição.,S,NA,34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",87,AGDREL,aguardando_designação_do_relator,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CCJ
2241068,1,2015-03-26,1,"Distribuído ao Senador Eunício Oliveira, para emitir relatório.",S,NA,34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",91,RELATOR,matéria_com_a_relatoria,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CCJ
2280303,2,2015-08-13,1,"Ao Gabinete do Senador Fernando Bezerra Coelho, para relatar a matéria.",S,NA,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,91,RELATOR,matéria_com_a_relatoria,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CI
2285415,2,2015-08-28,1,"Devolvido pelo Relator, Senador Fernando Bezerra Coelho, por solicitação da Comissão.",S,NA,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,NA,NA,NA,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CI
2285429,2,2015-08-31,1,"Anexados, às fls. 782/783, o Ofício nº 1204/2015, do Presidente do Senado Federal, Senador Renan Calheiros,  que solicita a remessa da matéria à Secretaria Geral da Mesa, em razão da aprovação do Requerimento nº 935, de 2015.
      
      À SCLSF.",S,2015-08-31,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,NA,NA,NA,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CI
2286832,3,2015-09-02,1,"Anexada, às fls. 278-280, cópia do OF. SF/1196/2015, da Presidência do Senado Federal, que solicita o envio da matéria à Secretaria-Geral da Mesa, em atendimento ao Requerimento nº 935 de 2015, aprovado na sessão plenária do dia 19 de agosto de 2015, que criou comissão especial para propor soluções que promovam o desenvolvimento nacional e estabeleceu que ""as proposições legislativas que tratem da promoção do desenvolvimento nacional sejam encaminhadas à Comissão Especial destinada a tratar do tema, sempre que possível apensadas, para sistematização e parecer"".
      			
      À SCLSF.	
",S,2015-09-03,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,443,A,SF,Senado Federal,SLSF,Secretaria Legislativa do Senado Federal,NA,NA,NA,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CI
2295288,1,2015-09-25,1,"Juntei, de ordem da Presidência do Senado Federal, o Memorando nº 46/2015/CMA, de 14/7/2015, da Comissão de Meio Ambiente, Defesa do Consumidor e Fiscalização e Controle, que comunica a aprovação do Parecer oferecido ao Aviso do Senado Federal nº 8, de 2014 (fls. 817 a  892).
      
      Matéria com a Relatoria.
",S,NA,34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",91,RELATOR,matéria_com_a_relatoria,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CCJ
2301898,1,2015-10-13,1,"Juntei, de ordem da Presidência do Senado Federal, o Ofício nº 112/6/2015-CMS, de 8/6/2015, da Câmara Municipal de Jacareí, do Estado de São Paulo, com manifestação sobre a matéria (fls. 893 a 897).
      
      Matéria com a Relatoria.
",S,NA,34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",34,C,SF,Senado Federal,CCJ,"Comissão de Constituição, Justiça e Cidadania",91,RELATOR,matéria_com_a_relatoria,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CCJ
2307324,2,2015-10-28,1,"Juntado, à fl. 784, Ofício nº 132/2015, do Presidente da CI, solicitando encaminhamento da presente matéria à  Comissão.
      
      A matéria retorna ao exame da CI.",S,2015-10-28,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,NA,NA,NA,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Análise do relator,Comissões,NA,CCJ
2307350,2,2015-10-28,2,"Recebido na Comissão nesta data.
      
      Ao Gabinete do Senador Fernando Bezerra Coelho, para relatar a matéria.",S,NA,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,91,RELATOR,matéria_com_a_relatoria,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Recebimento,Comissões,NA,CI
2312107,2,2015-11-11,1,"Em reunião realizada nesta data, o Senador Fernando Bezerra Coelho apresenta seu relatório, pela aprovação do PLS nº 559, de 2013, pela rejeição das Emendas de Plenário nºs 1, 5, 7, 11 a 19, 21 a 23, 26 a 31, 34 a 36, 38, 39, 41 a 44, 46 a 54 e 56; pela aprovação das Emendas de Plenário nºs 2, 8, 10, 24, 25, 32, 45; pela declaração de prejudicialidade das Emendas nº 20 e 55; e pela aprovação parcial das Emendas de Plenário nºs 3, 4, 6, 9, 33,40, nos termos do Substitutivo que apresenta.
      Lido o relatório, é concedida vista coletiva da matéria.",S,NA,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,90,PEDVISTA,pedido_de_vista_concedido,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Discussão e votação,Comissões,pedido_vista,CI
2312129,2,2015-11-11,2,"De ordem da Presidência do Senado Federal, anexado, às folhas 859-864, o Ofício nº 357/2015-DPL, da Câmara Municipal de Medianeira (PR).",S,NA,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,59,A,SF,Senado Federal,CI,Comissão de Serviços de Infra-Estrutura,90,PEDVISTA,pedido_de_vista_concedido,115926,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00559,2013,Não,Discussão e votação,Comissões,pedido_vista,CI
