data_designacao,data_destituicao,descricao_motivo_destituicao,codigo_parlamentar,nome_parlamentar,partido,comissao,sigla_comissao,codigo_comissao
2017-07-04,2017-09-27,Deliberação da matéria,715,Armando Monteiro,PTB,"Comissão de Constituição, Justiça e Cidadania",CCJ,34
