codigo_tramitacao,numero_autuacao,data_tramitacao,numero_ordem_tramitacao,texto_tramitacao,indicador_recebimento,data_recebimento,origem_tramitacao_local_codigo_local,origem_tramitacao_local_tipo_local,origem_tramitacao_local_sigla_casa_local,origem_tramitacao_local_nome_casa_local,origem_tramitacao_local_sigla_local,origem_tramitacao_local_nome_local,destino_tramitacao_local_codigo_local,destino_tramitacao_local_tipo_local,destino_tramitacao_local_sigla_casa_local,destino_tramitacao_local_nome_casa_local,destino_tramitacao_local_sigla_local,destino_tramitacao_local_nome_local,situacao_codigo_situacao,situacao_sigla_situacao,situacao_descricao_situacao,codigo_materia,sigla_casa_identificacao_materia,nome_casa_identificacao_materia,sigla_subtipo_materia,descricao_subtipo_materia,numero_materia,ano_materia,indicador_tramitando,fase,casa,evento,local,global
2102336,1,2013-10-22,1,"Leitura do Requerimento nº 1237, de 2013, de autoria do Senador Francisco Dornelles, solicitando, nos termos regimentais, o desapensamento do PLS 229/2009 - Complementar para que tenha tramitação autônoma. (Tramitam em conjunto as seguintes matérias: PLS 150/2005; PLS 90/2007; PLS 180/2007; PLS 298/2007; PLS 414/2007; PLS 540/2007; PLS 66/2008; PLS 72/2008; PLS 265/2008; PLS 482/2008; PLS 12/2009; PLS 128/2009; PLS 175/2009; PLS 229/2009; PLS 230/2009; PLS 243/2009; PLS 248/2009; PLS 302/2009; PLS 315/2009; PLS 350/2009; PLS 450/2009; PLS 507/2009; PLS 21/2011; PLS 75/2011; PLS 538/2011; PLS 719/2011; PLS 113/2012; PLS 135/2012; PLS 376/2012; e PLS 382/2012, todos Complementares) 
      O requerimento lido será incluído em Ordem do Dia, oportunamente.
      À SCLSF.",S,NA,153,A,SF,Senado Federal,ATA-PLEN,SUBSECRETARIA DE ATA - PLENÁRIO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,95,AGINCL(RQ),aguardando_inclusão_ordem_do_dia_de_requerimento,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2104937,1,2013-10-30,1,"Agendado para a Ordem do Dia da sessão deliberativa ordinária de 07.11.2013, o Requerimento nº 1.237, de 2013, de desapensamento.
      Votação, em turno único.",S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,126,AGDO (RQ),agendado_requerimento_para_a_ordem_do_dia,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2107052,1,2013-11-06,1,"Incluído na Ordem do Dia da sessão deliberativa ordinária de 7.11.2013, o Requerimento nº 1.237, de 2013, de desapensamento.
      Votação, em turno único.
      
      Matéria não apreciada na sessão do dia 07/11/2013, transferida para a sessão deliberativa ordinária de 12/11/2013.
      
      Matéria não apreciada na sessão do dia 12/11/2013, transferida para a sessão deliberativa ordinária de 13/11/2013.
      
      Matéria não apreciada na sessão do dia 13.11.2013, transferida para a sessão deliberativa ordinária do dia 14.11.2013.
      
      Matéria não apreciada na sessã ode 14.11.2013, transferida para a sessão deliberativa ordinária do dia 19.11.2013.
      
      Matéria não apreciada na sessão de 19.11.2013, transferida para a sessão deliberativa ordinária do dia 20.11.2013.
      
      Matéria não apreciada na sessão de 20.11.2013, transferida para a sessão deliberativa ordinária do dia 21.11.2013.
      
      Matéria não apreciada na sessão de 21.11.2013, transferida para a sessão deliberativa ordinária de 26.11.2013.
      
      Matéria não apreciada na sessão de 26.11.2013, transferida para a sessão deliberativa ordinária de 27.11.2013.
      
      Matéria não apreciada na sessão de 27.11.2013, transferida para a sessão deliberativa ordinária do dia 28.11.2013.
      
      Matéria não apreciada na sessão do dia 28/11/2013, transferida para a sessão deliberativa ordinária de 3/12/2013.
      
      Matéria não apreciada na sessão do dia 03/12/2013, transferida para a sessão deliberativa ordinária de 04/12/2013.
      
      Matéria não apreciada na sessão do dia 04/12/2013, transferida para a sessão deliberativa ordinária de 05/12/2013.
      
      Matéria não apreciada na sessão do dia 05/12/2013, transferida para a sessão deliberativa ordinária de 10/12/2013.
      
      Matéria transferida para a sessão deliberativa ordinária do dia 11.12.2013.
      
      Matéria não apreciada na sessão de 11.12.2013, transferida para a sessão deliberativa ordinária do dia 12.12.2013.
      
      Matéria não apreciada na sessão de 17.12.2013, transferida para a sessão deliberativa ordinária do dia 19.12.2013.",S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,114,INCLOD(RQ),incluído_requerimento_em_ordem_do_dia_da_sessão_deliberativa,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2126281,1,2014-01-09,1,"Aguardando inclusão em Ordem do Dia o Requerimento nº 1.237, de 2013, de desapensamento.",S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,95,AGINCL(RQ),aguardando_inclusão_ordem_do_dia_de_requerimento,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2133432,1,2014-02-17,1,Encaminhado ao Plenário.,S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,153,A,SF,Senado Federal,ATA-PLEN,SUBSECRETARIA DE ATA - PLENÁRIO,NA,NA,NA,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2133484,1,2014-02-17,2,"Leitura do Requerimento nº 85, de 2014, de autoria da Senadora Ana Amélia, que requer, nos termos regimentais, o desapensamento do Projeto de Lei do Senado nº 376, de 2012, para que tenha tramitação autônoma, que se encontra tramitando em conjuntos com os Projetos de Lei do Senado nºs 150, de 2005; 90, 180, 298, 414 e 540, de 2007; 66, 72, 265 e 482, de 2008; 12, 128, 175, 229, 230, 243, 248, 302, 315, 350, 450 e 507, de 2009; 21, 75, 538 e 719, de 2011; 113, 135 e 382, de 2012, todos complementares.
      O requerimento lido será incluído em Ordem do Dia oportunamente.
      À SGCLSF.",S,NA,153,A,SF,Senado Federal,ATA-PLEN,SUBSECRETARIA DE ATA - PLENÁRIO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,95,AGINCL(RQ),aguardando_inclusão_ordem_do_dia_de_requerimento,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2133835,1,2014-02-18,1,Encaminhado ao Plenário.,S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,153,A,SF,Senado Federal,ATA-PLEN,SUBSECRETARIA DE ATA - PLENÁRIO,NA,NA,NA,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2134421,1,2014-02-18,2,"Leitura do Requerimento nº 93, de 2014, de autoria do Senador Cristovam Buarque, que solicita, nos termos do Regimento Interno do Senado Federal, o desapensamento, para que tenha tramitação autônoma, do Projeto de Lei do Senado nº 540, de 2007 - Complementar, que se encontra apensado aos Projetos de Lei do Senado nºs  150, de 2005; 90, 18, 298, 414, de 2007; 66, 72, 265 e 482, de 2008; 12, 128, 175, 229, 230, 243, 248, 302, 315, 350, 450 e 507, de 2009; 21, 75, 538 e 719, de 2011; e 113, 135, 376 e 382, de 2012, todos complementares, haja vista o projeto versar sobre matéria diversa dos demais projetos a ele apensados..
      O Requerimento será incluído em Ordem do Dia, oportunamente.
      À SGLSF.
      
      ************* Retificado em 18/02/2014*************
      Leitura do Requerimento nº 93, de 2014, de autoria do Senador Cristovam Buarque, que requer, nos termos do Regimento Interno do Senado Federal, o desapensamento, para que tenha tramitação autônoma, do Projeto de Lei do Senado nº 540, de 2007 - Complementar, que se encontra apensado aos Projetos de Lei do Senado nºs  150, de 2005; 180, 298, 414 e 90 de 2007; 66, 72, 265 e 482, de 2008; 12, 128, 175, 229, 230, 243, 248, 302, 315, 350, 450 e 507, de 2009; 21, 75, 538 e 719, de 2011; e 113, 135, 376 e 382, de 2012, todos complementares, haja vista o projeto versar sobre matéria diversa dos demais projetos a ele apensados.
      O requerimento lido será incluído em Ordem do Dia oportunamente.
      À SGLSF.
",S,NA,153,A,SF,Senado Federal,ATA-PLEN,SUBSECRETARIA DE ATA - PLENÁRIO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,95,AGINCL(RQ),aguardando_inclusão_ordem_do_dia_de_requerimento,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2135933,1,2014-02-21,1,"Aguardando inclusão em Ordem do Dia dos Requerimentos nºs 1.237, de 2013; 85 e 93, de 2014, de desapensamento.",S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,95,AGINCL(RQ),aguardando_inclusão_ordem_do_dia_de_requerimento,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2140399,1,2014-03-17,1,"Encaminhado à SGM, a pedido.",S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,176,A,SF,Senado Federal,SGM,Secretaria Geral da Mesa,NA,NA,NA,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2140410,1,2014-03-17,2,"Juntado o Ofícion° 404/2014_CNM/ASPAR_192, da Confederação Nacional de Municípios-CNM ( fls.473 a 475)
      Devolvido à SSCLSF.",S,NA,176,A,SF,Senado Federal,SGM,Secretaria Geral da Mesa,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,NA,NA,NA,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2140659,1,2014-03-18,1,"Aguardando inclusão em Ordem do Dia dos Requerimentos nºs 1.237, de 2013; 85 e 93, de 2014, de desapensamento.",S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,95,AGINCL(RQ),aguardando_inclusão_ordem_do_dia_de_requerimento,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2141732,1,2014-03-19,1,"Incluído na Ordem do Dia da sessão deliberativa de 20/03/2014, o Requerimento nº 85, de 2014, da Senadora Ana Amélia, que solicita o desapensamento do Projeto de Lei do Senado nº 376, de 2012-complementar, dos Projetos de Lei do Senado nºs 150, de 2005; 90, 180, 298, 414 e 540, de 2007; 66, 72, 265 e 482, de 2008; 12, 128, 175, 229, 230, 243, 248, 302, 315, 350, 450 e 507, de 2009; 21, 75, 538 e  719, de 2011; 113, 135 e 382, de 2012, todos complementares, a fim de que tenha tramitação autônoma.
      
      Votação, em turno único.
      
      Matéria não apreciada na sessão de 20.03.2014, transferida para a sessão deliberativa ordinária de 25.03.2014.
      
      Matéria não apreciada na sessão de 25.03.2014, transferida para a sessã odeliberativa ordinária do dia 26.03.2014.
      
      Matéria não apreciada na sessã ode 26.03.2014, transferida para sessão deliberativa ordinária do dia 27.03.2014.
      
      Matéria não apreciada na sessão de 27.03.2014, transferida para a sessão deliberativa ordinária do dia 1.4.2014.
      
      Matéria não apreciada na sessão de 1.4.2014, transferida para a sessão deliberativa ordinária do dia 2.4.2014.
      
      
      Matéria não apreciada na sessão de 02.04.2014, transferida para a sessão deliberativa ordinária do dia 03.04.2014.
      
      Matéria não apreciada na sessão de 03.04.2014, transferida para a sessão deliberativa ordinária de 08.03.2014.
      
      Matéria não apreciada na sessão de 8.4.2014, transferida para a sessão deliberativa ordinária de 9.4.2014.
      
      Matéria não apreciada na sessão de 09.04.2014, transferida para a sessão deliberativa ordinária do dia 10.04.2014.
      
      Matéria não apreciada na sessão de 10.04.2014, transferida para a sessão deliberativa ordinária do dia 15.04.2014.
      
      Matéria não apreciada na sessão de 15.4.2014, transferida para a sessão deliberativa ordinária de 16.4.2014.
      
      Matéria não apreciada na sessão de 16.04.2014, transferida para a sessão deliberativa ordinária de 22.04.2014.
      
      Matéria não apreciada na sessão de 22.04.2014, transferida para a sessão deliberativa ordinária de 23.04.2014.
      
       Matéria não apreciada na sessão de 23.04.2014, transferida para a sessão deliberativa ordinária do dia 24.04.2014.
      
      Matéria não apreciada na sessão de 24.04.2014, transferida para a sessão deliberativa ordinária do dia 29.04.2014.
      
      Matéria não apreciada na sessão de 29.04.2014, transferida para a sessão deliberativa ordinária de 30.04.2014.
      
      Matéria não apreciada na sessão de 30.04.2014, transferida para a sessão deliberativa ordinária de 06.05.2014.
      
      Matéria não apreciada na sessão de 6.5.2014, transferida para a sessão deliberativa ordinária de 7.5.2014.
      
      Matéria não apreciada na sessão de 07.05.2014, transferida para a sessão deliberativa ordinária do dia 08.05.2014.
      
      Matéria não apreciada na sessão de 08.05.2014, transferida para a sessão deliberativa ordinária de 13.05.2014.
      
      
      Matéria não apreciada na sessão de 13.05.2014, transferida para a sessão deliberativa ordinária de 14.05.2014
      
      Matéria não apreciada na sessão de 14.05.2014, transferida para a sessão deliberativa ordinária do dia 15.05.2014.
      
      Matéria não apreciada na sessão de 15.05.2014, transferida para a sessão deliberativa ordinária do dia 20.05.2014.
      
      Matéria não apreciada na sessão de 20.05.2014, transferida para a sessão deliberativa ordinária do dia 21.05.2014.
      
      Matéria não apreciada na sessão do dia 21/05/2014, transferida para a sessão deliberativa ordinária de 22/05/2014.
      
      Matéria não apreciada na sessão do dia 22/05/2014, transferida para a sessão deliberativa ordinária de 26/05/2014.
      
      Matéria não apreciada na sessão do dia 27/05/2014, transferida para a sessão deliberativa ordinária de 28/05/2014.
      
      Matéria não apreciada na sessão do dia 28/05/2014, transferida para a sessão deliberativa ordinária de 29/05/2014.
      
      Matéria não apreciada na sessão do dia 29/05/2014, transferida para a sessão deliberativa ordinária de 02/06/2014.",S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,NA,NA,NA,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2165499,1,2014-05-30,1,"Incluído em Ordem do Dia da Sessão Deliberativa de 02/06/2014.
      Votação do Requerimento nº 1.237, de 2013, do Senador Francisco Dornelles, de desapensamento do Projeto de Lei do Senado nº 229/2009-Complementar.
      
      ************* Retificado em 30/05/2014*************
      Incluído em Ordem do Dia da Sessão Deliberativa Ordinária de 02/06/2014 o Requerimento nº 1.237, de 2013, do Senador Francisco Dornelles, de desapensamento do Projeto de Lei do Senado nº 229/2009-Complementar dos 
      Projetos de Lei do Senado nºs 150, de 2005; 90, 180, 298 e 414, de 2007; 66, 72, 265 e 482, de 2008; 12, 128, 175, 230, 243, 248, 302, 315, 350, 450 e 507, de 2009; 21, 75, 538 e  719, de 2011; 113, 135 e 382, de 2012, Complementares.
      
      Votação, em turno único.
      
      Matéria não apreciada na sessão do dia 02/06/2014, transferida para a sessão deliberativa ordinária de 03/06/2014.
      
      Matéria não apreciada na sessão do dia 03/06/2014, transferida para a sessão deliberativa ordinária de 04/06/2014.
      
      Matéria não apreciada na sessão de 4.6.2014, transferida para a sessão deliberativa ordinária de 5.6.2014.
      
      Matéria não apreciada na sessão de 5.6.2014, transferida para a sessão deliberativa ordinária de 10.6.2014.
      
      Matéria não apreciada na sessão de 10.06.2014, transferida para a sessão deliberativa ordinária de 15.07.2014.
      
      Matéria não apreciada na sessão de 15/7/2014, transferida para a sessão deliberativa ordinária de 16/7/2014.
      
      Matéria não apreciada na sessão de 16/7/2014, transferida para a sessão deliberativa ordinária de 5/8/2014
      
      Matéria não apreciada na sessão do dia 05/08/2014, transferida para a sessão deliberativa ordinária de 06/08/2014.
      
      Matéria não apreciada na sessão de 06/08/2014, transferida para a próxima sessão deliberativa ordinária.",S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,153,A,SF,Senado Federal,ATA-PLEN,SUBSECRETARIA DE ATA - PLENÁRIO,114,INCLOD(RQ),incluído_requerimento_em_ordem_do_dia_da_sessão_deliberativa,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2180475,1,2014-08-01,1,"A partir de 1º de agosto de 2014 os boletins de ação legislativa não mais serão impressos, nos termos da Instrução Normativa nº 1, de 2014, do Secretário-Geral da Mesa. As consultas sobre a tramitação da matéria devem ser realizadas diretamente no sistema eletrônico próprio.",S,NA,153,A,SF,Senado Federal,ATA-PLEN,SUBSECRETARIA DE ATA - PLENÁRIO,153,A,SF,Senado Federal,ATA-PLEN,SUBSECRETARIA DE ATA - PLENÁRIO,NA,NA,NA,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2180476,1,2014-09-02,1,"Aprovado o Requerimento nº 85, de 2014, sendo desapensado o PLS 376/2012-Complementar.
      As demais matérias continuam tramitando em conjunto e aguardarão na SGM a inclusão em Ordem do Dia dos RQS 1237/2013 e 94/2014, que solicitam outros desapensamentos.
      
      (Tramitam em conjunto: PLS 150/2005; PLS 90, 180, 298, 414 e 540/2007; PLS 66, 72, 265 e 482/2008; PLS 12, 128, 175, 229, 230, 243, 248, 302, 315, 350, 450 e 507/2009; PLS 21, 75, 538 e 719/2011; PLS 113, 135 e 382/2012 - todos Complementares)
      
      Matéria não apreciada na sessão de 2/9/2014, transferida para a próxima sessão deliberativa ordinária.
      
      ************* Retificado em 02/09/2014*************
      Aprovado o Requerimento nº 85, de 2014, sendo desapensado o PLS 376/2012-Complementar.
      As demais matérias continuam tramitando em conjunto e aguardarão na SGM a inclusão em Ordem do Dia dos RQS 1237/2013 e 94/2014, que solicitam outros desapensamentos.
      
      (Tramitam em conjunto: PLS 150/2005; PLS 90, 180, 298, 414 e 540/2007; PLS 66, 72, 265 e 482/2008; PLS 12, 128, 175, 229, 230, 243, 248, 302, 315, 350, 450 e 507/2009; PLS 21, 75, 538 e 719/2011; PLS 113, 135 e 382/2012 - todos Complementares)
      
      
      ************* Retificado em 04/09/2014*************
      Onde se lê: ...As demais matérias continuam tramitando em conjunto e aguardarão na SGM a inclusão em Ordem do Dia dos RQS 1237/2013 e 94/2014, que solicitam outros desapensamentos.
      
      Leia-se: ...As demais matérias continuam tramitando em conjunto e aguardarão na SGM a inclusão em Ordem do Dia dos RQS 1237/2013 e 93/2014, que solicitam outros desapensamentos.",S,NA,153,A,SF,Senado Federal,ATA-PLEN,SUBSECRETARIA DE ATA - PLENÁRIO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,95,AGINCL(RQ),aguardando_inclusão_ordem_do_dia_de_requerimento,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2183738,1,2014-10-02,1,"Incluído em Ordem do dia da sessão deliberativa de 28/10/2014.
      Votação, em turno único, do Requerimento nº 1.237, de 2013, do Senador Francisco Dornelles, solicitando o desapensamento do Projeto de Lei do Senado nº 229, de 2009-Complementar, dos Projetos de Lei do Senado nºs 150, de 2005; 90, 180, 298, 414 e 540, de 2007; 66, 72, 265 e 482, de 2008; 12, 128, 175, 230, 243, 248, 302, 315, 350, 450 e 507, de 2009; 21, 75, 538 e  719, de 2011; 113, 135 e 382, de 2012, Complementares, a fim de que tenha tramitação autônoma (alteram a Lei de Responsabilidade Fiscal).
      
      Requerimento não apreciado na sessão de 28.10.2014, transferido para a ordem do dia da sessão deliberativa ordinária de 29.10.2014.
      
      Requerimento não apreciado na sessão do dia 29/10/2014, transferida para a sessão deliberativa ordinária de 04/11/2014.
      
      Requerimento não apreciado na sessão do dia 04/10/2014, transferido para a sessão deliberativa ordinária de 05/11/2014.
      
      Requerimento não apreciado na sessão do dia 05/11/2014, transferida para a sessão deliberativa ordinária de 06/11/2014.
      
      Requerimento não apreciado na sessão do dia 06/11/2014, transferido para a sessão deliberativa ordinária de 11/11/2014.
      
      Requerimento não apreciado na sessão de 11.11.2014, transferido para a ordem do dia da sessão deliberativa ordinária de 12.11.2014.
      
      Requerimento não apreciado na sessão de 12/11/2014, transferido para a sessão deliberativa ordinária de 13/11/2014.
      
      Requerimento não apreciada na sessão do dia 12/11/2014, transferida para a sessão deliberativa ordinária de 18/11/2014.
      
      Requerimento não apreciado na sessão do dia 18/11/2014, transferido para a sessão deliberativa ordinária de 19/11/2014.
      
      Requerimento não apreciado na sessão de 19.11.2014, transferido para a sessão deliberativa ordinária de 20.11.2014.
      
      Requerimento não apreciado na sessão de 19/11/2014, transferido para a sessão deliberativa ordinária do dia 20/11/2014.
      
      Requerimentonão apreciado na sessão de 20/11/2014, transferido para a sessão deliberativa ordinária do dia 25/11/2014.",S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,153,A,SF,Senado Federal,ATA-PLEN,SUBSECRETARIA DE ATA - PLENÁRIO,114,INCLOD(RQ),incluído_requerimento_em_ordem_do_dia_da_sessão_deliberativa,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2195888,1,2014-11-25,1,"Encaminhado à publicação o Requerimento nº 946, de 2014, de autoria do Senador Marcelo Crivella, solicitando o desapensamento do PLS 298/2007-Complementar, para que tenha tramitação autônoma.
      O Requerimentoº 946, de 2014, será incluído em Ordem do Dia oportunamente.
      (tramitam em conjunto: PLS 90/2007; PLS 150/2007; PLS 180/2007; PLS 298/2007; PLS 414/2007; PLS 540/2007; PLS 66/2008; PLS 72/2008; PLS 265/2008; PLS 482/2008; PLS 12/2009; PLS 128/2009; PLS 175/2009; PLS 229/2009; PLS 230/2009; PLS 243/2009; PLS 248/2009; PLS 302/2009; PLS 315/2009; PLS 350/2009; PLS 450/2009; PLS 507/2009; PLS 21/2011; PLS 75/2011; PLS 538/2011; PLS 719/2011; PLS 113/2012; PLS 135/2012; PLS 382/2012, todos Complementares)",S,NA,153,A,SF,Senado Federal,ATA-PLEN,SUBSECRETARIA DE ATA - PLENÁRIO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,95,AGINCL(RQ),aguardando_inclusão_ordem_do_dia_de_requerimento,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2196006,1,2014-11-25,2,"Aguardando inclusão em Ordem do Dia dos Requerimentos nºs 1.237, de 2013, e 946, de 2014.
      
      ************* Retificado em 25/11/2014*************
      Incluído em Ordem do Dia o Requerimento nº 1.237, de 2013.
      Aguardando inclusão em Ordem do Dia dos Requerimentos nºs 93 e 946, de 2014.
      
      
      Requerimento não apreciado na sessão do dia 25/11/2014, transferida para a sessão deliberativa ordinária de 26/11/2014.
      
      Requerimento não apreciado na sessão do dia 26/11/2014, transferido para a sessão deliberativa ordinária de 27/11/2014.
      
      Matéria não apreciada na sessão do dia 26/11/2014, transferida para a sessão deliberativa ordinária de 27/11/2014.
      
      Requerimento não apreciado na sessão de 27/11/2014, transferido para a sessão deliberativa ordinária de 2/12/2014.
      
      Requerimento não apreciado na sessão do dia 02/12/2014, transferido para a sessão deliberativa ordinária de 03/12/2014.
      
      Agendado para a Ordem do Dia da sessão deliberativa ordinária de 11.12.2014 o Requerimento nº 93, de 2014, do Senador Cristovam Buarque, que solicita o desapensamento do Projeto de Lei do Senado nº 540, de 2007-Complementar, dos Projetos de Lei do Senado nºs 150, de 2005; 90, 180, 298 e 414, de 2007; 66, 72, 265 e 482, de 2008; 12, 128, 175, 229, 230, 243, 248, 302, 315, 350, 450 e 507, de 2009; 21, 75, 538 e  719, de 2011; e 113, 135 e 382, de 2012, Complementares.
      
      Não houve sessão no Senado Federal, apreciação transferida para a sessão deliberativa ordinária de 04/12/2014.
      
      Não houve sessão no Senado Federal, apreciação transferida para a sessão deliberativa ordinária de 9/12/2014.
      
      Requerimento não apreciado na sessão de 09/12/2014, transferido para a sessão deliberativa ordinária de 10/12/2014.
      
      Requerimento não apreciado na sessão de 10/12/2014, transferido para a sessão deliberativa ordinária de 11/12/2014.
      
      Incluído em Ordem do Dia da sessão deliberativa ordinária do dia 11.12.2014, o Requerimento nº 93, de 2014, do Senador Cristovam Buarque, que solicita o desapensamento do Projeto de Lei do Senado nº 540, de 2007 - Complementar dos  Projetos de Lei do Senado nºs 150, de 2005; 180, 298, 414 e 90 de 2007; 66, 72, 265 e 482, de 2008; 12, 128, 175, 229, 230, 243, 248, 302, 315, 350, 450 e 507, de 2009; 21, 75, 538 e 719, de 2011; e 113, 135, 376 e 382, de 2012, todos complementares, a fim de que tenha tramitação autônoma.
      Votação, em turno único.
      
      Requerimento não apreciado na sessão do dia 11/12/2014, transferido para a sessão deliberativa ordinária de 16/12/2014.
      
      Não houve sessão deliberativa ordinária no Senado Federal, apreciação transferida para a sessão deliberativa ordinária de 17/12/2014.
      
      Requerimento retirado da pauta em virtude do término da sessão legislativa.",S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,114,INCLOD(RQ),incluído_requerimento_em_ordem_do_dia_da_sessão_deliberativa,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
