codigo_tramitacao,numero_autuacao,data_tramitacao,numero_ordem_tramitacao,texto_tramitacao,indicador_recebimento,data_recebimento,origem_tramitacao_local_codigo_local,origem_tramitacao_local_tipo_local,origem_tramitacao_local_sigla_casa_local,origem_tramitacao_local_nome_casa_local,origem_tramitacao_local_sigla_local,origem_tramitacao_local_nome_local,destino_tramitacao_local_codigo_local,destino_tramitacao_local_tipo_local,destino_tramitacao_local_sigla_casa_local,destino_tramitacao_local_nome_casa_local,destino_tramitacao_local_sigla_local,destino_tramitacao_local_nome_local,situacao_codigo_situacao,situacao_sigla_situacao,situacao_descricao_situacao,codigo_materia,sigla_casa_identificacao_materia,nome_casa_identificacao_materia,sigla_subtipo_materia,descricao_subtipo_materia,numero_materia,ano_materia,indicador_tramitando,fase,casa,evento,local,global
2211573,1,2014-12-18,1,"Aguardando inclusão em Ordem do Dia dos Requerimentos nºs 1.237, de 2013, do Senador Francisco Dornelles,  e 93, de 2014, do Senador Cristovam Buarque, solicitando o desapensamento dos Projetos de Lei do Senado nºs 229, de 2009; e 540, de 2007,-Complementares, respectivamente, dos Projetos de Lei do Senado nºs 150, de 2005; 90, 180, 298 e 414 de 2007; 66, 72, 265 e 482, de 2008; 12, 128, 175, 230, 243, 248, 302, 315, 350, 450 e 507, de 2009; 21, 75, 538 e 719, de 2011; 113, 135 e 382, de 2012, Complementares, a fim de que tenham tramitação autônoma (alteram a Lei de Responsabilidade Fiscal).
      
      Votação, em turno único.",S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,95,AGINCL(RQ),aguardando_inclusão_ordem_do_dia_de_requerimento,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2233757,1,2015-03-11,1,Encaminhado ao Plenário.,S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,153,A,SF,Senado Federal,ATA-PLEN,SUBSECRETARIA DE ATA - PLENÁRIO,NA,NA,NA,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2237530,1,2015-03-19,1,"Os Projetos de Lei do Senado nºs 150, de 2005; 90, 180, 298, 414 e 540, de 2007; 66, 72, 265 e 482, de 2008; 12, 128, 175, 229, 230, 243, 248, 302, 315, 350, 450 e 507, de 2009; 21, 75, 538 e 719, de 2011; 113, 135 e 382, de 2012; todos Complementares, continuam tramitando em conjunto, nos termos do art. 332 do Regimento Interno. 
      
      Os Requerimentos nºs 1.237, de 2013; 93 e 946, de 2014, referentes às matérias acima relacionadas, serão incluídos em Ordem do Dia oportunamente.",S,NA,153,A,SF,Senado Federal,ATA-PLEN,SUBSECRETARIA DE ATA - PLENÁRIO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,95,AGINCL(RQ),aguardando_inclusão_ordem_do_dia_de_requerimento,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2238216,1,2015-03-20,1,"Aguardando inclusão em Ordem do Dia dos Requerimentos nºs 1.237, de 2013; 93 e 946, de 2014, de desapensamento dos PLS nºs 229, de 2009; 540 e 298, de 2007, dos PLS nºs 150, de 2005; 90, 180 e 414, de 2007; 66, 72, 265 e 482, de 2008; 12, 128, 175, 230, 243, 248, 302, 315, 350, 450 e 507, de 2009; 21, 75, 538 e 719, de 2011; 113, 135 e 382, de 2012.",S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,95,AGINCL(RQ),aguardando_inclusão_ordem_do_dia_de_requerimento,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2239550,1,2015-03-25,1,Encaminhado ao plenário.,S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,153,A,SF,Senado Federal,ATA-PLEN,SUBSECRETARIA DE ATA - PLENÁRIO,NA,NA,NA,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2240320,1,2015-03-25,2,"Encaminhado à publicação o Requerimento nº 226, de 2015, de autoria do Senador Tasso Jereissati, solicitando, nos termos regimentais, o desapensamento, para que tenha tramitação autônoma, do Projeto de Lei do Senado nº 229, de 2009 - Complementar, que se encontra tramitando em conjunto com os Projetos de Lei do Senado nº 150 de 2005; 90, 180, 298, 414 e 540 de 2007; 66, 72, 265 e 482 de 2008; 12, 128, 175, 230, 243, 248, 302, 315, 350, 450 e 507 de 2009; 21, 75, 538 e 719 de 2011; 113, 135, e 382 de 2012, todos complementares.
      O Requerimento será incluído em Ordem do Dia oportunamente.",S,NA,153,A,SF,Senado Federal,ATA-PLEN,SUBSECRETARIA DE ATA - PLENÁRIO,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,95,AGINCL(RQ),aguardando_inclusão_ordem_do_dia_de_requerimento,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2240973,1,2015-03-26,1,"Aguardando Inclusão em Ordem do Dia do Requerimento nº 226, de 2015, de autoria do Senador Tasso Jereissati, solicitando o desapensamento do Projeto de Lei do Senado 229, de 2009.",S,NA,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,153,A,SF,Senado Federal,ATA-PLEN,SUBSECRETARIA DE ATA - PLENÁRIO,95,AGINCL(RQ),aguardando_inclusão_ordem_do_dia_de_requerimento,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2249989,1,2015-04-28,1,"Aprovado o Requerimento nº 226, de 2015, a matéria é desapensada das demais e, uma vez que já se encontra instruída pela CCJ, volta ao exame da CAE.",S,NA,153,A,SF,Senado Federal,ATA-PLEN,SUBSECRETARIA DE ATA - PLENÁRIO,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,NA,NA,NA,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,NA,CDR, - Origem (Senado)
2250121,1,2015-04-28,2,"Recebido nesta Comissão, nesta data.
      
      Matéria aguardando distribuição.
",S,NA,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,87,AGDREL,aguardando_designação_do_relator,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Recebimento,Comissões,NA,CAE, - Origem (Senado)
2251881,1,2015-05-04,1,"O Presidente da Comissão, Senador Delcídio do Amaral, designa o Senador Ricardo Ferraço relator da Matéria.
      
      Ao Relator.
",S,NA,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,91,RELATOR,matéria_com_a_relatoria,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Análise do relator,Comissões,designado_relator,CAE, - Origem (Senado)
2270385,1,2015-07-02,1,"Devolvido pelo relator, Senador Ricardo Ferraço, com relatório favorável ao projeto nos termos do substitutivo que apresenta (fls. 480-534).",S,NA,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,42,PRONTPAUT,pronta_para_a_pauta_na_comissão,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,pronta_para_pauta,CAE, - Origem (Senado)
2271378,1,2015-07-07,1,"À SCLSF, a pedido.",S,2015-07-07,38,A,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,NA,NA,NA,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,NA,CAE, - Origem (Senado)
2272625,1,2015-07-09,1,Devolvido à CAE para prosseguimento da tramitação.,S,2015-07-09,197,A,SF,Senado Federal,SSCLSF,SUBSEC. COORDENAÇÃO LEGISLATIVA DO SENADO,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,NA,NA,NA,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,NA,CAE, - Origem (Senado)
2272657,1,2015-07-09,2,"A matéria encontra-se pronta para a pauta, com relatório do Senador Ricardo Ferraço, favorável ao projeto nos termos do substitutivo que apresenta (fls.480-534).",S,NA,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,42,PRONTPAUT,pronta_para_a_pauta_na_comissão,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,pronta_para_pauta,CAE, - Origem (Senado)
2283598,1,2015-08-25,1,"Em reunião realizada em 25/8/2015, foi aprovado o Requerimento nº 30/2015-CAE, de iniciativa do Senador Delcídio do Amaral, o qual requer a realização de audiência pública com a finalidade de instruir o Projeto de Lei do Senado nº 229 de 2009.
      	
      Requerimento anexado ao processado (fls. 535-536).",S,NA,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,110,AUDIÊNCIA,audiência_pública,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,aprovacao_audiencia_publica,CAE, - Origem (Senado)
2294769,1,2015-09-24,1,"Realizada, em 23/9/2015, audiência pública com a finalidade de instruir o PLS nº 229 de 2009 – Complementar, com a presença do srs. Tarcísio José Massote de Godoy, secretário executivo do Ministério da Fazenda; Dyogo Henrique de Oliveira, secretário executivo do Ministério do Planejamento, Orçamento e Gestão; Hélio Tollini, consultor de orçamento da Câmara dos Deputados; Fernando Moutinho, consultor de orçamento, fiscalização e controle do Senado Federal; e Marcos José Mendes, consultor legislativo do Senado Federal.",S,NA,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,42,PRONTPAUT,pronta_para_a_pauta_na_comissão,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,pronta_para_pauta,CAE, - Origem (Senado)
2318279,1,2015-12-02,1,"O relator, senador Ricardo Ferraço, apresentou nesta data relatório reformulado, favorável ao projeto nos termos do substitutivo que apresenta (fls. 540-593).",S,NA,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,42,PRONTPAUT,pronta_para_a_pauta_na_comissão,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,pronta_para_pauta,CAE, - Origem (Senado)
2330529,1,2016-03-03,1,"Matéria constante da Pauta da 4ª Reunião da Comissão de Assuntos Econômicos, agendada para o dia 08/03/2016.",S,NA,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,138,INPAUTA,incluída_na_pauta_da_reunião,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,NA,CAE, - Origem (Senado)
2330976,1,2016-03-08,1,"Em reunião realizada em 8/3/2016, foi concedida vista coletiva, nos termos do art. 132 do Regimento Interno do Senado Federal.",S,NA,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,90,PEDVISTA,pedido_de_vista_concedido,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,pedido_vista,CAE, - Origem (Senado)
2331791,1,2016-03-10,1,"Matéria constante da Pauta da 5ª Reunião da Comissão de Assuntos Econômicos, agendada para o dia 15/03/2016.",S,NA,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,138,INPAUTA,incluída_na_pauta_da_reunião,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,NA,CAE, - Origem (Senado)
2332715,1,2016-03-15,1,"Reunida a Comissão nesta data, a apreciação da matéria é adiada.",S,NA,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,42,PRONTPAUT,pronta_para_a_pauta_na_comissão,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,pronta_para_pauta,CAE, - Origem (Senado)
2336667,1,2016-04-01,1,"Matéria constante da Pauta da 8ª Reunião da Comissão de Assuntos Econômicos, agendada para o dia 05/04/2016.",S,NA,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,138,INPAUTA,incluída_na_pauta_da_reunião,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,NA,CAE, - Origem (Senado)
2337083,1,2016-04-05,1,"Em reunião realizada em 05/04/2016, a apreciação da matéria foi adiada.",S,NA,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,42,PRONTPAUT,pronta_para_a_pauta_na_comissão,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,pronta_para_pauta,CAE, - Origem (Senado)
2337861,1,2016-04-08,1,"Matéria constante da Pauta da 9ª Reunião da Comissão de Assuntos Econômicos, agendada para o dia 12/04/2016.",S,NA,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,138,INPAUTA,incluída_na_pauta_da_reunião,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,NA,CAE, - Origem (Senado)
2338289,1,2016-04-12,1,"Em reunião realizada em 12/04/2016, a apreciação da matéria foi adiada.",S,NA,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,42,PRONTPAUT,pronta_para_a_pauta_na_comissão,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,pronta_para_pauta,CAE, - Origem (Senado)
2339358,1,2016-04-20,1,"Matéria constante da Pauta da 11ª Reunião da Comissão de Assuntos Econômicos, agendada para o dia 26/04/2016.",S,NA,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,138,INPAUTA,incluída_na_pauta_da_reunião,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,NA,CAE, - Origem (Senado)
2339739,1,2016-04-26,1,"Em reunião realizada em 26/04/2016, a apreciação da matéria foi adiada.",S,NA,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,42,PRONTPAUT,pronta_para_a_pauta_na_comissão,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,pronta_para_pauta,CAE, - Origem (Senado)
2340342,1,2016-04-29,1,"Matéria constante da Pauta da 12ª Reunião da Comissão de Assuntos Econômicos, agendada para o dia 03/05/2016.",S,NA,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,138,INPAUTA,incluída_na_pauta_da_reunião,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,NA,CAE, - Origem (Senado)
2341830,1,2016-05-12,1,"Matéria constante da Pauta da 13ª Reunião da Comissão de Assuntos Econômicos, agendada para o dia 17/05/2016.",S,NA,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,138,INPAUTA,incluída_na_pauta_da_reunião,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,NA,CAE, - Origem (Senado)
2342070,1,2016-05-16,1,"O relator, senador Ricardo Ferraço, apresentou relatório reformulado, favorável ao projeto nos termos do substitutivo que apresenta (fls 594-638).",S,NA,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,138,INPAUTA,incluída_na_pauta_da_reunião,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,NA,CAE, - Origem (Senado)
2342210,1,2016-05-17,1,"Em reunião realizada nesta data, a Comissão aprova o relatório do senador Ricardo Ferraço, que passa a constituir o parecer da CAE, favorável ao projeto nos termos da Emenda nº 2-CAE (substitutivo). Anexada, à fl. 639, cópia do relatório de registro de presença.",S,NA,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,89,APRVPAR,aprovado_parecer_na_comissão,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Encaminhamento,Comissões,aprovacao_parecer,CAE, - Origem (Senado)
2342225,1,2016-05-17,2,À SLSF.,S,2016-05-17,38,C,SF,Senado Federal,CAE,Comissão de Assuntos Econômicos,443,A,SF,Senado Federal,SLSF,Secretaria Legislativa do Senado Federal,89,APRVPAR,aprovado_parecer_na_comissão,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Encaminhamento,Comissões,NA,CAE, - Origem (Senado)
2342428,1,2016-05-18,1,Aguardando leitura de pareceres da CCJ e CAE.,S,2016-05-18,443,A,SF,Senado Federal,SLSF,Secretaria Legislativa do Senado Federal,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,14,AGLPAR,aguardando_leitura_parecer_(es),91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Comissões,NA,CAE, - Origem (Senado)
2342541,1,2016-05-18,2,"Encaminhados à publicação os seguintes pareceres:
      - Parecer nº 503, de 2016-CCJ, 1º pronunciamento, relator Senador Arthur Virgílio, favorável, nos termos do Substitutivo que apresenta - Emenda nº 1-CCJ; 
      - Parecer nº 504, de 2016-CCJ, 2º pronunciamento, relator Senador Arthur Virgílio, favorável, nos termos do Substitutivo que apresenta - Emenda nº 2-CCJ; e 
      - Parecer nº 505, de 2016-CCJ, relator Senador Ricardo Ferraço, favorável, nos termos do Substitutivo que apresenta - Emenda nº 3-CAE.
      ************* Retificado em 19/05/2016*************
      ONDE SE LÊ:
      - Parecer nº 505, de 2016-CCJ, relator Senador Ricardo Ferraço, favorável, nos termos do Substitutivo que apresenta - Emenda nº 3-CAE.
      
      LEIA-SE:
      - Parecer nº 505, de 2016-CAE, relator Senador Ricardo Ferraço, favorável, nos termos do Substitutivo que apresenta - Emenda nº 3-CAE",S,2016-05-18,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,443,A,SF,Senado Federal,SLSF,Secretaria Legislativa do Senado Federal,8,PRONDEPLEN,pronto_para_deliberação_do_plenário,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Plenário,NA,Plenário, - Origem (Senado)
2342740,1,2016-05-19,1,Encaminhado ao Plenário.,S,2016-05-19,443,A,SF,Senado Federal,SLSF,Secretaria Legislativa do Senado Federal,543,A,SF,Senado Federal,SEADI,Secretaria de Atas e Diários,NA,NA,NA,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Plenário,NA,Plenário, - Origem (Senado)
2342791,1,2016-05-19,2,"Tendo sido lidos os Pareceres nº 503 a 505, de 2016, a matéria ficará perante a Mesa pelo prazo de cinco dias úteis para recebimento de emendas, nos termos do art. 235, II, ""d"", do Regimento Interno.",S,2016-05-19,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,443,A,SF,Senado Federal,SLSF,Secretaria Legislativa do Senado Federal,88,AGREMESA,aguardando_recebimento_de_emendas_perante_a_mesa,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Plenário,NA,Plenário, - Origem (Senado)
2342813,1,2016-05-19,3,"Prazo: Recebimento de emendas perante a Mesa (Art. 235, II, ""d"", do RISF)
      
      De 20/05/2016 a 27/05/2016",S,NA,443,A,SF,Senado Federal,SLSF,Secretaria Legislativa do Senado Federal,443,A,SF,Senado Federal,SLSF,Secretaria Legislativa do Senado Federal,88,AGREMESA,aguardando_recebimento_de_emendas_perante_a_mesa,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Plenário,NA,Plenário, - Origem (Senado)
2343469,1,2016-05-30,1,Encaminhado ao Plenário para comunicação do término do prazo para apresentação de emendas.,S,2016-05-30,443,A,SF,Senado Federal,SLSF,Secretaria Legislativa do Senado Federal,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,NA,NA,NA,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Plenário,NA,Plenário, - Origem (Senado)
2343589,1,2016-05-30,2,"Anunciado o término do prazo, em 27 de maio, para apresentação de emendas à matéria.
      Não foram oferecidas emendas.
      A matéria será incluída em Ordem do Dia oportunamente.",S,2016-05-30,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,443,A,SF,Senado Federal,SLSF,Secretaria Legislativa do Senado Federal,8,PRONDEPLEN,pronto_para_deliberação_do_plenário,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Plenário,NA,Plenário, - Origem (Senado)
2343607,1,2016-05-30,3,"Aguardando inclusão em Ordem do Dia.
      Discussão, em turno único.",S,NA,443,A,SF,Senado Federal,SLSF,Secretaria Legislativa do Senado Federal,443,A,SF,Senado Federal,SLSF,Secretaria Legislativa do Senado Federal,8,PRONDEPLEN,pronto_para_deliberação_do_plenário,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Plenário,NA,Plenário, - Origem (Senado)
2344786,1,2016-06-07,1,Matéria incluída na pauta da sessão deliberativa ordinária de 7.6.2016,S,2016-06-07,443,A,SF,Senado Federal,SLSF,Secretaria Legislativa do Senado Federal,543,A,SF,Senado Federal,SEADI,Secretaria de Atas e Diários,78,INCLOD,incluída_em_ordem_do_dia,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Plenário,NA,Plenário, - Origem (Senado)
2344908,1,2016-06-07,2,"Aprovado o Substitutivo - Emenda nº 3-CAE, com novas emendas apresentadas no turno suplementar.
      À Câmara dos Deputados.
      *** DETALHAMENTO DA AÇÃO LEGISLATIVA ***
      Discussão encerrada.
      Aprovada a Emenda nº 3-CAE – Substitutivo, com o seguinte resultado: Sim 64, Abst. 2, Presidente 1, Total 67.
      Ficam prejudicados o projeto e as Emendas nºs 1 e 2-CCJ.
      Encaminhado à publicação o Parecer nº 534, de 2016-CDIR, apresentando a redação do vencido para o turno suplementar.
      Encaminhadas à publicação as Emendas nºs 4, 5, 6, 7, 8 e 9-PLEN, todas de autoria do Senador Aloysio Nunes Ferreira.
      Proferido pelo Senado Ricardo Ferraço o Parecer nº 535, de 2016-PLEN, favorável às Emendas nº 4 a 9-PLEN.
      Discussão encerrada, em turno suplementar.
      Aprovados, em globo, em turno suplementar, o Substitutivo (Emenda nº 3-PLEN) e as Emendas nº 4 a 9-PLEN, com o seguinte resultado: Sim 52, Abst. 2, Presidente 1, Total 55.
      Aprovada a redação final da matéria. (Parecer nº 536, de 2016-CDIR – Publicada em Suplemento ao DSF nº 80, de 08/06/2016)
      À Câmara dos Deputados.",S,2016-06-16,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,113,APRVSUB,aprovado_o_substitutivo,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Plenário,aprovacao_substitutivo,Plenário, - Origem (Senado)
2346271,1,2016-06-16,1,Anexado o texto revisado (fls. 716 a 746).,S,NA,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,NA,NA,NA,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Plenário,NA,Plenário, - Origem (Senado)
2346685,1,2016-06-21,1,"Remessa Ofício SF n.º 762, de 21/06/2016, ao Senhor Primeiro-Secretário da Câmara dos Deputados, encaminhando autógrafos do projeto para revisão, nos termos do art. 65 da Constituição Federal (fls. 749 a 782).",S,NA,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,52,RMCD,remetida_à_câmara_dos_deputados,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não,Discussão e votação,Plenário,virada_casa,Mesa - Câmara, - Revisão (Câmara)
