ementa_materia,explicacao_ementa_materia,indexacao_materia,indicador_complementar,data_apresentacao,data_leitura,natureza_materia,codigo_materia,sigla_subtipo_materia,numero_materia,nome_autor,codigo_assunto_especifico,assunto_especifico,codigo_assunto_geral,assunto_geral,nome_poder_origem,sigla_casa_origem,nome_casa_origem
"Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei nº 12.414, de 9 de junho de 2011, para fomentar a inclusão de dados nos cadastros positivos de crédito e regular a responsabilidade civil dos operadores.","Altera a Lei do Sigilo Bancário e a Lei do Cadastro Positivo, para estabelecer que não constitui violação de sigilo pelas instituições financeiras o compartilhamento de informações destinadas a bancos de dados referentes a adimplemento e histórico de crédito, e que a abertura de cadastro em tais bancos de dados independe de autorização prévia da pessoa física ou jurídica que será cadastrada.","ALTERAÇÃO, LEI FEDERAL, LEI COMPLEMENTAR, LEI DO SIGILO BANCARIO, LEI DO CADASTRO POSITIVO, SIGILO, QUEBRA DE SIGILO, OPERAÇÃO FINANCEIRA, INSTITUIÇÃO FINANCEIRA, FOMENTO, INCLUSÃO, DADOS, CADASTRO, CREDITO, ESTABELECIMENTO, RESPONSABILIDADE, OPERADOR.",Sim,2017-06-28,2017-06-28,
