ementa_materia,observacao_materia,indexacao_materia,indicador_complementar,data_apresentacao,data_leitura,sigla_casa_leitura,nome_casa_leitura,codigo_materia,sigla_casa_identificacao_materia,nome_casa_identificacao_materia,sigla_subtipo_materia,descricao_subtipo_materia,numero_materia,ano_materia,indicador_tramitando,nome_autor,sigla_tipo_autor,descricao_tipo_autor,num_ordem_autor,indicador_outros_autores,codigo_assunto_especifico,assunto_especifico,codigo_assunto_geral,assunto_geral,nome_poder_origem,sigla_casa_origem,nome_casa_origem
Regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal.,CORRELAÇÃO TETO CONSTITUCIONAL,"CRIAÇÃO, LEI FEDERAL, REGULAMENTAÇÃO, CONSTITUIÇÃO FEDERAL, LIMITAÇÃO, REMUNERAÇÃO, AGENTE, PODER PUBLICO. REVOGAÇÃO, DISPOSITIVOS, LEI FEDERAL, REGIME JURIDICO UNICO.",Não,2016-12-08,2016-12-08,SF,Senado Federal,127753,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00449,2016,Não,Comissão Especial do Extrateto,COMISSAO_SENADO,Comissão do Senado Federal,1,Não,105,Servidores públicos,81,Administrativo,Legislativo,SF,Senado Federal
