cargo,id_parlamentar,partido,uf,nome,situacao,sigla,casa,foto
TITULAR,141488,PT,SP,Paulo Teixeira,Titular,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/141488.jpg
SUPLENTE,178912,PSDB,PB,Pedro Cunha Lima,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/178912.jpg
SUPLENTE,204395,DEM,PR,Pedro Lupion,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/204395.jpg
SUPLENTE,160604,PT,SC,Pedro Uczai,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/160604.jpg
SUPLENTE,204406,PP,RS,Pedro Westphalen,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/204406.jpg
SUPLENTE,73486,PDT,RS,Pompeo de Mattos,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/73486.jpg
SUPLENTE,74161,PT,MG,Reginaldo Lopes,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/74161.jpg
SUPLENTE,205865,PSD,PR,Reinhold Stephanes Junior,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/205865.jpg
SUPLENTE,178989,PODE,SP,Renata Abreu,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/178989.jpg
TITULAR,73801,PCdoB,PE,Renildo Calheiros,Titular,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/73801.jpg
SUPLENTE,204362,PSD,SC,Ricardo Guidi,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/204362.jpg
SUPLENTE,160651,MDB,SC,Rogério Peninha Mendonça,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/160651.jpg
TITULAR,73466,CIDADANIA,PR,Rubens Bueno,Titular,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/73466.jpg
SUPLENTE,74371,PT,GO,Rubens Otoni,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/74371.jpg
SUPLENTE,73604,PT,SP,Rui Falcão,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/73604.jpg
TITULAR,178990,PSDB,SP,Samuel Moreira,Titular,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/178990.jpg
SUPLENTE,204416,PSL,RS,Sanderson,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/204416.jpg
TITULAR,204438,PL,AL,Sergio Toledo,Titular,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/204438.jpg
SUPLENTE,178874,PDT,ES,Sergio Vidigal,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/178874.jpg
TITULAR,178961,PSDB,RR,Shéridan,Titular,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/178961.jpg
SUPLENTE,204425,PRB,PE,Silvio Costa Filho,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/204425.jpg
SUPLENTE,178947,DEM,RJ,Sóstenes Cavalcante,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/178947.jpg
TITULAR,177282,PDT,MG,Subtenente Gonzaga,Titular,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/177282.jpg
SUPLENTE,178922,PSB,PE,Tadeu Alencar,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/178922.jpg
TITULAR,204464,PSOL,RJ,Talíria Petrone,Titular,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/204464.jpg
SUPLENTE,157130,PDT,PE,Túlio Gadêlha ,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/157130.jpg
SUPLENTE,137070,PL,TO,Vicentinho Júnior,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/137070.jpg
TITULAR,74044,PTB,PB,Wilson Santiago,Titular,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/74044.jpg
SUPLENTE,160632,SOLIDARI,MG,Zé Silva,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/160632.jpg
SUPLENTE,160592,PT,PR,Zeca Dirceu,Suplente,CCJC,camara,https://www.camara.leg.br/internet/deputado/bandep/160592.jpg
SUPLENTE,178835,PDT,RS,Afonso Motta,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/178835.jpg
SUPLENTE,204501,PT,SP,Alencar Santana Braga,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204501.jpg
TITULAR,204571,PDT,BA,Alex Santana,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204571.jpg
TITULAR,74471,PSD,PE,André de Paula,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/74471.jpg
TITULAR,133439,PDT,CE,André Figueiredo,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/133439.jpg
SEGUNDO VICE-PRESIDENTE,73696,PP,SC,Angela Amin,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/73696.jpg
SUPLENTE,141391,CIDADANIA,SP,Arnaldo Jardim,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/141391.jpg
SUPLENTE,141335,PT,PA,Beto Faro,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/141335.jpg
TITULAR,204388,PSL,RS,Bibo Nunes,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204388.jpg
SUPLENTE,141513,DEM,MG,Bilac Pinto,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/141513.jpg
SUPLENTE,204487,PROS,CE,Capitão Wagner,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204487.jpg
TITULAR,204361,MDB,SC,Carlos Chiodini,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204361.jpg
SUPLENTE,204380,PP,DF,Celina Leão,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204380.jpg
TITULAR,204504,PSD,SP,Cezinha de Madureira ,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204504.jpg
TITULAR,141408,PRB,MA,Cleber Verde,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/141408.jpg
SUPLENTE,204367,PSL,SC,Daniel Freitas,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204367.jpg
TITULAR,204409,PSDB,RS,Daniel Trzeciak,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204409.jpg
TITULAR,204511,DEM,SP,David Soares,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204511.jpg
SUPLENTE,164359,PSL,GO,Delegado Waldir,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/164359.jpg
SUPLENTE,143632,PSD,CE,Domingos Neto,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/143632.jpg
SUPLENTE,204518,PATRIOTA,MG,Dr. Frederico,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204518.jpg
SUPLENTE,178977,PSDB,SP,Eduardo Cury,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/178977.jpg
TITULAR,171623,MDB,SE,Fabio Reis,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/171623.jpg
SUPLENTE,204477,PSL,RJ,Felício Laterça,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204477.jpg
SUPLENTE,204371,PSB,ES,Felipe Rigoni,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204371.jpg
PRESIDENTE,160666,PDT,BA,Félix Mendonça Júnior,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/160666.jpg
SUPLENTE,204407,PSOL,RS,Fernanda Melchionna ,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204407.jpg
TITULAR,204484,PSL,SP,General Peternelli,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204484.jpg
TITULAR,204394,PSB,PB,Gervásio Maia,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204394.jpg
SUPLENTE,204491,PRB,MG,Gilberto Abramo,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204491.jpg
TITULAR,73460,PDT,PR,Gustavo Fruet,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/73460.jpg
TITULAR,178909,DEM,PA,Hélio Leite,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/178909.jpg
SUPLENTE,74848,PCdoB,RJ,Jandira Feghali,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/74848.jpg
TITULAR,74273,PSB,SP,Jefferson Campos,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/74273.jpg
SUPLENTE,178842,PSB,AL,Jhc,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/178842.jpg
SUPLENTE,204429,PSB,PE,João H. Campos,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204429.jpg
SUPLENTE,205550,PRB,RJ,Jorge Braz,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/205550.jpg
TITULAR,204372,PRB,DF,Julio Cesar Ribeiro,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204372.jpg
SUPLENTE,151208,PP,SE,Laercio Oliveira,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/151208.jpg
SUPLENTE,160534,PL,ES,Lauriete,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/160534.jpg
SUPLENTE,139285,PSB,BA,Lídice da Mata,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/139285.jpg
SUPLENTE,204405,PSB,RS,Liziane Bayer,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204405.jpg
TITULAR,204382,PSL,MS,Loester Trutis,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204382.jpg
SUPLENTE,204381,DEM,DF,Luis Miranda,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204381.jpg
SUPLENTE,204410,PTB,PR,Luisa Canziani,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204410.jpg
TITULAR,74784,PSOL,SP,Luiza Erundina,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/74784.jpg
PRIMEIRO VICE-PRESIDENTE,81055,PCdoB,MA,Márcio Jerry,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/81055.jpg
SUPLENTE,204522,PSD,SP,Marco Bertaiolli,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204522.jpg
SUPLENTE,204431,MDB,PI,Marcos Aurélio Sampaio,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204431.jpg
SUPLENTE,204430,PP,PI,Margarete Coelho,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204430.jpg
TITULAR,171619,PT,MG,Margarida Salomão,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/171619.jpg
SUPLENTE,204453,PT,RN,Natália Bonavides,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204453.jpg
SUPLENTE,141516,PSDB,MG,Paulo Abi-Ackel,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/141516.jpg
SUPLENTE,193726,PSC,PR,Paulo Eduardo Martins,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/193726.jpg
SUPLENTE,160558,PL,SP,Paulo Freire Costa,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/160558.jpg
SUPLENTE,204461,NOVO,RJ,Paulo Ganime,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204461.jpg
TITULAR,74574,PSD,BA,Paulo Magalhães,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/74574.jpg
SUPLENTE,204383,PV,DF,Professor Israel Batista,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204383.jpg
SUPLENTE,178989,PODE,SP,Renata Abreu,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/178989.jpg
TITULAR,152610,PRB,SP,Roberto Alves,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/152610.jpg
TITULAR,204530,PSB,SP,Rodrigo Agostinho,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204530.jpg
SUPLENTE,141531,PSDB,MG,Rodrigo de Castro,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/141531.jpg
SUPLENTE,73604,PT,SP,Rui Falcão,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/73604.jpg
SUPLENTE,160635,PSDB,PB,Ruy Carneiro,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/160635.jpg
TITULAR,204535,PSOL,SP,Sâmia Bomfim,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204535.jpg
SUPLENTE,74356,PRB,AM,Silas Câmara,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/74356.jpg
SUPLENTE,204534,PDT,SP,Tabata Amaral ,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204534.jpg
TITULAR,206231,PSB,ES,Ted Conti,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/206231.jpg
SUPLENTE,143084,SOLIDARI,TO,Tiago Dimas,Suplente,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/143084.jpg
TITULAR,204532,NOVO,SP,Vinicius Poit,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204532.jpg
TITULAR,178992,PSDB,SP,Vitor Lippi,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/178992.jpg
TITULAR,204517,PL,MG,Zé Vitor,Titular,CCTCI,camara,https://www.camara.leg.br/internet/deputado/bandep/204517.jpg
SUPLENTE,204528,NOVO,SP,Adriana Ventura,Suplente,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/204528.jpg
TITULAR,204495,PT,PA,Airton Faleiro,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/204495.jpg
SUPLENTE,204503,PT,SP,Alexandre Padilha,Suplente,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/204503.jpg
SUPLENTE,74057,PCdoB,BA,Alice Portugal,Suplente,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/74057.jpg
SEGUNDO VICE-PRESIDENTE,204509,PSOL,MG,Áurea Carolina,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/204509.jpg
PRESIDENTE,73701,PT,RJ,Benedita da Silva,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/73701.jpg
TITULAR,141439,PDT,RJ,Chico D'Angelo,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/141439.jpg
TITULAR,204409,PSDB,RS,Daniel Trzeciak,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/204409.jpg
SUPLENTE,205548,PSOL,RJ,David Miranda,Suplente,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/205548.jpg
SUPLENTE,178929,PODE,PR,Diego Garcia,Suplente,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/178929.jpg
SUPLENTE,160575,PT,DF,Erika Kokay,Suplente,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/160575.jpg
TITULAR,204477,PSL,RJ,Felício Laterça,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/204477.jpg
SUPLENTE,204442,PSL,RJ,Gurgel,Suplente,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/204442.jpg
TITULAR,204564,PHS,BA,Igor Kannário,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/204564.jpg
TITULAR,74848,PCdoB,RJ,Jandira Feghali,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/74848.jpg
TITULAR,204472,PODE,MT,José Medeiros,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/204472.jpg
SUPLENTE,139285,PSB,BA,Lídice da Mata,Suplente,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/139285.jpg
SUPLENTE,74585,PL,MG,Lincoln Portela,Suplente,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/74585.jpg
SUPLENTE,204382,PSL,MS,Loester Trutis,Suplente,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/204382.jpg
TITULAR,178931,PSB,PR,Luciano Ducci,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/178931.jpg
TITULAR,204455,PSL,RJ,Luiz Lima,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/204455.jpg
TITULAR,178866,PT,CE,Luizianne Lins,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/178866.jpg
TITULAR,204433,CIDADANIA,RJ,Marcelo Calero,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/204433.jpg
SUPLENTE,171619,PT,MG,Margarida Salomão,Suplente,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/171619.jpg
PRIMEIRO VICE-PRESIDENTE,74398,PT,RS,Maria do Rosário,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/74398.jpg
SUPLENTE,141488,PT,SP,Paulo Teixeira,Suplente,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/141488.jpg
SUPLENTE,74305,PSDB,CE,Roberto Pessoa,Suplente,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/74305.jpg
SUPLENTE,204525,PSB,SP,Rosana Valle,Suplente,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/204525.jpg
TITULAR,74371,PT,GO,Rubens Otoni,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/74371.jpg
SUPLENTE,90842,PTB,RS,Santini,Suplente,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/90842.jpg
SUPLENTE,178947,DEM,RJ,Sóstenes Cavalcante,Suplente,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/178947.jpg
TITULAR,178922,PSB,PE,Tadeu Alencar,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/178922.jpg
TITULAR,160976,PL,SP,Tiririca,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/160976.jpg
TITULAR,157130,PDT,PE,Túlio Gadêlha ,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/157130.jpg
TITULAR,204505,PRB,PA,Vavá Martins,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/204505.jpg
TITULAR,160569,PT,BA,Waldenor Pereira,Titular,CCULT,camara,https://www.camara.leg.br/internet/deputado/bandep/160569.jpg
PRIMEIRO VICE-PRESIDENTE,204379,PROS,AP,Acácio Favacho,Titular,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/204379.jpg
SUPLENTE,204571,PDT,BA,Alex Santana,Suplente,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/204571.jpg
SUPLENTE,204423,PSC,PE,André Ferreira,Suplente,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/204423.jpg
SUPLENTE,160512,SOLIDARI,RJ,Aureo Ribeiro,Suplente,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/160512.jpg
TITULAR,204358,PSDB,MS,Beto Pereira,Titular,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/204358.jpg
TITULAR,204487,PROS,CE,Capitão Wagner,Titular,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/204487.jpg
TITULAR,204370,PT,TO,Célio Moura,Titular,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/204370.jpg
TITULAR,73441,PRB,SP,Celso Russomanno,Titular,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/73441.jpg
TITULAR,204476,AVANTE,RJ,Chiquinho Brazão,Titular,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/204476.jpg
TITULAR,204514,PSL,SP,Coronel Tadeu,Titular,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/204514.jpg
SUPLENTE,116379,PSD,SC,Darci de Matos,Suplente,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/116379.jpg
SUPLENTE,204518,PATRIOTA,MG,Dr. Frederico,Suplente,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/204518.jpg
TITULAR,141422,DEM,PB,Efraim Filho,Titular,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/141422.jpg
TITULAR,204364,SOLIDARI,TO,Eli Borges,Titular,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/204364.jpg
SUPLENTE,160532,DEM,SP,Eli Corrêa Filho,Suplente,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/160532.jpg
TITULAR,160640,PROS,MG,Eros Biondini,Titular,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/160640.jpg
SUPLENTE,204477,PSL,RJ,Felício Laterça,Suplente,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/204477.jpg
TERCEIRO VICE-PRESIDENTE,72442,PSB,PE,Felipe Carreras,Titular,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/72442.jpg
SUPLENTE,204510,PP,MG,Franco Cartafina,Suplente,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/204510.jpg
TITULAR,204494,PATRIOTA,MG,Fred Costa,Titular,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/204494.jpg
SUPLENTE,204365,NOVO,SC,Gilson Marques ,Suplente,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/204365.jpg
SUPLENTE,198197,AVANTE,MG,Greyce Elias,Suplente,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/198197.jpg
TITULAR,204442,PSL,RJ,Gurgel,Titular,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/204442.jpg
TITULAR,73531,PSOL,SP,Ivan Valente,Titular,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/73531.jpg
SUPLENTE,141458,PL,BA,João Carlos Bacelar,Suplente,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/141458.jpg
PRESIDENTE,141459,PL,RN,João Maia,Titular,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/141459.jpg
SEGUNDO VICE-PRESIDENTE,205550,PRB,RJ,Jorge Braz,Titular,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/205550.jpg
SUPLENTE,73586,PSB,MG,Júlio Delgado,Suplente,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/73586.jpg
SUPLENTE,150418,PRB,BA,Márcio Marinho,Suplente,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/150418.jpg
TITULAR,90201,PTB,CE,Pedro Augusto Bezerra,Titular,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/90201.jpg
TITULAR,73943,PCdoB,AC,Perpétua Almeida,Titular,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/73943.jpg
SUPLENTE,178989,PODE,SP,Renata Abreu,Suplente,CDC,camara,https://www.camara.leg.br/internet/deputado/bandep/178989.jpg
