cargo,id,partido,uf,situacao,nome,sigla,casa
Presidente,73674,PP        ,GO,Titular,Roberto Balestra,CAPADR,camara
PrimeiroVice-Presidente,178871,PP        ,ES,Titular,Evair Vieira de Melo,CAPADR,camara
SegundoVice-Presidente,178971,PRB       ,SE,Titular,Jony Marcos,CAPADR,camara
TerceiroVice-Presidente,136811,PP        ,RS,Titular,Afonso Hamm,CAPADR,camara
Titular,178903,PRB       ,MT,Titular,Adilton Sachetti,CAPADR,camara
Titular,136811,PP        ,RS,Titular,Afonso Hamm,CAPADR,camara
Titular,73579,DEM       ,DF,Titular,Alberto Fraga,CAPADR,camara
Titular,178831,PP        ,AP,Titular,André Abdon,CAPADR,camara
Titular,74378,PDT       ,PR,Titular,Assis do Couto,CAPADR,camara
Titular,141335,PT        ,PA,Titular,Beto Faro,CAPADR,camara
Titular,178993,DEM       ,TO,Titular,Carlos Henrique Gaguim,CAPADR,camara
Titular,141405,MDB       ,SC,Titular,Celso Maldaner,CAPADR,camara
Titular,178838,PSB       ,AC,Titular,César Messias,CAPADR,camara
Titular,73768,PP        ,PR,Titular,Dilceu Sperafico,CAPADR,camara
Titular,178871,PP        ,ES,Titular,Evair Vieira de Melo,CAPADR,camara
Titular,178907,PODE      ,PA,Titular,Francisco Chapadinha,CAPADR,camara
Titular,160673,PR        ,RS,Titular,Giovani Cherini,CAPADR,camara
Titular,178964,PSB       ,RS,Titular,Heitor Schuch,CAPADR,camara
Titular,160596,PP        ,GO,Titular,Heuler Cruvinel,CAPADR,camara
Titular,81232,,,Titular,Irajá Abreu,CAPADR,camara
Titular,160570,PP        ,RS,Titular,Jerônimo Goergen,CAPADR,camara
Titular,178971,PRB       ,SE,Titular,Jony Marcos,CAPADR,camara
Titular,74141,PT        ,BA,Titular,Josias Gomes,CAPADR,camara
Titular,74351,PTB       ,PA,Titular,Josué Bengtson,CAPADR,camara
Titular,160544,MDB       ,SP,Titular,Junji Abe,CAPADR,camara
Titular,141480,PP        ,TO,Titular,Lázaro Botelho,CAPADR,camara
Titular,81366,PSC       ,MA,Titular,Luana Costa,CAPADR,camara
Titular,178954,MDB       ,RO,Titular,Lucio Mosquini,CAPADR,camara
Titular,73483,PP        ,RS,Titular,Luis Carlos Heinze,CAPADR,camara
Titular,178955,PR        ,RO,Titular,Luiz Cláudio,CAPADR,camara
Titular,162332,PR        ,PR,Titular,Luiz Nishimori,CAPADR,camara
Titular,160535,PT        ,RS,Titular,Marcon,CAPADR,camara
Titular,141500,PSD       ,MG,Titular,Marcos Montes,CAPADR,camara
Titular,73781,PP        ,PR,Titular,Nelson Meurer,CAPADR,camara
Titular,74359,PTB       ,RO,Titular,Nilton Capixaba,CAPADR,camara
Titular,74399,,,Titular,Onyx Lorenzoni,CAPADR,camara
Titular,74812,MDB       ,GO,Titular,Pedro Chaves,CAPADR,camara
Titular,74216,PSDB      ,CE,Titular,Raimundo Gomes de Matos,CAPADR,camara
Titular,73674,PP        ,GO,Titular,Roberto Balestra,CAPADR,camara
Titular,160651,MDB       ,SC,Titular,Rogério Peninha Mendonça,CAPADR,camara
Titular,178933,MDB       ,PR,Titular,Sergio Souza,CAPADR,camara
Titular,178901,,,Titular,Tereza Cristina,CAPADR,camara
Titular,74010,MDB       ,SC,Titular,Valdir Colatto,CAPADR,camara
Titular,160610,PT        ,BA,Titular,Valmir Assunção,CAPADR,camara
Titular,178889,PT        ,MA,Titular,Zé Carlos,CAPADR,camara
Titular,160632,SOLIDARI  ,MG,Titular,Zé Silva,CAPADR,camara
Suplente,178835,PDT       ,RS,Suplente,Afonso Motta,CAPADR,camara
Suplente,160559,MDB       ,RS,Suplente,Alceu Moreira,CAPADR,camara
Suplente,141391,PPS       ,SP,Suplente,Arnaldo Jardim,CAPADR,camara
Suplente,160600,DEM       ,BA,Suplente,Arthur Oliveira Maia,CAPADR,camara
Suplente,178948,PP        ,RN,Suplente,Beto Rosado,CAPADR,camara
Suplente,160538,PT        ,RS,Suplente,Bohn Gass,CAPADR,camara
Suplente,93083,PP        ,BA,Suplente,Cacá Leão,CAPADR,camara
Suplente,141401,MDB       ,MT,Suplente,Carlos Bezerra,CAPADR,camara
Suplente,74651,DEM       ,MG,Suplente,Carlos Melles,CAPADR,camara
Suplente,160576,PRB       ,TO,Suplente,César Halum,CAPADR,camara
Suplente,178928,PR        ,PR,Suplente,Christiane de Souza Yared,CAPADR,camara
Suplente,178841,PHS       ,AL,Suplente,Cícero Almeida,CAPADR,camara
Suplente,178848,PSDB      ,AM,Suplente,Conceição Sampaio,CAPADR,camara
Suplente,160588,PSD       ,MG,Suplente,Diego Andrade,CAPADR,camara
Suplente,178929,PODE      ,PR,Suplente,Diego Garcia,CAPADR,camara
Suplente,160758,PSDB      ,MG,Suplente,Domingos Sávio,CAPADR,camara
Suplente,178828,PV        ,SP,Suplente,Evandro Gussi,CAPADR,camara
Suplente,178930,PSD       ,PR,Suplente,Evandro Roman,CAPADR,camara
Suplente,178953,PSD       ,RO,Suplente,Expedito Netto,CAPADR,camara
Suplente,66828,PP        ,SP,Suplente,Fausto Pinato,CAPADR,camara
Suplente,178970,PT        ,SE,Suplente,João Daniel,CAPADR,camara
Suplente,74388,PP        ,SC,Suplente,Jorge Boeira,CAPADR,camara
Suplente,74317,PSD       ,PI,Suplente,Júlio Cesar,CAPADR,camara
Suplente,178931,PSB       ,PR,Suplente,Luciano Ducci,CAPADR,camara
Suplente,94931,MDB       ,BA,Suplente,Lucio Vieira Lima,CAPADR,camara
Suplente,166402,PR        ,GO,Suplente,Magda Mofatto,CAPADR,camara
Suplente,74470,PSC       ,PB,Suplente,Marcondes Gadelha,CAPADR,camara
Suplente,74158,PDT       ,MG,Suplente,Mário Heringer,CAPADR,camara
Suplente,74749,MDB       ,MG,Suplente,Mauro Lopes,CAPADR,camara
Suplente,178985,PR        ,SP,Suplente,Miguel Lombardi,CAPADR,camara
Suplente,73553,PTB       ,SP,Suplente,Nelson Marquezelli,CAPADR,camara
Suplente,178896,MDB       ,MG,Suplente,Newton Cardoso Jr,CAPADR,camara
Suplente,166401,PSDB      ,MT,Suplente,Nilson Leitão,CAPADR,camara
Suplente,74352,PSDB      ,PA,Suplente,Nilson Pinto,CAPADR,camara
Suplente,160556,PT        ,MG,Suplente,Padre João,CAPADR,camara
Suplente,74319,PTB       ,PI,Suplente,Paes Landim,CAPADR,camara
Suplente,148134,PSL       ,MT,Suplente,Professor Victório Galli,CAPADR,camara
Suplente,178998,PSD       ,MG,Suplente,Raquel Muniz,CAPADR,camara
Suplente,178960,PR        ,RR,Suplente,Remídio Monai,CAPADR,camara
Suplente,160654,PP        ,MG,Suplente,Renzo Braz,CAPADR,camara
Suplente,160515,MDB       ,SC,Suplente,Ronaldo Benedet,CAPADR,camara
Suplente,178945,PRB       ,RJ,Suplente,Rosangela Gomes,CAPADR,camara
Suplente,178863,PPL       ,BA,Suplente,Uldurico Junior,CAPADR,camara
Suplente,74376,PT        ,MS,Suplente,Vander Loubet,CAPADR,camara
Suplente,178952,MDB       ,RN,Suplente,Walter Alves,CAPADR,camara
Presidente,144523,MDB       ,GO,Titular,Daniel Vilela,CCJC,camara
PrimeiroVice-Presidente,74079,MDB       ,PA,Titular,José Priante,CCJC,camara
SegundoVice-Presidente,178884,MDB       ,MA,Titular,Hildo Rocha,CCJC,camara
TerceiroVice-Presidente,178888,MDB       ,MA,Titular,Victor Mendes,CCJC,camara
Titular,160527,PP        ,PB,Titular,Aguinaldo Ribeiro,CCJC,camara
Titular,160559,MDB       ,RS,Titular,Alceu Moreira,CCJC,camara
Titular,160511,PSB       ,RJ,Titular,Alessandro Molon,CCJC,camara
Titular,160543,PSC       ,SE,Titular,Andre Moura,CCJC,camara
Titular,141383,PRB       ,SP,Titular,Antonio Bulhões,CCJC,camara
Titular,73434,PP        ,SP,Titular,Arnaldo Faria de Sá,CCJC,camara
Titular,160541,PP        ,AL,Titular,Arthur Lira,CCJC,camara
Titular,178915,PSDB      ,PE,Titular,Betinho Gomes,CCJC,camara
Titular,141401,MDB       ,MT,Titular,Carlos Bezerra,CCJC,camara
Titular,74171,PSOL      ,RJ,Titular,Chico Alencar,CCJC,camara
Titular,178939,PROS      ,RJ,Titular,Clarissa Garotinho,CCJC,camara
Titular,178963,PP        ,RS,Titular,Covatti Filho,CCJC,camara
Titular,93472,PTB       ,RJ,Titular,Cristiane Brasil,CCJC,camara
Titular,144523,MDB       ,GO,Titular,Daniel Vilela,CCJC,camara
Titular,62881,PSDB      ,CE,Titular,Danilo Forte,CCJC,camara
Titular,178893,PR        ,MG,Titular,Delegado Edson Moreira,CCJC,camara
Titular,141417,PR        ,RR,Titular,Edio Lopes,CCJC,camara
Titular,178828,PV        ,SP,Titular,Evandro Gussi,CCJC,camara
Titular,178930,PSD       ,PR,Titular,Evandro Roman,CCJC,camara
Titular,178953,PSD       ,RO,Titular,Expedito Netto,CCJC,camara
Titular,178877,PSDB      ,GO,Titular,Fábio Sousa,CCJC,camara
Titular,160587,PSD       ,MS,Titular,Fábio Trad,CCJC,camara
Titular,66828,PP        ,SP,Titular,Fausto Pinato,CCJC,camara
Titular,141429,DEM       ,RN,Titular,Felipe Maia,CCJC,camara
Titular,160666,PDT       ,BA,Titular,Félix Mendonça Júnior,CCJC,camara
Titular,160677,DEM       ,RJ,Titular,Francisco Floriano,CCJC,camara
Titular,160669,SOLIDARI  ,CE,Titular,Genecias Noronha,CCJC,camara
Titular,178981,MDB       ,SP,Titular,Herculano Passos,CCJC,camara
Titular,178884,MDB       ,MA,Titular,Hildo Rocha,CCJC,camara
Titular,160674,PRB       ,PB,Titular,Hugo Motta,CCJC,camara
Titular,73926,PSB       ,AP,Titular,Janete Capiberibe,CCJC,camara
Titular,74366,PRB       ,GO,Titular,João Campos,CCJC,camara
Titular,178965,REDE      ,RS,Titular,João Derly,CCJC,camara
Titular,160509,PR        ,SC,Titular,Jorginho Mello,CCJC,camara
Titular,74553,DEM       ,BA,Titular,José Carlos Aleluia,CCJC,camara
Titular,74275,PT        ,SP,Titular,José Mentor,CCJC,camara
Titular,74079,MDB       ,PA,Titular,José Priante,CCJC,camara
Titular,73586,PSB       ,MG,Titular,Júlio Delgado,CCJC,camara
Titular,74570,PSDB      ,BA,Titular,Jutahy Junior,CCJC,camara
Titular,141562,MDB       ,ES,Titular,Lelo Coimbra,CCJC,camara
Titular,74254,MDB       ,RJ,Titular,Leonardo Picciani,CCJC,camara
Titular,146788,PHS       ,MG,Titular,Marcelo Aro,CCJC,camara
Titular,195826,PR        ,RJ,Titular,Marcelo Delaroli,CCJC,camara
Titular,133373,PT        ,RS,Titular,Marco Maia,CCJC,camara
Titular,74398,PT        ,RS,Titular,Maria do Rosário,CCJC,camara
Titular,74571,PT        ,BA,Titular,Nelson Pellegrino,CCJC,camara
Titular,73463,PP        ,PR,Titular,Osmar Serraglio,CCJC,camara
Titular,74319,PTB       ,PI,Titular,Paes Landim,CCJC,camara
Titular,74160,PT        ,MG,Titular,Patrus Ananias,CCJC,camara
Titular,141516,PSDB      ,MG,Titular,Paulo Abi-Ackel,CCJC,camara
Titular,74574,PSD       ,BA,Titular,Paulo Magalhães,CCJC,camara
Titular,141488,PT        ,SP,Titular,Paulo Teixeira,CCJC,camara
Titular,160601,PODE      ,SP,Titular,Pr. Marco Feliciano,CCJC,camara
Titular,178897,DEM       ,MG,Titular,Rodrigo Pacheco,CCJC,camara
Titular,73466,PPS       ,PR,Titular,Rubens Bueno,CCJC,camara
Titular,178887,PCdoB     ,MA,Titular,Rubens Pereira Júnior,CCJC,camara
Titular,73560,PSDB      ,SP,Titular,Silvio Torres,CCJC,camara
Titular,177282,PDT       ,MG,Titular,Subtenente Gonzaga,CCJC,camara
Titular,178922,PSB       ,PE,Titular,Tadeu Alencar,CCJC,camara
Titular,160617,PSD       ,GO,Titular,Thiago Peixoto,CCJC,camara
Titular,113247,PT        ,SP,Titular,Valmir Prascidelli,CCJC,camara
Titular,74308,PR        ,CE,Titular,Vicente Arruda,CCJC,camara
Titular,178888,MDB       ,MA,Titular,Victor Mendes,CCJC,camara
Titular,189593,PT        ,RJ,Titular,Wadih Damous,CCJC,camara
Titular,73930,SOLIDARI  ,PA,Titular,Wladimir Costa,CCJC,camara
Suplente,178835,PDT       ,RS,Suplente,Afonso Motta,CCJC,camara
Suplente,178972,PPS       ,SP,Suplente,Alex Manente,CCJC,camara
Suplente,178936,PR        ,RJ,Suplente,Alexandre Valle,CCJC,camara
Suplente,178927,PSB       ,PR,Suplente,Aliel Machado,CCJC,camara
Suplente,160530,PSDB      ,BA,Suplente,Antonio Imbassahy,CCJC,camara
Suplente,160512,SOLIDARI  ,RJ,Suplente,Aureo,CCJC,camara
Suplente,69871,PODE      ,BA,Suplente,Bacelar,CCJC,camara
Suplente,74040,MDB       ,PB,Suplente,Benjamin Maranhão,CCJC,camara
Suplente,74650,DEM       ,MG,Suplente,Bonifácio de Andrada,CCJC,camara
Suplente,141394,PSDB      ,PE,Suplente,Bruno Araújo,CCJC,camara
Suplente,93083,PP        ,BA,Suplente,Cacá Leão,CCJC,camara
Suplente,178829,PR        ,SP,Suplente,Capitão Augusto,CCJC,camara
Suplente,141405,MDB       ,SC,Suplente,Celso Maldaner,CCJC,camara
Suplente,73441,PRB       ,SP,Suplente,Celso Russomanno,CCJC,camara
Suplente,178908,PSD       ,PA,Suplente,Delegado Éder Mauro,CCJC,camara
Suplente,160758,PSDB      ,MG,Suplente,Domingos Sávio,CCJC,camara
Suplente,160578,PSD       ,PR,Suplente,Edmar Arruda,CCJC,camara
Suplente,141422,DEM       ,PB,Suplente,Efraim Filho,CCJC,camara
Suplente,181316,PSB       ,MS,Suplente,Elizeu Dionizio,CCJC,camara
Suplente,160575,PT        ,DF,Suplente,Erika Kokay,CCJC,camara
Suplente,141430,,,Suplente,Felipe Bornier,CCJC,camara
Suplente,141434,MDB       ,AC,Suplente,Flaviano Melo,CCJC,camara
Suplente,129037,PT        ,MG,Suplente,Gabriel Guimarães,CCJC,camara
Suplente,74270,PSC       ,SP,Suplente,Gilberto Nascimento,CCJC,camara
Suplente,178872,PCdoB     ,ES,Suplente,Givaldo Vieira,CCJC,camara
Suplente,74419,PSB       ,PE,Suplente,Gonzaga Patriota,CCJC,camara
Suplente,129618,PR        ,CE,Suplente,Gorete Pereira,CCJC,camara
Suplente,178959,PP        ,RR,Suplente,Hiran Gonçalves,CCJC,camara
Suplente,81232,,,Suplente,Irajá Abreu,CCJC,camara
Suplente,73531,PSOL      ,SP,Suplente,Ivan Valente,CCJC,camara
Suplente,160570,PP        ,RS,Suplente,Jerônimo Goergen,CCJC,camara
Suplente,178856,PSDB      ,BA,Suplente,João Gualberto,CCJC,camara
Suplente,141470,PT        ,CE,Suplente,José Guimarães,CCJC,camara
Suplente,178886,DEM       ,MA,Suplente,Juscelino Filho,CCJC,camara
Suplente,74585,PR        ,MG,Suplente,Lincoln Portela,CCJC,camara
Suplente,178879,SOLIDARI  ,GO,Suplente,Lucas Vergilio,CCJC,camara
Suplente,74041,PT        ,PB,Suplente,Luiz Couto,CCJC,camara
Suplente,141487,PP        ,MG,Suplente,Luiz Fernando Faria,CCJC,camara
Suplente,167722,DEM       ,RO,Suplente,Marcos Rogério,CCJC,camara
Suplente,74050,PR        ,AL,Suplente,Maurício Quintella Lessa,CCJC,camara
Suplente,74749,MDB       ,MG,Suplente,Mauro Lopes,CCJC,camara
Suplente,74862,REDE      ,RJ,Suplente,Miro Teixeira,CCJC,camara
Suplente,178997,MDB       ,CE,Suplente,Moses Rodrigues,CCJC,camara
Suplente,73553,PTB       ,SP,Suplente,Nelson Marquezelli,CCJC,camara
Suplente,178986,PT        ,SP,Suplente,Nilto Tatto,CCJC,camara
Suplente,160642,PATRI     ,PE,Suplente,Pastor Eurico,CCJC,camara
Suplente,74095,DEM       ,AM,Suplente,Pauderney Avelino,CCJC,camara
Suplente,178912,PSDB      ,PB,Suplente,Pedro Cunha Lima,CCJC,camara
Suplente,178844,PSDB      ,AL,Suplente,Pedro Vilela,CCJC,camara
Suplente,73486,PDT       ,RS,Suplente,Pompeo de Mattos,CCJC,camara
Suplente,74161,PT        ,MG,Suplente,Reginaldo Lopes,CCJC,camara
Suplente,160655,PP        ,SP,Suplente,Ricardo Izar,CCJC,camara
Suplente,73674,PP        ,GO,Suplente,Roberto Balestra,CCJC,camara
Suplente,178926,PSB       ,PI,Suplente,Rodrigo Martins,CCJC,camara
Suplente,160651,MDB       ,SC,Suplente,Rogério Peninha Mendonça,CCJC,camara
Suplente,160426,PSD       ,DF,Suplente,Rogério Rosso,CCJC,camara
Suplente,74371,PT        ,GO,Suplente,Rubens Otoni,CCJC,camara
Suplente,178990,PSDB      ,SP,Suplente,Samuel Moreira,CCJC,camara
Suplente,160621,PSD       ,PR,Suplente,Sandro Alex,CCJC,camara
Suplente,74210,,,Suplente,Sarney Filho,CCJC,camara
Suplente,178933,MDB       ,PR,Suplente,Sergio Souza,CCJC,camara
Suplente,160612,DEM       ,RJ,Suplente,Sergio Zveiter,CCJC,camara
Suplente,141552,MDB       ,MT,Suplente,Valtenir Pereira,CCJC,camara
Suplente,137070,PR        ,TO,Suplente,Vicentinho Júnior,CCJC,camara
Suplente,160592,PT        ,PR,Suplente,Zeca Dirceu,CCJC,camara
Presidente,178980,PSD       ,SP,Titular,Goulart,CCTCI,camara
PrimeiroVice-Presidente,74833,PSD       ,RJ,Titular,Arolde de Oliveira,CCTCI,camara
SegundoVice-Presidente,160558,PR        ,SP,Titular,Paulo Freire,CCTCI,camara
TerceiroVice-Presidente,152610,PRB       ,SP,Titular,Roberto Alves,CCTCI,camara
Titular,178835,PDT       ,RS,Titular,Afonso Motta,CCTCI,camara
Titular,74833,PSD       ,RJ,Titular,Arolde de Oliveira,CCTCI,camara
Titular,72912,PT        ,RJ,Titular,Celso Pansera,CCTCI,camara
Titular,73720,PSD       ,SC,Titular,Cesar Souza,CCTCI,camara
Titular,141408,PRB       ,MA,Titular,Cleber Verde,CCTCI,camara
Titular,178916,PPS       ,PE,Titular,Daniel Coelho,CCTCI,camara
Titular,143632,PSD       ,CE,Titular,Domingos Neto,CCTCI,camara
Titular,178977,PSDB      ,SP,Titular,Eduardo Cury,CCTCI,camara
Titular,99654,PATRI     ,BA,Titular,Erivelton Santana,CCTCI,camara
Titular,141428,PSD       ,RN,Titular,Fábio Faria,CCTCI,camara
Titular,171623,MDB       ,SE,Titular,Fabio Reis,CCTCI,camara
Titular,186775,,,Titular,Franklin,CCTCI,camara
Titular,178980,PSD       ,SP,Titular,Goulart,CCTCI,camara
Titular,73535,DEM       ,SP,Titular,Jorge Tadeu Mudalen,CCTCI,camara
Titular,74784,PSOL      ,SP,Titular,Luiza Erundina,CCTCI,camara
Titular,178943,DEM       ,RJ,Titular,Marcos Soares,CCTCI,camara
Titular,178858,PP        ,BA,Titular,Mário Negromonte Jr.,CCTCI,camara
Titular,141509,PT        ,MG,Titular,Miguel Corrêa,CCTCI,camara
Titular,160561,DEM       ,SP,Titular,Missionário José Olimpio,CCTCI,camara
Titular,160558,PR        ,SP,Titular,Paulo Freire,CCTCI,camara
Titular,152610,PRB       ,SP,Titular,Roberto Alves,CCTCI,camara
Titular,141531,PSDB      ,MG,Titular,Rodrigo de Castro,CCTCI,camara
Titular,122466,PRB       ,CE,Titular,Ronaldo Martins,CCTCI,camara
Titular,74372,PP        ,GO,Titular,Sandes Júnior,CCTCI,camara
Titular,160621,PSD       ,PR,Titular,Sandro Alex,CCTCI,camara
Titular,160612,DEM       ,RJ,Titular,Sergio Zveiter,CCTCI,camara
Titular,160613,PT        ,AC,Titular,Sibá Machado,CCTCI,camara
Titular,74356,PRB       ,AM,Titular,Silas Câmara,CCTCI,camara
Titular,178947,DEM       ,RJ,Titular,Sóstenes Cavalcante,CCTCI,camara
Titular,74385,PSC       ,PR,Titular,Takayama,CCTCI,camara
Titular,178862,PRB       ,BA,Titular,Tia Eron,CCTCI,camara
Titular,141384,PSB       ,SE,Titular,Valadares Filho,CCTCI,camara
Titular,178992,PSDB      ,SP,Titular,Vitor Lippi,CCTCI,camara
Suplente,133439,PDT       ,CE,Suplente,André Figueiredo,CCTCI,camara
Suplente,178847,,,Suplente,Arthur Virgílio Bisneto,CCTCI,camara
Suplente,74535,PTB       ,BA,Suplente,Benito Gama,CCTCI,camara
Suplente,141335,PT        ,PA,Suplente,Beto Faro,CCTCI,camara
Suplente,141513,DEM       ,MG,Suplente,Bilac Pinto,CCTCI,camara
Suplente,93083,PP        ,BA,Suplente,Cacá Leão,CCTCI,camara
Suplente,178853,PT        ,BA,Suplente,Caetano,CCTCI,camara
Suplente,74537,PP        ,BA,Suplente,Claudio Cajado,CCTCI,camara
Suplente,144523,MDB       ,GO,Suplente,Daniel Vilela,CCTCI,camara
Suplente,178877,PSDB      ,GO,Suplente,Fábio Sousa,CCTCI,camara
Suplente,178909,DEM       ,PA,Suplente,Hélio Leite,CCTCI,camara
Suplente,97707,DEM       ,PI,Suplente,Heráclito Fortes,CCTCI,camara
Suplente,4931,PSDB      ,DF,Suplente,Izalci Lucas,CCTCI,camara
Suplente,74273,PSB       ,SP,Suplente,Jefferson Campos,CCTCI,camara
Suplente,178917,PROS      ,PE,Suplente,João Fernando Coutinho,CCTCI,camara
Suplente,74140,PR        ,BA,Suplente,José Carlos Araújo,CCTCI,camara
Suplente,74554,PR        ,BA,Suplente,José Rocha,CCTCI,camara
Suplente,74141,PT        ,BA,Suplente,Josias Gomes,CCTCI,camara
Suplente,74351,PTB       ,PA,Suplente,Josué Bengtson,CCTCI,camara
Suplente,74277,PSDB      ,SP,Suplente,Lobbe Neto,CCTCI,camara
Suplente,178982,PSB       ,SP,Suplente,Luiz Lauro Filho,CCTCI,camara
Suplente,160565,PSDB      ,SP,Suplente,Mara Gabrilli,CCTCI,camara
Suplente,171619,PT        ,MG,Suplente,Margarida Salomão,CCTCI,camara
Suplente,178919,PP        ,PE,Suplente,Marinaldo Rosendo,CCTCI,camara
Suplente,74787,PR        ,SP,Suplente,Milton Monti,CCTCI,camara
Suplente,178896,MDB       ,MG,Suplente,Newton Cardoso Jr,CCTCI,camara
Suplente,178868,PSB       ,CE,Suplente,Odorico Monteiro,CCTCI,camara
Suplente,141516,PSDB      ,MG,Suplente,Paulo Abi-Ackel,CCTCI,camara
Suplente,160517,PSB       ,ES,Suplente,Paulo Foletto,CCTCI,camara
Suplente,74574,PSD       ,BA,Suplente,Paulo Magalhães,CCTCI,camara
Suplente,160601,PODE      ,SP,Suplente,Pr. Marco Feliciano,CCTCI,camara
Suplente,163321,PTB       ,RS,Suplente,Ronaldo Nogueira,CCTCI,camara
Suplente,74762,MDB       ,MG,Suplente,Saraiva Felipe,CCTCI,camara
Suplente,160617,PSD       ,GO,Suplente,Thiago Peixoto,CCTCI,camara
Suplente,141552,MDB       ,MT,Suplente,Valtenir Pereira,CCTCI,camara
Suplente,141558,PSDB      ,MA,Suplente,Waldir Maranhão,CCTCI,camara
Presidente,178998,PSD       ,MG,Titular,Raquel Muniz,CCULT,camara
Titular,105112,MDB       ,AP,Titular,Cabuçu Borges,CCULT,camara
Titular,73568,MDB       ,RJ,Titular,Celso Jacob,CCULT,camara
Titular,72912,PT        ,RJ,Titular,Celso Pansera,CCULT,camara
Titular,141439,PDT       ,RJ,Titular,Chico D'Angelo,CCULT,camara
Titular,93472,PTB       ,RJ,Titular,Cristiane Brasil,CCULT,camara
Titular,143632,PSD       ,CE,Titular,Domingos Neto,CCULT,camara
Titular,74848,PCdoB     ,RJ,Titular,Jandira Feghali,CCULT,camara
Titular,160672,PSOL      ,RJ,Titular,Jean Wyllys,CCULT,camara
Titular,74216,PSDB      ,CE,Titular,Raimundo Gomes de Matos,CCULT,camara
Titular,178998,PSD       ,MG,Titular,Raquel Muniz,CCULT,camara
Titular,74371,PT        ,GO,Titular,Rubens Otoni,CCULT,camara
Titular,178991,PRB       ,SP,Titular,Sérgio Reis,CCULT,camara
Titular,178947,DEM       ,RJ,Titular,Sóstenes Cavalcante,CCULT,camara
Titular,178922,PSB       ,PE,Titular,Tadeu Alencar,CCULT,camara
Titular,160617,PSD       ,GO,Titular,Thiago Peixoto,CCULT,camara
Titular,160976,PR        ,SP,Titular,Tiririca,CCULT,camara
Titular,160569,PT        ,BA,Titular,Waldenor Pereira,CCULT,camara
Suplente,178835,PDT       ,RS,Suplente,Afonso Motta,CCULT,camara
Suplente,178929,PODE      ,PR,Suplente,Diego Garcia,CCULT,camara
Suplente,160575,PT        ,DF,Suplente,Erika Kokay,CCULT,camara
Suplente,178828,PV        ,SP,Suplente,Evandro Gussi,CCULT,camara
Suplente,160587,PSD       ,MS,Suplente,Fábio Trad,CCULT,camara
Suplente,178978,PSC       ,SP,Suplente,Flavinho,CCULT,camara
Suplente,178979,PSDB      ,SP,Suplente,Floriano Pesaro,CCULT,camara
Suplente,178884,MDB       ,MA,Suplente,Hildo Rocha,CCULT,camara
Suplente,178825,PT        ,AC,Suplente,Leo de Brito,CCULT,camara
Suplente,74585,PR        ,MG,Suplente,Lincoln Portela,CCULT,camara
Suplente,171619,PT        ,MG,Suplente,Margarida Salomão,CCULT,camara
Suplente,74398,PT        ,RS,Suplente,Maria do Rosário,CCULT,camara
Suplente,141552,MDB       ,MT,Suplente,Valtenir Pereira,CCULT,camara
Presidente,160607,PSB       ,RS,Titular,Jose Stédile,CDC,camara
PrimeiroVice-Presidente,141555,PRB       ,SP,Titular,Vinicius Carvalho,CDC,camara
SegundoVice-Presidente,74140,PR        ,BA,Titular,José Carlos Araújo,CDC,camara
TerceiroVice-Presidente,178917,PROS      ,PE,Titular,João Fernando Coutinho,CDC,camara
Titular,195143,PROS      ,PB,Titular,André Amaral,CDC,camara
Titular,160512,SOLIDARI  ,RJ,Titular,Aureo,CDC,camara
Titular,74262,PSDB      ,SP,Titular,Carlos Sampaio,CDC,camara
Titular,73441,PRB       ,SP,Titular,Celso Russomanno,CDC,camara
Titular,160576,PRB       ,TO,Titular,César Halum,CDC,camara
Titular,141440,PCdoB     ,CE,Titular,Chico Lopes,CDC,camara
Titular,160532,DEM       ,SP,Titular,Eli Corrêa Filho,CDC,camara
Titular,160640,PROS      ,MG,Titular,Eros Biondini,CDC,camara
Titular,74558,AVANTE    ,AL,Titular,Givaldo Carimbão,CDC,camara
Titular,178855,PSC       ,BA,Titular,Irmão Lazaro,CDC,camara
Titular,73531,PSOL      ,SP,Titular,Ivan Valente,CDC,camara
Titular,178917,PROS      ,PE,Titular,João Fernando Coutinho,CDC,camara
Titular,74140,PR        ,BA,Titular,José Carlos Araújo,CDC,camara
Titular,160607,PSB       ,RS,Titular,Jose Stédile,CDC,camara
Titular,160536,PSDB      ,SC,Titular,Marco Tebaldi,CDC,camara
Titular,64960,MDB       ,RR,Titular,Maria Helena,CDC,camara
Titular,160655,PP        ,SP,Titular,Ricardo Izar,CDC,camara
Titular,178926,PSB       ,PI,Titular,Rodrigo Martins,CDC,camara
Titular,74210,,,Titular,Sarney Filho,CDC,camara
Titular,141555,PRB       ,SP,Titular,Vinicius Carvalho,CDC,camara
Titular,160518,PROS      ,MG,Titular,Weliton Prado,CDC,camara
Suplente,178890,PT        ,MG,Suplente,Adelmo Carneiro Leão,CDC,camara
Suplente,160553,PSD       ,BA,Suplente,Antonio Brito,CDC,camara
Suplente,178915,PSDB      ,PE,Suplente,Betinho Gomes,CDC,camara
Suplente,74172,PTB       ,RJ,Suplente,Deley,CDC,camara
Suplente,141421,PP        ,PE,Suplente,Eduardo da Fonte,CDC,camara
Suplente,178883,PPS       ,MA,Suplente,Eliziane Gama,CDC,camara
Suplente,141429,DEM       ,RN,Suplente,Felipe Maia,CDC,camara
