cargo,id,partido,uf,situacao,nome,sigla,casa
Titular,178943,DEM       ,RJ,Titular,Marcos Soares,PEC18115,camara
Titular,178985,PR        ,SP,Titular,Miguel Lombardi,PEC18115,camara
Titular,74359,PTB       ,RO,Titular,Nilton Capixaba,PEC18115,camara
Titular,160642,PATRI     ,PE,Titular,Pastor Eurico,PEC18115,camara
Titular,160558,PR        ,SP,Titular,Paulo Freire,PEC18115,camara
Titular,160601,PODE      ,SP,Titular,Pr. Marco Feliciano,PEC18115,camara
Titular,178869,PROS      ,CE,Titular,Vitor Valim,PEC18115,camara
Titular,189593,PT        ,RJ,Titular,Wadih Damous,PEC18115,camara
Suplente,160508,PT        ,BA,Suplente,Afonso Florence,PEC18115,camara
Suplente,178836,DEM       ,AC,Suplente,Alan Rick,PEC18115,camara
Suplente,74057,PCdoB     ,BA,Suplente,Alice Portugal,PEC18115,camara
Suplente,74833,PSD       ,RJ,Suplente,Arolde de Oliveira,PEC18115,camara
Suplente,69871,PODE      ,BA,Suplente,Bacelar,PEC18115,camara
Suplente,178865,AVANTE    ,CE,Suplente,Cabo Sabino,PEC18115,camara
Suplente,178958,PHS       ,RR,Suplente,Carlos Andrade,PEC18115,camara
Suplente,160643,SOLIDARI  ,ES,Suplente,Dr. Jorge Silva,PEC18115,camara
Suplente,178883,PPS       ,MA,Suplente,Eliziane Gama,PEC18115,camara
Suplente,160598,PDT       ,GO,Suplente,Flávia Morais,PEC18115,camara
Suplente,74558,AVANTE    ,AL,Suplente,Givaldo Carimbão,PEC18115,camara
Suplente,74848,PCdoB     ,RJ,Suplente,Jandira Feghali,PEC18115,camara
Suplente,160672,PSOL      ,RJ,Suplente,Jean Wyllys,PEC18115,camara
Suplente,74351,PTB       ,PA,Suplente,Josué Bengtson,PEC18115,camara
Suplente,160659,PSB       ,SP,Suplente,Keiko Ota,PEC18115,camara
Suplente,81366,PSC       ,MA,Suplente,Luana Costa,PEC18115,camara
Suplente,167722,DEM       ,RO,Suplente,Marcos Rogério,PEC18115,camara
Suplente,160561,DEM       ,SP,Suplente,Missionário José Olimpio,PEC18115,camara
Suplente,160641,PCdoB     ,AP,Suplente,Professora Marcivania,PEC18115,camara
Suplente,178947,DEM       ,RJ,Suplente,Sóstenes Cavalcante,PEC18115,camara
Suplente,74385,PSC       ,PR,Suplente,Takayama,PEC18115,camara
PrimeiroVice-Presidente,141555,PRB       ,SP,Titular,Vinicius Carvalho,PEC18712,camara
SegundoVice-Presidente,160558,PR        ,SP,Titular,Paulo Freire,PEC18712,camara
TerceiroVice-Presidente,178887,PCdoB     ,MA,Titular,Rubens Pereira Júnior,PEC18712,camara
Titular,160511,PSB       ,RJ,Titular,Alessandro Molon,PEC18712,camara
Titular,160543,PSC       ,SE,Titular,Andre Moura,PEC18712,camara
Titular,144523,MDB       ,GO,Titular,Daniel Vilela,PEC18712,camara
Titular,74270,PSC       ,SP,Titular,Gilberto Nascimento,PEC18712,camara
Titular,74366,PRB       ,GO,Titular,João Campos,PEC18712,camara
Titular,160607,PSB       ,RS,Titular,Jose Stédile,PEC18712,camara
Titular,178885,PATRI     ,MA,Titular,Junior Marreca,PEC18712,camara
Titular,141478,PR        ,DF,Titular,Laerte Bessa,PEC18712,camara
Titular,74585,PR        ,MG,Titular,Lincoln Portela,PEC18712,camara
Titular,167722,DEM       ,RO,Titular,Marcos Rogério,PEC18712,camara
Titular,73463,PP        ,PR,Titular,Osmar Serraglio,PEC18712,camara
Titular,74319,PTB       ,PI,Titular,Paes Landim,PEC18712,camara
Titular,160642,PATRI     ,PE,Titular,Pastor Eurico,PEC18712,camara
Titular,141516,PSDB      ,MG,Titular,Paulo Abi-Ackel,PEC18712,camara
Titular,160558,PR        ,SP,Titular,Paulo Freire,PEC18712,camara
Titular,141488,PT        ,SP,Titular,Paulo Teixeira,PEC18712,camara
Titular,178887,PCdoB     ,MA,Titular,Rubens Pereira Júnior,PEC18712,camara
Titular,160612,DEM       ,RJ,Titular,Sergio Zveiter,PEC18712,camara
Titular,178922,PSB       ,PE,Titular,Tadeu Alencar,PEC18712,camara
Titular,141555,PRB       ,SP,Titular,Vinicius Carvalho,PEC18712,camara
Suplente,141383,PRB       ,SP,Suplente,Antonio Bulhões,PEC18712,camara
Suplente,74090,PP        ,AM,Suplente,Átila Lins,PEC18712,camara
Suplente,178829,PR        ,SP,Suplente,Capitão Augusto,PEC18712,camara
Suplente,178926,PSB       ,PI,Suplente,Rodrigo Martins,PEC18712,camara
Suplente,74210,,,Suplente,Sarney Filho,PEC18712,camara
Suplente,178933,MDB       ,PR,Suplente,Sergio Souza,PEC18712,camara
Suplente,141552,MDB       ,MT,Suplente,Valtenir Pereira,PEC18712,camara
Suplente,167493,PDT       ,MA,Suplente,Weverton Rocha,PEC18712,camara
Presidente,141555,PRB       ,SP,Titular,Vinicius Carvalho,PEC20016,camara
PrimeiroVice-Presidente,178950,PODE      ,RN,Titular,Antônio Jácome,PEC20016,camara
SegundoVice-Presidente,178831,PP        ,AP,Titular,André Abdon,PEC20016,camara
TerceiroVice-Presidente,160642,PATRI     ,PE,Titular,Pastor Eurico,PEC20016,camara
Titular,178936,PR        ,RJ,Titular,Alexandre Valle,PEC20016,camara
Titular,178973,PT        ,SP,Titular,Ana Perugini,PEC20016,camara
Titular,178831,PP        ,AP,Titular,André Abdon,PEC20016,camara
Titular,178950,PODE      ,RN,Titular,Antônio Jácome,PEC20016,camara
Titular,178834,PSB       ,BA,Titular,Bebeto,PEC20016,camara
Titular,99654,PATRI     ,BA,Titular,Erivelton Santana,PEC20016,camara
Titular,160677,DEM       ,RJ,Titular,Francisco Floriano,PEC20016,camara
Titular,186775,,,Titular,Franklin,PEC20016,camara
Titular,141441,PSC       ,MG,Titular,George Hilton,PEC20016,camara
Titular,74270,PSC       ,SP,Titular,Gilberto Nascimento,PEC20016,camara
Titular,74273,PSB       ,SP,Titular,Jefferson Campos,PEC20016,camara
Titular,73535,DEM       ,SP,Titular,Jorge Tadeu Mudalen,PEC20016,camara
Titular,74351,PTB       ,PA,Titular,Josué Bengtson,PEC20016,camara
Titular,141474,PDT       ,MA,Titular,Julião Amin,PEC20016,camara
Titular,73586,PSB       ,MG,Titular,Júlio Delgado,PEC20016,camara
Titular,151208,PP        ,SE,Titular,Laercio Oliveira,PEC20016,camara
Titular,141482,MDB       ,MG,Titular,Leonardo Quintão,PEC20016,camara
Titular,178997,MDB       ,CE,Titular,Moses Rodrigues,PEC20016,camara
Titular,160642,PATRI     ,PE,Titular,Pastor Eurico,PEC20016,camara
Titular,160558,PR        ,SP,Titular,Paulo Freire,PEC20016,camara
Titular,160653,PODE      ,SP,Titular,Roberto de Lucena,PEC20016,camara
Titular,141555,PRB       ,SP,Titular,Vinicius Carvalho,PEC20016,camara
Suplente,141383,PRB       ,SP,Suplente,Antonio Bulhões,PEC20016,camara
Suplente,178930,PSD       ,PR,Suplente,Evandro Roman,PEC20016,camara
Suplente,178941,PODE      ,RJ,Suplente,Ezequiel Teixeira,PEC20016,camara
Suplente,160666,PDT       ,BA,Suplente,Félix Mendonça Júnior,PEC20016,camara
Suplente,160676,PSD       ,BA,Suplente,Fernando Torres,PEC20016,camara
Suplente,178943,DEM       ,RJ,Suplente,Marcos Soares,PEC20016,camara
Suplente,160637,PODE      ,DF,Suplente,Ronaldo Fonseca,PEC20016,camara
Suplente,178863,PPL       ,BA,Suplente,Uldurico Junior,PEC20016,camara
Suplente,160631,PATRI     ,RJ,Suplente,Walney Rocha,PEC20016,camara
Presidente,93472,PTB       ,RJ,Titular,Cristiane Brasil,PEC21403,camara
Titular,178906,PP        ,PA,Titular,Beto Salame,PEC21403,camara
Titular,93472,PTB       ,RJ,Titular,Cristiane Brasil,PEC21403,camara
Titular,178892,PODE      ,MG,Titular,Dâmina Pereira,PEC21403,camara
Titular,92346,PSL       ,SP,Titular,Eduardo Bolsonaro,PEC21403,camara
Titular,160649,PP        ,SC,Titular,Esperidião Amin,PEC21403,camara
Titular,178905,DEM       ,MT,Titular,Fabio Garcia,PEC21403,camara
Titular,66828,PP        ,SP,Titular,Fausto Pinato,PEC21403,camara
Titular,129037,PT        ,MG,Titular,Gabriel Guimarães,PEC21403,camara
Titular,73535,DEM       ,SP,Titular,Jorge Tadeu Mudalen,PEC21403,camara
Titular,178955,PR        ,RO,Titular,Luiz Cláudio,PEC21403,camara
Titular,167722,DEM       ,RO,Titular,Marcos Rogério,PEC21403,camara
Titular,73463,PP        ,PR,Titular,Osmar Serraglio,PEC21403,camara
Titular,141516,PSDB      ,MG,Titular,Paulo Abi-Ackel,PEC21403,camara
Titular,178897,DEM       ,MG,Titular,Rodrigo Pacheco,PEC21403,camara
Titular,160621,PSD       ,PR,Titular,Sandro Alex,PEC21403,camara
Titular,178933,MDB       ,PR,Titular,Sergio Souza,PEC21403,camara
Titular,178922,PSB       ,PE,Titular,Tadeu Alencar,PEC21403,camara
Suplente,178904,PP        ,MT,Suplente,Ezequiel Fonseca,PEC21403,camara
Suplente,73666,PTB       ,GO,Suplente,Jovair Arantes,PEC21403,camara
Suplente,74359,PTB       ,RO,Suplente,Nilton Capixaba,PEC21403,camara
Suplente,178913,PSB       ,PB,Suplente,Veneziano Vital do Rêgo,PEC21403,camara
Presidente,166401,PSDB      ,MT,Titular,Nilson Leitão,PEC21500,camara
PrimeiroVice-Presidente,73553,PTB       ,SP,Titular,Nelson Marquezelli,PEC21500,camara
SegundoVice-Presidente,141513,DEM       ,MG,Titular,Bilac Pinto,PEC21500,camara
TerceiroVice-Presidente,162332,PR        ,PR,Titular,Luiz Nishimori,PEC21500,camara
Titular,160559,MDB       ,RS,Titular,Alceu Moreira,PEC21500,camara
Titular,141513,DEM       ,MG,Titular,Bilac Pinto,PEC21500,camara
Titular,141405,MDB       ,SC,Titular,Celso Maldaner,PEC21500,camara
Titular,160576,PRB       ,TO,Titular,César Halum,PEC21500,camara
Titular,178963,PP        ,RS,Titular,Covatti Filho,PEC21500,camara
Titular,160575,PT        ,DF,Titular,Erika Kokay,PEC21500,camara
Titular,178930,PSD       ,PR,Titular,Evandro Roman,PEC21500,camara
Titular,73926,PSB       ,AP,Titular,Janete Capiberibe,PEC21500,camara
Titular,73483,PP        ,RS,Titular,Luis Carlos Heinze,PEC21500,camara
Titular,162332,PR        ,PR,Titular,Luiz Nishimori,PEC21500,camara
Titular,160633,,,Titular,Mandetta,PEC21500,camara
Titular,146788,PHS       ,MG,Titular,Marcelo Aro,PEC21500,camara
Titular,141500,PSD       ,MG,Titular,Marcos Montes,PEC21500,camara
Titular,73553,PTB       ,SP,Titular,Nelson Marquezelli,PEC21500,camara
Titular,166401,PSDB      ,MT,Titular,Nilson Leitão,PEC21500,camara
Titular,73463,PP        ,PR,Titular,Osmar Serraglio,PEC21500,camara
Titular,160556,PT        ,MG,Titular,Padre João,PEC21500,camara
Titular,73486,PDT       ,RS,Titular,Pompeo de Mattos,PEC21500,camara
Titular,148134,PSL       ,MT,Titular,Professor Victório Galli,PEC21500,camara
Titular,178935,PSDB      ,PR,Titular,Rossoni,PEC21500,camara
Titular,160630,PT        ,MT,Titular,Ságuas Moraes,PEC21500,camara
Titular,74210,,,Titular,Sarney Filho,PEC21500,camara
Titular,178961,PSDB      ,RR,Titular,Shéridan,PEC21500,camara
Titular,178901,,,Titular,Tereza Cristina,PEC21500,camara
Titular,74010,MDB       ,SC,Titular,Valdir Colatto,PEC21500,camara
Titular,160632,SOLIDARI  ,MG,Titular,Zé Silva,PEC21500,camara
Suplente,178957,DEM       ,RR,Suplente,Abel Mesquita Jr.,PEC21500,camara
Suplente,178903,PRB       ,MT,Suplente,Adilton Sachetti,PEC21500,camara
Suplente,160511,PSB       ,RJ,Suplente,Alessandro Molon,PEC21500,camara
Suplente,73891,MDB       ,RS,Suplente,Darcísio Perondi,PEC21500,camara
Suplente,178929,PODE      ,PR,Suplente,Diego Garcia,PEC21500,camara
Suplente,73768,PP        ,PR,Suplente,Dilceu Sperafico,PEC21500,camara
Suplente,134812,PSOL      ,PA,Suplente,Edmilson Rodrigues,PEC21500,camara
Suplente,66828,PP        ,SP,Suplente,Fausto Pinato,PEC21500,camara
Suplente,152605,PSOL      ,RJ,Suplente,Glauber Braga,PEC21500,camara
Suplente,81232,,,Suplente,Irajá Abreu,PEC21500,camara
Suplente,160570,PP        ,RS,Suplente,Jerônimo Goergen,PEC21500,camara
Suplente,178825,PT        ,AC,Suplente,Leo de Brito,PEC21500,camara
Suplente,74041,PT        ,PB,Suplente,Luiz Couto,PEC21500,camara
Suplente,160536,PSDB      ,SC,Suplente,Marco Tebaldi,PEC21500,camara
Suplente,178852,PSD       ,AP,Suplente,Marcos Reategui,PEC21500,camara
Suplente,178896,MDB       ,MG,Suplente,Newton Cardoso Jr,PEC21500,camara
Suplente,178986,PT        ,SP,Suplente,Nilto Tatto,PEC21500,camara
Suplente,141472,PSDB      ,SP,Suplente,Ricardo Tripoli,PEC21500,camara
Suplente,178933,MDB       ,PR,Suplente,Sergio Souza,PEC21500,camara
Suplente,74308,PR        ,CE,Suplente,Vicente Arruda,PEC21500,camara
Presidente,74366,PRB       ,GO,Titular,João Campos,PEC25008,camara
PrimeiroVice-Presidente,141552,MDB       ,MT,Titular,Valtenir Pereira,PEC25008,camara
SegundoVice-Presidente,178879,SOLIDARI  ,GO,Titular,Lucas Vergilio,PEC25008,camara
TerceiroVice-Presidente,144523,MDB       ,GO,Titular,Daniel Vilela,PEC25008,camara
Titular,141440,PCdoB     ,CE,Titular,Chico Lopes,PEC25008,camara
Titular,144523,MDB       ,GO,Titular,Daniel Vilela,PEC25008,camara
Titular,178969,PSD       ,SE,Titular,Fábio Mitidieri,PEC25008,camara
Titular,160598,PDT       ,GO,Titular,Flávia Morais,PEC25008,camara
Titular,178966,PSDB      ,SC,Titular,Geovania de Sá,PEC25008,camara
Titular,74374,,,Titular,Geraldo Resende,PEC25008,camara
Titular,74366,PRB       ,GO,Titular,João Campos,PEC25008,camara
Titular,178885,PATRI     ,MA,Titular,Junior Marreca,PEC25008,camara
Titular,178879,SOLIDARI  ,GO,Titular,Lucas Vergilio,PEC25008,camara
Titular,74359,PTB       ,RO,Titular,Nilton Capixaba,PEC25008,camara
Titular,74812,MDB       ,GO,Titular,Pedro Chaves,PEC25008,camara
Titular,178998,PSD       ,MG,Titular,Raquel Muniz,PEC25008,camara
Titular,160426,PSD       ,DF,Titular,Rogério Rosso,PEC25008,camara
Titular,74371,PT        ,GO,Titular,Rubens Otoni,PEC25008,camara
Titular,141552,MDB       ,MT,Titular,Valtenir Pereira,PEC25008,camara
Titular,178952,MDB       ,RN,Titular,Walter Alves,PEC25008,camara
Titular,74043,PR        ,PB,Titular,Wellington Roberto,PEC25008,camara
Suplente,74057,PCdoB     ,BA,Suplente,Alice Portugal,PEC25008,camara
Suplente,178993,DEM       ,TO,Suplente,Carlos Henrique Gaguim,PEC25008,camara
Suplente,114941,PROS      ,TO,Suplente,Josi Nunes,PEC25008,camara
Suplente,163321,PTB       ,RS,Suplente,Ronaldo Nogueira,PEC25008,camara
Suplente,73808,PSD       ,BA,Suplente,Sérgio Brito,PEC25008,camara
Suplente,74356,PRB       ,AM,Suplente,Silas Câmara,PEC25008,camara
Presidente,178963,PP        ,RS,Titular,Covatti Filho,PEC25316,camara
Titular,178835,PDT       ,RS,Titular,Afonso Motta,PEC25316,camara
Titular,160543,PSC       ,SE,Titular,Andre Moura,PEC25316,camara
Titular,178906,PP        ,PA,Titular,Beto Salame,PEC25316,camara
Titular,178853,PT        ,BA,Titular,Caetano,PEC25316,camara
Titular,74651,DEM       ,MG,Titular,Carlos Melles,PEC25316,camara
Titular,178963,PP        ,RS,Titular,Covatti Filho,PEC25316,camara
Titular,144523,MDB       ,GO,Titular,Daniel Vilela,PEC25316,camara
Titular,132504,PT        ,PR,Titular,Enio Verri,PEC25316,camara
Titular,178884,MDB       ,MA,Titular,Hildo Rocha,PEC25316,camara
Titular,74366,PRB       ,GO,Titular,João Campos,PEC25316,camara
Titular,178917,PROS      ,PE,Titular,João Fernando Coutinho,PEC25316,camara
Titular,178894,PODE      ,MG,Titular,Laudivio Carvalho,PEC25316,camara
Titular,74319,PTB       ,PI,Titular,Paes Landim,PEC25316,camara
Titular,141527,PP        ,RS,Titular,Renato Molling,PEC25316,camara
Titular,141531,PSDB      ,MG,Titular,Rodrigo de Castro,PEC25316,camara
Titular,73466,PPS       ,PR,Titular,Rubens Bueno,PEC25316,camara
Titular,160630,PT        ,MT,Titular,Ságuas Moraes,PEC25316,camara
Titular,178933,MDB       ,PR,Titular,Sergio Souza,PEC25316,camara
Titular,137070,PR        ,TO,Titular,Vicentinho Júnior,PEC25316,camara
Suplente,178957,DEM       ,RR,Suplente,Abel Mesquita Jr.,PEC25316,camara
Suplente,62881,PSDB      ,CE,Suplente,Danilo Forte,PEC25316,camara
Suplente,178873,PT        ,ES,Suplente,Helder Salomão,PEC25316,camara
Suplente,178981,MDB       ,SP,Suplente,Herculano Passos,PEC25316,camara
Suplente,178885,PATRI     ,MA,Suplente,Junior Marreca,PEC25316,camara
Suplente,167722,DEM       ,RO,Suplente,Marcos Rogério,PEC25316,camara
Suplente,148134,PSL       ,MT,Suplente,Professor Victório Galli,PEC25316,camara
Suplente,73674,PP        ,GO,Suplente,Roberto Balestra,PEC25316,camara
Suplente,141552,MDB       ,MT,Suplente,Valtenir Pereira,PEC25316,camara
Suplente,160636,PTB       ,PB,Suplente,Wilson Filho,PEC25316,camara
PrimeiroVice-Presidente,159238,PSDB      ,MG,Titular,Marcus Pestana,PEC28716,camara
SegundoVice-Presidente,74253,PP        ,RJ,Titular,Julio Lopes,PEC28716,camara
TerceiroVice-Presidente,160617,PSD       ,GO,Titular,Thiago Peixoto,PEC28716,camara
Titular,178864,PODE      ,CE,Titular,Adail Carneiro,PEC28716,camara
Titular,141372,PR        ,MG,Titular,Aelton Freitas,PEC28716,camara
Titular,160511,PSB       ,RJ,Titular,Alessandro Molon,PEC28716,camara
Titular,178875,,,Titular,Alexandre Baldy,PEC28716,camara
Titular,73433,PT        ,SP,Titular,Arlindo Chinaglia,PEC28716,camara
Titular,73434,PP        ,SP,Titular,Arnaldo Faria de Sá,PEC28716,camara
Titular,160600,DEM       ,BA,Titular,Arthur Oliveira Maia,PEC28716,camara
Titular,159237,PT        ,PI,Titular,Assis Carvalho,PEC28716,camara
Titular,74378,PDT       ,PR,Titular,Assis do Couto,PEC28716,camara
Titular,178834,PSB       ,BA,Titular,Bebeto,PEC28716,camara
Titular,141513,DEM       ,MG,Titular,Bilac Pinto,PEC28716,camara
Titular,73891,MDB       ,RS,Titular,Darcísio Perondi,PEC28716,camara
Titular,160640,PROS      ,MG,Titular,Eros Biondini,PEC28716,camara
Titular,178828,PV        ,SP,Titular,Evandro Gussi,PEC28716,camara
Titular,178878,PSDB      ,GO,Titular,Giuseppe Vecci,PEC28716,camara
Titular,74558,AVANTE    ,AL,Titular,Givaldo Carimbão,PEC28716,camara
Titular,178964,PSB       ,RS,Titular,Heitor Schuch,PEC28716,camara
Titular,73531,PSOL      ,SP,Titular,Ivan Valente,PEC28716,camara
Titular,74848,PCdoB     ,RJ,Titular,Jandira Feghali,PEC28716,camara
Titular,74553,DEM       ,BA,Titular,José Carlos Aleluia,PEC28716,camara
Titular,74275,PT        ,SP,Titular,José Mentor,PEC28716,camara
Titular,74253,PP        ,RJ,Titular,Julio Lopes,PEC28716,camara
Titular,178885,PATRI     ,MA,Titular,Junior Marreca,PEC28716,camara
Titular,141562,MDB       ,ES,Titular,Lelo Coimbra,PEC28716,camara
Titular,166402,PR        ,GO,Titular,Magda Mofatto,PEC28716,camara
Titular,159238,PSDB      ,MG,Titular,Marcus Pestana,PEC28716,camara
Titular,74095,DEM       ,AM,Titular,Pauderney Avelino,PEC28716,camara
Titular,141518,SOLIDARI  ,SP,Titular,Paulo Pereira da Silva,PEC28716,camara
Titular,141445,PT        ,RS,Titular,Pepe Vargas,PEC28716,camara
Titular,148134,PSL       ,MT,Titular,Professor Victório Galli,PEC28716,camara
Titular,141472,PSDB      ,SP,Titular,Ricardo Tripoli,PEC28716,camara
Titular,160617,PSD       ,GO,Titular,Thiago Peixoto,PEC28716,camara
Titular,141555,PRB       ,SP,Titular,Vinicius Carvalho,PEC28716,camara
Suplente,178903,PRB       ,MT,Suplente,Adilton Sachetti,PEC28716,camara
Suplente,160559,MDB       ,RS,Suplente,Alceu Moreira,PEC28716,camara
Suplente,133439,PDT       ,CE,Suplente,André Figueiredo,PEC28716,camara
Suplente,178906,PP        ,PA,Suplente,Beto Salame,PEC28716,camara
Suplente,93472,PTB       ,RJ,Suplente,Cristiane Brasil,PEC28716,camara
Suplente,134812,PSOL      ,PA,Suplente,Edmilson Rodrigues,PEC28716,camara
Suplente,99654,PATRI     ,BA,Suplente,Erivelton Santana,PEC28716,camara
Suplente,129618,PR        ,CE,Suplente,Gorete Pereira,PEC28716,camara
Suplente,74366,PRB       ,GO,Suplente,João Campos,PEC28716,camara
Suplente,141458,PR        ,BA,Suplente,João Carlos Bacelar,PEC28716,camara
Suplente,74554,PR        ,BA,Suplente,José Rocha,PEC28716,camara
Suplente,73586,PSB       ,MG,Suplente,Júlio Delgado,PEC28716,camara
Suplente,74688,PT        ,RJ,Suplente,Luiz Sérgio,PEC28716,camara
Suplente,178866,PT        ,CE,Suplente,Luizianne Lins,PEC28716,camara
Suplente,178826,PSL       ,SP,Suplente,Major Olimpio,PEC28716,camara
Suplente,74460,MDB       ,PI,Suplente,Marcelo Castro,PEC28716,camara
Suplente,76287,PSD       ,RJ,Suplente,Marcelo Matos,PEC28716,camara
Suplente,178880,PPS       ,GO,Suplente,Marcos Abrão,PEC28716,camara
Suplente,74235,PP        ,ES,Suplente,Marcus Vicente,PEC28716,camara
Suplente,64960,MDB       ,RR,Suplente,Maria Helena,PEC28716,camara
Suplente,74862,REDE      ,RJ,Suplente,Miro Teixeira,PEC28716,camara
Suplente,73781,PP        ,PR,Suplente,Nelson Meurer,PEC28716,camara
Suplente,74399,,,Suplente,Onyx Lorenzoni,PEC28716,camara
Suplente,178860,DEM       ,BA,Suplente,Paulo Azi,PEC28716,camara
Suplente,74812,MDB       ,GO,Suplente,Pedro Chaves,PEC28716,camara
Suplente,178998,PSD       ,MG,Suplente,Raquel Muniz,PEC28716,camara
Suplente,74161,PT        ,MG,Suplente,Reginaldo Lopes,PEC28716,camara
Suplente,178989,PODE      ,SP,Suplente,Renata Abreu,PEC28716,camara
Suplente,160653,PODE      ,SP,Suplente,Roberto de Lucena,PEC28716,camara
Suplente,141535,PSDB      ,RN,Suplente,Rogério Marinho,PEC28716,camara
Suplente,160515,MDB       ,SC,Suplente,Ronaldo Benedet,PEC28716,camara
Suplente,74371,PT        ,GO,Suplente,Rubens Otoni,PEC28716,camara
Suplente,178888,MDB       ,MA,Suplente,Victor Mendes,PEC28716,camara
Suplente,178992,PSDB      ,SP,Suplente,Vitor Lippi,PEC28716,camara
Titular,195143,PROS      ,PB,Titular,André Amaral,PEC28816,camara
Titular,178865,AVANTE    ,CE,Titular,Cabo Sabino,PEC28816,camara
Titular,178829,PR        ,SP,Titular,Capitão Augusto,PEC28816,camara
Titular,178993,DEM       ,TO,Titular,Carlos Henrique Gaguim,PEC28816,camara
Titular,74262,PSDB      ,SP,Titular,Carlos Sampaio,PEC28816,camara
Titular,141411,PDT       ,MS,Titular,Dagoberto Nogueira,PEC28816,camara
Titular,141413,PT        ,SC,Titular,Décio Lima,PEC28816,camara
Titular,178893,PR        ,MG,Titular,Delegado Edson Moreira,PEC28816,camara
Titular,178877,PSDB      ,GO,Titular,Fábio Sousa,PEC28816,camara
Titular,129037,PT        ,MG,Titular,Gabriel Guimarães,PEC28816,camara
Titular,178980,PSD       ,SP,Titular,Goulart,PEC28816,camara
Titular,178884,MDB       ,MA,Titular,Hildo Rocha,PEC28816,camara
Titular,73586,PSB       ,MG,Titular,Júlio Delgado,PEC28816,camara
Titular,160659,PSB       ,SP,Titular,Keiko Ota,PEC28816,camara
Titular,141562,MDB       ,ES,Titular,Lelo Coimbra,PEC28816,camara
Titular,74585,PR        ,MG,Titular,Lincoln Portela,PEC28816,camara
Titular,178852,PSD       ,AP,Titular,Marcos Reategui,PEC28816,camara
Titular,74319,PTB       ,PI,Titular,Paes Landim,PEC28816,camara
Titular,178912,PSDB      ,PB,Titular,Pedro Cunha Lima,PEC28816,camara
Titular,160601,PODE      ,SP,Titular,Pr. Marco Feliciano,PEC28816,camara
Titular,160639,DEM       ,TO,Titular,Professora Dorinha Seabra Rezende,PEC28816,camara
Titular,178887,PCdoB     ,MA,Titular,Rubens Pereira Júnior,PEC28816,camara
Titular,160518,PROS      ,MG,Titular,Weliton Prado,PEC28816,camara
Suplente,74090,PP        ,AM,Suplente,Átila Lins,PEC28816,camara
Suplente,74467,PDT       ,PB,Suplente,Damião Feliciano,PEC28816,camara
Suplente,141417,PR        ,RR,Suplente,Edio Lopes,PEC28816,camara
Suplente,141500,PSD       ,MG,Suplente,Marcos Montes,PEC28816,camara
Presidente,178884,MDB       ,MA,Titular,Hildo Rocha,PEC29304,camara
PrimeiroVice-Presidente,160426,PSD       ,DF,Titular,Rogério Rosso,PEC29304,camara
Titular,141454,PP        ,PR,Titular,Alfredo Kaefer,PEC29304,camara
Titular,73584,PV        ,SP,Titular,Antonio Carlos Mendes Thame,PEC29304,camara
Titular,159237,PT        ,PI,Titular,Assis Carvalho,PEC29304,camara
Titular,74090,PP        ,AM,Titular,Átila Lins,PEC29304,camara
Titular,72912,PT        ,RJ,Titular,Celso Pansera,PEC29304,camara
Titular,73441,PRB       ,SP,Titular,Celso Russomanno,PEC29304,camara
Titular,178929,PODE      ,PR,Titular,Diego Garcia,PEC29304,camara
Titular,160578,PSD       ,PR,Titular,Edmar Arruda,PEC29304,camara
Titular,134812,PSOL      ,PA,Titular,Edmilson Rodrigues,PEC29304,camara
Titular,178977,PSDB      ,SP,Titular,Eduardo Cury,PEC29304,camara
Titular,132504,PT        ,PR,Titular,Enio Verri,PEC29304,camara
Titular,141430,,,Titular,Felipe Bornier,PEC29304,camara
Titular,178884,MDB       ,MA,Titular,Hildo Rocha,PEC29304,camara
Titular,160570,PP        ,RS,Titular,Jerônimo Goergen,PEC29304,camara
Titular,178967,DEM       ,SC,Titular,João Paulo Kleinübing,PEC29304,camara
Titular,73778,PSDB      ,PR,Titular,Luiz Carlos Hauly,PEC29304,camara
Titular,74470,PSC       ,PB,Titular,Marcondes Gadelha,PEC29304,camara
Titular,141507,MDB       ,SC,Titular,Mauro Mariani,PEC29304,camara
Titular,74787,PR        ,SP,Titular,Milton Monti,PEC29304,camara
Titular,74862,REDE      ,RJ,Titular,Miro Teixeira,PEC29304,camara
Titular,166401,PSDB      ,MT,Titular,Nilson Leitão,PEC29304,camara
Titular,178987,PCdoB     ,SP,Titular,Orlando Silva,PEC29304,camara
Titular,74095,DEM       ,AM,Titular,Pauderney Avelino,PEC29304,camara
Titular,160517,PSB       ,ES,Titular,Paulo Foletto,PEC29304,camara
Titular,74449,PTB       ,MA,Titular,Pedro Fernandes,PEC29304,camara
Titular,122158,DEM       ,RJ,Titular,Pedro Paulo,PEC29304,camara
Titular,141527,PP        ,RS,Titular,Renato Molling,PEC29304,camara
Titular,160426,PSD       ,DF,Titular,Rogério Rosso,PEC29304,camara
Titular,178845,PDT       ,AL,Titular,Ronaldo Lessa,PEC29304,camara
Titular,73466,PPS       ,PR,Titular,Rubens Bueno,PEC29304,camara
Titular,178922,PSB       ,PE,Titular,Tadeu Alencar,PEC29304,camara
Titular,74010,MDB       ,SC,Titular,Valdir Colatto,PEC29304,camara
Titular,141552,MDB       ,MT,Titular,Valtenir Pereira,PEC29304,camara
