id_ext,casa,id_autor,nome_autor,partido,uf,tipo_generico,sigla_local,qtd_de_documentos,is_important
541857,camara,74847,Jair Bolsonaro,PSL,,Proposição Apensada,MESA,2,FALSE
541857,camara,74847,Jair Bolsonaro,PSL,,Requerimento,PLEN,2,TRUE
541857,camara,141417,Edio Lopes,PL,RR,Requerimento,PL372212,2,TRUE
541857,camara,141478,Laerte Bessa,PR,DF,Proposição Apensada,MESA,2,FALSE
541857,camara,141500,Marcos Montes,PSD,MG,Requerimento,PL372212,2,TRUE
541857,camara,141516,Paulo Abi-Ackel,PSDB,MG,Requerimento,PLEN,2,TRUE
541857,camara,159238,Marcus Pestana,PSDB,MG,Requerimento,PL372212,2,TRUE
541857,camara,160511,Alessandro Molon,PSB,RJ,Requerimento,PL372212,2,TRUE
541857,camara,160545,Alexandre Leite,DEM,SP,Proposição Apensada,CCP,2,FALSE
541857,camara,160571,João Rodrigues,PSD,,Proposição Apensada,MESA,2,FALSE
541857,camara,160571,João Rodrigues,PSD,,Requerimento,PL372212,2,TRUE
541857,camara,160651,Rogério Peninha Mendonça,MDB,SC,Proposição Apensada,MESA,2,FALSE
541857,camara,177282,Subtenente Gonzaga,PDT,MG,Requerimento,PL372212,2,TRUE
541857,camara,178829,Capitão Augusto,PL,SP,Proposição Apensada,MESA,2,FALSE
541857,camara,178894,Laudivio Carvalho,PODE,MG,Requerimento,PL372212,2,TRUE
541857,camara,178924,Capitão Fábio Abreu,PL,,Proposição Apensada,MESA,2,FALSE
541857,camara,179587,Major Vitor Hugo,PSL,GO,Requerimento,PLEN,2,TRUE
541857,camara,204416,Ubiratan Sanderson,PSL,RS,Requerimento,PLEN,2,TRUE
541857,camara,204456,Gutemberg Reis,MDB,RJ,Proposição Apensada,CCP,2,FALSE
541857,camara,204548,Heitor Freire,PSL,CE,Proposição Apensada,CCP,2,FALSE
541857,camara,66179,Norma Ayub,DEM,ES,Proposição Apensada,MESA,1,FALSE
541857,camara,66828,Fausto Pinato,PP,SP,Proposição Apensada,MESA,1,FALSE
541857,camara,66828,Fausto Pinato,PP,SP,Requerimento,PLEN,1,TRUE
541857,camara,73434,Arnaldo Faria De Sá,PP,SP,Requerimento,PL372212,1,TRUE
541857,camara,73434,Arnaldo Faria De Sá,PP,SP,Requerimento,PLEN,1,TRUE
541857,camara,73483,Luis Carlos Heinze,PP,,Requerimento,PL372212,1,TRUE
541857,camara,73531,Ivan Valente,PSOL,SP,Requerimento,PL372212,1,TRUE
541857,camara,73579,Alberto Fraga,DEM,DF,Requerimento,PLEN,1,TRUE
541857,camara,73588,Mauro Benevides,MDB,CE,Proposição Apensada,MESA,1,FALSE
541857,camara,73655,Augusto Carvalho,SOLIDARIEDADE,DF,Proposição Apensada,MESA,1,FALSE
541857,camara,73943,Perpétua Almeida,PCdoB,AC,Proposição Apensada,MESA,1,FALSE
541857,camara,74040,Benjamin Maranhão,MDB,PB,Proposição Apensada,MESA,1,FALSE
541857,camara,74041,Luiz Couto,PT,PB,Voto em Separado,PL372212,1,TRUE
541857,camara,74048,Raul Jungmann,PPS,PE,Proposição Apensada,MESA,1,FALSE
541857,camara,74156,Leonardo Monteiro,PT,MG,Requerimento,PLEN,1,TRUE
541857,camara,74161,Reginaldo Lopes,PT,MG,Proposição Apensada,MESA,1,FALSE
541857,camara,74253,Julio Lopes,PP,RJ,Proposição Apensada,MESA,1,FALSE
541857,camara,74366,João Campos,PRB,GO,Proposição Apensada,MESA,1,FALSE
541857,camara,74399,Onyx Lorenzoni,DEM,,Requerimento,PLEN,1,TRUE
541857,camara,74419,Gonzaga Patriota,PSB,PE,Proposição Apensada,CCP,1,FALSE
541857,camara,74537,Claudio Cajado,PP,BA,Voto em Separado,PL372212,1,TRUE
541857,camara,74585,Lincoln Portela,PL,MG,Proposição Apensada,CCP,1,FALSE
541857,camara,74650,Bonifácio De Andrada,DEM,MG,Proposição Apensada,MESA,1,FALSE
541857,camara,76874,Marcelo Freixo,PSOL,RJ,Proposição Apensada,CCP,1,FALSE
541857,camara,92346,Eduardo Bolsonaro,PSL,SP,Requerimento,PL372212,1,TRUE
541857,camara,109152,Bernardo Santana De Vasconcellos,,MG,Proposição Apensada,MESA,1,FALSE
541857,camara,114941,Josi Nunes,PROS,TO,Proposição Apensada,MESA,1,FALSE
541857,camara,116379,Darci De Matos,PSD,SC,Proposição Apensada,CCP,1,FALSE
541857,camara,122466,Ronaldo Martins,PRB,CE,Requerimento,PLEN,1,TRUE
541857,camara,134812,Edmilson Rodrigues,PSOL,PA,Proposição Apensada,MESA,1,FALSE
541857,camara,136811,Afonso Hamm,PP,RS,Requerimento,PLEN,1,TRUE
541857,camara,137070,Vicentinho Júnior,PL,TO,Proposição Apensada,MESA,1,FALSE
541857,camara,141411,Dagoberto Nogueira,PDT,MS,Proposição Apensada,MESA,1,FALSE
541857,camara,141417,Edio Lopes,PL,RR,Proposição Apensada,MESA,1,FALSE
541857,camara,141417,Edio Lopes,PL,RR,Requerimento,PLEN,1,TRUE
541857,camara,141464,José Airton Cirilo,PT,CE,Proposição Apensada,MESA,1,FALSE
541857,camara,141488,Paulo Teixeira,PT,SP,Requerimento,PL372212,1,TRUE
541857,camara,141498,Dr. Ubiali,PSB,SP,Proposição Apensada,MESA,1,FALSE
541857,camara,141516,Paulo Abi-Ackel,PSDB,MG,Proposição Apensada,MESA,1,FALSE
541857,camara,141536,Rômulo Gouveia,,PB,Proposição Apensada,MESA,1,FALSE
541857,camara,141555,Vinicius Carvalho,PRB,SP,Proposição Apensada,MESA,1,FALSE
541857,camara,141562,Lelo Coimbra,MDB,ES,Proposição Apensada,MESA,1,FALSE
541857,camara,148134,Professor Victório Galli,PSL,MT,Proposição Apensada,MESA,1,FALSE
541857,camara,149327,Major Fábio,PROS,PB,Proposição Apensada,MESA,1,FALSE
541857,camara,151208,Laercio Oliveira,PP,SE,Proposição Apensada,CCP,1,FALSE
541857,camara,159238,Marcus Pestana,PSDB,MG,Proposição Apensada,MESA,1,FALSE
541857,camara,160511,Alessandro Molon,PSB,RJ,Proposição Apensada,CCP,1,FALSE
541857,camara,160511,Alessandro Molon,PSB,RJ,Voto em Separado,PL372212,1,TRUE
541857,camara,160518,Weliton Prado,PROS,MG,Requerimento,PLEN,1,TRUE
541857,camara,160545,Alexandre Leite,DEM,SP,Parecer,CSPCCO,1,TRUE
541857,camara,160545,Alexandre Leite,DEM,SP,Requerimento,MESA,1,FALSE
541857,camara,160559,Alceu Moreira,MDB,,Proposição Apensada,MESA,1,FALSE
541857,camara,160559,Alceu Moreira,MDB,,Requerimento,PL372212,1,TRUE
541857,camara,160567,Nelson Marchezan Junior,PSDB,,Requerimento,PL372212,1,TRUE
541857,camara,160598,Flávia Morais,PDT,GO,Proposição Apensada,MESA,1,FALSE
541857,camara,160598,Flávia Morais,PDT,GO,Requerimento,PLEN,1,TRUE
541857,camara,160601,Pr. Marco Feliciano,PODE,SP,Proposição Apensada,MESA,1,FALSE
541857,camara,160636,Wilson Filho,PTB,PB,Proposição Apensada,MESA,1,FALSE
541857,camara,160637,Ronaldo Fonseca,PODE,DF,Proposição Apensada,MESA,1,FALSE
541857,camara,160646,Delegado Francischini,PSL,,Proposição Apensada,MESA,1,FALSE
541857,camara,160646,Fernando Francischini,PSL,,Proposição Apensada,MESA,1,FALSE
541857,camara,160651,Rogério Peninha Mendonça,MDB,SC,Proposição Apensada,PLEN,1,TRUE
541857,camara,160660,Marcelo Aguiar,DEM,SP,Outros,MESA,1,FALSE
541857,camara,160663,Leopoldo Meyer,PSB,PR,Proposição Apensada,MESA,1,FALSE
541857,camara,160667,Guilherme Mussi,PP,SP,Requerimento,MESA,1,FALSE
541857,camara,160667,Guilherme Mussi,PP,SP,Voto em Separado,PL372212,1,TRUE
541857,camara,162332,Luiz Nishimori,PL,PR,Proposição Apensada,MESA,1,FALSE
541857,camara,164359,Delegado Waldir,PSL,GO,Proposição Apensada,CCP,1,FALSE
541857,camara,164359,Delegado Waldir,PSL,GO,Requerimento,PLEN,1,TRUE
541857,camara,166401,Nilson Leitão,PSDB,MT,Proposição Apensada,MESA,1,FALSE
541857,camara,166402,Magda Mofatto,PL,GO,Requerimento,PL372212,1,TRUE
541857,camara,167614,Severino Ninho,PSB,PE,Proposição Apensada,MESA,1,FALSE
541857,camara,177282,Subtenente Gonzaga,PDT,MG,Proposição Apensada,MESA,1,FALSE
541857,camara,177282,Subtenente Gonzaga,PDT,MG,Requerimento,PLEN,1,TRUE
541857,camara,177282,Subtenente Gonzaga,PDT,MG,Voto em Separado,PL372212,1,TRUE
541857,camara,178825,Leo De Brito,PT,,Proposição Apensada,MESA,1,FALSE
541857,camara,178826,Major Olimpio Gomes,PSL,SP,Proposição Apensada,MESA,1,FALSE
541857,camara,178829,Capitão Augusto,PL,SP,Requerimento,PL372212,1,TRUE
541857,camara,178829,Capitão Augusto,PL,SP,Requerimento,PLEN,1,TRUE
541857,camara,178829,Capitão Augusto,PL,SP,Voto em Separado,PL372212,1,TRUE
541857,camara,178852,Marcos Reategui,PSD,AP,Proposição Apensada,MESA,1,FALSE
541857,camara,178864,Adail Carneiro,PODE,CE,Proposição Apensada,MESA,1,FALSE
541857,camara,178865,Cabo Sabino,AVANTE,CE,Proposição Apensada,MESA,1,FALSE
541857,camara,178869,Vitor Valim,PROS,CE,Proposição Apensada,MESA,1,FALSE
541857,camara,178869,Vitor Valim,PROS,CE,Requerimento,PLEN,1,TRUE
541857,camara,178881,Aluisio Mendes,PODE,MA,Proposição Apensada,CCP,1,FALSE
541857,camara,178893,Delegado Edson Moreira,PR,MG,Requerimento,PL372212,1,TRUE
541857,camara,178894,Laudivio Carvalho,PODE,MG,Outros,MESA,1,FALSE
541857,camara,178894,Laudivio Carvalho,PODE,MG,Requerimento,MESA,1,FALSE
541857,camara,178898,Tenente Lúcio,PR,MG,Proposição Apensada,MESA,1,FALSE
541857,camara,178900,Carlos Marun,MDB,,Proposição Apensada,MESA,1,FALSE
541857,camara,178908,Delegado Éder Mauro,PSD,PA,Proposição Apensada,MESA,1,FALSE
541857,camara,178908,Delegado Éder Mauro,PSD,PA,Requerimento,PLEN,1,TRUE
541857,camara,178913,Veneziano Vital Do Rêgo,PSB,PB,Proposição Apensada,MESA,1,FALSE
541857,camara,178924,Capitão Fábio Abreu,PL,,Requerimento,PLEN,1,TRUE
541857,camara,178948,Beto Rosado,PP,RN,Proposição Apensada,MESA,1,FALSE
541857,camara,178948,Beto Rosado,PP,RN,Requerimento,PLEN,1,TRUE
541857,camara,178953,Expedito Netto,PSD,RO,Proposição Apensada,CCP,1,FALSE
541857,camara,178953,Expedito Netto,PSD,RO,Proposição Apensada,MESA,1,FALSE
541857,camara,178954,Lucio Mosquini,MDB,RO,Proposição Apensada,MESA,1,FALSE
541857,camara,178963,Covatti Filho,PP,,Proposição Apensada,MESA,1,FALSE
541857,camara,178964,Heitor Schuch,PSB,RS,Proposição Apensada,MESA,1,FALSE
541857,camara,178964,Heitor Schuch,PSB,RS,Requerimento,PLEN,1,TRUE
541857,camara,178993,Carlos Henrique Gaguim,DEM,TO,Proposição Apensada,MESA,1,FALSE
541857,camara,179587,Major Vitor Hugo,PSL,GO,Proposição Apensada,CCP,1,FALSE
541857,camara,185500,Deoclides Macedo,PDT,MA,Proposição Apensada,MESA,1,FALSE
541857,camara,194260,Nivaldo Albuquerque,PTB,AL,Proposição Apensada,CCP,1,FALSE
541857,camara,195826,Marcelo Delaroli,PR,RJ,Proposição Apensada,MESA,1,FALSE
541857,camara,204356,Amaro Neto,PRB,ES,Proposição Apensada,CCP,1,FALSE
541857,camara,204359,Léo Moraes,PODE,RO,Requerimento,PLEN,1,TRUE
541857,camara,204368,Fabio Schiochet,PSL,SC,Proposição Apensada,MESA,1,FALSE
541857,camara,204388,Bibo Nunes,PSL,RS,Proposição Apensada,CCP,1,FALSE
541857,camara,204391,José Nelto,PODE,GO,Proposição Apensada,CCP,1,FALSE
541857,camara,204416,Sanderson,PSL,RS,Proposição Apensada,CCP,1,FALSE
541857,camara,204416,Sanderson,PSL,RS,Proposição Apensada,MESA,1,FALSE
541857,camara,204416,Ubiratan Sanderson,PSL,RS,Requerimento,MESA,1,FALSE
541857,camara,204420,Julian Lemos,PSL,PB,Proposição Apensada,CCP,1,FALSE
541857,camara,204421,Edna Henrique,PSDB,PB,Proposição Apensada,CCP,1,FALSE
541857,camara,204441,Otoni De Paula,PSC,RJ,Proposição Apensada,CCP,1,FALSE
541857,camara,204472,José Medeiros,PODE,MT,Proposição Apensada,CCP,1,FALSE
541857,camara,204512,Delegado Marcelo Freitas,PSL,MG,Proposição Apensada,CCP,1,FALSE
541857,camara,204529,Policial Katia Sastre,PL,SP,Proposição Apensada,CCP,1,FALSE
541857,camara,204531,Guilherme Derrite,PP,,Proposição Apensada,CCP,1,FALSE
541857,camara,204550,Júnior Mano,PL,CE,Proposição Apensada,CCP,1,FALSE
541857,camara,204576,João Roma,PRB,BA,Proposição Apensada,MESA,1,FALSE
546383,camara,73701,Benedita Da Silva,PT,RJ,Parecer,CSSF,2,TRUE
546383,camara,73579,Alberto Fraga,DEM,DF,Proposição Apensada,MESA,1,FALSE
546383,camara,114941,Josi Nunes,PROS,TO,Proposição Apensada,MESA,1,FALSE
546383,camara,141490,Manoel Junior,MDB,,Proposição Apensada,CSSF,1,TRUE
546383,camara,141517,Paulo Henrique Lustosa,PP,CE,Proposição Apensada,MESA,1,FALSE
546383,camara,160514,Dr. Grilo,SD,MG,Proposição Apensada,MESA,1,FALSE
546383,camara,160628,Luciana Santos,PCdoB,,Proposição Apensada,MESA,1,FALSE
546383,camara,160672,Jean Wyllys,PSOL,,Proposição Apensada,MESA,1,FALSE
546383,camara,160672,Jean Wyllys,PSOL,,Requerimento,PLEN,1,TRUE
604557,camara,160511,Alessandro Molon,PSB,RJ,Parecer,CMADS,4,TRUE
604557,camara,160511,Alessandro Molon,PSB,RJ,Parecer,CCJC,2,TRUE
604557,camara,160511,Alessandro Molon,PSB,RJ,Requerimento,PLEN,2,TRUE
604557,camara,74210,Sarney Filho,PV,MA,Proposição Apensada,PLEN,1,TRUE
604557,camara,74459,Átila Lira,PSB,PI,Requerimento,CMADS,1,TRUE
604557,camara,160511,Alessandro Molon,PSB,RJ,Proposição Apensada,PLEN,1,TRUE
604557,camara,178871,Evair De Melo,PP,ES,Requerimento,CAPADR,1,TRUE
604557,camara,178871,Evair De Melo,PP,ES,Voto em Separado,CAPADR,1,TRUE
604557,camara,178875,Alexandre Baldy,PP,GO,Parecer,CAPADR,1,TRUE
604888,camara,141429,Felipe Maia,DEM,RN,Requerimento,PLEN,6,TRUE
604888,camara,74041,Luiz Couto,PT,PB,Parecer,CCJC,4,TRUE
604888,camara,73459,Dr. Rosinha,PT,PR,Requerimento,SEPUB(SGM),2,FALSE
604888,camara,74400,Paulo Pimenta,PT,RS,Requerimento,SEPUB(SGM),2,FALSE
604888,camara,74419,Gonzaga Patriota,PSB,PE,Requerimento,SEPUB(SGM),2,FALSE
604888,camara,88950,Rodrigo Garcia,DEM,,Emenda,PLEN,2,TRUE
604888,camara,141429,Felipe Maia,DEM,RN,Voto em Separado,CCJC,2,TRUE
604888,camara,141488,Paulo Teixeira,PT,SP,Parecer,CCJC,2,TRUE
604888,camara,178915,Betinho Gomes,PSDB,PE,Emenda,PLEN,2,TRUE
604888,camara,204526,Luiz Philippe De Orleans e Bragança,PSL,SP,Requerimento,PLEN,2,TRUE
604888,camara,73459,Dr. Rosinha,PT,PR,Proposição Apensada,CCJC,1,TRUE
604888,camara,73651,Rogério Silva,PP**,MT,Proposição Apensada,CCJC,1,TRUE
604888,camara,73933,Zequinha Marinho,PSC,,Proposição Apensada,CCJC,1,TRUE
604888,camara,74039,Sandra Rosado,PSB,RN,Proposição Apensada,CCJC,1,TRUE
604888,camara,74077,Giovanni Queiroz,PDT,PA,Proposição Apensada,CCJC,1,TRUE
604888,camara,74222,Asdrubal Bentes,PMDB,PA,Proposição Apensada,CCJC,1,TRUE
604888,camara,74354,Zenaldo Coutinho,PSDB,,Requerimento,CCJC,1,TRUE
604888,camara,74354,Zenaldo Coutinho,PSDB,,Requerimento,MESA,1,FALSE
604888,camara,74357,Vanessa Grazziotin,PCdoB,AM,Proposição Apensada,MESA,1,FALSE
604888,camara,74400,Paulo Pimenta,PT,RS,Proposição Apensada,MESA,1,FALSE
604888,camara,74400,Paulo Pimenta,PT,RS,Requerimento,PLEN,1,TRUE
604888,camara,74419,Gonzaga Patriota,PSB,PE,Proposição Apensada,MESA,1,FALSE
604888,camara,74419,Gonzaga Patriota,PSB,PE,Requerimento,PLEN,1,TRUE
604888,camara,74585,Lincoln Portela,PL,MG,Proposição Apensada,PLEN,1,TRUE
604888,camara,74585,Lincoln Portela,PL,MG,Requerimento,SEPUB(SGM),1,FALSE
604888,camara,74665,Jaime Martins,PROS,MG,Proposição Apensada,MESA,1,FALSE
604888,camara,74702,Bispo Wanderval,PR,SP,Proposição Apensada,CCJC,1,TRUE
604888,camara,74784,Luiza Erundina,PSOL,SP,Proposição Apensada,CCJC,1,TRUE
604888,camara,137983,Francisco Escórcio,PMDB,MA,Proposição Apensada,CCJC,1,TRUE
604888,camara,141390,Antônio Roberto,PV,MG,Proposição Apensada,CCJC,1,TRUE
604888,camara,141429,Felipe Maia,DEM,RN,Proposição Apensada,MESA,1,FALSE
604888,camara,141450,Hugo Leal,PSD,RJ,Proposição Apensada,CCP,1,FALSE
604888,camara,141462,Lira Maia,DEM,PA,Proposição Apensada,CCJC,1,TRUE
604888,camara,141470,José Guimarães,PT,CE,Proposição Apensada,MESA,1,FALSE
604888,camara,141548,Sueli Vidigal,PDT,,Proposição Apensada,CCJC,1,TRUE
604888,camara,141548,Sueli Vidigal,PDT,,Requerimento,SEPUB(SGM),1,FALSE
604888,camara,152605,Glauber Braga,PSOL,RJ,Proposição Apensada,CCP,1,FALSE
604888,camara,160511,Alessandro Molon,PSB,RJ,Emenda,CCJC,1,TRUE
604888,camara,160511,Alessandro Molon,PSB,RJ,Parecer,CCJC,1,TRUE
604888,camara,160511,Alessandro Molon,PSB,RJ,Requerimento,MESA,1,FALSE
604888,camara,160512,Aureo,SOLIDARIEDADE,RJ,Proposição Apensada,CCP,1,FALSE
604888,camara,160598,Flávia Morais,PDT,GO,Emenda,PLEN,1,TRUE
604888,camara,160622,Vicente Candido,PT,SP,Requerimento,total: 336.,1,FALSE
604888,camara,160650,Oziel Oliveira,PDT,BA,Proposição Apensada,CCJC,1,TRUE
604888,camara,160653,Roberto De Lucena,PODE,SP,Requerimento,PLEN,1,TRUE
604888,camara,160655,Ricardo Izar,PP,SP,Proposição Apensada,CCJC,1,TRUE
604888,camara,167722,Marcos Rogério,DEM,,Requerimento,CCJC,1,TRUE
604888,camara,167722,Marcos Rogério,DEM,,Voto em Separado,CCJC,1,TRUE
604888,camara,178881,Aluisio Mendes,PODE,MA,Emenda,PLEN,1,TRUE
604888,camara,178883,Eliziane Gama,PPS,MA,Proposição Apensada,CCP,1,FALSE
604888,camara,204488,Célio Studart,PV,CE,Proposição Apensada,CCP,1,FALSE
604888,camara,204526,Luiz Philippe de Orleans e Bragança,PSL,SP,Proposição Apensada,MESA,1,FALSE
604888,camara,204526,Luiz Philippe De Orleans e Bragança,PSL,SP,Proposição Apensada,MESA,1,FALSE
604888,camara,204530,Rodrigo Agostinho,PSB,SP,Proposição Apensada,CCP,1,FALSE
606722,camara,178947,Sóstenes Cavalcante,DEM,RJ,Emenda,PL718014,14,TRUE
606722,camara,74366,João Campos,PRB,GO,Emenda,PL718014,13,TRUE
606722,camara,178947,Sóstenes Cavalcante,DEM,RJ,Requerimento,PL718014,7,TRUE
606722,camara,178978,Flavinho,PSC,SP,Requerimento,PL718014,7,TRUE
606722,camara,69871,Bacelar,PODE,BA,Requerimento,PL718014,5,TRUE
606722,camara,178978,Flavinho,PSC,SP,Parecer,PL718014,5,TRUE
606722,camara,178978,Flavinho,PSC,SP,Outros,Arquivada,4,FALSE
606722,camara,204478,Vinicius Farah,MDB,RJ,Requerimento,PLEN,3,TRUE
606722,camara,4931,Izalci,PSDB,DF,Proposição Apensada,MESA,2,FALSE
606722,camara,73486,Pompeo De Mattos,PDT,RS,Emenda,PL718014,2,TRUE
606722,camara,73486,Pompeo De Mattos,PDT,RS,Requerimento,PL718014,2,TRUE
606722,camara,74366,João Campos,PRB,GO,Requerimento,PLEN,2,TRUE
606722,camara,74585,Lincoln Portela,PL,MG,Requerimento,PL718014,2,TRUE
606722,camara,92346,Eduardo Bolsonaro,PSL,SP,Requerimento,PL718014,2,TRUE
606722,camara,99654,Erivelton Santana,PATRI,BA,Proposição Apensada,MESA,2,FALSE
606722,camara,152605,Glauber Braga,PSOL,RJ,Requerimento,PL718014,2,TRUE
606722,camara,160558,Paulo Freire,PL,SP,Requerimento,PL718014,2,TRUE
606722,camara,160575,Erika Kokay,PT,DF,Outros,CCP,2,FALSE
606722,camara,160575,Erika Kokay,PT,DF,Requerimento,PL718014,2,TRUE
606722,camara,167722,Marcos Rogério,DEM,,Requerimento,PL718014,2,TRUE
606722,camara,178836,Alan Rick,DEM,AC,Proposição Apensada,MESA,2,FALSE
606722,camara,178929,Diego Garcia,PODE,PR,Parecer,CE,2,TRUE
606722,camara,178978,Flavinho,PSC,SP,Outros,Arquivamento,2,FALSE
606722,camara,69871,Bacelar,PODE,BA,Emenda,PL718014,1,TRUE
606722,camara,69871,Bacelar,PODE,BA,Requerimento,PLEN,1,TRUE
606722,camara,69871,Bacelar,PODE,BA,Voto em Separado,PL718014,1,TRUE
606722,camara,73441,Celso Russomanno,PRB,SP,Proposição Apensada,MESA,1,FALSE
606722,camara,73531,Ivan Valente,PSOL,SP,Voto em Separado,PL718014,1,TRUE
606722,camara,73584,Antonio Carlos Mendes Thame,PV,SP,Proposição Apensada,MESA,1,FALSE
606722,camara,73778,Luiz Carlos Hauly,PSDB,PR,Proposição Apensada,MESA,1,FALSE
606722,camara,74041,Luiz Couto,PT,PB,Requerimento,PLEN,1,TRUE
606722,camara,74057,Alice Portugal,PCdoB,BA,Requerimento,PL718014,1,TRUE
606722,camara,74057,Alice Portugal,PCdoB,BA,Voto em Separado,PL718014,1,TRUE
606722,camara,74103,Ariosto Holanda,PDT,CE,Parecer,CE,1,TRUE
606722,camara,74254,Leonardo Picciani,MDB,RJ,Proposição Apensada,MESA,1,FALSE
606722,camara,74366,João Campos,PRB,GO,Proposição Apensada,MESA,1,FALSE
606722,camara,74366,João Campos,PRB,GO,Requerimento,PL718014,1,TRUE
606722,camara,74558,Givaldo Carimbão,AVANTE,AL,Proposição Apensada,MESA,1,FALSE
606722,camara,74650,Bonifácio De Andrada,DEM,MG,Proposição Apensada,MESA,1,FALSE
606722,camara,74784,Luiza Erundina,PSOL,SP,Proposição Apensada,CCP,1,FALSE
606722,camara,74784,Luiza Erundina,PSOL,SP,Voto em Separado,PL718014,1,TRUE
606722,camara,92776,Stefano Aguiar,PSD,MG,Proposição Apensada,MESA,1,FALSE
606722,camara,124411,Mauro Pereira,MDB,RS,Requerimento,PL718014,1,TRUE
606722,camara,134812,Edmilson Rodrigues,PSOL,PA,Voto em Separado,PL718014,1,TRUE
606722,camara,141383,Antonio Bulhões,PRB,SP,Requerimento,PL718014,1,TRUE
606722,camara,141411,Dagoberto Nogueira,PDT,MS,Proposição Apensada,MESA,1,FALSE
606722,camara,148134,Professor Victório Galli,PSL,MT,Proposição Apensada,MESA,1,FALSE
606722,camara,152605,Glauber Braga,PSOL,RJ,Voto em Separado,PL718014,1,TRUE
606722,camara,160530,Antonio Imbassahy,PSDB,BA,Proposição Apensada,MESA,1,FALSE
606722,camara,160531,Jhonatan De Jesus,PRB,RR,Proposição Apensada,MESA,1,FALSE
606722,camara,160531,Jhonatan De Jesus,PRB,RR,Requerimento,PLEN,1,TRUE
606722,camara,160575,Erika Kokay,PT,DF,Voto em Separado,PL718014,1,TRUE
606722,camara,160601,Pr. Marco Feliciano,PODE,SP,Proposição Apensada,MESA,1,FALSE
606722,camara,160601,Pr. Marco Feliciano,PODE,SP,Requerimento,PLEN,1,TRUE
606722,camara,160640,Eros Biondini,PROS,MG,Proposição Apensada,MESA,1,FALSE
606722,camara,160641,Professora Marcivania,PCdoB,AP,Voto em Separado,PL718014,1,TRUE
606722,camara,160642,Pastor Eurico,PATRIOTA,PE,Proposição Apensada,CCP,1,FALSE
606722,camara,160642,Pastor Eurico,PATRIOTA,PE,Proposição Apensada,MESA,1,FALSE
606722,camara,160672,Jean Wyllys,PSOL,,Proposição Apensada,MESA,1,FALSE
606722,camara,160672,Jean Wyllys,PSOL,,Voto em Separado,PL718014,1,TRUE
606722,camara,164359,Delegado Waldir,PSL,GO,Proposição Apensada,MESA,1,FALSE
606722,camara,164359,Delegado Waldir,PSL,GO,Requerimento,PLEN,1,TRUE
606722,camara,178825,Leo De Brito,PT,,Outros,CCP,1,FALSE
606722,camara,178828,Evandro Gussi,PV,SP,Proposição Apensada,MESA,1,FALSE
606722,camara,178884,Hildo Rocha,MDB,MA,Requerimento,PL718014,1,TRUE
606722,camara,178910,Joaquim Passarinho,PSD,PA,Requerimento,PL718014,1,TRUE
606722,camara,178929,Diego Garcia,PODE,PR,Requerimento,PLEN,1,TRUE
606722,camara,178938,Cabo Daciolo,PATRI,RJ,Proposição Apensada,MESA,1,FALSE
606722,camara,178945,Rosangela Gomes,PRB,RJ,Proposição Apensada,MESA,1,FALSE
606722,camara,178947,Sóstenes Cavalcante,DEM,RJ,Proposição Apensada,MESA,1,FALSE
606722,camara,178977,Eduardo Cury,PSDB,SP,Proposição Apensada,MESA,1,FALSE
606722,camara,178978,Flavinho,PSC,SP,Requerimento,PLEN,1,TRUE
606722,camara,193726,Paulo Eduardo Martins,PSC,PR,Proposição Apensada,MESA,1,FALSE
606722,camara,194258,Creuza Pereira,PSB,PE,Requerimento,PL718014,1,TRUE
606722,camara,204369,Caroline De Toni,PSL,SC,Proposição Apensada,MESA,1,FALSE
606722,camara,204374,Bia Kicis,PSL,DF,Proposição Apensada,MESA,1,FALSE
606722,camara,204374,Bia Kicis,PSL,DF,Requerimento,PLEN,1,TRUE
606722,camara,204376,Coronel Armando,PSL,SC,Proposição Apensada,MESA,1,FALSE
606722,camara,204400,Aline Sleutjes,PSL,PR,Proposição Apensada,MESA,1,FALSE
606722,camara,204407,Fernanda Melchionna,PSOL,RS,Proposição Apensada,CCP,1,FALSE
606722,camara,204407,Fernanda Melchionna,PSOL,RS,Proposição Apensada,MESA,1,FALSE
606722,camara,204411,Filipe Barros,PSL,PR,Proposição Apensada,MESA,1,FALSE
606722,camara,204420,Julian Lemos,PSL,PB,Proposição Apensada,MESA,1,FALSE
606722,camara,204441,Otoni De Paula,PSC,RJ,Proposição Apensada,CCP,1,FALSE
606722,camara,204442,Gurgel,PSL,RJ,Proposição Apensada,MESA,1,FALSE
606722,camara,204444,Helio Lopes,PSL,RJ,Proposição Apensada,MESA,1,FALSE
606722,camara,204449,Nelson Barbudo,PSL,MT,Proposição Apensada,MESA,1,FALSE
606722,camara,204453,Natália Bonavides,PT,RN,Proposição Apensada,CCP,1,FALSE
606722,camara,204460,Carlos Jordy,PSL,RJ,Proposição Apensada,MESA,1,FALSE
606722,camara,204462,Chris Tonietto,PSL,RJ,Proposição Apensada,MESA,1,FALSE
606722,camara,204464,Talíria Petrone,PSOL,RJ,Proposição Apensada,CCP,1,FALSE
606722,camara,204503,Alexandre Padilha,PT,SP,Proposição Apensada,CCP,1,FALSE
606722,camara,204507,Carla Zambelli,PSL,SP,Proposição Apensada,MESA,1,FALSE
606722,camara,204509,Áurea Carolina,PSOL,MG,Proposição Apensada,CCP,1,FALSE
