cargo,id_parlamentar,nome,partido,uf,situacao,sigla,casa,foto
NA,1,Jader Barbalho,MDB,PA,Suplente,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg
NA,1,Luis Carlos Heinze,PP,RS,Titular,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg
NA,1,Ciro Nogueira,PP,PI,Suplente,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg
NA,2,Plínio Valério,PSDB,AM,Titular,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5502.jpg
NA,2,Major Olimpio,PSL,SP,Suplente,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5666.jpg
NA,2,Soraya Thronicke,PSL,MS,Titular,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg
NA,2,Roberto Rocha,PSDB,MA,Suplente,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador677.jpg
NA,2,Lasier Martins,PODE,RS,Titular,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5533.jpg
NA,2,Alvaro Dias,PODE,PR,Suplente,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador945.jpg
NA,2,Styvenson Valentim,PODE,RN,Titular,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5959.jpg
NA,2,Eduardo Girão,PODE,CE,Suplente,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg
NA,3,Leila Barros,PSB,DF,Titular,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg
NA,3,Randolfe Rodrigues,REDE,AP,Suplente,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg
NA,3,Marcos do Val,CIDADANIA,ES,Titular,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5942.jpg
NA,3,Alessandro Vieira,CIDADANIA,SE,Suplente,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5982.jpg
PRESIDENTE,3,Fabiano Contarato,REDE,ES,Titular,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg
NA,3,Eliziane Gama,CIDADANIA,MA,Suplente,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg
VICE-PRESIDENTE,4,Jaques Wagner,PT,BA,Titular,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador581.jpg
NA,4,Jean Paul Prates,PT,RN,Suplente,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5627.jpg
NA,4,Telmário Mota,PROS,RR,Titular,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg
NA,4,Paulo Rocha,PT,PA,Suplente,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador374.jpg
NA,5,Carlos Viana,PSD,MG,Titular,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5990.jpg
NA,5,Lucas Barreto,PSD,AP,Suplente,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg
NA,5,Otto Alencar,PSD,BA,Titular,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg
NA,5,Omar Aziz,PSD,AM,Suplente,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5525.jpg
NA,6,Jayme Campos,DEM,MT,Titular,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg
NA,6,Maria do Carmo Alves,DEM,SE,Suplente,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1023.jpg
NA,6,Wellington Fagundes,PR,MT,Titular,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1173.jpg
NA,6,Chico Rodrigues,DEM,RR,Suplente,CMA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador470.jpg
NA,1,Jader Barbalho,MDB,PA,Titular,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg
NA,1,Jarbas Vasconcelos,MDB,PE,Suplente,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4545.jpg
NA,1,Marcelo Castro,MDB,PI,Titular,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg
NA,1,VAGO,NA,NA,Suplente,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,1,    ,NA,NA,Titular,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,1,VAGO,NA,NA,Suplente,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,1,Mailza Gomes,PP,AC,Titular,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5557.jpg
NA,1,    ,NA,NA,Suplente,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,1,    ,NA,NA,Titular,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,1,    ,NA,NA,Suplente,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,2,Eduardo Girão,PODE,CE,Titular,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg
NA,2,Soraya Thronicke,PSL,MS,Suplente,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg
NA,2,Styvenson Valentim,PODE,RN,Titular,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5959.jpg
NA,2,Romário,PODE,RJ,Suplente,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg
NA,2,Lasier Martins,PODE,RS,Titular,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5533.jpg
NA,2,Rose de Freitas,PODE,ES,Suplente,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2331.jpg
NA,2,Juíza Selma,PSL,MT,Titular,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5929.jpg
NA,2,Mara Gabrilli,PSDB,SP,Suplente,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5376.jpg
NA,3,Flávio Arns,REDE,PR,Titular,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador345.jpg
NA,3,Alessandro Vieira,CIDADANIA,SE,Suplente,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5982.jpg
NA,3,Acir Gurgacz,PDT,RO,Titular,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4981.jpg
NA,3,    ,NA,NA,Suplente,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,3,Leila Barros,PSB,DF,Titular,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg
NA,3,    ,NA,NA,Suplente,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
PRESIDENTE,4,Paulo Paim,PT,RS,Titular,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador825.jpg
NA,4,Paulo Rocha,PT,PA,Suplente,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador374.jpg
VICE-PRESIDENTE,4,Telmário Mota,PROS,RR,Titular,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg
NA,4,Zenaide Maia,PROS,RN,Suplente,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg
NA,5,Arolde de Oliveira,PSD,RJ,Titular,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador751.jpg
NA,5,Sérgio Petecão,PSD,AC,Suplente,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg
NA,5,Nelsinho Trad,PSD,MS,Titular,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5985.jpg
NA,5,Lucas Barreto,PSD,AP,Suplente,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg
NA,6,Marcos Rogério,DEM,RO,Titular,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5422.jpg
NA,6,    ,NA,NA,Suplente,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,6,    ,NA,NA,Titular,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,6,    ,NA,NA,Suplente,CDH,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,1,Mecias de Jesus,PRB,RR,Titular,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6027.jpg
NA,1,Renan Calheiros,MDB,AL,Suplente,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador70.jpg
NA,1,Jarbas Vasconcelos,MDB,PE,Titular,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4545.jpg
NA,1,Fernando Bezerra Coelho,MDB,PE,Suplente,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg
NA,1,Marcio Bittar,MDB,AC,Titular,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg
NA,1,Simone Tebet,MDB,MS,Suplente,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5527.jpg
NA,1,Esperidião Amin,PP,SC,Titular,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg
NA,1,Ciro Nogueira,PP,PI,Suplente,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg
NA,1,Daniella Ribeiro,PP,PB,Titular,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg
NA,1,Vanderlan Cardoso,PP,GO,Suplente,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5899.jpg
NA,2,Antonio Anastasia,PSDB,MG,Titular,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5529.jpg
NA,2,Roberto Rocha,PSDB,MA,Suplente,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador677.jpg
NA,2,Mara Gabrilli,PSDB,SP,Titular,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5376.jpg
NA,2,Oriovisto Guimarães,PODE,PR,Suplente,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5924.jpg
NA,2,Romário,PODE,RJ,Titular,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg
NA,2,Flávio Bolsonaro,PSL,RJ,Suplente,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg
NA,2,Major Olimpio,PSL,SP,Titular,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5666.jpg
NA,2,Soraya Thronicke,PSL,MS,Suplente,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg
NA,3,Kátia Abreu,PDT,TO,Titular,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1249.jpg
NA,3,Acir Gurgacz,PDT,RO,Suplente,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4981.jpg
NA,3,Randolfe Rodrigues,REDE,AP,Titular,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg
NA,3,Flávio Arns,REDE,PR,Suplente,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador345.jpg
VICE-PRESIDENTE,3,Marcos do Val,CIDADANIA,ES,Titular,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5942.jpg
NA,3,Veneziano Vital do Rêgo,PSB,PB,Suplente,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5748.jpg
NA,4,Renilde Bulhões,PROS,AL,Titular,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5561.jpg
NA,4,Humberto Costa,PT,PE,Suplente,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg
NA,4,Jaques Wagner,PT,BA,Titular,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador581.jpg
NA,4,Telmário Mota,PROS,RR,Suplente,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg
PRESIDENTE,5,Nelsinho Trad,PSD,MS,Titular,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5985.jpg
NA,5,Arolde de Oliveira,PSD,RJ,Suplente,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador751.jpg
NA,5,Angelo Coronel,PSD,BA,Titular,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5967.jpg
NA,5,Carlos Viana,PSD,MG,Suplente,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5990.jpg
NA,6,Chico Rodrigues,DEM,RR,Titular,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador470.jpg
NA,6,Marcos Rogério,DEM,RO,Suplente,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5422.jpg
NA,6,Zequinha Marinho,PSC,PA,Titular,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3806.jpg
NA,6,Maria do Carmo Alves,DEM,SE,Suplente,CRE,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1023.jpg
NA,1,Eduardo Braga,MDB,AM,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg
NA,1,Marcelo Castro,MDB,PI,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg
NA,1,Jarbas Vasconcelos,MDB,PE,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4545.jpg
NA,1,Jader Barbalho,MDB,PA,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg
NA,1,Eduardo Gomes,MDB,TO,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg
NA,1,Luiz do Carmo,MDB,GO,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5585.jpg
NA,1,Fernando Bezerra Coelho,MDB,PE,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg
NA,1,    ,NA,NA,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,1,Esperidião Amin,PP,SC,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg
NA,1,    ,NA,NA,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,1,Vanderlan Cardoso,PP,GO,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5899.jpg
NA,1,    ,NA,NA,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,2,Plínio Valério,PSDB,AM,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5502.jpg
NA,2,José Serra,PSDB,SP,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador90.jpg
NA,2,Styvenson Valentim,PODE,RN,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5959.jpg
NA,2,Izalci Lucas,PSDB,DF,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg
NA,2,Elmano Férrer,PODE,PI,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg
NA,2,Oriovisto Guimarães,PODE,PR,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5924.jpg
NA,2,Flávio Bolsonaro,PSL,RJ,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg
NA,2,Lasier Martins,PODE,RS,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5533.jpg
NA,2,    ,NA,NA,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,2,Juíza Selma,PSL,MT,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5929.jpg
NA,3,Jorge Kajuru,PSB,GO,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg
NA,3,Weverton,PDT,MA,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg
NA,3,Acir Gurgacz,PDT,RO,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4981.jpg
NA,3,Veneziano Vital do Rêgo,PSB,PB,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5748.jpg
NA,3,Fabiano Contarato,REDE,ES,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg
NA,3,Kátia Abreu,PDT,TO,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1249.jpg
NA,3,Eliziane Gama,CIDADANIA,MA,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg
NA,3,Alessandro Vieira,CIDADANIA,SE,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5982.jpg
NA,4,Jean Paul Prates,PT,RN,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5627.jpg
NA,4,Paulo Rocha,PT,PA,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador374.jpg
NA,4,Jaques Wagner,PT,BA,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador581.jpg
NA,4,Telmário Mota,PROS,RR,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg
NA,4,    ,NA,NA,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,4,    ,NA,NA,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,5,Lucas Barreto,PSD,AP,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg
NA,5,Angelo Coronel,PSD,BA,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5967.jpg
NA,5,Carlos Viana,PSD,MG,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5990.jpg
NA,5,Nelsinho Trad,PSD,MS,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5985.jpg
NA,5,Irajá,PSD,TO,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg
NA,5,Sérgio Petecão,PSD,AC,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg
PRESIDENTE,6,Marcos Rogério,DEM,RO,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5422.jpg
NA,6,Jayme Campos,DEM,MT,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg
VICE-PRESIDENTE,6,Wellington Fagundes,PR,MT,Titular,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1173.jpg
NA,6,Zequinha Marinho,PSC,PA,Suplente,CI,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3806.jpg
NA,1,Marcelo Castro,MDB,PI,Titular,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg
NA,1,Eduardo Gomes,MDB,TO,Suplente,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg
NA,1,Dário Berger,MDB,SC,Titular,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5537.jpg
NA,1,Fernando Bezerra Coelho,MDB,PE,Suplente,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg
NA,1,VAGO,NA,NA,Titular,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,1,Daniella Ribeiro,PP,PB,Suplente,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg
NA,1,    ,NA,NA,Titular,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,1,    ,NA,NA,Suplente,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
PRESIDENTE,2,Izalci Lucas,PSDB,DF,Titular,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg
NA,2,Mara Gabrilli,PSDB,SP,Suplente,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5376.jpg
NA,2,Plínio Valério,PSDB,AM,Titular,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5502.jpg
NA,2,Rodrigo Cunha,PSDB,AL,Suplente,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5905.jpg
NA,2,Soraya Thronicke,PSL,MS,Titular,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg
NA,2,Styvenson Valentim,PODE,RN,Suplente,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5959.jpg
NA,2,Elmano Férrer,PODE,PI,Titular,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg
NA,2,Juíza Selma,PSL,MT,Suplente,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5929.jpg
NA,3,Veneziano Vital do Rêgo,PSB,PB,Titular,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5748.jpg
NA,3,Leila Barros,PSB,DF,Suplente,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg
NA,3,Randolfe Rodrigues,REDE,AP,Titular,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg
NA,3,Flávio Arns,REDE,PR,Suplente,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador345.jpg
NA,3,Eliziane Gama,CIDADANIA,MA,Titular,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg
NA,3,Weverton,PDT,MA,Suplente,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg
NA,4,Jaques Wagner,PT,BA,Titular,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador581.jpg
NA,4,Jean Paul Prates,PT,RN,Suplente,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5627.jpg
VICE-PRESIDENTE,4,Zenaide Maia,PROS,RN,Titular,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg
NA,4,Humberto Costa,PT,PE,Suplente,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg
NA,5,Lucas Barreto,PSD,AP,Titular,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg
NA,5,Angelo Coronel,PSD,BA,Suplente,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5967.jpg
NA,5,Omar Aziz,PSD,AM,Titular,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5525.jpg
NA,5,Otto Alencar,PSD,BA,Suplente,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg
NA,6,Chico Rodrigues,DEM,RR,Titular,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador470.jpg
NA,6,Jorginho Mello,PR,SC,Suplente,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5350.jpg
NA,6,Zequinha Marinho,PSC,PA,Titular,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3806.jpg
NA,6,    ,NA,NA,Suplente,CDR,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,1,Dário Berger,MDB,SC,Titular,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5537.jpg
NA,1,Mecias de Jesus,PRB,RR,Suplente,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6027.jpg
NA,1,Jader Barbalho,MDB,PA,Titular,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg
NA,1,Esperidião Amin,PP,SC,Suplente,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg
NA,1,José Maranhão,MDB,PB,Titular,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3361.jpg
NA,1,Mailza Gomes,PP,AC,Suplente,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5557.jpg
VICE-PRESIDENTE,1,Luis Carlos Heinze,PP,RS,Titular,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg
NA,1,Marcelo Castro,MDB,PI,Suplente,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg
PRESIDENTE,2,Soraya Thronicke,PSL,MS,Titular,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg
NA,2,Mara Gabrilli,PSDB,SP,Suplente,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5376.jpg
NA,2,Lasier Martins,PODE,RS,Titular,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5533.jpg
NA,2,Rose de Freitas,PODE,ES,Suplente,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2331.jpg
NA,2,Juíza Selma,PSL,MT,Titular,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5929.jpg
NA,2,Eduardo Girão,PODE,CE,Suplente,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg
NA,2,Izalci Lucas,PSDB,DF,Titular,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg
NA,2,    ,NA,NA,Suplente,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,3,Acir Gurgacz,PDT,RO,Titular,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4981.jpg
NA,3,Veneziano Vital do Rêgo,PSB,PB,Suplente,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5748.jpg
NA,3,Kátia Abreu,PDT,TO,Titular,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1249.jpg
NA,3,    ,NA,NA,Suplente,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,3,Eliziane Gama,CIDADANIA,MA,Titular,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg
NA,3,    ,NA,NA,Suplente,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador.jpg
NA,4,Jean Paul Prates,PT,RN,Titular,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5627.jpg
NA,4,Telmário Mota,PROS,RR,Suplente,CRA,senado,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg
