id_ext,sigla_tipo,numero,ementa,data_apresentacao,casa,casa_origem,autor_nome,autor_uf,autor_partido,regime_tramitacao,forma_apreciacao,relator_id,relator_id_parlametria,id_leggo
2242340,PL,1241,Dispõe sobre medidas de proteção a população brasileira durante a pandemia do COVID-19 (coronavírus). ,2020-03-30T14:09:00Z,camara,camara,Aroldo Martins,PR,REPUBLICANOS,Prioridade,Conclusiva,NA,NA,434
2242507,PL,1318,"Suspende o corte de plano de saúde por inadimplência durante o Estado de Emergência de Saúde Pública de Importância Nacional (ESPIN), declarado em razão da pandemia do COVID-19. ",2020-03-31T15:27:00Z,camara,camara,André Fufuca,MA,PP,Prioridade,Conclusiva,NA,NA,435
2242802,PL,1477,"Altera a Lei nº 9.656, de 3 de junho de 1998, que dispõe sobre a saúde suplementar, para vedar a rescisão de contratos de planos de saúde motivada por inadimplência durante estados de calamidade pública reconhecida pelo Congresso Nacional. ",2020-04-02T16:32:00Z,camara,camara,Marx Beltrão,AL,PSD,Prioridade,Conclusiva,NA,NA,436
2242762,PL,1443,"Altera a Lei nº 9.656, de 3 de junho de 1998, que dispõe sobre a saúde suplementar, para proibir reajustes de planos de saúde durante a emergência sanitária do coronavírus e vedar a negativa de atendimento no caso de inadimplência. ",2020-04-02T10:22:00Z,camara,camara,Alice Portugal,BA,PCdoB,Prioridade,Conclusiva,NA,NA,437
2242359,PL,1249,Dispõe sobre o reajuste dos Planos de Saúde em todo o território nacional. ,2020-03-30T15:59:00Z,camara,camara,Aline Gurgel,AP,REPUBLICANOS,Prioridade,Conclusiva,NA,NA,438
2242301,PL,1213,"Prorroga o prazo para a apresentação da Declaração de Ajuste Anual do Imposto de Renda Pessoa Física referente ao exercício de 2020, no ano-calendário de 2019, em decorrência da emergência de saúde pública de importância internacional relacionada ao coronavírus (Covid-19). ",2020-03-30T12:37:00Z,camara,camara,Rubens Bueno,PR,CIDADANIA,Prioridade,Conclusiva,NA,NA,439
2247363,PL,1781,"Altera a Lei no 11.101, de 9 de fevereiro de 2005, para, em virtude da pandemia ocasionada pelo novo coronavírus, criar regras transitórias ao processo de recuperação  judicial do empresario, da EIRELI e da sociedade empresária. ",2020-04-10T10:58:00Z,camara,camara,Domingos Neto,CE,PSD,Urgência,Plenário,NA,NA,440
2247334,PL,1763,"Estabelece a proibição de cobrança  de multa ou juros por atraso nas prestações referentes aos planos de saúde, enquanto estiver em vigência do Decreto Legislativo n° 6 de 20 de março de 2020 ",2020-04-09T15:42:00Z,camara,camara,Alexandre Frota,SP,PSDB,Prioridade,Conclusiva,NA,NA,441
2244164,PL,1639,"Suspende, pelo prazo que menciona, o ajuste anual de preços dos planos privados de assistência à saúde para o ano de 2020. ",2020-04-07T09:56:00Z,camara,camara,Bira do Pindaré+Danilo Cabral+Denis Bezerra+Felipe Carreras+Luciano Ducci+Mauro Nazif,MA+PE+CE+PE+PR+RO,PSB+PSB+PSB+PSB+PSB+PSB,Prioridade,Conclusiva,NA,NA,442
2247064,PL,1747,"Altera o parágrafo único, transformando-o em parágrafo primeiro e inclui parágrafo segundo ao artigo 13 da lei nº 9.656, de 3 de junho de 1998, que dispõe sobre os planos e seguros privados de assistência à saúde. ",2020-04-09T11:19:00Z,camara,camara,Francisco Jr.,GO,PSD,Prioridade,Conclusiva,NA,NA,443
2248503,PL,1927,Prorroga por 60 (sessenta) dias o Exame Nacional do Ensino Médio para o ano de 2020. ,2020-04-15T18:46:00Z,camara,camara,Alexandre Frota,SP,PSDB,Prioridade,Plenário,NA,NA,444
2248287,PL,1907,"Assegura aos consumidores o atendimento pelos planos e seguros de saúde durante a vigência do estado de calamidade pública em razão da pandemia do coronavírus (Covid-19), reconhecida pelo Decreto Legislativo nº 06, de 2020. ",2020-04-15T13:08:00Z,camara,camara,David Miranda+Edmilson Rodrigues+Fernanda Melchionna+Ivan Valente+Luiza Erundina+Sâmia Bomfim+Talíria Petrone,RJ+PA+RS+SP+SP+SP+RJ,PSOL+PSOL+PSOL+PSOL+PSOL+PSOL+PSOL,Prioridade,Conclusiva,NA,NA,445
2250299,PL,2067,"Altera a Lei nº 11.101, de 09 de fevereiro de 2005, para criar o Plano Extraordinário de Recuperação Judicial para Microempresas e Empresas de Pequeno Porte, no âmbito da vigência de situação de emergência ou de estado de calamidade pública. ",2020-04-22T11:27:00Z,camara,camara,Tiago Dimas,TO,SOLIDARIEDADE,Urgência,Plenário,NA,NA,446
2250301,PL,2070,Dispõe sobre o Regime Jurídico Emergencial e Transitório para a regulação das Recuperações Judiciais e falências em trâmite no período da pandemia do Coronavírus (COVID-19). ,2020-04-22T12:02:00Z,camara,camara,Roberto Alves,SP,REPUBLICANOS,Urgência,Plenário,NA,NA,447
2249948,PL,2012,"Altera a Lei nº 9.656, de 3 de junho de 1998, que dispõe sobre a saúde suplementar, para proibir reajustes de planos de saúde durante a emergência sanitária do coronavírus e vedar a negativa de atendimento no caso de inadimplência. ",2020-04-17T17:37:00Z,camara,camara,Alice Portugal,BA,PCdoB,Prioridade,Conclusiva,NA,NA,448
2248035,PL,1859,"Altera a Lei 9.656 de 3 de junho de 1998 que dispõe sobre os planos e seguros privados de assistência à saúde que, em caráter excepcional, em razão da situação de emergência ou calamidade pública, ficam proibidos de cancelar o atendimento. ",2020-04-14T10:45:00Z,camara,camara,Perpétua Almeida,AC,PCdoB,Prioridade,Conclusiva,NA,NA,449
2250904,PL,2300,Dispõe sobre a realização das avaliações do Exame Nacional do Ensino Médio (ENEM) de 2020 no período de Estado de emergência de saúde internacional ,2020-04-29T15:25:00Z,camara,camara,Roberto Alves,SP,REPUBLICANOS,Prioridade,Plenário,NA,NA,450
2250732,PL,2230,"Dispõe sobre os reajustes dos planos e seguros
privados de assistência à saúde enquanto
perdurar a emergência de saúde pública de
importância internacional decorrente do
Coronavírus, nos termos da Lei nº 13.979, de 6
de fevereiro de 2020 dá outras providências."" ",2020-04-28T12:10:00Z,camara,camara,Alexandre Padilha+Jandira Feghali,SP+RJ,PT+PCdoB,Prioridade,Conclusiva,NA,NA,451
2250648,PL,2202,"""Dispõe sobre a proibição aumento das contraprestações pecuniárias pagas a título de Plano Privado de Assistência a Saúde, estabelecido pela Lei 9.656, de 03 de junho de 1998, enquanto durar a Pandemia. ",2020-04-27T15:03:00Z,camara,camara,Jaqueline Cassol,RO,PP,Prioridade,Conclusiva,NA,NA,452
2250459,PL,2137,"Altera a Lei nº 9.656, de 3 de junho de 1998, para estabelecer a proibição de aumento de preços e do corte de planos e seguros privados de assistência à saúde durante a pandemia de Covid-19. ",2020-04-23T13:33:00Z,camara,camara,Weliton Prado,MG,PROS,Prioridade,Conclusiva,NA,NA,453
2252166,PL,2556,"Dispõe sobre a realização do Exame Nacional do Ensino Médio, Edição 2020, em suas versões impressa e digital, para estabelecer que o Enem não poderá ser aplicado antes do término do ano letivo pelas escolas públicas que ofertam ensino médio. ",2020-05-12T09:41:00Z,camara,camara,Natália Bonavides,RN,PT,Prioridade,Plenário,NA,NA,454
2252577,PL,2623,Dispõe sobre o adiamento do Exame Nacional do Ensino Médio – ENEM enquanto durarem as medidas emergenciais ocasionadas pela pandemia do corovavírus. ,2020-05-13T17:22:00Z,camara,camara,Alice Portugal+Bira do Pindaré+Carlos Veras+Lídice da Mata+Natália Bonavides+Perpétua Almeida+Professora Dorinha Seabra Rezende+Professora Rosa Neide+Tabata Amaral,BA+MA+PE+BA+RN+AC+TO+MT+SP,PCdoB+PSB+PT+PSB+PT+PCdoB+DEM+PT+PDT,Prioridade,Plenário,NA,NA,455
2252517,PL,2596,"Estabelece procedimentos para a realização do Exame Nacional do Ensino Médio, quando da ocorrência de estado de calamidade pública, revoga os cronogramas 25/2020 e 33/2020 do Min. da Educação e dispõe sobre outras providências. ",2020-05-13T09:41:00Z,camara,camara,Assis Carvalho+Benedita da Silva+Carlos Veras+Carlos Zarattini+Enio Verri+Erika Kokay+Frei Anastacio Ribeiro+Helder Salomão+João Daniel+Jorge Solla+José Guimarães+José Ricardo+Joseildo Ramos+Luizianne Lins+Marcon+Maria do Rosário+Nilto Tatto+Odair Cunha+Padre João+Patrus Ananias+Paulão+Paulo Teixeira+Professora Rosa Neide+Rogério Correia+Waldenor Pereira+Zé Carlos+Zé Neto,PI+RJ+PE+SP+PR+DF+PB+ES+SE+BA+CE+AM+BA+CE+RS+RS+SP+MG+MG+MG+AL+SP+MT+MG+BA+MA+BA,PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT,Prioridade,Plenário,NA,NA,456
2252779,PL,2678,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019, para incluir a prorrogação das provas e exames do processo seletivo do Exame Nacional de Ensino Médio - ENEM e dá outras providências. ",2020-05-14T18:26:00Z,camara,camara,Rejane Dias,PI,PT,Prioridade,Plenário,NA,NA,457
2252679,PL,2657,Prorroga por tempo indeterminado o Exame Nacional do Ensino Médio para o ano de 2020. ,2020-05-14T14:03:00Z,camara,camara,Alexandre Frota,SP,PSDB,Prioridade,Plenário,NA,NA,458
2252896,PL,2736,Suspende o Exame Nacional do Ensino Médio no período de duração da situação de restrição à locomoção provocado pela pandemia da Covid-19 ,2020-05-18T17:57:00Z,camara,camara,Reginaldo Lopes,MG,PT,Prioridade,Plenário,NA,NA,459
2252792,PL,2686,Dispõe sobre a aplicação das avaliações do Exame Nacional do Ensino Médio (ENEM) de 2020 no período de Estado de emergência de saúde pública. ,2020-05-14T19:28:00Z,camara,camara,Pompeo de Mattos,RS,PDT,Prioridade,Plenário,NA,NA,460
2253000,PL,2761,"Inclui § 1º-A ao art. 44 da Lei nº 9.394, de 20 de dezembro de 1996, para prever a prorrogação automática de prazos para provas, exames e demais atividade para acesso ao ensino superior em caso de reconhecimento de estado de calamidade pelo Congresso Nacional ou de comprometimento do regular funcionamento das instituições de ensino do país. ",2020-05-19T17:17:00Z,camara,camara,Afonso Florence+Airton Faleiro+Alencar Santana Braga+Alexandre Padilha+Arlindo Chinaglia+Benedita da Silva+Beto Faro+Carlos Veras+Célio Moura+Enio Verri+Erika Kokay+Frei Anastacio Ribeiro+Gleisi Hoffmann+Helder Salomão+Henrique Fontana+João Daniel+Jorge Solla+José Guimarães+José Ricardo+Leonardo Monteiro+Luizianne Lins+Marcon+Margarida Salomão+Maria do Rosário+Marília Arraes+Natália Bonavides+Nilto Tatto+Padre João+Patrus Ananias+Paulão+Paulo Guedes+Paulo Pimenta+Paulo Teixeira+Pedro Uczai+Professora Rosa Neide+Reginaldo Lopes+Rejane Dias+Rogério Correia+Rubens Otoni+Rui Falcão+Valmir Assunção+Vander Loubet+Vicentinho+Waldenor Pereira+Zé Carlos+Zeca Dirceu,BA+PA+SP+SP+SP+RJ+PA+PE+TO+PR+DF+PB+PR+ES+RS+SE+BA+CE+AM+MG+CE+RS+MG+RS+PE+RN+SP+MG+MG+AL+MG+RS+SP+SC+MT+MG+PI+MG+GO+SP+BA+MS+SP+BA+MA+PR,PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT,Prioridade,Plenário,NA,NA,461
2253101,PL,2783,"Acrescenta § 4º ao art. 44 da Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para prever adiamento do processo seletivo de ingresso na graduação, em virtude da declaração de estado de calamidade pública ou situação na qual não se possa prover o ensino regular. ",2020-05-20T14:15:00Z,camara,camara,Jesus Sérgio,AC,PDT,Prioridade,Plenário,NA,NA,462
2253050,PL,1277,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para prever a prorrogação automática de prazos para certames seletivos nacionais de acesso à educação superior em caso de reconhecimento, pelo Congresso Nacional, de estado de calamidade ou de evento que comprometa o regular funcionamento das instituições de ensino no País. ",2020-05-20T12:09:00Z,camara,NA,,NA,NA,Prioridade,Plenário,NA,NA,463
2253025,PL,2770,"Dispõe sobre a suspensão dos exames e avaliações educacionais em larga escala, em todo o território nacional, enquanto durarem os efeitos da situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6/2020. ",2020-05-20T09:02:00Z,camara,camara,Áurea Carolina+David Miranda+Edmilson Rodrigues+Fernanda Melchionna+Glauber Braga+Ivan Valente+Luiza Erundina+Marcelo Freixo+Sâmia Bomfim+Talíria Petrone,MG+RJ+PA+RS+RJ+SP+SP+RJ+SP+RJ,PSOL+PSOL+PSOL+PSOL+PSOL+PSOL+PSOL+PSOL+PSOL+PSOL,Prioridade,Plenário,NA,NA,464
2253068,PL,2779,"Inclui § 1º-A ao art. 44 da Lei nº 9.394, de 20 de dezembro de 1996, para prever a prorrogação automática de prazos para provas, exames e demais atividade para acesso ao ensino superior em caso de reconhecimento de estado de calamidade pelo Congresso Nacional ou de comprometimento do regular funcionamento das instituições de ensino do país. ",2020-05-20T13:01:00Z,camara,camara,Professor Israel Batista,DF,PV,Prioridade,Plenário,NA,NA,465
2238900,PLP,28,"Altera os dispositivos 150, §4º, 168, 173, caput, e 174, caput, da Lei n.º 5.172, de 25 de outubro de 1966 que dispõe sobre o Sistema Tributário Nacional e institui normas gerais de direito tributário aplicáveis à União, Estados e Municípios e dá outras providências. ",2020-03-11T17:28:00Z,camara,camara,Marcelo Ramos,AM,PL,Prioridade,Plenário,NA,NA,466
2241701,PLP,34,Institui o empréstimo compulsório para atender às despesas urgentes causadas pela situação de calamidade pública relacionada ao coronavírus (COVID-19). ,2020-03-23T10:42:00Z,camara,camara,Wellington Roberto,PB,PL,Prioridade,Plenário,NA,NA,467
2238979,PDL,82,"Susta os efeitos da Portaria nº 2.362, de 20 de dezembro de 2019, que ""Estabelece procedimentos a serem adotados no âmbito do Sistema Único de Assistência Social decorrentes do monitoramento da execução financeira e orçamentária realizada pelo Fundo Nacional de Assistência Social para promover a equalização do cofinanciamento federal do Sistema Único de Assistência Social à Lei de Diretrizes Orçamentárias e à Lei Orçamentária Anual"". ",2020-03-11T19:14:00Z,camara,camara,Eduardo Bismarck,CE,PDT,Ordinária,Plenário,NA,NA,468
2250895,PDL,178,"Susta os efeitos da Portaria nº 62 - COLOG, de 17 de abril de 2020, que revogou as Portarias COLOG n.º 46, de 18 de março de 2020; n.º 60, de 15 de abril de 2020 e n.º 61, de 15 de abril de 2020, que tratam do rastreamento, identificação e marcação de armas, munições e demais produtos controlados. ",2020-04-29T14:37:00Z,camara,camara,Beto Pereira+Carlos Sampaio,MS+SP,PSDB+PSDB,Ordinária,Plenário,NA,NA,469
2250672,PDL,168,"Susta os efeitos da Portaria nº 62 - COLOG, de 17 de abril de 2020, que revoga a Portaria nº: 46 – COLOG, de 18 de março de 2020;  a Portaria 60 – COLOG, de 15 de abril de 2020 e; a Portaria 61 – COLOG, de 15 de abril de 2020, que tratam do rastreamento, identificação e marcação de armas, munições e demais produtos controlados. ",2020-04-27T16:30:00Z,camara,camara,Beto Pereira,MS,PSDB,Ordinária,Plenário,NA,NA,470
2250718,PDL,173,"Susta os efeitos da Portaria nº 62-COLOG, de 17 de abril de 2020, que dispõe sobre revogação das portarias nº 46, 60, e 61 do Comando Logístico do Exército. ",2020-04-28T10:22:00Z,camara,camara,Perpétua Almeida,AC,PCdoB,Ordinária,Plenário,NA,NA,471
2239494,PL,714,"Permite o saque emergencial de valores do Fundo de Garantia por Tempo de Serviço, em razão da pandemia de Coronavírus (2019-nCoV). ",2020-03-18T13:30:00Z,camara,camara,Acácio Favacho+Adriana Ventura+Alexandre Padilha+Alexandre Serfiotis+Alexis Fonteyne+Aline Sleutjes+André Figueiredo+Bia Kicis+Cezinha de Madureira+Clarissa Garotinho+Dr. Frederico+Enrico Misasi+Greyce Elias+Hiran Gonçalves+Jhc+Jhonatan de Jesus+Jorge Solla+Léo Moraes+Liziane Bayer+Lucas Gonzalez+Luiz Lima+Marcel van Hattem+Marcelo Brum+Marcelo Freixo+Mariana Carvalho+Norma Ayub+Patricia Ferraz+Paula Belmonte+Paulo Ganime+Professora Rosa Neide+Rodrigo Coelho+Rosana Valle+Rose Modesto+Tereza Nelma+Tiago Mitraud+Vinicius Poit,AP+SP+SP+RJ+SP+PR+CE+DF+SP+RJ+MG+SP+MG+RR+AL+RR+BA+RO+RS+MG+RJ+RS+RS+RJ+RO+ES+AP+DF+RJ+MT+SC+SP+MS+AL+MG+SP,PROS+NOVO+PT+PSD+NOVO+PSL+PDT+PSL+PSD+PROS+PATRIOTA+PV+AVANTE+PP+PSB+REPUBLICANOS+PT+PODE+PSB+NOVO+PSL+NOVO+PSL+PSOL+PSDB+DEM+PODE+CIDADANIA+NOVO+PT+PSB+PSB+PSDB+PSDB+NOVO+NOVO,Indefinido,Indefinido,NA,NA,472
2239623,PL,744,Dispõe sobre o pagamento do adicional de insalubridade no percentual de 40% a todo trabalhador da saúde cujas instituições em que trabalham estejam vinculadas ao atendimento de pacientes infectados pelo COVID-19 (Coronavirus). ,2020-03-18T17:39:00Z,camara,camara,Carlos Veras+José Ricardo,PE+AM,PT+PT,Indefinido,Indefinido,NA,NA,473
2239097,PL,641,"Implementa medidas de combate à violência doméstica e familiar. Altera o Decreto-lei nº 2.848, de 1940 e as Leis nº 11.340, de 2006 e 13.756, de 2018.",2020-03-12T16:20:00Z,camara,NA,,NA,NA,Indefinido,Indefinido,NA,NA,474
2239379,PL,667,"Estipula a reserva de leitos no limite de 50% nos hospitais privados para pacientes de COVID-19, assim como a internação compulsória de paciente de COVID-19, na ausência de leito em hospitais públicos credenciados ao SUS - Sistema Único de Saúde, mediante termo de encaminhamento de médico do SUS. ",2020-03-17T16:24:00Z,camara,camara,André Fufuca,MA,PP,Indefinido,Indefinido,NA,NA,475
2239534,PL,725,Dispõe sobre a suspensão temporária de cobrança de pedágio em casos de calamidade pública e quarentena nos  moldes da Lei 13.979 de 06 de fevereiro de 2020. ,2020-03-18T15:28:00Z,camara,camara,Carlos Chiodini,SC,MDB,Indefinido,Indefinido,NA,NA,476
2239478,PL,705,"Insere o art. 339-A ao Decreto-Lei nº 2.848, de 7 de fevereiro de 1940, tipificando a conduta propagação de informações sabidamente falsas em relação a epidemias e pandemias que acometam a saúde pública nacional. ",2020-03-18T12:24:00Z,camara,camara,Célio Studart,CE,PV,Indefinido,Indefinido,NA,NA,477
2239407,PL,676,"Dispõe sobre a redução a 0 % (zero por cento) das alíquotas das Contribuições Sociais para o Pis/Pasep, Cofins, CSLL e o ISS incidentes sobre as receitas decorrentes das atividades de aviação, turismo e entretenimento. ",2020-03-17T18:31:00Z,camara,camara,Felipe Carreras,PE,PSB,Indefinido,Indefinido,NA,NA,478
2239656,PL,750,"Altera a Lei nº 13.958, de 18 de dezembro de 2019, que “Institui o Programa Médicos pelo Brasil, no âmbito da atenção primária à saúde no Sistema Único de Saúde (SUS), e autoriza o Poder Executivo federal a instituir serviço social autônomo denominado Agência para o Desenvolvimento da Atenção Primária à Saúde (Adaps)”, para autorizar a subcontratação de profissionais médicos por Municípios. ",2020-03-18T19:53:00Z,camara,camara,João Roma,BA,REPUBLICANOS,Urgência,Plenário,NA,NA,479
2239460,PL,694,Dispõe sobre anistia das dívidas de entidades filantrópicas de saúde. ,2020-03-18T10:51:00Z,camara,camara,Pedro Lupion,PR,DEM,Indefinido,Indefinido,NA,NA,480
2239111,PL,645,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940, para tipificar a conduta de provocação de alarma de doença contagiosa, e a Lei 13.979, de 6 de fevereiro de 2020, que dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019. ",2020-03-13T14:41:00Z,camara,camara,Tiago Dimas,TO,SOLIDARIEDADE,Indefinido,Indefinido,NA,NA,482
2239367,PL,660,Isenta do imposto sobre produtos industrializados - IPI as saídas de álcool em gel antisséptico e de máscaras de proteção hospitalar e reduz a zero a Contribuição para o PIS/Pasep e a Contribuição para o Financiamento da Seguridade Social - COFINS incidentes sobre essas operações. ,2020-03-17T15:39:00Z,camara,camara,Denis Bezerra,CE,PSB,Prioridade,Conclusiva,NA,NA,483
2241954,PL,995,"Proíbe a incidência de juros remuneratórios, moratórios, multa e quaisquer outros encargos bancários sobre o valor utilizado do cheque especial e do saldo devedor da fatura de cartão de crédito concedidos por instituições financeiras, até 60 (sessenta) dias após o encerramento da calamidade pública decretada pelo Congresso Nacional em decorrência da pandemia do Covid-19. ",2020-03-25T12:18:00Z,camara,camara,Eduardo Bismarck,CE,PDT,Indefinido,Indefinido,NA,NA,484
2242181,PL,1113,Dispõe sobre a inclusão do Corona Virus (COVID-19) como doença grave que isenta os segurados do Regime Geral de Previdência Social - RPGS do cumprimento da carência para concessão dos benefícios de Auxílio-Doença e Aposentadoria por Invalidez. ,2020-03-26T20:18:00Z,camara,camara,Alexandre Padilha+Alice Portugal+Carmen Zanotto+Dr. Zacharias Calil+Dra. Soraya Manato+Jorge Solla+Mariana Carvalho+Patricia Ferraz+Paula Belmonte+Rodrigo Coelho,SP+BA+SC+GO+ES+BA+RO+AP+DF+SC,PT+PCdoB+CIDADANIA+DEM+PSL+PT+PSDB+PODE+CIDADANIA+PSB,Urgência,Plenário,NA,NA,485
2241804,PL,900,Dispõe sobre a suspensão da inscrição dos débitos oriundos dos financiamentos da Agricultura Familiar em dívida ativa. ,2020-03-24T10:23:00Z,camara,camara,Rubens Otoni,GO,PT,Urgência,Plenário,NA,NA,486
2241679,PL,820,"Proíbe, pelo período que determina, a suspensão na prestação de serviços públicos de energia elétrica, telefonia fixa e móvel, água e esgoto e internet. ",2020-03-23T20:08:00Z,camara,camara,Delegado Waldir,GO,PSL,Indefinido,Indefinido,NA,NA,487
2241792,PL,892,"Altera a Lei nº 8080, de 19 de setembro de 1990, para dispor sobre a integração e unificação das informações acerca da quantidade e disponibilidade de leitos ambulatoriais e para tratamento intensivo componentes dos sistemas de saúde e autorizar a requisição de até 20% dos leitos das unidades particulares, por parte dos gestores do SUS, em casos de situação de emergência. ",2020-03-24T09:21:00Z,camara,camara,José Guimarães,CE,PT,Indefinido,Indefinido,NA,NA,488
2241960,PL,1000,"Cria o Plano Emergencial para Enfrentamento ao COVID-19 nas favelas e periferias, e assegura a garantia ao acesso à água e distribuição de kits com insumos básicos necessários à manutenção das condições de higiene e de saúde para prevenção do contágio e da disseminação do coronavírus (COVID-19). ",2020-03-25T12:32:00Z,camara,camara,David Miranda+Edmilson Rodrigues+Fernanda Melchionna+Ivan Valente+Luiza Erundina+Marcelo Freixo+Sâmia Bomfim+Talíria Petrone,RJ+PA+RS+SP+SP+RJ+SP+RJ,PSOL+PSOL+PSOL+PSOL+PSOL+PSOL+PSOL+PSOL,Indefinido,Indefinido,NA,NA,489
2242069,PL,1036,"Estabelece a proibição de interrupção dos serviços de conexão à internet residencial, móvel e comercial durante o estado de calamidade pública decorrente do COVID-19 e dá outras providências. ",2020-03-25T19:33:00Z,camara,camara,David Miranda+Fernanda Melchionna+Ivan Valente+Luiza Erundina+Marcelo Freixo+Sâmia Bomfim,RJ+RS+SP+SP+RJ+SP,PSOL+PSOL+PSOL+PSOL+PSOL+PSOL,Indefinido,Indefinido,NA,NA,490
2242131,PL,1070,"Altera a Lei nº 9.656, de 3 de junho de 1998, que dispõe sobre a saúde suplementar, para proibir reajustes de planos de saúde durante epidemias de grande proporção. ",2020-03-26T09:14:00Z,camara,camara,Benedita da Silva,RJ,PT,Indefinido,Indefinido,NA,NA,491
2241927,PL,978,"Dispõe sobre medidas penais, processuais penais e socioeducatlvas emergenciais a respeito da população
carcerária brasileira após o decreto da Organização Mundial da Saúde (OMS) de pandemia decorrente do alastramento das infecções pelo coronavírus (COVID-19), levando em consideração o elevado risco à sociedade em geral e, em especial, às pessoas em privação de liberdade, aos agentes penitenciários e aos demais servidores vinculados às Secretarias de Administração Penitenciária, demandando medidas urgentes com vistas à preservação dos direitos fundamentais à vida e a saúde, nos termos da Constituição Federal de 1988. ",2020-03-24T21:28:00Z,camara,camara,Glauber Braga+Natália Bonavides+Talíria Petrone,RJ+RN+RJ,PSOL+PT+PSOL,Indefinido,Indefinido,NA,NA,492
2242130,PL,1069,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para tornar expressa a utilização da receita de arrecadação de multa na despesa que especifica. ",2020-03-25T22:48:00Z,camara,camara,Adriana Ventura+Carmen Zanotto+Daniel Coelho+Dr. Zacharias Calil+Jorge Solla+Luisa Canziani+Patricia Ferraz+Paula Belmonte+Perpétua Almeida+Rodrigo Coelho+Soraya Santos,SP+SC+PE+GO+BA+PR+AP+DF+AC+SC+RJ,NOVO+CIDADANIA+CIDADANIA+DEM+PT+PTB+PODE+CIDADANIA+PCdoB+PSB+PL,Indefinido,Indefinido,NA,NA,493
2241784,PL,886,"Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da pandemia do COVID- 19, durante o período de vigor do estado de calamidade pública no país, e dá outras providências. ",2020-03-23T00:00:00Z,camara,camara,Alexandre Padilha+Carlos Veras+Célio Moura+Frei Anastacio Ribeiro+João Daniel+Joseildo Ramos+Marcon+Padre João+Paulo Teixeira+Pedro Uczai+Professora Rosa Neide+Valmir Assunção+Zé Carlos,SP+PE+TO+PB+SE+BA+RS+MG+SP+SC+MT+BA+MA,PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT,Urgência,Plenário,NA,NA,494
2242137,PL,1076,Institui o Programa Emergencial de Proteção ao Emprego - PEPE. ,2020-03-26T10:44:00Z,camara,camara,André Figueiredo,CE,PDT,Indefinido,Indefinido,NA,NA,495
2241945,PL,987,"Dispõe sobre a suspensão dos descontos nos vencimentos, subsídios, soldos, salários, remunerações ou benefícios de valores referentes a empréstimos consignados contratados por empregados, aposentados, pensionistas e servidores públicos. ",2020-03-25T10:39:00Z,camara,camara,José Guimarães,CE,PT,Indefinido,Indefinido,NA,NA,496
2241944,PL,986,"Dispõe sobre a antecipação da comemoração de feriados em casos de estado de calamidade
pública e epidemia do coronavírus (COVID19). ",2020-03-25T10:19:00Z,camara,camara,Gilson Marques,SC,NOVO,Urgência,Plenário,NA,NA,497
2241925,PL,976,"Dispõe sobre a obrigatoriedade de inclusão de cada cesta básica produzida e distribuída no país pelo Poder Público ou iniciativa privada conter, enquanto perdurar a declaração de pandemia do coronavírus pela Organização Mundial de Saúde, itens de higiene e assepsia. ",2020-03-24T20:26:00Z,camara,camara,Aliel Machado+Patricia Ferraz,PR+AP,PSB+PODE,Prioridade,Conclusiva,NA,NA,498
2241794,PL,893,"Altera a Lei no 7.565, de 19 de dezembro de 1986 (Código Brasileiro de Aeronáutica), para dispor sobre a obrigatoriedade de atendimento, pelos operadores aeroportuários, de recomendações técnicas expedidas pela Agência Nacional de Vigilância Sanitária (Anvisa); e a Lei no 13.979, de 6 de fevereiro de 2020 (Lei Coronavírus 2019), para dispor sobre a instalação de dispositivos para medição de temperatura depassageiros emaeroportosdomésticos e internacionais. ",2020-03-24T09:37:00Z,camara,camara,José Guimarães,CE,PT,Indefinido,Indefinido,NA,NA,499
2242055,PL,1028,Dispõe sobre a suspensão das ações de despejo por falta de pagamento relativas a locações residenciais e não residenciais de imóvel urbano pelo prazo de noventa dias em razão das dificuldades econômicas geradas pelas medidas de combate ao Covid-19. ,2020-03-24T18:50:00Z,camara,camara,Júnior Mano,CE,PL,Urgência,Plenário,NA,NA,500
