prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,id_principal
2117030,camara,2016-11-10T17:06:00Z,1,"Apresentação do Requerimento n. 11/2016, pela Deputada Creuza Pereira (PSB-PE), que: ""Requer a realização de Audiência Pública destinada a debater o Projeto de Lei nº 7.180/2014.Convidados: 1- Ronai Pires da Rocha - Professor da Universidade Federal de Santa Maria/RS- Departamento de Filosofia;2- Demétrio Martinelli Magnoli - Jornalista e colunista do Jornal Folha de São Paulo; 3- Pastora Romi Bencke-  Secretária-Geral do Conselho Nacional de Igrejas Cristãs do Brasil; 4- Vera Lúcia Cabral Costa - Diretora Executiva na ABRELIVROS; 5- Priscila Cruz  - Presidente-executiva do Todos pela Educação"".",PL718014,100,Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1507086,2117030
2117030,camara,2016-11-30T14:30:00Z,2,Aprovado por unanimidade,PL718014,241,Arquivada,NA,2117030
2117030,camara,2017-03-21T00:00:00Z,3,Audiência Pública realizada com Ricardo Falzetta - Jornalista e  Priscila Cruz - Todos pela Educação,PL718014,1005,Arquivada,NA,2117030
2117030,camara,2017-03-28T00:00:00Z,4,Audiência Pública realizada com Pastora Romi Banke - CONIC,PL718014,1005,Arquivada,NA,2117030
2117030,camara,2019-01-15T00:00:00Z,5,Arquivada,PL718014,502,Arquivada,NA,2117030
