prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,id_principal
2123246,camara,2017-02-09T16:59:00Z,1,"Apresentação do Requerimento de Audiência Pública n. 2/2017, pelos Deputados Pepe Vargas (PT-RS) e outros, que: ""Requerem a realização de audiência pública na Comissão Especial PEC 287/16 com as seguintes entidades representativas dos trabalhadores e trabalhadoras rurais"".",PEC28716,100,Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1524272,2123246
2123246,camara,2017-02-14T14:00:00Z,2,Aprovado,PEC28716,241,Arquivada,NA,2123246
2123246,camara,2017-03-22T00:00:00Z,3,Realizada Audiência Pública em 22/03/2017.,PEC28716,1005,Arquivada,NA,2123246
2123246,camara,2017-05-09T00:00:00Z,4,Arquivada,PEC28716,502,Arquivada,NA,2123246
