prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,id_principal
19128,camara,1997-05-14T00:00:00Z,1,APRESENTAÇÃO DO PROJETO PELO DEP VALDIR COLATTO.,PLEN,100,Tramitando em Conjunto,NA,19128
19128,camara,1997-06-12T00:00:00Z,2,"A CTASP, CFT (MERITO) E CCJR (ARTIGO 54 DO RI).(DESPACHO INICIAL)",MESA,999,NA,NA,19128
19128,camara,1997-06-12T00:00:00Z,3,PUBLICAÇÃO DA MATERIA.DCD 27 05 97 PAG 14024 COL 02.,PLEN,105,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=282082,19128
19128,camara,1997-06-13T00:00:00Z,4,ENCAMINHADO A CTASP.,CCP,180,NA,NA,19128
19128,camara,1997-06-17T00:00:00Z,5,"OF 228/97 DA CTASP, SOLICITANDO A APENSAÇÃO DESTE AO PL. 4161/93.DCD 03 07 97 PAG 18554 COL 02.",MESA,5,NA,NA,19128
19128,camara,1997-07-02T00:00:00Z,6,"DEFERIDO OF 228/97, DA CTASP, SOLICITANDO A APENSAÇÃO DESTE AO PL. 1292/95, AO QUAL SE ENCONTRA APENSADO O PL. 4161/93.DCD 16 07 97 PAG 19723 COL 01.",MESA,129,NA,NA,19128
19128,camara,2003-11-26T00:00:00Z,7,"Recebimento pela CFT, apensado ao PL-1292/1995",CFT,500,NA,NA,19128
19128,camara,2004-11-11T00:00:00Z,8,"Recebimento pela CCJC, apensado ao PL-1292/1995",CCJC,500,NA,NA,19128
19128,camara,2007-02-02T00:00:00Z,9,"Apresentação do REQUERIMENTO N.º 4, DE 2007, pelo Deputado(a) Walter Feldman, que solicita desarquivamento de proposição.",MESA,194,NA,NA,19128
19128,camara,2007-02-05T14:30:00Z,10,"Apresentação do REQUERIMENTO N.º 8, DE 2007, pelo Deputado(a) Reginaldo Lopes, que solicita o desarquivamento de proposição.",MESA,640,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=433748,19128
19128,camara,2007-02-06T17:35:00Z,11,"Apresentação do REQUERIMENTO N.º 52, DE 2007, pelo Deputado(a) Jovair Arantes, que solicita o desarquivamento de proposição.",MESA,640,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=434023,19128
19128,camara,2007-02-07T12:08:00Z,12,"Apresentação do REQUERIMENTO N.º 80, DE 2007, pelo Deputado(a) Antonio Carlos Pannunzio, que solicita o desarquivamento de proposição.",MESA,640,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=434086,19128
19128,camara,2007-02-07T14:38:00Z,13,"Apresentação do REQUERIMENTO N.º 81, DE 2007, pelo Deputado(a) Perpétua Almeida, que solicita o desarquivamento de proposição.",MESA,640,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=434105,19128
19128,camara,2007-02-07T14:38:00Z,14,"Apresentação do REQUERIMENTO N.º 81, DE 2007, pelo Deputado(a) Perpétua Almeida, que solicita o desarquivamento de proposição.",MESA,640,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=434105,19128
19128,camara,2007-02-07T14:38:00Z,15,"Apresentação do REQUERIMENTO N.º 81, DE 2007, pelo Deputado(a) Perpétua Almeida, que solicita o desarquivamento de proposição.",MESA,640,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=434105,19128
19128,camara,2007-02-13T00:00:00Z,15,"Apresentação do REQUERIMENTO N.º 209, DE 2007, pelo Deputado(a) Pedro Fernandes, que solicita o desarquivamento de proposição.",MESA,194,NA,NA,19128
19128,camara,2007-02-13T15:44:00Z,16,"Apresentação do REQUERIMENTO N.º 227, DE 2007, pelo Deputado(a) Ribamar Alves, que solicita o desarquivamento de proposição.",MESA,640,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=434855,19128
19128,camara,2007-02-15T09:32:00Z,16,"INDEFIRO o pedido de desarquivamento do PL-3117/1997 - Para maiores detalhes, ver íntegra do despacho.",SECAD(SGM),640,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=435403,19128
19128,camara,2007-02-22T00:00:00Z,17,"Indeferido o desarquivamento solicitado pelo REQ 4/07, porque a proposição não foi arquivada.",MESA,1005,NA,NA,19128
19128,camara,2007-02-26T17:28:00Z,18,"Apresentação do REQUERIMENTO N.º 324, DE 2007, pelo Deputado(a) Cláudio Magrão, que solicita o desarquivamento de proposição.",MESA,640,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=436900,19128
19128,camara,2007-03-01T00:00:00Z,19,"INDEFIRO o pedido de desarquivamento do PL-3117/1997 - Para maiores detalhes, ver íntegra do despacho.DCD de 02/03/07 PÁG 7779 COL 01.",SECAD(SGM),640,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=435403,19128
19128,camara,2007-03-01T00:00:00Z,20,"INDEFIRO o pedido de desarquivamento do PL-3117/1997 - Para maiores detalhes, ver íntegra do despacho.DCD de 03/03/07 PÁG 7979 COL 01.",SECAD(SGM),640,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=435403,19128
