prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,id_principal
2206544,camara,2019-06-04T19:52:00Z,1,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Augusto Coutinho (SOLIDARI-PE), pela Comissão Especial, que conclui pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária; e, no mérito, pela aprovação das Emendas de Plenário n° 4, 6, 10, 11, 12, 17, 18, 22, 24, 26, 28, 29, 30, 31, 32, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 47, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 67, 68, 69, 70, 71, 73, 74, 75, 76, 78, 81, 82, 83, 84, 86, 87, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 101, 102, 108, 109, 110, 111, 112, 115, 117, nos termos da Subemenda Substitutiva Global apresentada, rejeitando-se as demais.",PLEN,319,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1760004,2206544
