prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,id_principal
363664,camara,2007-08-21T16:44:00Z,1,Apresentação do Projeto de Lei pelo Deputado Miro Teixeira (PDT-RJ).,PLEN,100,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=494016,363664
363664,camara,2007-08-21T19:17:00Z,2,Recebimento pela SEPRO.,SEPRO,500,NA,NA,363664
363664,camara,2007-08-21T19:17:00Z,3,"Encaminhado  à SINOPSE (Revisão da Ementa, Explicação da Ementa e Indexação)",SINOPSE,1003,NA,NA,363664
363664,camara,2007-08-21T19:17:00Z,4,Encaminhado  à CEDI (Legislação Citada),CEDI,1004,NA,NA,363664
363664,camara,2007-08-22T11:37:00Z,5,Encaminhado à(ao) SECAP(SGM) através da guia de Remessa (GR/SEPRO) nº 896/2007.,SEPRO,180,NA,NA,363664
363664,camara,2007-08-22T11:55:00Z,6,Recebimento pela SECAP(SGM).,SECAP(SGM),500,NA,NA,363664
363664,camara,2007-08-29T00:00:00Z,7,Despacho a Confirmar.,MESA,110,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=497396,363664
363664,camara,2007-08-29T00:00:00Z,10,Apense-se à(ao) PL-1292/1995.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Prioridade,MESA,129,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=497396,363664
363664,camara,2007-08-29T16:54:00Z,8,Despacho Chancelado,SECAP(SGM),180,NA,NA,363664
363664,camara,2007-08-29T16:54:00Z,9,Notificação à Sinopse de Despacho Chancelado,SECAP(SGM),1005,NA,NA,363664
363664,camara,2007-08-29T17:02:00Z,12,Encaminhado à(ao) CCP através da guia de Remessa (GR/SECAP(SGM)) nº 298/2007.,SECAP(SGM),180,NA,NA,363664
363664,camara,2007-08-29T17:03:00Z,11,Encaminhamento de Despacho de Distribuição à CCP para publicação.,MESA,604,NA,NA,363664
363664,camara,2007-08-29T17:30:00Z,13,Recebimento pela CCP.,CCP,500,NA,NA,363664
363664,camara,2007-09-03T00:00:00Z,14,Realizar o Encaminhamento para CCJC,CCP,910,NA,NA,363664
363664,camara,2007-09-03T00:00:00Z,16,Encaminhada à publicação. Publicação Inicial no DCD de 04/09/07 PÁG 44282 COL 01.,CCP,604,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=608791,363664
363664,camara,2007-09-03T00:00:00Z,17,Recebimento pela CCJC.,CCJC,500,NA,NA,363664
363664,camara,2007-09-03T10:07:00Z,15,Encaminhado à(ao) CCJC através da guia de Remessa (GR/CCP) nº 2538/2007.,CCP,180,NA,NA,363664
363664,camara,2007-09-04T00:00:00Z,19,"Designado Relator, Dep. José Eduardo Cardozo (PT-SP)",CCJC,320,NA,NA,363664
363664,camara,2007-09-04T10:00:00Z,18,Apensação desta proposição ao PL 1292/1995.,CCJC,106,NA,NA,363664
363664,camara,2011-02-14T15:48:00Z,20,Indeferido o pedido de desarquivamento desta proposição constante do REQ-1/2011 => PL-7404/2010por não se tratar de matéria sujeita ao arquivamento previsto no artigo 105 do RICD.,MESA,640,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=837853,363664
363664,camara,2012-06-18T16:50:00Z,21,Apense-se a este(a) o(a) PL-4003/2012.,MESA,504,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1000540,363664
363664,camara,2012-06-28T10:38:00Z,22,Apensação do PL 4003/2012 a esta proposição.,CCJC,504,NA,NA,363664
363664,camara,2012-08-22T15:28:00Z,23,Apense-se a este(a) o(a) PL-4249/2012.,MESA,504,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1019452,363664
363664,camara,2012-08-22T15:28:00Z,24,Apense-se a este(a) o(a) PL-4269/2012.,MESA,504,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1019451,363664
363664,camara,2012-08-27T11:14:00Z,25,Apensação do PL 4249/2012 a esta proposição.,CCJC,504,NA,NA,363664
363664,camara,2012-08-27T11:14:00Z,26,Apensação do PL 4269/2012 a esta proposição.,CCJC,504,NA,NA,363664
363664,camara,2015-03-03T09:35:00Z,27,Apense-se a este(a) o(a) PL-460/2015.,MESA,504,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1303924,363664
363664,camara,2015-03-06T16:40:00Z,28,Apensação do PL 460/2015 a esta proposição.,CCJC,504,NA,NA,363664
363664,camara,2016-02-18T17:20:00Z,29,Apense-se a este(a) o(a) PL-4309/2016.,MESA,504,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1432984,363664
363664,camara,2016-03-07T10:13:00Z,30,Apensação do PL 4309/2016 a esta proposição.,CCJC,504,NA,NA,363664
363664,camara,2016-05-18T14:00:00Z,31,Apense-se a este(a) o(a) PL-5216/2016.,MESA,504,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1457406,363664
363664,camara,2016-05-23T14:44:00Z,32,Apensação do PL 5216/2016 a esta proposição.,CCJC,504,NA,NA,363664
363664,camara,2018-03-23T10:29:00Z,33,"Recebimento pela CCP, apensado ao PL-1292/1995",CCP,500,NA,NA,363664
363664,camara,2018-03-23T10:43:00Z,34,"Recebimento pela PL129295, apensado ao PL-1292/1995",PL129295,500,NA,NA,363664
363664,camara,2018-12-05T18:01:00Z,35,"Recebimento pela CCP, apensado ao PL-1292/1995",CCP,500,NA,NA,363664
