prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,id_principal
2214572,camara,2019-08-13T12:29:00Z,1,"Apresentação do Requerimento n. 17/2019, pelo Deputado Hildo Rocha (MDB-MA), que: ""Solicita realização de Audiência Pu?blica para discutir a PEC numero 45 de 2019, da Reforma Tributa?ria, com as presenças dos senhores José Roberto Tadros, Presidente da Confederação Nacional do Comércio (CNC); Samuel de Abreu Pessoa, Pesquisador do Instituto Brasileiro de Economia da Fundação Getúlio Vargas e Marcus de Barros Lisboa, Vice-Presidente de Risco Operacional e Eficiência do Banco Itaú e da senhora Vanessa Rahal Canado, Professora da Fundação Getúlio Vargas (FGV)"".",PEC04519,100,Pronta para Pauta,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1788400,2214572
