,comparacao,distancia
0,7721347_132865_emenda_jus.txt_9,0.0
1,7721347_132865_emenda_jus.txt_11,0.0
2,7721347_132865_emenda_jus.txt_17,0.0
3,7721347_132865_emenda_jus.txt_27,0.0
4,7721347_132865_emenda_jus.txt_35,0.0
5,7721347_132865_emenda_jus.txt_53,0.0
6,7721347_132865_emenda_jus.txt_55,0.0
7,7721347_132865_emenda_jus.txt_65,0.0
8,7721347_132865_emenda_jus.txt_67,0.0
9,7721347_132865_emenda_jus.txt_79,0.0
10,7721347_132865_emenda_jus.txt_81,0.0
11,7721347_132865_emenda_jus.txt_85,0.0
12,7721347_132865_emenda_jus.txt_87,0.0
13,7721347_132865_emenda_jus.txt_89,0.0
14,7721347_132865_emenda_jus.txt_101,0.0
15,7721347_132865_emenda_jus.txt_103,0.0
16,7721347_132865_emenda_jus.txt_107,0.0
17,7721347_132865_emenda_jus.txt_109,0.0
18,7721347_132865_emenda_jus.txt_111,0.0
19,7721347_132865_emenda_jus.txt_113,0.0
20,7721347_132865_emenda_jus.txt_121,0.0
21,7721347_132865_emenda_jus.txt_125,0.0
22,7721347_132865_emenda_jus.txt_127,0.0
23,7721347_132865_emenda_jus.txt_129,0.0
24,7721347_132865_emenda_jus.txt_131,0.0
25,7721347_132865_emenda_jus.txt_133,0.0
26,7721347_132865_emenda_jus.txt_135,0.0
27,7721347_132865_emenda_jus.txt_143,0.0
28,7721347_132865_emenda_jus.txt_145,0.0
29,7721347_132865_emenda_jus.txt_147,0.0
30,7721347_132865_emenda_jus.txt_149,0.0
31,7721347_132865_emenda_jus.txt_151,0.0
32,7721347_132865_emenda_jus.txt_153,0.0
33,7721347_132865_emenda_jus.txt_155,0.0
34,7721347_132865_emenda_jus.txt_163,0.0
35,7721347_132865_emenda_jus.txt_165,0.0
36,7721347_132865_emenda_jus.txt_167,0.0
37,7721347_132865_emenda_jus.txt_182,0.0
38,7721347_132865_emenda_jus.txt_186,0.0
39,7721347_132865_emenda_jus.txt_194,0.0
40,7721347_132865_emenda_jus.txt_200,0.0
41,7721347_132865_emenda_jus.txt_202,0.0
42,7721347_132865_emenda_jus.txt_206,0.0
43,7721347_132865_emenda_jus.txt_214,0.0
44,7721347_132865_emenda_jus.txt_216,0.0
45,7721347_132865_emenda_jus.txt_218,0.0
46,7721347_132865_emenda_jus.txt_220,0.0
47,7721347_132865_emenda_jus.txt_222,0.0
48,7721347_132865_emenda_jus.txt_230,0.0
49,7721347_132865_emenda_jus.txt_238,0.0
50,7721347_132865_emenda_jus.txt_240,0.0
51,7721347_132865_emenda_jus.txt_242,0.0
52,7721347_132865_emenda_jus.txt_244,0.0
53,7721347_132865_emenda_jus.txt_246,0.0
54,7721347_132865_emenda_jus.txt_248,0.0
55,7721347_132865_emenda_jus.txt_250,0.0
56,7721347_132865_emenda_jus.txt_252,0.0
57,7721347_132865_emenda_jus.txt_254,0.0
58,7721347_132865_emenda_jus.txt_256,0.0
59,7721347_132865_emenda_jus.txt_258,0.0
60,7721347_132865_emenda_jus.txt_262,0.0
61,7721347_132865_emenda_jus.txt_270,0.0
62,7721347_132865_emenda_jus.txt_272,0.0
63,7721347_132865_emenda_jus.txt_276,0.0
64,7721347_132865_emenda_jus.txt_278,0.0
65,7721347_132865_emenda_jus.txt_280,0.0
66,7721347_132865_emenda_jus.txt_282,0.0
67,7721347_132865_emenda_jus.txt_284,0.0
68,7721347_132865_emenda_jus.txt_286,0.0
69,7721347_132865_emenda_jus.txt_294,0.0
70,7721347_132865_emenda_jus.txt_300,0.0
71,7721347_132865_emenda_jus.txt_302,0.0
72,7721347_132865_emenda_jus.txt_304,0.0
73,7721347_132865_emenda_jus.txt_306,0.0
74,7721347_132865_emenda_jus.txt_308,0.0
75,7721347_132865_emenda_jus.txt_310,0.0
76,7721347_132865_emenda_jus.txt_312,0.0
77,7721347_132865_emenda_jus.txt_314,0.0
78,7721347_132865_emenda_jus.txt_316,0.0
79,7721347_132865_emenda_jus.txt_324,0.0
80,7721347_132865_emenda_jus.txt_328,0.0
81,7721347_132865_emenda_jus.txt_332,0.0
82,7721347_132865_emenda_jus.txt_334,0.0
83,7721347_132865_emenda_jus.txt_336,0.0
84,7721347_132865_emenda_jus.txt_338,0.0
85,7721347_132865_emenda_jus.txt_340,0.0
86,7721347_132865_emenda_jus.txt_342,0.0
87,7721347_132865_emenda_jus.txt_344,0.0
88,7721347_132865_emenda_jus.txt_352,nan
89,7721347_132865_emenda_jus.txt_354,0.0
90,7721347_132865_emenda_jus.txt_356,0.0
91,7721347_132865_emenda_jus.txt_358,0.0
92,7721347_132865_emenda_jus.txt_362,0.0
93,7721347_132865_emenda_jus.txt_364,0.0
94,7721347_132865_emenda_jus.txt_366,0.0
95,7721347_132865_emenda_jus.txt_368,0.0
96,7721347_132865_emenda_jus.txt_370,0.0
97,7721347_132865_emenda_jus.txt_374,0.0
98,7721347_132865_emenda_jus.txt_382,0.0
99,7721347_132865_emenda_jus.txt_384,0.0
100,7721347_132865_emenda_jus.txt_388,0.0
101,7721347_132865_emenda_jus.txt_390,0.0
102,7721347_132865_emenda_jus.txt_392,0.0
103,7721347_132865_emenda_jus.txt_394,0.0
104,7721347_132865_emenda_jus.txt_400,0.0
105,7721347_132865_emenda_jus.txt_402,0.0
106,7721347_132865_emenda_jus.txt_406,0.0
107,7721347_132865_emenda_jus.txt_414,0.0
108,7721347_132865_emenda_jus.txt_416,0.0
109,7721347_132865_emenda_jus.txt_418,0.0
110,7721347_132865_emenda_jus.txt_420,0.0
111,7721347_132865_emenda_jus.txt_422,0.0
112,7721347_132865_emenda_jus.txt_424,0.0
